id,name__en,name,image,gender,birth_date,given_name,identifier__VIAF,family_name,identifier__LCAuth,identifier__SUDOC,website,identifier__ISNI,identifier__NTA,identifier__freebase,identifier__hansard,wikipedia__en,twitter,identifier__parliamentDOTuk,name__cy,name__es,name__nl,name__fr,name__de,name__gl,wikipedia__cy,wikipedia__gl,name__fa,name__ca,wikipedia__ca,name__eu,name__br,wikipedia__br,wikipedia__eu,wikipedia__fr,wikipedia__de,name__nb,name__da,name__nn,name__sv,name__en_ca,name__en_gb,name__pl,name__gd,name__ko,name__ru,name__tr,name__hu,name__sco,name__scn,name__oc,name__ie,name__el,name__uk,name__cs,name__sk,wikipedia__commons,wikipedia__cs,wikipedia__el,wikipedia__es,wikipedia__gd,wikipedia__hu,wikipedia__ie,wikipedia__ko,wikipedia__pl,wikipedia__ru,wikipedia__scn,wikipedia__sco,wikipedia__simple,wikipedia__tr,wikipedia__uk,name__nds,wikipedia__nds,name__it,name__la,name__az,name__zh,wikipedia__az,wikipedia__la,wikipedia__oc,wikipedia__zh,name__vmf,identifier__BNF,wikipedia__fa,name__vi,name__id,name__ga,original_wikiname,identifier__publicwhip,name__pt,name__pcd,name__eo,last_seen,identifier__TWFY,name__mg,wikipedia__mg,name__ja,name__zh_cn,identifier__FAST,name__ro,wikipedia__ro,identifier__EuroparlMEP,identifier__journalisted,identifier__current_hansard,identifier__bbc_democracy_live,name__fi,wikipedia__fi,identifier__OLID,name__de_ch,occupation,identifier__snac,weblog,wikipedia__it,name__ar,identifier__quora,identifier__BBC_things,name__te,name__an,name__ast,name__ext,wikipedia__enwikiquote,name__zh_hant,wikipedia__cywikiquote,facebook,identifier__google_knowledge,identifier__Britannica,identifier__GND,identifier__BIBSYS,identifier__NUKAT,name__fo,name__kl,wikipedia__ms,death_date,name__ms,name__he,name__af,name__bar,name__bm,name__co,name__de_at,name__et,name__frc,name__frp,name__fur,name__gsw,name__hr,name__ia,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__LNB,name__sl,identifier__national_archives,name__bn,identifier__rush,identifier__Oxforddnb,identifier__NPG,identifier__NNDB,identifier__ne_se,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__da,wikipedia__id,wikipedia__sv,wikipedia__pt,identifier__WelshBiography,name__is,name__sr_el,identifier__welsh_assembly,honorific_suffix,wikipedia__ga,wikipedia__wuu,name__wuu,wikipedia__zh_yue,name__yue,identifier__NKC
Q7182555,Phil Williams,Phil Williams,,male,1939-01-11,Phil,48954463,Williams,no2005014396,,,,,/m/01kg5z,,Phil Williams (Welsh politician),,,Phil Williams,Phil Williams,Phil Williams,Phil Williams,Phil Williams,Phil Williams,Phil Williams,,فیل ویلیامز,Phil Williams,,Phil Williams,Phil Williams,,,,,Phil Williams,Phil Williams,Phil Williams,Phil Williams,,,,Phil Williams,,Фил Уильямс,,Phil Williams,Phil Williams,,Phil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Williams,Phil Williams,Phil Williams,,,Phil Williams,Phil Williams,Phil Williams,,,,,,,,,,,,,,,,OL4967211A,,politician,,,,فيل وليامز,,,,,,,,,,,,,,,,,,,2003-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Williams,,,,90067,,,,,,,,,,,,,,,4397,,,,,,,
Q728167,David Jones,David Jones,https://upload.wikimedia.org/wikipedia/commons/0/0a/Official_portrait_of_Mr_David_Jones_crop_2.jpg,male,1952-03-22,David,,Jones,,,http://www.davidjones-mp.com/,,,/m/062q_3,mr-david-jones-2,David Jones (Clwyd West MP),DavidJonesMP,commons/mr-david-jones/1502,David Jones,David Jones,David Jones,David Jones,David Jones,David Jones,David Jones (gwleidydd Cymreig),,دیوید جونز,David Jones,,David Jones,David Jones,,,David Jones (politique),,David Jones,David Jones,David Jones,David Jones,David Jones,David Jones,David Jones,David Jones,,Дэвид Джонс,,David Jones,David Jones,David Jones,David Jones,David Jones,,,David Jones,David Jones,Category:David Jones (UK politician),,,,,,,,David Jones (polityk),"Джонс, Дэвид Иан",,,,,,David Jones,,David Jones,,,大衛·瓊斯,,,,大衛·瓊斯 (政治人物),,,,David Jones,David Jones,David Jones,,David_Jones,David Jones,David Jones,David Jones,,david_jones,David Jones,,,,,David Jones,,,david-jones,4792,31694,David Jones,,,David Jones,politician,,,,دايفيد جونز,,,,David Jones,David Jones,,,,,,,,,,,,,,,David Jones,,David Jones,David Jones,,David Jones,David Jones,David Jones,,David Jones,David Jones,David Jones,David Jones,David Jones,David Jones,,,David Jones,David Jones,David Jones,David Jones,,,David Jones,David Jones,David Jones,David Jones,,David Jones,,David Jones,,David Jones,David Jones,David Jones,David Jones,David Jones,David Jones,David Jones,David Jones,David Jones,,David Jones,,ডেভিড জোন্স,9486,,,,,,,,,,,David Jones (politiker),,,David Jones,David Jones,4467,,,,,,,
Q7301733,Rebecca Evans,Rebecca Evans,https://upload.wikimedia.org/wikipedia/commons/6/68/Rebecca_Evans_-_National_Assembly_for_Wales.jpg,female,1976-08-02,Rebecca,,Evans,,,,,,,,Rebecca Evans (politician),RebeccaEvansAM,,Rebecca Evans,Rebecca Evans,Rebecca Evans,Rebecca Evans,Rebecca Evans,,Rebecca Evans (gwleidydd),,,,,,,,,,,,,,,,,,,,Ревекка Эванс,,Rebecca Evans,Rebecca Evans,,Rebecca Evans,,,,,,Category:Rebecca Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,ريبيكا إيفانز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rebecca Evans,,,,,,,,,,,,,,,,,,,375,,,,,,,
Q7321239,Rhodri Glyn Thomas,Rhodri Glyn Thomas,https://upload.wikimedia.org/wikipedia/commons/3/33/Rhodri_glyn_thomas.jpg,male,1953-04-11,Rhodri,,Thomas,,,,,,,,Rhodri Glyn Thomas,RhodriGlynPlaid,,Rhodri Glyn Thomas,Rhodri Glyn Thomas,Rhodri Glyn Thomas,Rhodri Glyn Thomas,Rhodri Glyn Thomas,Rhodri Glyn Thomas,Rhodri Glyn Thomas,,,Rhodri Glyn Thomas,,Rhodri Glyn Thomas,Rhodri Glyn Thomas,,,,,Rhodri Glyn Thomas,Rhodri Glyn Thomas,Rhodri Glyn Thomas,Rhodri Glyn Thomas,,,,Rhodri Glyn Thomas,,,,Rhodri Glyn Thomas,Rhodri Glyn Thomas,,Rhodri Glyn Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhodri Glyn Thomas,Rhodri Glyn Thomas,Rhodri Glyn Thomas,,,Rhodri Glyn Thomas,Rhodri Glyn Thomas,Rhodri Glyn Thomas,,,,,ロドリー・グリン・トーマス,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhodri Glyn Thomas,,,,,,,,,,,,,,,,,,,181,,,,,,,
Q7325461,Richard Edwards,Richard Edwards,,male,1956-08-25,Richard,39544969,Edwards,,084085819,,0000 0001 2278 588X,106924923,,,Richard Edwards (Welsh politician),,,,Richard Edwards,Richard Edwards,Richard Edwards,Richard Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13573037z,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Edwards,,,,,,,,,,,,,,,,,,,4519,,,,,,,osd2011650202
Q7356340,Rod Richards,Rod Richards,,male,1947-03-12,Rod,,Richards,,,,,,,mr-rod-richards,Rod Richards,,,Rod Richards,Rod Richards,Rod Richards,Rod Richards,Rod Richards,,,,,,,,,,,,,,Rod Richards,,Rod Richards,,,,,,Род Ричардс,,Rod Richards,,,,,,,,,,,,,,,,,,,,,,,,,,Rod Richards,,,羅德·理查,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,رود ريتشاردز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rod Richards,,,7289,,,,,,,,,,,,,,,,4462,,,,,,,
Q7368324,Rosemary Butler,Rosemary Butler,https://upload.wikimedia.org/wikipedia/commons/9/9e/Rosemary_Butler_-_National_Assembly_for_Wales.jpg,female,1943-01-21,Rosemary,,Butler,,,,,,,,Rosemary Butler (politician),RosemaryButler,,Rosemary Butler,Rosemary Butler,Rosemary Butler,Rosemary Butler,Rosemary Butler,,Rosemary Butler,,,,,,,,,,,,,,,,,,,,Розмари Батлер,,,,,,,,,,,Category:Rosemary Butler,,,,,,,,,,,,,,,,,Rosemary Butler,,,羅斯瑪麗·巴特勒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Rosemary Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,
Q7381514,Russell George,Russell George,https://upload.wikimedia.org/wikipedia/commons/4/4c/Russell_George.jpg,male,1974,Russell,,George,,,,,,,,Russell George,russ_george,,Russell George,Russell George,Russell George,Russell George,Russell George,,Russell George,,,,,,,,,,,,,,,,,,,,Рассел Джордж,,,Russell George,,,,,,,,Category:Russell George,,,,,,,,,,,,,,,,,Russell George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,راسيل جورج,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russell George,,,,,,,,,,,,,,,,,,,303,,,,,,,
Q7417378,Sandy Mewies,Sandy Mewies,https://upload.wikimedia.org/wikipedia/commons/7/79/Sandy_Mewies.jpg,female,1950-02-19,Sandy,,Mewies,,,,,,,,Sandy Mewies,SandyMewies1,,Sandy Mewies,Sandy Mewies,,Sandy Mewies,Sandy Mewies,,Sandy Mewies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,
Q7634083,Sue Essex,Sue Essex,https://upload.wikimedia.org/wikipedia/commons/5/54/Queen_Elizabeth_II_with_Richard_Rogers_and_Sue_Essex.jpg,female,1945-08-29,Sue,,Essex,,,,,,,,Sue Essex,,,Sue Essex,Sue Essex,Sue Essex,Sue Essex,Sue Essex,,Sue Essex,,,,,,,,,,,Sue Essex,Sue Essex,Sue Essex,Sue Essex,,,,,,,,Sue Essex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sue Essex,,,,,,,,,,,,,,,,,,,1179,,,,,,,
Q7651414,Suzy Davies,Suzy Davies,https://upload.wikimedia.org/wikipedia/commons/e/ea/Suzy_Davies.jpg,female,,Suzy,,Davies,,,,,,,,Suzy Davies,suzydaviesam,,Suzy Davies,,Suzy Davies,,Suzy Davies,,Suzy Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇茜·戴維斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,,,,,,,
Q7681863,Tamsin Dunwoody,Tamsin Dunwoody,https://upload.wikimedia.org/wikipedia/commons/0/0a/Tamsin_Dunwoody.JPG,female,1958-09-03,Tamsin,,Dunwoody,,,,,,,,Tamsin Dunwoody,,,Tamsin Dunwoody,Tamsin Dunwoody,Tamsin Dunwoody,Tamsin Dunwoody,Tamsin Dunwoody,,,,,,,,,,,,,Tamsin Dunwoody,Tamsin Dunwoody,Tamsin Dunwoody,Tamsin Dunwoody,,,,,,,,Tamsin Dunwoody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamsin Dunwoody,,,,,,,,,,,,,,,,,,,4587,,,,,,,
Q7816884,Tom Middlehurst,Tom Middlehurst,,male,1936-06-25,Tom,,Middlehurst,,,,,,,,Tom Middlehurst,,,Tom Middlehurst,Tom Middlehurst,Tom Middlehurst,Tom Middlehurst,Tom Middlehurst,,Tom Middlehurst,,,,,,,,,,,,,,,,,,,,,,Tom Middlehurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Middlehurst,,,,,,,,,,,,,,,,,,,4389,,,,,,,
Q7843996,Trish Law,Trish Law,,female,1954-03-17,Trish,,Law,,,,,,,,Trish Law,,,Trish Law,Trish Law,,Trish Law,Trish Law,Trish Law,Trish Law,,,Trish Law,,Trish Law,Trish Law,,,,,,,,,,,,Trish Law,,,,,Trish Law,,Trish Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trish Law,Trish Law,Trish Law,,,Trish Law,Trish Law,Trish Law,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4438,,,,,,,
Q7909090,Val Feld,Val Feld,,female,1947-10-29,Val,,Feld,,,,,,,,Val Feld,,,Val Feld,,Val Feld,Val Feld,Val Feld,Val Feld,Val Feld,,,,,,,,,,,,,,,,,,,,,,,,,Val Feld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,2001-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Val Feld,F72547,,,,,,,,,,,,,,,s10-FELD-ANN-1947,,,4533,,,,,,,
Q7909111,Val Lloyd,Val Lloyd,,female,,Valerie,,Lloyd,,,,,,,,Val Lloyd,,,Valerie Lloyd,Val Lloyd,,,Val Lloyd,,Valerie Lloyd,,,,,,,,,,,,,,,,,,,,Валери Ллойд,,Val Lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4447,,,,,,,
Q7917285,Vaughan Gething,Vaughan Gething,https://upload.wikimedia.org/wikipedia/commons/1/1a/Vaughan_Gething.jpg,male,1974,Vaughan,,Gething,,,,,,,,Vaughan Gething,VaughanGething,,Vaughan Gething,Vaughan Gething,Vaughan Gething,Vaughan Gething,Vaughan Gething,,Vaughan Gething,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Vaughan Gething,,,,,,,,,,,,,,,,,Vaughan Gething,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,vaughan.gethingassembly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,,,,,,,
Q7922414,Veronica German,Veronica German,,female,1957-02-12,Veronica,,German,,,,,,,,Veronica German,,,Veronica German,,Veronica German,Veronica German,Veronica German,,Veronica German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veronica German,,,,,,,,,,,,,,,,,,,149,,,,,,,
Q8010078,William Graham,William Graham,https://upload.wikimedia.org/wikipedia/commons/c/cc/William_Graham_-_National_Assembly_for_Wales.jpg,male,1949-11-18,William,,Graham,,,,,,,,William Graham (Welsh politician),WilliamGrahamAM,,William Graham,William Graham,William Graham,William Graham,William Graham,,William Graham,,,William Graham,,,,,,,,,,,,,,,,,Уильям Грэм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,ويليام غراهام,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,
Q8017036,William Powell,William Powell,https://upload.wikimedia.org/wikipedia/commons/f/f8/William_Powell_-_National_Assembly_for_Wales.jpg,male,,William,,Powell,,,,,,,,William Powell (Welsh politician),WmPowell2016,,William Powell,William Powell,,William Powell,William Powell,,,,,William Powell,,,,,,,,,,,,,,,,,Уильям Пауэлл,,William Powell,William Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Powell,,,,,,,,,,,,,,,,,,politician,,,,ويليام باول,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Powell,,উইলিয়াম পাওয়েল,,,,,,,,,,,,,,,,,378,,,,,,,
