id,name__es,name__en,name,wikipedia__en,wikipedia__es,image,gender,birth_date,given_name,original_wikiname,name__fr,name__nl,name__hu,name__de,name__nb,name__da,name__nn,name__sv,twitter,name__uk,name__gl,name__fa,name__pt,name__zh,wikipedia__de,wikipedia__fa,wikipedia__fr,wikipedia__gl,wikipedia__pt,wikipedia__uk,identifier__freebase,name__it,wikipedia__commons,wikipedia__nl,facebook,name__br,name__ca,name__co,name__cs,name__cy,name__eo,name__et,name__eu,name__fi,name__hr,name__lt,name__lv,name__oc,name__pcd,name__pl,name__ro,name__sk,name__sr_el,name__tr,name__vec,name__vi,name__vls,name__vo,name__wa,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__ru,name__id,name__ja,name__mr,name__ar,name__mg,wikipedia__ar,wikipedia__ca,wikipedia__da,wikipedia__fi,wikipedia__hu,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__lt,wikipedia__mg,wikipedia__mr,wikipedia__no,wikipedia__pl,wikipedia__ru,wikipedia__sv,wikipedia__zh,name__ast,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__el,family_name,wikipedia__eswikiquote,wikipedia__eswikisource,identifier__FAST,name__he,wikipedia__cs,wikipedia__eo,wikipedia__he,wikipedia__simple,wikipedia__tr,death_date,name__sw,wikipedia__sw,name__la,wikipedia__la,wikipedia__oc,name__af,name__an,name__bar,name__bs,name__eml,name__fo,name__frr,name__gsw,name__is,name__lb,name__min,name__nds,name__pt_br,name__rm,name__sco,name__sh,name__sl,name__sq,identifier__google_knowledge,name__en_ca,name__en_gb,identifier__ISNI,identifier__SBN_it,website,identifier__NTA,wikipedia__sl,name__be,wikipedia__eu,identifier__BNE,instagram,name__hy,occupation,name__sr_ec,name__bg,name__sr,wikipedia__bg,wikipedia__ptwikiquote,wikipedia__sr,identifier__IMDB,identifier__MusicBrainz,identifier__AlloCine,identifier__Munzinger,identifier__GNC,identifier__moviemeter,identifier__discogs,identifier__allmovie,identifier__SFDb,identifier__elonet,identifier__PORT,identifier__SCOPE,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__filmportal_de,second_surname,identifier__snac,wikipedia__eswikinews,identifier__quora,name__bm,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__ga,name__gd,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__li,name__lij,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pms,name__prg,name__rgn,name__sc,name__scn,name__vmf,name__wo,name__zu,identifier__bna,identifier__ssrn,identifier__cinenacional,name__gn,wikipedia__sk,identifier__ATP,identifier__ITF,linkedin,identifier__youtube,wikipedia__tg,name__tg,identifier__Britannica,married_name,wikipedia__plwikiquote,identifier__BIBSYS,identifier__NUKAT,identifier__CANTIC,identifier__LNB,identifier__argentine_senate,pseudonym,name__lfn,wikipedia__ast,wikipedia__vi,wikipedia__hy,name__ka,wikipedia__ka,identifier__argentine_deputies,identifier__google_scholar,identifier__ORCID
Q17477925,Miguel Ángel Bazze,Miguel Ángel Bazze,Miguel Ángel Bazze,,Miguel Ángel Bazze,https://upload.wikimedia.org/wikipedia/commons/f/f0/DiputadoMiguelBazze.jpg,male,1955-04-30,Miguel,,Miguel Ángel Bazze,Miguel Ángel Bazze,Miguel Ángel Bazze,Miguel Ángel Bazze,,,,,BAZZEMIGUEL,,,,,,,,,,,,,,Category:Miguel Ángel Bazze,,,,Miguel Ángel Bazze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Ángel Bazze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Ángel Bazze,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mbazze,,
Q17624215,Pablo Tonelli,Pablo Tonelli,Pablo Tonelli,,Pablo Tonelli,https://upload.wikimedia.org/wikipedia/commons/e/ee/Pablo_Gabriel_Tonelli.png,male,1954-06-13,Pablo,,Pablo Tonelli,Pablo Tonelli,Pablo Tonelli,Pablo Tonelli,,,,,,,,,,,,,,,,,,Pablo Tonelli,,,,,Pablo Tonelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Tonelli,,,,,,,Tonelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Tonelli,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ptonelli,,
Q17634375,Héctor Flores,Héctor Flores,Héctor Flores,Héctor Toty Flores,"Héctor ""Toty"" Flores","https://upload.wikimedia.org/wikipedia/commons/b/b8/Héctor_""Toty""_Flores.jpg",male,1953-12-08,Héctor,,Héctor Flores,"Héctor Toty"" Flores""""",,Héctor Flores,,,,,,,,,,,,,,,,,,,,,,,Héctor Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor Flores,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hflores,,
Q17635652,Juan Casañas,Juan Casañas,Juan Casañas,,Juan Casañas,,male,1963-04-30,Juan,,Juan Casañas,Juan Casañas,Juan Casañas,Juan Casañas,,,,,JuanCasanas1,,,,,,,,,,,,,,,,,,Juan Casañas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Casañas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Casañas,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jcasanas,,
Q18224545,Pablo Javkin,Pablo Javkin,Pablo Javkin,,Pablo Javkin,https://upload.wikimedia.org/wikipedia/commons/b/bb/Pablo_Javkin1.jpeg,male,1971-11-19,Pablo,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,,Pablo Javkin,Pablo Javkin,Pablo Javkin,,,,,Pablo Javkin,,,,,,,,,Pablo Javkin,,,,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,Pablo Javkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Javkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Javkin,,,,Pablo Javkin,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18224934,Cornelia Schmidt-Liermann,Cornelia Schmidt-Liermann,Cornelia Schmidt-Liermann,Cornelia Schmidt-Liermann,Cornelia Schmidt-Liermann,https://upload.wikimedia.org/wikipedia/commons/8/8c/Diputada_Cornelia_Schmidt-Liermann.png,female,1963-11-06,Cornelia,,Cornelia Schmidt-Liermann,Cornelia Schmidt-Liermann,Cornelia Schmidt-Liermann,Cornelia Schmidt-Liermann,,Cornelia Schmidt-Liermann,,,,,Cornelia Schmidt-Liermann,,Cornelia Schmidt-Liermann,,,,,,,,,Cornelia Schmidt-Liermann,,,,,Cornelia Schmidt-Liermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornelia Schmidt-Liermann,,,,,,,,,,,,,,,,,,,,,,,Cornelia Schmidt-Liermann,Cornelia Schmidt-Liermann,,,,,,Cornelia Schmidt-Liermann,,,,,Cornelia Schmidt-Liermann,,,,Cornelia Schmidt-Liermann,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornelia Schmidt-Liermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornelia Schmidt-Liermann,,,,,csliermann,,
Q18711917,Maria Cristina del Valle Fiore Viñuales,Maria Cristina del Valle Fiore Viñuales,Maria Cristina del Valle Fiore Viñuales,,Cristina Fiore,https://upload.wikimedia.org/wikipedia/commons/0/00/Fiore_Viñuales.png,female,1974-02-16,Maria,,Maria Cristina del Valle Fiore Viñuales,Maria Cristina del Valle Fiore Viñuales,Maria Cristina del Valle Fiore Viñuales,Maria Cristina del Valle Fiore Viñuales,,,,,fiore_cristina,,,,,,,,,,,,,,,,Cristina-Fiore-Viñuales-380477738689513,,Maria Cristina del Valle Fiore Viñuales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristina Fiore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Cristina del Valle Fiore Viñuales,,,,,,,http://www.fioresenadora.com/,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,,,Cristina Fiore,,,,,,,
Q19006869,Agustín Rossi,Agustín Rossi,Agustín Rossi,Agustín Rossi,Agustín Rossi,"https://upload.wikimedia.org/wikipedia/commons/d/d8/Agustín_Rossi,_ministro_de_Defensa_de_Argentina_(2014-08-06).jpg",male,1959-10-18,Agustín,,Agustín Rossi,Agustín Rossi,Agustín Rossi,Agustín Rossi,Agustín Rossi,Agustín Rossi,Agustín Rossi,Agustín Rossi,RossiAgustinOK,,,,,,,,,,,,,Agustín Rossi,Category:Agustín Rossi,,,,Agustín Rossi,,,,,,,Agustín Rossi,,,,,,,,,,,,,,,,,,,,,,,Агустин Росси,,,,أغوستين روسي,Agustín Rossi,أغوستين روسي (سياسي),,,,,,,,,,,,,,,,,Agustín Rossi,315947404,,n2015033364,,,,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agustín Rossi,,,,,0000 0004 4882 6995,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arossi,,
Q19601030,Andrés Zottos,Andrés Zottos,Andrés Zottos,,Andrés Zottos,https://upload.wikimedia.org/wikipedia/commons/2/21/Andrés_Zottos.jpg,male,1961-11-30,Andrés,,Andrés Zottos,Andrés Zottos,Andrés Zottos,Andrés Zottos,,,,,,,Andrés Zottos,,Andrés Zottos,,,,,,,,,Andrés Zottos,,,,,Andrés Zottos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés Zottos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés Zottos,,,,Andrés Zottos,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mzottos,,
Q19897814,Eduardo  Cáceres,Eduardo  Cáceres,Eduardo  Cáceres,,Eduardo Cáceres,https://upload.wikimedia.org/wikipedia/commons/e/ed/Eduardo_Cáceres_diputado_Argentino.jpg,male,1975-01-30,Eduardo,,Eduardo Cáceres,Eduardo  Cáceres,Eduardo  Cáceres,Eduardo Cáceres,,,,,,,,,,,,,,,,,,,,,,,Eduardo Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo  Cáceres,,,,,,,http://www.eduardocaceres.com/,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecaceres,,
Q20012995,Alfredo Olmedo,Alfredo Olmedo,Alfredo Olmedo,,Alfredo Olmedo,https://upload.wikimedia.org/wikipedia/commons/e/e5/Alfredo_Olmedo.jpg,male,1965-12-05,Alfredo,,Alfredo Olmedo,Alfredo Olmedo,Alfredo Olmedo,Alfredo Olmedo,,,,,olmedopresident,,,,Alfredo Olmedo,,,,,,Alfredo Olmedo,,,,Category:Alfredo Olmedo,,alfredo.h.olmedo,,Alfredo Olmedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfredo Olmedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfredo Olmedo,,,,Alfredo Olmedo,,,,,,,,,,,,,alfredoolmedo.ok,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aolmedo,,
Q20015252,Patricia Giménez,Patricia Giménez,Patricia Giménez,,Patricia Giménez,https://upload.wikimedia.org/wikipedia/commons/e/eb/Patri2.JPG,female,1962-10-15,Patricia,Patricia Giménez,Patricia Giménez,Patricia Giménez,Patricia Giménez,Patricia Giménez,,,,,,,Patricia Giménez,,Patricia Giménez,,,,,,,,,Patricia Giménez,,,,,Patricia Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patricia Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patricia Giménez,,,,Patricia Giménez,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patricia Giménez,,,,,pgimenez,,
Q20015265,Gladys González,Gladys González,Gladys González,Gladys González,Gladys González,https://upload.wikimedia.org/wikipedia/commons/d/d6/Gladys_González_senadora.png,female,1973-05-30,Gladys,Gladys González,Gladys González,Gladys González,Gladys González,Gladys González,,,,,,,,,,,,,,,,,,,,,,,Gladys González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladys González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladys González,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,,,,,,,,,,
Q20016052,Mirta Tundis,Mirta Tundis,Mirta Tundis,,Mirta Tundis,https://upload.wikimedia.org/wikipedia/commons/1/19/Dipu_Mirta_Tundis.jpg,female,1971-09-07,Mirta,Mirtha Tundis,Mirta Tundis,Mirta Tundis,Mirta Tundis,Mirta Tundis,,,,,,,,,,,,,,,,,,,Category:Mirta Tundis,,,,Mirta Tundis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirta Tundis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirta Tundis,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mtundis,,
Q20016593,Silvia Majdalani,Silvia Majdalani,Silvia Majdalani,Silvia Majdalani,Silvia Majdalani,https://upload.wikimedia.org/wikipedia/commons/c/c7/SilviaMajdalani.jpg,female,1958-11-02,Silvia,Silvia Majdalani,Silvia Majdalani,Silvia Majdalani,,,,,,,,,,,,,,,,,,,,,,,,,Silvia Majdalani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvia Majdalani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvia Majdalani,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20017012,Julio Solanas,Julio Solanas,Julio Solanas,,Julio Solanas,https://upload.wikimedia.org/wikipedia/commons/8/84/Julio_Rodolfo_Solanas.png,male,1953-01-31,Julio,,Julio Solanas,Julio Solanas,Julio Solanas,Julio Solanas,,,,,,,,,,,,,,,,,,,,,,,Julio Solanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julio Solanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julio Solanas,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jsolanas,,
Q20090781,Juan Carlos Giordano,Juan Carlos Giordano,Juan Carlos Giordano,Juan Carlos Giordano,Juan Carlos Giordano,https://upload.wikimedia.org/wikipedia/commons/2/2f/Juan_Carlos_Giordano.jpg,male,1962,Juan Carlos,,Juan Carlos Giordano,Juan Carlos Giordano,Juan Carlos Giordano,Juan Carlos Giordano,,,,,,,,,,,,,,,,,/m/013cczns,,,,,,Juan Carlos Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حزقيال كارلوس جيوردانو,,حزقيال كارلوس جيوردانو,,,,,,,,,,,,,,,,,Juan Carlos Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Carlos Giordano,,,,,,,,,,,,,,,activist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jgiordano,,
Q20644683,Facundo Garretón,Facundo Garretón,Facundo Garretón,,Facundo Garretón,https://upload.wikimedia.org/wikipedia/commons/6/6e/Facundo123.jpg,male,1974-01-13,Facundo,,Facundo Garretón,Facundo Garretón,Facundo Garretón,Facundo Garretón,,,,,facundogarreton,,,,,,,,,,,,,,,,,,Facundo Garretón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facundo Garretón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facundo Garretón,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fgarreton,,
Q20644688,Christian Gribaudo,Christian Gribaudo,Christian Gribaudo,,Christian Gribaudo,https://upload.wikimedia.org/wikipedia/commons/7/78/Christian_Gribaudo.png,male,1973-04-04,Christian,Christian Gribaudo,Christian Gribaudo,Christian Gribaudo,Christian Gribaudo,Christian Gribaudo,,,,,,,,,,,,,,,,,,,,,,,Christian Gribaudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Gribaudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Gribaudo,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20667914,Alberto Ciampini,Alberto Ciampini,Alberto Ciampini,,Alberto Ciampini,https://upload.wikimedia.org/wikipedia/commons/4/4e/Alberto-Ciampini-Diputado-Nacional-FpV-Nqn.jpg,male,1953-11-07,José Alberto,,Alberto Ciampini,Alberto Ciampini,Alberto Ciampini,Alberto Ciampini,,,,,,,,,,,,,,,,,,,,,,,Alberto Ciampini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Ciampini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Ciampini,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aciampini,,
Q20737416,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,https://upload.wikimedia.org/wikipedia/commons/8/81/Juan_Fernando_Brügge.jpg,male,1962-06-24,Juan,,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,juanfbrugge,,Juan Fernando Brügge,,Juan Fernando Brügge,,,,Juan Fernando Brügge,,,,,Juan Fernando Brügge,Category:Juan Fernando Brügge,,JuanFernandoBrugge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,,,,,,,,,Juan Fernando Brügge,,,,Juan Fernando Brügge,,,,,,,,,,,,,,,,,,Juan Fernando Brügge,46027702,1056455799,n96045160,,,,Brügge,,,,,,,,,,,Juan Fernando Brügge,,,,,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,,,,,Juan Fernando Brügge,,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,,Juan Fernando Brügge,,/g/11bwf57wrm,Juan Fernando Brügge,Juan Fernando Brügge,0000 0000 3593 5181,,http://www.juanbrugge.com.ar/,,,,,,juanfbrugge,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,Juan Fernando Brügge,,,,Juan Fernando Brügge,,,,https://www.linkedin.com/in/juanfbrugge/,UC2K3m3WluxsDQnEFSdggcNA,,,,,,,,,,,,,,,,,,jbrugge,,
Q21074953,Liliana Mazure,Liliana Mazure,Liliana Mazure,,Liliana Mazure,https://upload.wikimedia.org/wikipedia/commons/c/cc/LilianaMazure.jpg,female,1960,Liliana,Liliana Mazure,Liliana Mazure,Liliana Mazure,Liliana Mazure,Liliana Mazure,,,,,,,Liliana Mazure,,Liliana Mazure,,,,,,,,,Liliana Mazure,Category:Liliana Mazure,,,,Liliana Mazure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liliana Mazure,,,,,,,Mazure,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liliana Mazure,,,,Liliana Mazure,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000044249,,,,,,,,,,,,,,,,,,,,,,,,,,lmazure,,
Q21480721,Néstor Javier David,Javier David,Néstor Javier David,,Javier David,https://upload.wikimedia.org/wikipedia/commons/5/57/Néstor_Javier_David.png,male,"",Javier,,Néstor Javier David,Javier David,Néstor Javier David,Javier David,,,,,,,,,,,,,,,,,,,,,,,Néstor Javier David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Néstor Javier David,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jdavid,,
Q21480801,Verónica Magario,Verónica Magario,Verónica Magario,,Verónica Magario,https://upload.wikimedia.org/wikipedia/commons/c/c1/Verónica_Magario.jpg,female,1969-05-26,Verónica,Verónica Magario,Verónica Magario,Verónica Magario,,,,,,,magariovero,,,,,,,,,,,,,,Category:Verónica Magario,,magariovero,,Verónica Magario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verónica Magario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verónica Magario,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21591711,Julio Martínez,Julio Martínez,Julio Martínez,,Julio Martínez (político argentino),https://upload.wikimedia.org/wikipedia/commons/3/3f/Julio_Martinez_diputados.jpg,male,1962-03-23,Julio,,Julio Martínez,Julio Martínez,,,,,,,,,,,,,,,,,,,,,Category:Julio Martínez,,,,Julio Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julio Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julio Martínez,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000040843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21614815,Emilio Monzó,Emilio Monzó,Emilio Monzó,,Emilio Monzó,https://upload.wikimedia.org/wikipedia/commons/6/6f/Emonzo.jpg,male,1965-09-26,Emilio,,Emilio Monzó,Emilio Monzó,Emilio Monzó,Emilio Monzó,,,,,MonzoEmilio,,,,,,,,,,,,,,Category:Emilio Monzó,,emilio.monzo.79,,Emilio Monzó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emilio Monzó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emilio Monzó,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emonzo,,
