id,name__nl,name__en,name__es,name__pl,name__fr,name__nb,name__da,name__nn,name__sv,name__de,name__hu,name,wikipedia__en,wikipedia__es,wikipedia__nl,wikipedia__pl,image,gender,identifier__VIAF,birth_date,identifier__freebase,given_name,identifier__FAST,original_wikiname,name__it,name__en_ca,identifier__SUDOC,name__ca,name__cy,wikipedia__ca,death_date,twitter,name__gl,name__pt,family_name,wikipedia__commons,name__eu,name__fi,name__ko,name__fa,name__he,wikipedia__de,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__it,wikipedia__ko,wikipedia__no,wikipedia__pt,website,wikipedia__simple,name__ru,name__nds,name__en_gb,name__sr,name__ms,wikipedia__ms,wikipedia__sr,name__tr,wikipedia__tr,name__zh_hant,name__zh_cn,name__ja,identifier__PACE,occupation,name__ro,facebook,identifier__LCAuth,wikipedia__cs,name__cs,wikipedia__az,name__oc,name__az,identifier__snac,wikipedia__zh_yue,name__yue,name__ar,wikipedia__ar,wikipedia__zh,name__zh,second_surname,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__eo,name__et,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__GND,instagram,name__sl,identifier__ISNI,name__hi,wikipedia__ast,name__es_419,name__ht,name__tl,wikipedia__ht,wikipedia__hu,wikipedia__ru,wikipedia__sco,wikipedia__tl,identifier__allmovie,identifier__AlloCine,identifier__PORT,identifier__kinopoisk,identifier__elonet,identifier__SFDb,identifier__BNF,wikipedia__eswikiquote,wikipedia__sv
Q16120664,Jorge del Ángel Acosta,Jorge del Ángel Acosta,Jorge del Ángel Acosta,,Jorge del Ángel Acosta,,,,,Jorge del Ángel Acosta,,Jorge del Ángel Acosta,Jorge del Ángel Acosta,,,,,male,,1948-06-28,,Jorge,,Jorge del Ángel Acosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge del Ángel Acosta,,,,,,,,,,,,,,,,,,,,
Q16120979,María Esther Garza Moreno,María Esther Garza Moreno,María Esther Garza Moreno,,María Esther Garza Moreno,,,,,María Esther Garza Moreno,,María Esther Garza Moreno,María Esther Garza Moreno,,,,,female,,1948-07-23,,María,,María Esther Garza Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Esther Garza Moreno,,,,,,,,,,,,,,,,,,,,
Q16122010,José Luis Muñoz Soria,José Luis Muñoz Soria,José Luis Muñoz Soria,,José Luis Muñoz Soria,,,,,José Luis Muñoz Soria,,José Luis Muñoz Soria,José Luis Muñoz Soria,,,,,male,,1948-08-10,,José,,José Luis Muñoz Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Luis Muñoz Soria,,,,,,,,,,,,,,,,,,,,
Q16122469,Héctor Roblero Gordillo,Héctor Roblero Gordillo,Héctor Roblero Gordillo,,Héctor Roblero Gordillo,,,,,Héctor Roblero Gordillo,,Héctor Roblero Gordillo,Héctor Roblero Gordillo,,,,,male,,1948-04-28,,Héctor,,Héctor Roblero Gordillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor Roblero Gordillo,,,,,,,,,,,,,,,,,,,,
Q16137131,Román Padilla Fierro,Román Padilla Fierro,Román Padilla Fierro,,Román Padilla Fierro,,,,,Román Padilla Fierro,,Román Padilla Fierro,Román Padilla Fierro,,,,,male,,1949-01-12,,Román,,Román Padilla Fierro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Román Padilla Fierro,,,,,,,,,,,,,,,,,,,,
Q16143384,Rafael Acosta Croda,Rafael Acosta Croda,Rafael Acosta Croda,,Rafael Acosta Croda,,,,,Rafael Acosta Croda,Rafael Acosta Croda,Rafael Acosta Croda,Rafael Acosta Croda,Rafael Acosta Croda,,,,male,,1957-05-27,,Rafael,,Rafael Acosta Croda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafael Acosta Croda,,,,,,,,,,,,,,,,,,,,
Q16144304,Alfonso Inzunza Montoya,Alfonso Inzunza Montoya,Alfonso Inzunza Montoya,,Alfonso Inzunza Montoya,,,,,Alfonso Inzunza Montoya,,Alfonso Inzunza Montoya,Alfonso Inzunza Montoya,,,,https://upload.wikimedia.org/wikipedia/commons/4/40/23º_Foro_Parlamentario_Asia_Pacífico_-_Alfonso_Inzunza_(MÉXICO)_(16087550658).jpg,male,,1949-11-14,,Alfonso,,Alfonso Inzunza Montoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfonso Inzunza Montoya,,,,,,,,,,,,,,,,,,,,
Q16144498,Alfredo Anaya Gudiño,Alfredo Anaya Gudiño,Alfredo Anaya Gudiño,,Alfredo Anaya Gudiño,,,,,Alfredo Anaya Gudiño,,Alfredo Anaya Gudiño,Alfredo Anaya Gudiño,,,,,male,,1950-11-08,,Alfredo,,Alfredo Anaya Gudiño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfredo Anaya Gudiño,,,,,,,,,,,,,,,,,,,,
Q16144531,Carlos Fernando Angulo Parra,Carlos Fernando Angulo Parra,Carlos Fernando Angulo Parra,,Carlos Fernando Angulo Parra,,,,,Carlos Fernando Angulo Parra,Carlos Angulo Parra,Carlos Fernando Angulo Parra,Carlos Fernando Angulo Parra,Carlos Angulo Parra,,,,male,,1950-09-11,,Carlos,,Carlos Fernando Angulo Parra,Carlos Fernando Angulo Parra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Fernando Angulo Parra,,,,,,,,,,,,,,,,,,,,
Q16144557,Kamel Athie Flores,Kamel Athie Flores,Kamel Athie Flores,,Kamel Athie Flores,,,,,Kamel Athie Flores,,Kamel Athie Flores,Kamel Athie Flores,,,,,male,,1950-02-28,,Kamel,,Kamel Athie Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamel Athie Flores,,,,,,,,,,,,,,,,,,,,
Q16144704,Jaime Bonilla Valdez,Jaime Bonilla Valdez,Jaime Bonilla Valdez,,Jaime Bonilla Valdez,,,,,Jaime Bonilla Valdez,,Jaime Bonilla Valdez,Jaime Bonilla Valdez,Jaime Bonilla Valdéz,,,,male,,1950-06-09,,Jaime,,Jaime Bonilla Valdez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaime Bonilla Valdez,,,,,,,,,,,,,,,,,,,,
Q16145023,Víctor Emanuel Díaz Palacios,Víctor Emanuel Díaz Palacios,Víctor Emanuel Díaz Palacios,,Víctor Emanuel Díaz Palacios,,,,,Víctor Emanuel Díaz Palacios,,Víctor Emanuel Díaz Palacios,Víctor Emanuel Díaz Palacios,,,,,male,,1950-11-22,,Víctor,,Víctor Emanuel Díaz Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Emanuel Díaz Palacios,,,,,,,,,,,,,,,,,,,,
Q16145455,Tomás López Landero,Tomás López Landero,Tomás López Landero,,Tomás López Landero,,,,,Tomás López Landero,,Tomás López Landero,Tomás López Landero,,,,,male,,1950-03-14,,Tomás,,Tomás López Landero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomás López Landero,,,,,,,,,,,,,,,,,,,,
Q16145573,Juan Carlos Muñoz Márquez,Juan Carlos Muñoz Márquez,Juan Carlos Muñoz Márquez,,Juan Carlos Muñoz Márquez,,,,,Juan Carlos Muñoz Márquez,,Juan Carlos Muñoz Márquez,Juan Carlos Muñoz Márquez,,,,,male,,1950-04-30,,Juan,,Juan Carlos Muñoz Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Carlos Muñoz Márquez,,,,,,,,,,,,,,,,,,,,
Q16145714,Blas Ramón Rubio Lara,Blas Ramón Rubio Lara,Blas Ramón Rubio Lara,,Blas Ramón Rubio Lara,,,,,Blas Ramón Rubio Lara,,Blas Ramón Rubio Lara,Blas Ramón Rubio Lara,,,,,male,,1950-12-13,,Blas,,Blas Ramón Rubio Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blas Ramón Rubio Lara,,,,,,,,,,,,,,,,,,,,
Q16146024,Darío Badillo Ramírez,Darío Badillo Ramírez,Darío Badillo Ramírez,,Darío Badillo Ramírez,,,,,Darío Badillo Ramírez,,Darío Badillo Ramírez,Darío Badillo Ramírez,,,,,male,,1959-12-10,,Darío,,Darío Badillo Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darío Badillo Ramírez,,,,,,,,,,,,,,,,,,,,
Q16146032,Alma Arroyo Ruiz,Alma Arroyo Ruiz,Alma Arroyo Ruiz,,Alma Arroyo Ruiz,,,,,Alma Arroyo Ruiz,,Alma Arroyo Ruiz,Alma Arroyo Ruiz,,,,,female,,1975-11-27,,Alma,,Alma Arroyo Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alma Arroyo Ruiz,,,,,,,,,,,,,,,,,,,,
Q16146067,Rocío Abreu Artiñano,Rocío Abreu Artiñano,Rocío Abreu Artiñano,,Rocío Abreu Artiñano,,,,,Rocío Abreu Artiñano,,Rocío Abreu Artiñano,Rocío Abreu Artiñano,,,,,female,,1974-05-29,,Rocío,,Rocío Abreu Artiñano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rocío Abreu Artiñano,,,,,,,,,,,,,,,,,,,,
Q16146176,Brasil Acosta Peña,Brasil Acosta Peña,Brasil Acosta Peña,,Brasil Acosta Peña,,,,,Brasil Acosta Peña,,Brasil Acosta Peña,Brasil Acosta Peña,,,,,male,,1970-06-21,,,,Brasil Acosta Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brasil Acosta Peña,,,,,,,,,,,,,,,,,,,,
Q16146189,Rubén Acosta Montoya,Rubén Acosta Montoya,Rubén Acosta Montoya,,Rubén Acosta Montoya,,,,,Rubén Acosta Montoya,,Rubén Acosta Montoya,Rubén Acosta Montoya,,,,,male,,1973-12-02,,Rubén,,Rubén Acosta Montoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubén Acosta Montoya,,,,,,,,,,,,,,,,,,,,
Q16146233,Edilberto Algredo Jaramillo,Edilberto Algredo Jaramillo,Edilberto Algredo Jaramillo,,Edilberto Algredo Jaramillo,,,,,Edilberto Algredo Jaramillo,,Edilberto Algredo Jaramillo,Edilberto Algredo Jaramillo,,,,,male,,1957-02-13,,,,Edilberto Algredo Jaramillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edilberto Algredo Jaramillo,,,,,,,,,,,,,,,,,,,,
Q16146246,Juan Pablo Adame,Juan Pablo Adame,Juan Pablo Adame,,Juan Pablo Adame,,,,,Juan Pablo Adame,,Juan Pablo Adame,Juan Pablo Adame,,,,,male,,1985-09-12,,Juan,,Juan Pablo Adame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Pablo Adame,,,,,,,,,,,,,,,,,,,,
Q16146425,Ricardo Astudillo Suárez,Ricardo Astudillo Suárez,Ricardo Astudillo Suárez,,Ricardo Astudillo Suárez,,,,,Ricardo Astudillo Suárez,Ricardo Astudillo Suárez,Ricardo Astudillo Suárez,Ricardo Astudillo Suárez,Ricardo Astudillo Suárez,,,,male,,1975-06-26,,Ricardo,,Ricardo Astudillo Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ricardo Astudillo Suárez,,,,,,,,,,,,,,,,,,,,
Q16146538,Claudia Elena Aguila,Claudia Elena Aguila,Claudia Elena Aguila,,Claudia Elena Aguila,,,,,Claudia Elena Aguila,,Claudia Elena Aguila,Claudia Elena Aguila,,,,,female,,1972-10-29,,Claudia,,Claudia Elena Aguila,Claudia Elena Aguila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudia Elena Aguila,,,,,,,,,,,,,,,,,,,,
Q16146542,Aurora Aguilar Rodríguez,Aurora Aguilar Rodríguez,Aurora Aguilar Rodríguez,,Aurora Aguilar Rodríguez,,,,,Aurora Aguilar Rodríguez,,Aurora Aguilar Rodríguez,Aurora Aguilar Rodríguez,,,,,female,,1967-06-15,,Aurora,,Aurora Aguilar Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurora Aguilar Rodríguez,,,,,,,,,,,,,,,,,,,,
Q16146549,Isabel Allende Cano,Isabel Allende Cano,Isabel Allende Cano,,Isabel Allende Cano,,,,,Isabel Allende Cano,,Isabel Allende Cano,Isabel Allende Cano,,,,,female,,1983-06-29,,Isabel,,Isabel Allende Cano,Isabel Allende Cano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isabel Allende Cano,,,,,,,,,,,,,,,,,,,,
Q16146579,Carol Antonio Altamirano,Carol Antonio Altamirano,Carol Antonio Altamirano,,Carol Antonio Altamirano,,,,,Carol Antonio Altamirano,,Carol Antonio Altamirano,Carol Antonio Altamirano,,,,,male,,1963-12-13,,Carol,,Carol Antonio Altamirano,Carol Antonio Altamirano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carol Antonio Altamirano,,,,,,,,,,,,,,,,,,,,
Q16146590,Felipe de Jesús Almaguer,Felipe de Jesús Almaguer,Felipe de Jesús Almaguer,,Felipe de Jesús Almaguer,,,,,Felipe de Jesús Almaguer,,Felipe de Jesús Almaguer,Felipe de Jesús Almaguer,,,,,male,,1974-02-21,,Felipe,,Felipe de Jesús Almaguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felipe de Jesús Almaguer,,,,,,,,,,,,,,,,,,,,
Q16146705,Humberto Alonso Morelli,Humberto Alonso Morelli,Humberto Alonso Morelli,,Humberto Alonso Morelli,,,,,Humberto Alonso Morelli,,Humberto Alonso Morelli,Humberto Alonso Morelli,Humberto Alonso Morelli,,,,male,,1971-11-26,,Humberto,,Humberto Alonso Morelli,Humberto Alonso Morelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Humberto Alonso Morelli,,,,,,,,,,,,,,,,,,,,
Q16146888,Brenda María Alvarado Sánchez,Brenda María Alvarado Sánchez,Brenda María Alvarado Sánchez,,Brenda María Alvarado Sánchez,,,,,Brenda María Alvarado Sánchez,,Brenda María Alvarado Sánchez,Brenda María Alvarado Sánchez,,,,,female,,1970-02-16,,Brenda,,Brenda María Alvarado Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brenda María Alvarado Sánchez,,,,,,,,,,,,,,,,,,,,
Q16146941,Martha Berenice Álvarez Tovar,Martha Berenice Álvarez Tovar,Martha Berenice Álvarez Tovar,,Martha Berenice Álvarez Tovar,,,,,,,Martha Berenice Álvarez Tovar,Martha Berenice Álvarez Tovar,,,,,female,,1975-12-24,,Martha,,Martha Berenice Álvarez Tovar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martha Berenice Álvarez Tovar,,,,,,,,,,,,,,,,,,,,
Q16147052,Marco Antonio Barba Mariscal,Marco Antonio Barba Mariscal,Marco Antonio Barba Mariscal,,Marco Antonio Barba Mariscal,,,,,Marco Antonio Barba Mariscal,,Marco Antonio Barba Mariscal,Marco Antonio Barba Mariscal,,,,,male,,1970-05-24,,Marco,,Marco Antonio Barba Mariscal,Marco Antonio Barba Mariscal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marco Antonio Barba Mariscal,,,,,,,,,,,,,,,,,,,,
Q16147132,Elsa Patricia Araujo,Elsa Patricia Araujo,Elsa Patricia Araujo,,Elsa Patricia Araujo,,,,,Elsa Patricia Araujo,,Elsa Patricia Araujo,Elsa Patricia Araujo,,,,,female,,1960-01-30,,Elsa,,Elsa Patricia Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elsa Patricia Araujo,,,,,,,,,,,,,,,,,,,,
Q16147223,María de Lourdes Amaya,María de Lourdes Amaya,María de Lourdes Amaya,María de Lourdes Amaya,María de Lourdes Amaya,,,,,María de Lourdes Amaya,,María de Lourdes Amaya,María de Lourdes Amaya,,,María de Lourdes Amaya,,female,,1980-02-11,,María,,María de Lourdes Amaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María de Lourdes Amaya,,,,,,,,,,,,,,,,,,,,
Q16147224,Delvim Fabiola Bárcenas,Delvim Fabiola Bárcenas,Delvim Fabiola Bárcenas,,Delvim Fabiola Bárcenas,,,,,Delvim Fabiola Bárcenas,,Delvim Fabiola Bárcenas,Delvim Fabiola Bárcenas,,,,,female,,1977-01-16,,,,Delvim Fabiola Bárcenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delvim Fabiola Bárcenas,,,,,,,,,,,,,,,,,,,,
Q16147432,Salvador Arellano Guzmán,Salvador Arellano Guzmán,Salvador Arellano Guzmán,,Salvador Arellano Guzmán,,,,,Salvador Arellano Guzmán,,Salvador Arellano Guzmán,Salvador Arellano Guzmán,,,,,male,,1957-08-30,,Salvador,,Salvador Arellano Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salvador Arellano Guzmán,,,,,,,,,,,,,,,,,,,,
Q16147435,Marcos Aguilar Vega,Marcos Aguilar Vega,Marcos Aguilar Vega,,Marcos Aguilar Vega,,,,,Marcos Aguilar Vega,,Marcos Aguilar Vega,Marcos Aguilar Vega,,,,,male,,1972-07-05,,Marcos,,Marcos Aguilar Vega,Marcos Aguilar Vega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcos Aguilar Vega,,,,,,,,,,,,,,,,,,,,
Q16147511,Consuelo Argüelles Loya,Consuelo Argüelles Loya,Consuelo Argüelles Loya,,Consuelo Argüelles Loya,,,,,Consuelo Argüelles Loya,,Consuelo Argüelles Loya,Consuelo Argüelles Loya,,,,,female,,1977-01-19,,Consuelo,,Consuelo Argüelles Loya,,,,,,,,,,,Loya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consuelo Argüelles Loya,,,,,,,,,,,,,,,,,,,,
Q16147614,Xavier Azuara Zúñiga,Xavier Azuara Zúñiga,Xavier Azuara Zúñiga,,Xavier Azuara Zúñiga,,,,,Xavier Azuara Zúñiga,,Xavier Azuara Zúñiga,Xavier Azuara Zúñiga,,,,,male,,1979-09-16,,Xavier,,Xavier Azuara Zúñiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xavier Azuara Zúñiga,,,,,,,,,,,,,,,,,,,,
Q16147721,Juan Jesús Aquino Calvo,Juan Jesús Aquino Calvo,Juan Jesús Aquino Calvo,,Juan Jesús Aquino Calvo,,,,,Juan Jesús Aquino Calvo,Juan Jesús Aquino Calvo,Juan Jesús Aquino Calvo,Juan Jesús Aquino Calvo,,,,,male,,1975-08-27,,Juan,,Juan Jesús Aquino Calvo,,,,Juan Jesús Aquino Calvo,,,,,Juan Jesús Aquino Calvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Jesús Aquino Calvo,,,,,,,,,,,,,,,,,,,,
Q16148425,Juan Manuel Diez Francos,Juan Manuel Diez Francos,Juan Manuel Diez Francos,,Juan Manuel Diez Francos,,,,,Juan Manuel Diez Francos,Juan Manuel Diez Francos,Juan Manuel Diez Francos,Juan Manuel Diez Francos,Juan Manuel Diez Francos,,,"https://upload.wikimedia.org/wikipedia/commons/6/67/Juan_Manuel_Diez_Francos,_Alcalde_de_Orizaba.jpg",male,,1951-12-15,,Juan,,Juan Manuel Diez Francos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Manuel Diez Francos,,,,,,,,,,,,,,,,,,,,
Q16148680,Lucila Garfias,Lucila Garfias,Lucila Garfias,,Lucila Garfias,,,,,Lucila Garfias,,Lucila Garfias,Lucila Garfias,,,,,female,,1951-12-01,,Lucila,,Lucila Garfias,Lucila Garfias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucila Garfias,,,,,,,,,,,,,,,,,,,,
