id,name__fa,name__en,name__ja,name__es,name__fr,name__nl,name__hu,name,wikipedia__en,wikipedia__enwikiquote,wikipedia__fa,wikipedia__fawikiquote,wikipedia__ja,image,gender,birth_date,identifier__freebase,given_name,original_wikiname,name__zh,name__eu,name__pl,name__ms,name__ceb,name__et,name__el,name__sv,name__ar,name__pt,name__eo,name__ru,name__sr,name__tr,name__mk,name__fi,name__uk,name__be_tarask,name__io,name__mzn,name__hr,name__az,name__tl,name__da,name__ko,name__he,name__be,name__yo,name__it,name__ps,name__id,name__de,name__ml,name__vi,name__hi,name__sk,name__ca,name__la,name__fo,name__cs,name__mr,name__ur,name__ka,name__lt,name__nb,name__oc,name__sh,name__bar,name__ckb,name__tt,name__ha,name__bn,name__lv,name__hy,name__bs,name__tg,name__uz,name__arz,name__ce,name__sco,name__en_ca,name__en_gb,name__pt_br,name__sd,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__azwikiquote,wikipedia__bar,wikipedia__be_x_old,wikipedia__be,wikipedia__bn,wikipedia__bs,wikipedia__ca,wikipedia__ceb,wikipedia__ce,wikipedia__ckb,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__frwikiquote,wikipedia__ha,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mk,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ps,wikipedia__pt,wikipedia__ru,wikipedia__sco,wikipedia__sd,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__sv,wikipedia__tg,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__uk,wikipedia__ur,wikipedia__uz,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NKC,website,identifier__NTA,identifier__NUKAT,identifier__FAST,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ro,name__nn,name__pa,name__rm,wikipedia__commons,wikipedia__nn,wikipedia__pa,wikipedia__ro,wikipedia__zh_min_nan,death_date,identifier__OLID,identifier__GNC,name__ug,name__gl,name__is,name__mn,name__bg,name__af,name__tk,wikipedia__af,wikipedia__arwikiquote,wikipedia__bg,wikipedia__gl,wikipedia__is,wikipedia__kowikiquote,wikipedia__mn,wikipedia__ptwikiquote,wikipedia__tk,wikipedia__ug,identifier__NNDB,name__cy,name__os,name__be_x_old,wikipedia__os,name__bcl,name__scn,name__ta,name__br,name__cv,name__fy,name__pam,name__lb,name__ga,name__gsw,name__sq,name__kk,name__azb,wikipedia__als,wikipedia__azb,wikipedia__bcl,wikipedia__br,wikipedia__cv,wikipedia__cy,wikipedia__fawikisource,wikipedia__fy,wikipedia__ga,wikipedia__kk,wikipedia__lb,wikipedia__pam,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sq,wikipedia__ta,wikipedia__trwikiquote,identifier__Munzinger,twitter,name__mg,wikipedia__mg,wikipedia__cswikiquote,identifier__Britannica,name__lrc,name__de_ch,identifier__CSPAN,last_seen,instagram,wikipedia__sl,identifier__NLI,name__sl,wikipedia__zh_yue,name__yue,wikipedia__eowikiquote,identifier__NDL,wikipedia__glk,name__glk,wikipedia__azwikisource,identifier__bigenc_ru,wikipedia__ukwikiquote,identifier__guardian_topic,occupation,identifier__nyt_topic,name__qu,wikipedia__qu,identifier__snac,wikipedia__fawikinews,wikipedia__enwikinews,wikipedia__trwikinews,wikipedia__arwikinews,wikipedia__itwikiquote,wikipedia__th,identifier__quora,name__th,identifier__ne_se,wikipedia__mai,wikipedia__bewikiquote,name__mai,wikipedia__eswikiquote,wikipedia__hiwikiquote,wikipedia__kawikiquote,wikipedia__zhwikiquote,wikipedia__afwikiquote,wikipedia__dawikiquote,wikipedia__dewikiquote,wikipedia__etwikiquote,wikipedia__euwikiquote,wikipedia__fiwikiquote,wikipedia__glwikiquote,wikipedia__hewikiquote,wikipedia__hrwikiquote,wikipedia__idwikiquote,wikipedia__iswikiquote,wikipedia__jawikiquote,wikipedia__ltwikiquote,wikipedia__mlwikiquote,wikipedia__mrwikiquote,wikipedia__nowikiquote,wikipedia__ruwikiquote,wikipedia__srwikiquote,wikipedia__svwikiquote,wikipedia__urwikiquote,wikipedia__viwikiquote,noble_title,name__diq,wikipedia__diq,identifier__GTAA,identifier__BNE,identifier__EGAXA,identifier__BIBSYS,identifier__BAV,identifier__SELIBR,identifier__LNB,name__ne,wikipedia__ne,family_name,identifier__CSFD,identifier__kinopoisk,identifier__moviemeter,identifier__allmovie,name__aeb_arab,wikipedia__lrc,wikipedia__ky,wikipedia__ast,name__ast,name__ky,wikipedia__kn,name__kn,wikipedia__pnb,name__pnb,wikipedia__ku,name__ku,wikipedia__jv,name__jv
Q20110090,سیده فاطمه خاتمی,,,,,,,,,,سیده فاطمه خاتمی,سیده فاطمه خاتمی,,,female,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20110573,شهربانو امانی انگنه,Shahrbanoo Amani,,Shahrbanoo Amani,Shahrbanoo Amani,Shahrbanoo Amani,,Shahrbanoo Amani,Shahrbanoo Amani,,شهربانو امانی,شهربانو امانی,,https://upload.wikimedia.org/wikipedia/commons/c/cd/Shahrbano_Amani.jpg,female,1960,,,,,,,,,,,,,,,,,,,,,,,,,Şəhrəbanu Əmani,,,,,,,Shahrbanoo Amani,,,,,,शहरबानो अमानी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Şəhrəbanu Əmani,,,,,,,,,,,,,,,,,,,,,,,,,,शहरबानो अमानी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shahrbanoo Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shahrbanoo Amani,,,,,,,,,
Q20564384,,,,,,,,,,,,,,,male,1881,,,,,,,,,,,,,,,,,,,,,,,,,Yəhya xan Diba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yəhya xan Diba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21405629,عیسی قلی احمدی نیا,,,,,,,,,,عیسی‌قلی احمدی‌نیا,عیسی‌قلی احمدی‌نیا,,,male,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21469761,لطف‌الله زارعی قنواتی,,,,,,,,,,لطف‌الله زارعی قنواتی,,,,male,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21471076,یونس محمدی,,,,,,,,,,یونس محمدی,یونس محمدی,,,male,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23684543,,,,,,,,,,,,,,,male,1871,,,,,,,,,,,,,,,,,,,,,,,,,Mirzə Ağa Fərşi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirzə Ağa Fərşi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23684557,,,,,,,,,,,,,,,male,1882,,,,,,,,,,,,,,,,,,,,,,,,,Mustafaqulu xan Əmirsüleymani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mustafaqulu xan Əmirsüleymani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q240657,احمد بورقانی,Ahmad Bourghani,,Ahmad Bourghani,Ahmad Bourghani,Ahmad Bourghani,Ahmad Bourghani,Ahmad Bourghani,Ahmad Bourghani,,احمد بورقانی,احمد بورقانی,,,male,1959,/m/03mf15r,Ahmad,,,,,,,,,,,,,"Бургани Фарагани, Ахмад",,,,,,,,,,,,,,,,,,,,Ahmad Bourghani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmad Bourghani,,,,,,,,,Ahmad Bourghani,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Бургани Фарагани, Ахмад",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-02,,,,Ahmad Bourghani,,,,,,,,,,,,,,,,,Ahmad Bourghani,,,,,,,,,,,,,,Ahmad Bourghani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmad Bourghani,,,,,,,,,
Q2498856,علی‌اکبر موسوی خوئینی,Ali-Akbar Mousavi Khoeini,,Ali-Akbar Mousavi Khoeini,,Ali-Akbar Mousavi Khoeini,Ali-Akbar Mousavi Khoeini,Ali-Akbar Mousavi Khoeini,Ali-Akbar Mousavi Khoeini,,علی‌اکبر موسوی خوئینی,,,https://upload.wikimedia.org/wikipedia/commons/0/0d/Ali_Akbar_Mousavi_Khoini.jpg,male,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ali Akbar Mousavi Khoeini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali-Akbar Mousavi Khoeini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali-Akbar Mousavi Khoeini,,,,,,,,,
Q25424313,محمدعلی سبحان‌اللهی,,,,,,,,,,محمدعلی سبحان‌اللهی,محمدعلی سبحان‌اللهی,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25424932,ناهید تاج الدین,Nahid Tajeddin,,Nahid Tajeddin,,Nahid Tajeddin,,Nahid Tajeddin,Nahid Tajeddin,,ناهید تاج‌الدین,ناهید تاج‌الدین,,,female,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geneticist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nahid Tajeddin,,,,,,,,,
Q25424975,بهرام پارسایی,Bahram Parsaei,,Bahram Parsaei,,,,Bahram Parsaei,Bahram Parsaei,,بهرام پارسایی,بهرام پارسایی,,,male,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahram Parsaei,,,,,,,,,
Q25425205,هاجر چنارانی,Hajar Chenarani,,Hajar Chenarani,,,,Hajar Chenarani,Hajar Chenarani,,هاجر چنارانی,,,,female,1978,,Hajar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hajar Chenarani,,هاجر چنارانی,,هاجر چنارانی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hajar Chenarani,,,,,,,,,
Q25425998,ویدا داودی,,,,,,,,,,ویدا داودی,ویدا داودی,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2658388,محمد خیابانی,Mohammad Khiabani,,Mohammad Khiabani,,Mohammad Khiabani,Mohammad Khiabani,Mohammad Khiabani,Mohammad Khiabani,,شیخ محمد خیابانی,,,https://upload.wikimedia.org/wikipedia/commons/6/63/Shaikh_Mohammad_Khiabani.jpg,male,1880,/m/034wy8,Mohammed,,,,,,,,,,,,,"Хиябани, Мохаммад",,Muhammed Hiyabani,,,,,,,,Şeyx Məhəmməd Xiyabani,,,,,,,,,,Mohammad Khiabani,,,,,Muhammad Khiyabani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Şeyx Məhəmməd Xiyabani,Şeyx Məhəmməd Xiyabani,,,,,,Muhammad Khiyabani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Хиябани, Мохаммад",,,,,,,,,,Muhammed Hiyabani,,,,,,,,0000 0004 4647 6047,305413932,,,,,,,,,,,,,,,,,,,,,,Category:Mohammad Khiabani,,,,,1920-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Khiabani,,شيخ محمد خيابانى,,شيخ محمد خيابانى,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27188075,علی ناری‌زاده,,,,,,,,,,علی ناری‌زاده,علی ناری‌زاده,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,revolutionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28074652,احمد زمانیان,Ahmad Zamanian,,Ahmad Zamanian,,,,Ahmad Zamanian,,,احمد زمانیان,احمد زمانیان,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,revolutionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmad Zamanian,,,,,,,,,
Q2821332,عبدالله نوری,Abdollah Nouri,,Abdolá Nurí,Abdollah Nouri,Abdollah Nouri,Abdolá Nurí,Abdollah Nouri,Abdollah Nouri,,عبدالله نوری,عبدالله نوری,,https://upload.wikimedia.org/wikipedia/commons/0/03/Abdullah_Nouri.jpg,male,1950,/m/03fdcq,,,,,Abdollah Nuri,,,,,,,,Abdula Nuri,,,,,,,,,,,,,,,,,,,,,Abdollah Nouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdula Nuri,Abdolá Nurí,,,,,Abdollah Nouri,,,,,,,,,,,,,,,,,,,,,,,,Abdollah Nuri,,,,,,,,,,,,,,,,,,,,,,0000 0000 7875 580X,98092205,131511556,nr2001006673,,,,,,,,459942,,,,,,,,,,,,Category:Abdollah Nouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdollah Nouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28356513,حیدرعلی کمالی,,,,,,,,,,حیدرعلی کمالی,حیدرعلی کمالی,,,male,1871,,,,,,,,,,,,,,,Хейдар-Али Камали,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Хейдар-Али Камали,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2836347,علی شکوری‌راد,Ali Shakouri-Rad,,Ali Shakouri-Rad,Ali Shakouri Rad,Ali Shakouri-Rad,Ali Shakouri-Rad,Ali Shakouri-Rad,Ali Shakouri-Rad,,علی شکوری‌راد,علی شکوری‌راد,,https://upload.wikimedia.org/wikipedia/commons/4/44/Ali_Shakouri-Rad.jpg,male,1955,/m/04w090,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Shakouri Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ali Shakouri-Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Shakouri-Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2986892,فرخ‌رو پارسا,Farrokhroo Parsa,,Farrokhroo Parsa,Farrokh-Rou Parsa,Farrokhroo Parsa,Farrokhroo Parsa,Farrokhroo Parsa,Farrokhroo Parsa,,فرخ‌رو پارسا,,,https://upload.wikimedia.org/wikipedia/commons/e/eb/Farrokhroo_Parsay.jpg,female,1922-03-22,/m/03yjdbl,,,,,Farrokhroo Parsa,,,,,Farrokhroo Parsa,فرخرو بارسا,Farrokhroo Parsa,,"Парса, Фаррухру",,Ferruhru Parsa,,,,,,,,Fərruxru Parsa,,,파루흐루 파르사,,,,,,,Farrokhroo Parsa,,,,,Farrokh-Rou Parsa,,,,,,,,,,,,,,,,,Ֆարուխրու Պարսա,,,,,,,,,,,فرخرو بارسا,,Fərruxru Parsa,,,,,,,Farrokh-Rou Parsa,,,,,,Farrochru Parsa,,,,,,,,,Farrokh-Rou Parsa,,,,,,,Ֆարուխրու Պարսա,,,,,파루흐루 파르사,,,,,,,,,,,,Farrokhroo Parsa,,,Farrokhroo Parsa,"Парса, Фаррухру",,,,,,,Farrokhroo Parsa,,,Ferruhru Parsa,,,,,,,,0000 0000 3596 8012,47986699,,n2007212881,,,,,,,,,,,,,,,,,,,,Category:Farrokhroo Parsa,,,,,1980-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farrokhroo Parsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3067020,محمد فرخی یزدی,Mohammad Farrokhi Yazdi,,Mohammad Farrokhi Yazdi,Farrokhi Yazdi,Mohammad Farrokhi Yazdi,Mohammad Farrokhi Yazdi,Mohammad Farrokhi Yazdi,Mohammad Farrokhi Yazdi,,محمد فرخی یزدی,,,"https://upload.wikimedia.org/wikipedia/commons/0/00/Mohammad_Farrokhi_Yazdi_portrait,_1930s.jpg",male,1889,/m/080nmh,Mohammad,,,,,,,,,,محمد فرخي اليزدي,,,,,,,,,,,ممد فرخی یزدی,,Mirzə Məhəmməd Fərruxi Yəzdi,,,,,,,,,,Mohammad Farrokhi Yazdi,,,,,,,,,,,,,,,,,,,,,,,,Фаррухии Яздӣ,,,,,,,,,محمد فرخي اليزدي,,Mirzə Məhəmməd Fərruxi Yəzdi,,,,,,,,,,,,,,,,,,,,,,Farrokhi Yazdi,,,,,,,,,,,,,,,,,,,,ممد فرخی یزدی,,,,,,,,,,,,,,,,Фаррухии Яздӣ,,,,,,,,,,0000 0001 1759 5926,40730352,128552697,n82149269,,,,,,250103273,,101661,,,,,,,,,,,,Category:Mohammad Farrokhi Yazdi,,,,,1939-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,پدیدآورنده:فرخی یزدی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
