id,name__en,name__mt,name__nl,name__pl,name__de,name__it,name,wikipedia__en,wikipedia__it,wikipedia__mt,wikipedia__pl,gender,birth_date,given_name,name__fr,name__es,wikipedia__de,wikipedia__fr,identifier__freebase,name__pt,name__sv,wikipedia__nl,wikipedia__pt,wikipedia__sv,identifier__VIAF,identifier__GND,identifier__IMDB,name__da,wikipedia__da,identifier__LCAuth,website,identifier__EuroparlMEP,name__la,wikipedia__la,name__az,wikipedia__az,name__ga,name__ro,name__ru,name__hu,name__pt_br,name__tr,name__eo,name__lb,name__cs,name__et,name__de_ch,name__el,name__en_ca,name__en_gb,name__nb,name__lmo,name__uk,name__zh,name__io,name__fi,name__lt,name__fa,name__nn,name__id,name__ja,name__be,name__ko,wikipedia__be,wikipedia__cs,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__ga,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__no,wikipedia__ro,wikipedia__ru,wikipedia__tr,wikipedia__uk,wikipedia__zh,image,identifier__parlement,name__ka,wikipedia__ka,wikipedia__commons,identifier__BNF,wikipedia__ar,name__ar,wikipedia__plwikiquote,death_date,name__he,name__oc,name__yo,name__gl,name__sr,name__ca,wikipedia__ca,wikipedia__gl,wikipedia__he,wikipedia__oc,wikipedia__sr,wikipedia__yo,twitter,facebook,identifier__SUDOC,original_wikiname,last_seen,wikipedia__be_x_old,name__be_tarask,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cy,name__de_at,name__eu,name__frc,name__frp,name__fur,name__gd,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__italian_cod,wikipedia__scn,identifier__ISNI,identifier__FAST,name__bg,name__zh_hk,name__zh_cn,name__is,wikipedia__bg,wikipedia__is,wikipedia__lv,name__zh_hans,name__zh_hant,name__zh_sg,name__zh_tw,name__ilo,wikipedia__ilo,family_name,identifier__britishmuseum,identifier__NTA,identifier__NLAtrove,identifier__Oxforddnb,identifier__NPG,identifier__AuDB,identifier__hansard,wikipedia__nn,identifier__Munzinger,name__sl,name__uz,wikipedia__sl,wikipedia__uz,identifier__Britannica,name__mr,wikipedia__an,wikipedia__ast,wikipedia__cy,wikipedia__mr,name__hi,wikipedia__hi,identifier__GNC,identifier__GTAA,identifier__PACE,wikipedia__hsb,name__hsb,occupation,name__dsb,name__jv,name__pdc,name__sh,name__stq,name__tl,name__war,name__qu,wikipedia__qu,name__tt,identifier__snac,identifier__youtube,identifier__wikitree,wikipedia__simple,name__fo,name__kl,name__egl,name__eml,wikipedia__br,wikipedia__itwikiquote,identifier__BAV,name__kn,identifier__national_archives,identifier__catholic_hierarchy,wikipedia__eu,identifier__ne_se,identifier__SELIBR,wikipedia__sk,identifier__google_plus,instagram,identifier__bigenc_ru,identifier__OLID,name__ty,identifier__rush,noble_title,wikipedia__af,identifier__CONOR,name__ee,identifier__NKC
Q440207,Claudette Pace,,Claudette Pace,Claudette Pace,Claudette Pace,Claudette Pace,Claudette Pace,Claudette Pace,,,,female,1968,Claudette,Claudette Pace,Claudette Pace,Claudette Buttigieg,,/m/01tt06s,Claudette Pace,Claudette Pace,Claudette Pace,Claudette Pace,Claudette Pace,79999958,135159431,,Claudette Pace,,,,,,,,,Claudette Pace,Claudette Pace,,Claudette Pace,,Claudette Pace,,Claudette Pace,,Claudette Pace,,,,,,,,,,Claudette Pace,Claudette Pace,,Claudette Pace,Claudette Pace,,,,,,,,,Claudette Pace,,,,,,,,,,,,,,,Claudette Pace,,,,,,,,,,,,,,Claudette Pace,Claudette Pace,Claudette Pace,,Claudette Pace,,,,,,,,,,Claudette Pace,,,,Claudette Pace,,Claudette Pace,,,Claudette Pace,,,,Claudette Pace,,,,,,Claudette Pace,,,,,,,,,,,Claudette Pace,,Claudette Pace,,,,,,,,,,,Claudette Pace,,,,,Claudette Pace,,,,,,,,,,,,,,Claudette Pace,,,,,,,,,,Pace,,,,,,,,,,Claudette Pace,,,,,,,,,,,,,,,,Claudette Pace,singer,Claudette Pace,Claudette Pace,Claudette Pace,Claudette Pace,Claudette Pace,Claudette Pace,Claudette Pace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q441784,Mario de Marco,Mario De Marco,Mario de Marco,Mario de Marco,Mario de Marco,,Mario de Marco,Mario de Marco,,Mario De Marco,Mario de Marco,male,1965-10-18,Mario,Mario de Marco,Mario de Marco,Mario de Marco,Mario de Marco,/m/0gx123,,,,,,,,,,,,,26817,,,,,,,,Mario de Marco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario De Marco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Marco,,,,,,,,,,Mario de Marco,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4661996,Aaron Farrugia,,Aaron Farrugia,,Aaron Farrugia,Aaron Farrugia,Aaron Farrugia,Aaron Farrugia,,,,male,1980-01-01,Aaron,Aaron Farrugia,Aaron Farrugia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c4/Aafrga.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farrugia,,,,,,,,,,Aaron Farrugia,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47537506,,Chris Said,,,,,Chris Said,,,Chris Said,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4762878,Angelo Farrugia,Anġlu Farrugia,Angelo Farrugia,Angelo Farrugia,Angelo Farrugia,Angelo Farrugia,Angelo Farrugia,Angelo Farrugia,Angelo Farrugia,Anġlu Farrugia,Angelo Farrugia,male,1955-12-29,Angelo,Angelo Farrugia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安傑洛·法魯賈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ed/Press_Conference_-_Bratislava_Informal_Parliamentary_Summit_2016-10-07_(29542926073).jpg,,,,Category:Angelo Farrugia,,,,,,,,,,,,,,,,,,,,,Anġlu Farrugia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angelo Farrugia,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4771963,Anthony Abela,,Anthony Abela,,Anthony Abela,Anthony Abela,Anthony Abela,Anthony Abela,,,,male,1954,Anthony,Anthony Abela,Anthony Abela,,,,,,,,,292662085,13998657X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15500489d,,,,2006-04-04,,,,,,,,,,,,,,,,Anthony Abela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 9932 4787,,,,,,,,,,,,,,,,,,,,,,,,,Anthony Abela,,,,,,,,,,,,,,,,,philosopher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5043368,Carmelo Abela,,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,,,male,1972-02-10,Carmelo,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,,Carmelo Abela,Carmelo Abela,,,,,,,Carmelo Abela,,,,,Carmelo Abela,Carmelo Abela,,,Carmelo Abela,Carmelo Abela,Кармело Абела,Carmelo Abela,Carmelo Abela,,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,,Carmelo Abela,Carmelo Abela,Carmelo Abela,,Кармело Абела,,Carmelo Abela,Carmelo Abela,,,Carmelo Abela,Carmelo Abela,カルメロ・アベラ,,,,,,,,,,,,,,,,,,,,,,,,Кармело Абела,,https://upload.wikimedia.org/wikipedia/commons/f/f6/Carmelo_Abela_at_2016_Prague_Process_press_conference.jpg,,,,Category:Carmelo Abela,,,كارميلو أبيلا,,,,Carmelo Abela,,Carmelo Abela,,Carmelo Abela,,,,,,,,,,Carmelo Abela,,,,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,,,Carmelo Abela,Carmelo Abela,Carmelo Abela,,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,,Carmelo Abela,Carmelo Abela,,,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,,Carmelo Abela,Carmelo Abela,Carmelo Abela,Carmelo Abela,,,,,,,,Carmelo Abela,,,,,,,,,,Abela,,,,,,,,,,Carmelo Abela,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,Carmelo Abela,Carmelo Abela,,,,,,,,,,,,,,,,,,,,,
Q5080619,Charles Mangion,Charles Mangion,Charles Mangion,,Charles Mangion,,Charles Mangion,Charles Mangion,,Charles Mangion,,male,1952-11-14,Charles,Charles Mangion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles Mangion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles Mangion,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q524961,Giovanna Debono,,Giovanna Debono,,Giovanna Debono,,Giovanna Debono,Giovanna Debono,,,,female,1956-11-25,Giovanna,Giovanna Debono,Giovanna Debono,Giovanna Debono,Giovanna Debono,/m/03wg2hd,,,,,,,,,,,,,,,,,,,,,Giovanna Debono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giovanna Debono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debono,,,,,,,,,,Giovanna Debono,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5373281,Emmanuel Mallia,Emanuel Mallia,Emmanuel Mallia,,Emmanuel Mallia,Emanuel Mallia,Emmanuel Mallia,Emmanuel Mallia,,Emanuel Mallia,,male,,Emanuel,Manuel Mallia,,,Manuel Mallia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Minister_Dr._Emmanuel_Mallia.jpg,,,,Category:Emmanuel Mallia,,,,,,,,,,,,,,,,,,,,,Emanuel Mallia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallia,,,,,,,,,,Emmanuel Mallia,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5373614,Emmy Bezzina,Emmy Bezzina,Emmy Bezzina,,Emmy Bezzina,,Emmy Bezzina,Emmy Bezzina,,Emmy Bezzina,,male,1945-10-29,Emmy,Emmy Bezzina,Emmy Bezzina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emmy Bezzina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emmy Bezzina,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5416069,Evarist Bartolo,Evarist Bartolo,Evarist Bartolo,,Evarist Bartolo,Evarist Bartolo,Evarist Bartolo,Evarist Bartolo,,Evarist Bartolo,,male,1952-10-14,Evarist,Evarist Bartolo,Evarist Bartolo,,Evarist Bartolo,,,,,,,66687625,,,,,,,,,,,,,,,Evarist Bartolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/76/HAND_SHAKE_2016-07-14_(28222985071)_(cropped).jpg,,,,Category:Evarist Bartolo,144569669,,,,,,,,,,,,,,,,,,,,Evarist Bartolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 0130 2503,,,,,,,,,,,,,,,Bartolo,,,,,,,,,,Evarist Bartolo,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5497307,Frederick Azzopardi,,Frederick Azzopardi,,Frederick Azzopardi,,Frederick Azzopardi,Frederick Azzopardi,,,,male,1949-09-15,Frederick,Frederick Azzopardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2b/Frederick_Azzopardi_-_September_2016_(cropped).jpg,,,,Category:Frederick Azzopardi,,,,,,,,,,,,,,,,,,,,,Frederick Azzopardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azzopardi,,,,,,,,,,Frederick Azzopardi,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5537111,George Borg,George Borg,George Borg,,George Borg,,George Borg,George Borg (judge),,George Borg,,male,1887-04-23,George,George Borg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-06-29,,,,,,,,,,,,,,,,George Borg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Borg,,,,,,,,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q559545,Alfred Sant,Alfred Sant,Alfred Sant,Alfred Sant,Alfred Sant,Alfred Sant,Alfred Sant,Alfred Sant,Alfred Sant,Alfred Sant,Alfred Sant,male,1948-02-28,Alfred,Alfred Sant,Alfred Sant,Alfred Sant,Alfred Sant,/m/04djwy,Alfred Sant,,Alfred Sant,Alfred Sant,,69152347,,,,,n86812559,,124781,,,,,,,"Сант, Альфред",Alfred Sant,,,,,,,,,,,,,Альфред Сант,,Alfred Sant,,,آلفرد سنت,,,アフルレッド・サント,Альфрэд Сант,,Альфрэд Сант,,,,Alfred Sant,,آلفرد سنت,,,,,Alfred Sant,,,,,,,,"Сант, Альфред",,Альфред Сант,,,,,,,14457019j,,,,,אלפרד סנט,Alfred Sant,,,,,,,,Alfred Sant,,,SantAlfred,alfredsantpage,080304893,Alfred Sant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfred Sant,,,,,,,,,,,,,,Alfred Sant,0000 0000 3197 3631,170593,,,,,,,,,,,,,,,,138339198,,,,,,,00000020600,Alfred Sant,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Alfred Sant,,,,,,,,,,,,,,,,,,,,,,,,,
Q5622909,Ġużè Ellul Mercer,Ġużè Ellul Mercer,Ġużè Ellul Mercer,,Ġużè Ellul Mercer,,Ġużè Ellul Mercer,Ġużè Ellul Mercer,,Ġużè Ellul Mercer,,male,1897-03-22,,Ġużè Ellul Mercer,Guze Ellul Mercer,,,,,,,,,12612142,130333581,,,,no2004029108,,,,,,,,,,Guze Ellul Mercer,,,,,,,,,,Ġużè Ellul Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15511461g,,,,1961-09-22,,,,,,,,,,,,,,,,Ġużè Ellul Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4278 9223,,,,,,,,,,,,,,,,,312652976,,,,,,,,Ġużè Ellul Mercer,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL654042A,,,,,,,
Q56883641,Peter Micallef,,Peter Micallef,,,,Peter Micallef,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Micallef,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57502,George Abela,George Abela,George Abela,George Abela,George Abela,George Abela,George Abela,George Abela,George Abela,George Abela,George Abela,male,1948-04-22,George,George Abela,George Abela,George Abela,George Abela,/m/047dfz8,Ġorġ Abela,George Abela,George Abela,Ġorġ Abela,,,,,George Abela,George Abela,,,,,,George Abela,Corc Abela,,,Джордж Абела,Ġorġ Abela,George Abela,George Abela,George Abela,,George Abela,George Abela,George Abela,Τζορτζ Αμπέλα,George Abela,George Abela,George Abela,George Abela,Джордж Абела,乔治·阿贝拉,George Abela,George Abela,,جرج آبلا,George Abela,George Abela,ジョージ・アベーラ,Джордж Абела,조지 아벨라,Джордж Абела,Ġorġ Abela,Τζορτζ Αμπέλα,George Abela,George Abela,George Abela,جرج آبلا,George Abela,,Ġorġ Abela,George Abela,George Abela,ジョージ・アベーラ,조지 아벨라,,George Abela,,George Abela,,"Абела, Джордж",George Abela,Джордж Абела,乔治·阿贝拉,https://upload.wikimedia.org/wikipedia/commons/5/59/George_Abela.jpg,,ჯორჯ აბელა,,Category:George Abela,,جورج أبيلا,جورج أبيلا,,,ג'ורג' אבלה,George Abela,George Abela,,Џорџ Абела,George Abela,George Abela,,ג'ורג' אבלה,George Abela,Џорџ Абела,George Abela,,,,George Abela,,Джордж Абэла,Джордж Абэла,,,George Abela,,,,,,,,,,,,,,,,,,,,,Džordžs Abela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Джордж Абела,喬治·阿貝拉,乔治·阿贝拉,George Abela,Джордж Абела,George Abela,Džordžs Abela,,,,,,,Abela,,,,,,,,,,George Abela,,,,,,,George Abela,,,,,,,,,,politician,,,,,,,,,,,,,,George Abela,,,,,,,,,,,,,,,,,,,,,,,,,
Q57620,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,male,1953-07-01,Lawrence,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,/m/02rfy0,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,311774563,,,Lawrence Gonzi,Lawrence Gonzi,nb2014026177,,,,,,,Lawrence Gonzi,,"Гонци, Лоуренс",Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,,Λόρενς Γκόνζι,,,Lawrence Gonzi,,Лоренс Гонзі,劳伦斯·贡齐,Lawrence Gonzi,Lawrence Gonzi,,لاورنس گونزی,Lawrence Gonzi,Lawrence Gonzi,ローレンス・ゴンズィ,Лорэнс Гонзі,로런스 곤지,Лорэнс Гонзі,Lawrence Gonzi,Λόρενς Γκόνζι,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,لاورنس گونزی,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,,로런스 곤지,Lawrence Gonzi,,,Lawrence Gonzi,,"Гонзи, Лоренс",Lawrence Gonzi,Лоренс Гонзі,劳伦斯·贡齐,https://upload.wikimedia.org/wikipedia/commons/d/df/EPP_Congress_Marseille_7444.jpg,vhyzn0rv43za,ლოურენს გონცი,,Category:Lawrence Gonzi,,لورانس غونزي,لورانس غونزي,,,לורנס גונצי,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,Лоренс Гонзи,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,לורנס גונצי,Lawrence Gonzi,Лоренс Гонзи,Lawrence Gonzi,Lawrence_Gonzi,lawrencegonzi,,Lawrence Gonzi,,Лорэнс Гонзі,Лорэнс Гонзі,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lawrence Gonzi,,,,,,,,,,,,,,,,,,,,Lawrence Gonzi,,,,biography/Lawrence-Gonzi,,,,,,,,,,,,,economist,,,,,,,,,,,,,,Lawrence Gonzi,Lawrence Gonzi,Lawrence Gonzi,,,,,,,,,,,,,,,,,,,,,,,
Q57817991,Paula Mifsud Bonnici,,Paula Mifsud Bonnici,,,,Paula Mifsud Bonnici,Paula Mifsud Bonnici,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paula Mifsud Bonnici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6176221,Jeffrey Pullicino Orlando,Jeffrey Pullicino Orlando,,,Jeffrey Pullicino Orlando,,Jeffrey Pullicino Orlando,Jeffrey Pullicino Orlando,,Jeffrey Pullicino Orlando,,male,1963-11-27,Jeffrey,Jeffrey Pullicino Orlando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8f/Dr_Jeffrey_Pullicino_Orlando_speaking_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,Jeffrey Pullicino Orlando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeffrey Pullicino Orlando,,,,,,,,,,,,,,4184,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6209462,Joe Debono Grech,Joe Debono Grech,Joe Debono Grech,,Joe Debono Grech,,Joe Debono Grech,Joe Debono Grech,,Joe Debono Grech,,male,1939-09-17,Joe,Joe Debono Grech,,,,,,,,,,,,,,,,,,,,Cozef Debone Qrex,Cozef Debone Qrex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Debono Grech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Debono Grech,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q632408,Joe Cassar,,Joe Cassar,,Joe Cassar,,Joe Cassar,Joe Cassar,,,,male,1966-05-19,Joe,Joe Cassar,Joe Cassar,Joe Cassar,Joe Cassar,/m/05s_62b,,,,,,,,,,,,,,,,,,,,,Joe Cassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Cassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cassar,,,,,,,,,,Joe Cassar,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6371683,Karl Chircop,Karl Chircop,Karl Chircop,,Karl Chircop,,Karl Chircop,Karl Chircop,,Karl Chircop,,male,1965-08-07,Karl,Karl Chircop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-10-12,,,,,,,,,,,,,,,,Karl Chircop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl Chircop,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
