id,name__en,name__de,name,wikipedia__en,image,gender,given_name,name__es,name__fr,birth_date,name__nl,name__it,name__ru,name__pt,name__ar,wikipedia__ar,wikipedia__de,wikipedia__fr,wikipedia__nl,wikipedia__pt,wikipedia__ru,identifier__freebase,identifier__IIAF,website,death_date,name__cy,original_wikiname,name__sw,name__ht,name__pl,name__nb,name__en_gb,wikipedia__enwikiquote,wikipedia__es,wikipedia__ht,wikipedia__no,wikipedia__pl,wikipedia__sw,identifier__VIAF,identifier__LCAuth,identifier__SUDOC,identifier__MGP,name__zh_hans,name__zh_hant,name__zh_hk,name__sv,name__zh,wikipedia__commons,wikipedia__sv,wikipedia__zh,name__da,name__nn,name__vec,name__so,name__he,name__be,name__ko,name__oc,name__yo,name__hu,name__gl,name__et,name__id,name__ja,name__br,name__vi,name__rw,name__el,name__am,name__bcl,name__tr,name__th,name__ro,name__ca,name__fi,name__uk,name__sl,name__cs,name__bg,name__io,name__mr,name__ka,name__nds,name__pt_br,name__fa,name__sco,wikipedia__am,wikipedia__bcl,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__mr,wikipedia__nds,wikipedia__oc,wikipedia__plwikiquote,wikipedia__ro,wikipedia__rw,wikipedia__sco,wikipedia__simple,wikipedia__sl,wikipedia__so,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vec,wikipedia__vi,wikipedia__yo,identifier__GND,identifier__NNDB,identifier__Munzinger,identifier__FAST,name__en_ca,name__vmf,last_seen,wikipedia__ml,name__ml,occupation,identifier__snac,wikipedia__cawikiquote,wikipedia__pa,name__pa,identifier__Britannica,wikipedia__ig,name__ig,name__bn,name__de_ch,name__eo,name__la,name__lb,name__ms,name__sr,name__hi,name__ur,name__mk,name__ie,name__sh,name__xmf,wikipedia__bn,wikipedia__eo,wikipedia__hi,wikipedia__ie,wikipedia__la,wikipedia__lb,wikipedia__ms,wikipedia__ruwikinews,wikipedia__sh,wikipedia__sr,wikipedia__ur,wikipedia__xmf,identifier__IMDB,identifier__quora,name__eu,identifier__ISNI,twitter,electoral_district,identifier__GTAA,identifier__ne_se,identifier__BIBSYS,identifier__NTA,name__bo,name__qu,name__bs,name__ta,name__ia,name__pnb,name__is,name__be_tarask,name__hr,name__kk,name__nan,name__lv,name__sc,name__sk,name__ku,name__jv,name__te,name__ga,name__ne,name__my,name__mai,name__ast,name__ace,wikipedia__ast,wikipedia__be_x_old,wikipedia__bo,wikipedia__bs,wikipedia__cswikiquote,wikipedia__cy,wikipedia__dewikiquote,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fawikiquote,wikipedia__ga,wikipedia__hr,wikipedia__ia,wikipedia__is,wikipedia__jv,wikipedia__kk,wikipedia__ku,wikipedia__lv,wikipedia__mai,wikipedia__my,wikipedia__ne,wikipedia__nn,wikipedia__pnb,wikipedia__qu,wikipedia__sc,wikipedia__sk,wikipedia__svwikiquote,wikipedia__ta,wikipedia__tawikiquote,wikipedia__te,wikipedia__zh_min_nan,identifier__NDL,identifier__BNF,identifier__NLI,identifier__BNE,identifier__OLID,identifier__nobel_prize,identifier__GNC,identifier__SELIBR,name__hy,identifier__wikitree,identifier__politifact,facebook,name__de_at,wikipedia__itwikiquote,identifier__NUKAT,identifier__TED,identifier__ioc_athlete,honorific_prefix,identifier__google_knowledge,pseudonym,identifier__bigenc_ru,name__ba,wikipedia__ba,wikipedia__din,wikipedia__an,wikipedia__sd,family_name,wikipedia__hy,name__sd,name__an,name__din,name__fy,name__sq,wikipedia__fy,wikipedia__sq,wikipedia__tl,name__tl,identifier__NKC
Q16730588,Japhet Kareke Mbiuki,Japhet Kareke Mbiuki,Japhet Kareke Mbiuki,Japhet Kareke Mbiuki,,male,Japhet,Japhet Kareke Mbiuki,Japhet Kareke Mbiuki,,Japhet Kareke Mbiuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japhet Kareke Mbiuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japhet Kareke Mbiuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Honourable,,,,,,,,,,,,,,,,,,,,
Q16730905,Joseph Nganga Kiuna,Joseph Nganga Kiuna,Joseph Nganga Kiuna,Joseph Nganga Kiuna,,male,Joseph,Joseph Nganga Kiuna,Joseph Nganga Kiuna,1965,Joseph Nganga Kiuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Nganga Kiuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Nganga Kiuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16731419,Moses Lessonet,Moses Lessonet,Moses Lessonet,Moses Lessonet,,male,Moses,Moses Lessonet,Moses Lessonet,1968-10-05,Moses Lessonet,Moses Lessonet,,,,,,,,,,,,,,,Moses Lessonet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moses Lessonet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moses Lessonet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Honourable,,,,,,,,,,,,,,,,,,,,
Q16733078,John Michael Njenga Mututho,John Michael Njenga Mututho,John Michael Njenga Mututho,John Michael Njenga Mututho,,male,John,John Michael Njenga Mututho,John Michael Njenga Mututho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Michael Njenga Mututho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Michael Njenga Mututho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16733083,Mwandawiro Mghanga,Mwandawiro Mghanga,Mwandawiro Mghanga,Mwandawiro Mghanga,,male,,Mwandawiro Mghanga,Mwandawiro Mghanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mwandawiro Mghanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mwandawiro Mghanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16733644,Martin Otieno Ogindo,Martin Otieno Ogindo,Martin Otieno Ogindo,Martin Otieno Ogindo,,male,Martin,Martin Otieno Ogindo,Martin Otieno Ogindo,,Martin Otieno Ogindo,Martin Otieno Ogindo,,,,,,,,,,,,,,,Martin Otieno Ogindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Otieno Ogindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Otieno Ogindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16734594,Samuel Poghisio,Samuel Poghisio,Samuel Poghisio,Samuel Poghisio,https://upload.wikimedia.org/wikipedia/commons/2/29/Samuel_Losuron_Poghisio.png,male,Samuel,Samuel Poghisio,Samuel Poghisio,1958-11-25,,Samuel Poghisio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Poghisio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Poghisio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senator,,,,,,,,,,,,,,,,,,,,
Q16842239,Sonia Birdi,Sonia Birdi,Sonia Birdi,Sonia Birdi,,female,Sonia,Sonia Birdi,Sonia Birdi,,Sonia Birdi,Sonia Birdi,,,,,,,,,,,,,,,Sonia Birdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonia Birdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonia Birdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16843221,Nderitu Gachagua,Nderitu Gachagua,Nderitu Gachagua,Nderitu Gachagua,,male,,Nderitu Gachagua,Nderitu Gachagua,1953-07-29,Nderitu Gachagua,Nderitu Gachagua,,,,,,,,,,,,,2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nderitu Gachagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nderitu Gachagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16864850,Abdul Rahim Dawood,Abdul Rahim Dawood,Abdul Rahim Dawood,Abdul Rahim Dawood,,male,Abdur Rahim,Abdul Rahim Dawood,Abdul Rahim Dawood,1965,Abdul Rahim Dawood,,,,,,,,,,,,,,,,Abdul Rahim Dawood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdul Rahim Dawood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdul Rahim Dawood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Honourable,,,,,,,,,,,,,,,,,,,,
Q16866303,Kinoti Gatobu,Kinoti Gatobu,Kinoti Gatobu,Kinoti Gatobu,,male,,Kinoti Gatobu,Kinoti Gatobu,1986,Kinoti Gatobu,,,,,,,,,,,,,,,,Kinoti Gatobu,,,,,,,,,,,,,no2013110162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinoti Gatobu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinoti Gatobu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16866321,Kembi Gitura,Kembi Gitura,Kembi Gitura,Kembi Gitura,,male,,Kembi Gitura,Kembi Gitura,1953,Kembi Gitura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kembi Gitura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kembi Gitura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16885582,Naomi Shaban,Naomi Shaban,Naomi Shaban,Naomi Shaban,,female,Naomi,Naomi Shaban,Naomi Shaban,,Naomi Shaban,Naomi Shaban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naomi Shaban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naomi Shaban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Honourable,,,,,,,,,,,,,,,,,,,,
Q16886147,Peris Tobiko,Peris Tobiko,Peris Tobiko,Peris Tobiko,,female,,Peris Tobiko,Peris Tobiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ぺリス・トビコ,,,,,,,,,,,,,Peris Tobiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peris Tobiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Honourable,,,,,,,,,,,,,,,,,,,,
Q1708590,Joshua Orwa Ojode,Joshua Orwa Ojode,Joshua Orwa Ojode,Joshua Orwa Ojode,,male,Joshua,Joshua Orwa Ojode,Joshua Orwa Ojode,1958-12-29,Joshua Orwa Ojode,,,,,,Joshua Orwa Ojode,,,,,/m/047t858,,,2012-06-10,,Joshua Orwa Ojode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua Orwa Ojode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua Orwa Ojode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17198176,Shukran Hussein Gure,Shukran Hussein Gure,Shukran Hussein Gure,Shukran Gure,https://upload.wikimedia.org/wikipedia/commons/1/1a/Shukrangure.jpg,female,,Shukran Hussein Gure,Shukran Hussein Gure,1978-06-06,Shukran Hussein Gure,,,,,,,,,,,,,,,,Shukran Gure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シュクラン・フセイン・グレ,,,,,,,,,,,,,Shukran Hussein Gure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shukran Hussein Gure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17411041,Fatuma Ibrahim Ali,Fatuma Ibrahim Ali,Fatuma Ibrahim Ali,Fatuma Ibrahim Ali,,female,Fatuma,Fatuma Ibrahim Ali,Fatuma Ibrahim Ali,,Fatuma Ibrahim Ali,Fatuma Ibrahim Ali,,,,,,,,,,,,,,,Fatuma Ibrahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fatuma Ibrahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fatuma Ibrahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Honourable,,,,,,,,,,,,,,,,,,,,
Q17464750,Kipng'eno Arap Ng'eny,Kipng'eno Arap Ng'eny,Kipng'eno Arap Ng'eny,Kipng'eno Arap Ng'eny,,male,,Kipng'eno Arap Ng'eny,Kipng'eno Arap Ng'eny,1948,Kipng'eno Arap Ng'eny,,,,,,,,,,,,,,2014-07-01,Kipng'eno Arap Ng'eny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kipng'eno Arap Ng'eny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kipng'eno Arap Ng'eny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17509770,Adhu Awiti,Adhu Awiti,Adhu Awiti,Adhu Awiti,,male,,Adhu Awiti,Adhu Awiti,,Adhu Awiti,,,,,,,,,,,,,,2014-07-15,Adhu Awiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adhu Awiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adhu Awiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18098773,Robert Pukose,Robert Pukose,Robert Pukose,Robert Pukose,,male,Robert,Robert Pukose,Robert Pukose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Pukose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Pukose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Honourable,,,,,,,,,,,,,,,,,,,,
Q18207112,Samuel Moroto,Samuel Moroto,Samuel Moroto,Samuel Moroto,,male,Samuel,Samuel Moroto,Samuel Moroto,1960,Samuel Moroto,Samuel Moroto,,,,,,,,,,/m/011l6lq9,,,,,Samuel Moroto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Moroto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trade unionist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Moroto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18217506,Grace Jelagat Kipchoim,Grace Jelagat Kipchoim,Grace Jelagat Kipchoim,Grace Jelagat Kipchoim,,female,Grace,Grace Jelagat Kipchoim,Grace Jelagat Kipchoim,1962-01-03,,,,,,,,,,,,,,,2018-04-20,,Grace Jelagat Kipchoim,,,,,,,,,,,,,,,,格雷斯·杰拉加特·基普喬姆,格雷斯·傑拉加特·基普喬姆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grace Jelagat Kipchoim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grace Jelagat Kipchoim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Honourable,,,,,,,,,,,,,,,,,,,,
Q18388019,Khatib Mwashetani,,Khatib Mwashetani,Khatib Mwashetani,,male,,Khatib Mwashetani,Khatib Mwashetani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khatib Mwashetani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khatib Mwashetani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Honourable,,,,,,,,,,,,,,,,,,,,
Q18417138,Nancy Ascencio,,Nancy Ascencio,,,female,Nancy,Nancy Ascencio,Nancy Ascencio,"",,,,,,,,,,,,,,,,,,,,,,,,Nancy Ascencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nancy Ascencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nancy Ascencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18612608,Fred Mbiti Gideon Mati,,Fred Mbiti Gideon Mati,Fred Mbiti Gideon Mati,,male,Fred,Fred Mbiti Gideon Mati,Fred Mbiti Gideon Mati,,,Fred Mbiti Gideon Mati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fred Mbiti Gideon Mati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fred Mbiti Gideon Mati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19008951,George Muchai,,George Muchai,George Muchai,,male,George,George Muchai,George Muchai,1955,George Muchai,George Muchai,,,,,,,,,,,,,2015-02-07,George Muchai,George Muchai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Muchai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Muchai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19386807,Philip Godana,,Philip Godana,Philip Godana,,male,Philip,Philip Godana,Philip Godana,,Philip Godana,Philip Godana,,,,,,,,,,,,,2015-02-14,Philip Godana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philip Godana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philip Godana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1954003,Musalia Mudavadi,Musalia Mudavadi,Musalia Mudavadi,Musalia Mudavadi,https://upload.wikimedia.org/wikipedia/commons/4/4a/Musalia_Mudavadi.JPG,male,,Musalia Mudavadi,Musalia Mudavadi,1960-09-21,Musalia Mudavadi,,,,,,Musalia Mudavadi,,,,,,,http://www.musaliamudavadi.com,,,Musalia Mudavadi,Musalia Mudavadi,,,,,,,,,,Musalia Mudavadi,14458901,no2003050473,,,,,,,,Category:Musalia Mudavadi,,,,,,,,,,,,,,,,ムサリア・ムダバディ,,,,,,,,,,,,,Musalia Mudavadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4813 0593,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musalia Mudavadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q195725,William Ruto,William Ruto,William Ruto,William Ruto,https://upload.wikimedia.org/wikipedia/commons/3/3c/WilliamRuto.PNG,male,William,William Ruto,William Ruto,1966-12-21,William Ruto,,,William Ruto,,,William Ruto,William Ruto,,William Ruto,,/m/07p89w,,,,,,William Ruto,,William Ruto,,,,William Ruto,,,William Ruto,William Ruto,73294209,n2006201004,,,,,,,威廉姆·盧托,Category:William Ruto,,,,,,,,,윌리엄 루토,,,William Ruto,,,,ウィリアム・ルト,,,,,,,,,,,,,William Ruto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,윌리엄 루토,,,,,,,,William Ruto,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William-Ruto-1,,,WilliamsRuto,,237116,,,,,,,,,,,,,,,,,,,,,,,,,William Ruto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,william-ruto,williamsamoei,,,,,,,,,,,,,,,Ruto,,,,,,,,,,,
Q19604826,Robert Mbui,,Robert Mbui,Robert Mbui,,male,Robert,Robert Mbui,Robert Mbui,,Robert Mbui,Robert Mbui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Honourable,,,,,,,,,,,,,,,,,,,,
