id,name__en,name__de,name__en_ca,name__en_gb,name__fr,name__lzh,name__yue,name__zh,name__zh_cn,name__zh_hk,name__zh_sg,name__zh_tw,name__nl,name,wikipedia__en,gender,occupation,birth_date,original_wikiname,name__pt,wikipedia__pt,death_date,name__es,name__hu,name__zh_mo,name__zh_hans,name__zh_hant,name__zh_my,given_name,facebook,wikipedia__commons,image,name__hak,name__nan,name__cy,wikipedia__de,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__freebase,name__id,name__vi,name__ms,name__nb,name__da,name__nn,name__sv,wikipedia__fr,wikipedia__id,wikipedia__ms,wikipedia__vi,wikipedia__zh_min_nan,wikipedia__zh,family_name,name__it,identifier__ISNI,identifier__SUDOC,identifier__FAST,wikipedia__no,twitter,name__ru,name__ta,name__ar,wikipedia__ta,identifier__Oxforddnb,identifier__snac,name__pl,name__qu,name__ko,name__he,name__oc,name__yo,name__lv,name__gl,name__ja,name__el,name__my,name__hi,name__eo,name__sr,name__tr,name__th,name__fi,name__uk,name__cs,name__io,name__fa,name__mr,name__ca,name__et,name__pt_br,name__tl,name__bn,name__be,name__ro,name__az,name__la,name__hy,name__eu,name__sco,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__bn,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__hak,wikipedia__he,wikipedia__hi,wikipedia__hy,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lv,wikipedia__mr,wikipedia__my,wikipedia__nl,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh_yue,identifier__IMDB,identifier__NNDB,instagram,identifier__CSPAN,name__pa,website,identifier__NTA,identifier__OLID,identifier__Britannica,identifier__BNF,name__ne,wikipedia__ne,wikipedia__pa,identifier__quora,name__nds,name__vmf,wikipedia__itwikiquote,name__jv,name__ml,name__ka,wikipedia__jv,wikipedia__ka,wikipedia__ml,name__bg,wikipedia__bg,electoral_district,identifier__Munzinger,identifier__NLAtrove,identifier__NLA,wikipedia__eu,name__km,wikipedia__km,identifier__NDL,identifier__NLI,name__is,name__mk,name__be_tarask,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__li,name__sh,name__sa,name__war,name__kk,name__ky,name__new,name__si,name__mg,name__bcl,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__sd,name__tt,name__vo,name__lb,name__lo,name__mn,name__te,name__gu,name__ast,name__kn,wikipedia__arwikiquote,wikipedia__ast,wikipedia__ba,wikipedia__bcl,wikipedia__be_x_old,wikipedia__cy,wikipedia__gu,wikipedia__hu,wikipedia__is,wikipedia__kk,wikipedia__kn,wikipedia__ky,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__mg,wikipedia__mk,wikipedia__mn,wikipedia__new,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__pnb,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sd,wikipedia__sh,wikipedia__te,wikipedia__thwikiquote,wikipedia__tt,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zhwikiquote,identifier__CANTIC,identifier__wikitree,identifier__kinopoisk
Q5642345,Halimah Yacob,Halimah Yacob,Halimah Yacob,Halimah Yacob,Halimah Yacob,哈莉瑪,哈莉瑪,哈莉玛,哈莉玛,哈莉瑪,哈莉玛,哈莉瑪,Halimah Yacob,Halimah Yacob,Halimah Yacob,female,politician,1954-08-23,Halimah Yacob,,,,Halimah Yacob,Halimah Yacob,,,哈莉瑪,,,halimahyacob,,https://upload.wikimedia.org/wikipedia/commons/b/be/Halimah_Yacob_APEC_Women_and_the_Economy_Forum_2012.jpg,,,,,,,,,Halimah Yacob,,Halimah Yacob,,,,,,Halimah Yacob,Halimah Yacob,,,哈莉玛,,,,,,,,,,,,,,,,할리마 야콥,,,,,,,,,हलीमा याकूब,,,,,,,,,حلیمه یعقوب,,,,,,,,,,,,,,,,,,,,,,,,,,,,حلیمه یعقوب,,,,,हलीमा याकूब,,,,,할리마 야콥,,,,,,,,,,,,,,,,,,,,,,,,,,ਹਲੀਮਾ ਯਾਕੂਬ,,,,,,हलीमा याकूब,हलीमा याकूब,ਹਲੀਮਾ ਯਾਕੂਬ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5714190,Heng Chee How,Heng Chee How,Heng Chee How,Heng Chee How,Heng Chee How,,,,,,,,Heng Chee How,Heng Chee How,Heng Chee How,male,,1961,Heng Chee How,,,,Heng Chee How,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heng Chee How,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heng Chee How,Heng Chee How,,,,,,,,,,Whampoa Single Member Constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5714209,Heng Swee Keat,Heng Swee Keat,,,Heng Swee Keat,,,王瑞傑,王瑞杰,,,,Heng Swee Keat,Heng Swee Keat,Heng Swee Keat,male,politician,1961,Heng Swee Keat,,,,Heng Swee Keat,Heng Swee Keat,,,王瑞傑,,,,Category:Heng Swee Keat,"https://upload.wikimedia.org/wikipedia/commons/4/48/Heng_Swee_Keat_at_Nan_Hua_High_School,_Singapore_-_20120707.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heng Swee Keat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57643,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,李顯龍,李顯龍,李显龙,李显龙,李顯龍,李显龙,李顯龍,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,male,politician,1952-02-10,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,,Lee Hsien Loong,Li Hszien Lung,李顯龍,李显龙,李顯龍,李显龙,,leehsienloong,Lee Hsien Loong,https://upload.wikimedia.org/wikipedia/commons/e/e3/Lee_Hsien-Loong_-_World_Economic_Forum_Annual_Meeting_2012_cropped.jpg,Lí Hién-liùng,Lí Hián-liông,,Lee Hsien Loong,274069438,171879163,n2002091875,/m/01_pkq,Lee Hsien Loong,Lý Hiển Long,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lý Hiển Long,Lí Hián-liông,李显龙,Li,Lee Hsien Loong,,,1573283,Lee Hsien Loong,leehsienloong,Ли Сяньлун,லீ ஹசீன் லூங்,لي هسين لونغ,லீ சியன் லூங்,,,Lee Hsien Loong,Lee Hsien Loong,리셴룽,לי הסיין לונג,Lee Hsien Loong,Lee Hsien Loong,Li Sjaņluns,Lee Hsien Loong,リー・シェンロン,Λι Χσιε Λουνγκ,လီရှန်လုံး,ली सियन लूंग,Lee Hsien Loong,Ли Сјенлунг,Lee Hsien Loong,ลี เซียนลุง,Lee Hsien Loong,Лі Сянь Лун,Lee Hsien Loong,Lee Hsien Loong,لی هسین لونگ,ली श्येन लूंग,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,লি সিয়েন লুং,Лі Сяньлун,Lee Hsien Loong,Li Syan Lun,Lee Hsien Loong,Լի Սյանլուն,Lee Hsien Loong,Lee Hsien Loong,لي هسين لونغ,Li Syan Lun,Лі Сяньлун,লি সিয়েন লুং,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Λι Σιεν Λουνγκ,Category:Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,لی هسین لونگ,Lee Hsien Loong,Lee Hsien Loong,Lí Hién-liùng,לי הסיין לונג,ली सियन लूंग,Լի Սյանլուն,Lee Hsien Loong,Lee Hsien Loong,リー・シェンロン,리셴룽,Lee Hsien Loong,Li Sjaņluns,ली श्येन लूंग,လီရှန်လုံး,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Lee Hsien Loong,Ли Сяньлун,Lee Hsien Loong,Lee Hsien Loong,Ли Сјенлунг,Lee Hsien Loong,ลี เซียนลุง,Lee Hsien Loong,Lee Hsien Loong,Лі Сянь Лун,Lee Hsien Loong,李顯龍,nm4389676,094/000111758,leehsienloong,hsienlee,,,,,,,,,,Lee-Hsien-Loong-Prime-Minister-of-Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58142,George Yeo,George Yeo,,,George Yeo,,,杨荣文,,,,,George Yeo,George Yeo,George Yeo,male,politician,1954-09-13,George Yeo,,,,George Yeo,George Yeo,,,,,George,,,https://upload.wikimedia.org/wikipedia/commons/4/49/George_Yeo_by_Michael_Wuertenberg.jpg,,,,George Yeo,,,,/m/084bv4,Yeo Yong-Boon George,,,,,,,George Yeo,Yeo Yong-Boon George,,,,杨荣文,Yang,,,,,,,,,جورج يانغ,,,,,,,,George Yeo,,,,,,,,,,,,George Yeo,,,,,,George Yeo,,,,,,,,,,,,جورج يانغ,,,,,,,,,,,,,,,George Yeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5874044,Ho Geok Choo,Ho Geok Choo,,,Ho Geok Choo,,,,,,,,Ho Geok Choo,Ho Geok Choo,Ho Geok Choo,female,politician,1956-04-15,Ho Geok Choo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5874137,Ho Peng Kee,Ho Peng Kee,,,Ho Peng Kee,,,,,,,,Ho Peng Kee,Ho Peng Kee,Ho Peng Kee,male,politician,1954-05-09,Ho Peng Kee,,,,Ho Peng Kee,Ho Peng Kee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5891957,Hon Sui Sen,Hon Sui Sen,,,Hon Sui Sen,,,,韩瑞生,,,,Hon Sui Sen,Hon Sui Sen,Hon Sui Sen,male,politician,1916-04-16,,,,1983-10-14,Hon Sui Sen,Hon Sui Sen,,,韓瑞生,,,,,,,,,,6352511,,n85014517,,,,,,,,,,,,,,,,Hon Sui Sen,0000 0000 8421 513X,091468124,1798488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5921606,Howe Yoon Chong,Howe Yoon Chong,,,Howe Yoon Chong,,,,,,,,Howe Yoon Chong,Howe Yoon Chong,Howe Yoon Chong,male,politician,1923-08-12,,,,2007-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ハウ・ヨン・チュン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6017702,Inderjit Singh,Inderjit Singh,Inderjit Singh,Inderjit Singh,Inderjit Singh,殷吉星,殷吉星,殷吉星,殷吉星,殷吉星,殷吉星,殷吉星,Inderjit Singh,Inderjit Singh,Inderjit Singh (Singaporean politician),male,engineer,1960-06-05,Inderjit Singh (Singaporean politician),,,,Inderjit Singh,Inderjit Singh,,,殷吉星,,,,,,,,,,46565994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6026908,Indranee Rajah,Indranee Rajah,,,Indranee Rajah,,,,英兰妮·拉杰,,,,Indranee Rajah,Indranee Rajah,Indranee Rajah,female,politician,1963-04-12,Indranee Rajah,,,,Indranee Rajah,Indranee Rajah,,,英蘭妮·拉傑,,,,Category:Indranee Rajah,"https://upload.wikimedia.org/wikipedia/commons/9/98/Indranee_Rajah_in_Lecture_Theatre_B.2.17,_Block_B,_SIM_University,_Singapore_-_20150905-02_(cropped).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6069175,Irene Ng,Irene Ng,,,Irene Ng,,,,,,,,Irene Ng,Irene Ng,Irene Ng (politician),female,politician,1963-12-24,Irene Ng (politician),,,,Irene Ng,Irene Ng,,,,,Irene,,,,,,,,165121790,141691921,,,,,,,,,,,,,,,,,,0000 0001 1458 7226,,,,,Айрин Нг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6154464,Janil Puthucheary,Janil Puthucheary,Janil Puthucheary,Janil Puthucheary,Janil Puthucheary,普傑立,普傑立,普杰立,普杰立,普傑立,普杰立,普傑立,Janil Puthucheary,Janil Puthucheary,Janil Puthucheary,male,politician,1973,Janil Puthucheary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6187512,Jessica Tan,Jessica Tan,Jessica Tan,Jessica Tan,Jessica Tan,陳舜娘,陳舜娘,陈舜娘,陈舜娘,陳舜娘,陈舜娘,陳舜娘,Jessica Tan,Jessica Tan,Jessica Tan,female,politician,1966-05-28,Jessica Tan,,,,,,,,,,Jessica,,,https://upload.wikimedia.org/wikipedia/commons/b/bc/Jessica_Tan_Soon_Neo.jpg,Chhṳ̀n Sun-ngiòng,Tân Sùn-niû,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6324008,K. Shanmugam,,K. Shanmugam,K. Shanmugam,K. Shanmugam,尚穆根,尚穆根,尚穆根,尚穆根,尚穆根,尚穆根,尚穆根,K. Shanmugam,K. Shanmugam,K. Shanmugam,male,politician,1960,K. Shanmugam,,,,K. Shanmugam,K. Shanmugam,,,,,K.,k.shanmugam.page,,https://upload.wikimedia.org/wikipedia/commons/2/2f/K_Shanmugam.jpg,,,,,,,,,,,,,,,,,,,,,尚穆根,,,,,,,,,கா. சண்முகம்,,கா. சண்முகம்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6425864,Koh Poh Koon,Koh Poh Koon,,,Koh Poh Koon,,,,,,,,Koh Poh Koon,Koh Poh Koon,Koh Poh Koon,male,politician,1972-03-16,Koh Poh Koon,,,,Koh Poh Koon,Koh Poh Koon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koh Poh Koon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6430492,Koo Tsai Kee,Koo Tsai Kee,,,Koo Tsai Kee,,,,,,,,Koo Tsai Kee,Koo Tsai Kee,Koo Tsai Kee,male,politician,1954-11-29,Koo Tsai Kee,,,,Koo Tsai Kee,Koo Tsai Kee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6480680,Lam Pin Min,Lam Pin Min,,,Lam Pin Min,,,,,,,,Lam Pin Min,Lam Pin Min,Lam Pin Min,male,politician,1969-09-01,Lam Pin Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lam Pin Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6504758,Lawrence Wong,Lawrence Wong,,,Lawrence Wong,,,黃循財,黄循财,,,,Lawrence Wong,Lawrence Wong,Lawrence Wong,male,politician,1972-12-18,Lawrence Wong,,,,Lawrence Wong,Lawrence Wong,,,黃循財,,Lawrence,,Category:Lawrence Wong,https://upload.wikimedia.org/wikipedia/commons/b/b1/Lawrence_Wong.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Лоуренс Вонг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6513114,Lee Boon Yang,Lee Boon Yang,,,Lee Boon Yang,,,李文献,,,,,Lee Boon Yang,Lee Boon Yang,Lee Boon Yang,male,politician,1947-10-01,Lee Boon Yang,,,,Lee Boon Yang,Lee Boon Yang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李文献,Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,لی بون یانگ,,,,,,,,,,,,,,,,,,,,,,,,,,,,لی بون یانگ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6514298,Lee Khoon Choy,Lee Khoon Choy,,,Lee Khoon Choy,,,李炯才,,,,,Lee Khoon Choy,Lee Khoon Choy,Lee Khoon Choy,male,journalist,1924,,,,2016-02-27,,,,,,,,,,,,,,,108679440,1011747421,n82240612,,,,,,,,,,,,,,李炯才,Li,,0000 0001 1938 8074,09701852X,123916,,,,,,,,,,,,,,,,,リー・クーンチョイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,リー・クーンチョイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151016763,,,,,,,,,,,,,,,,,,,,,,,,,,00447188,000450393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6536062,Lew Syn Pau,Lew Syn Pau,,,,,,,,,,,Lew Syn Pau,Lew Syn Pau,Lew Syn Pau,male,politician,,,,,,Lew Syn Pau,Lew Syn Pau,,,,,Lew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6548656,Lim Biow Chuan,Lim Biow Chuan,Lim Biow Chuan,Lim Biow Chuan,Lim Biow Chuan,林謀泉,林謀泉,林谋泉,林谋泉,林謀泉,林谋泉,林謀泉,Lim Biow Chuan,Lim Biow Chuan,Lim Biow Chuan,male,politician,1963-05-22,Lim Biow Chuan,,,,,,,,,,,,,,Lìm Mèu-chhièn,Lîm Bô͘-choân,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6548659,Lim Boon Heng,Lim Boon Heng,,,Lim Boon Heng,,,林文兴,,,,,Lim Boon Heng,Lim Boon Heng,Lim Boon Heng,male,politician,1947-11-18,Lim Boon Heng,,,,Lim Boon Heng,Lim Boon Heng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林文兴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6548691,Lim Hng Kiang,Lim Hng Kiang,,,Lim Hng Kiang,,林勛強,林勋强,林勋强,林勛強,林勋强,林勛強,Lim Hng Kiang,Lim Hng Kiang,Lim Hng Kiang,male,politician,1954-04-09,Lim Hng Kiang,,,,Lim Hng Kiang,Lim Hng Kiang,林勛強,林勋强,林勛強,林勋强,,,Category:Lim Hng Kiang,https://upload.wikimedia.org/wikipedia/commons/f/f9/Minister_Lim_Hng_Kiang.jpg,,,,,,,,,Lim Hng Kiang,,,,,,,,Lim Hng Kiang,,,,林勋强,Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6548759,Lim Swee Say,Lim Swee Say,Lim Swee Say,Lim Swee Say,Lim Swee Say,林瑞生,林瑞生,林瑞生,林瑞生,林瑞生,林瑞生,林瑞生,Lim Swee Say,Lim Swee Say,Lim Swee Say,male,politician,1954-07-13,Lim Swee Say,,,,Lim Swee Say,Lim Swee Say,,,林瑞生,,,,,https://upload.wikimedia.org/wikipedia/commons/4/46/Lim_Swee_Say_at_the_PAP_Community_Foundation_25th_Anniversary_Carnival_-_20110402_(cropped).jpg,Lìm Sui-sên,Lîm Sūi-seⁿ,,,,,,,,,,,,,,,,,,,林瑞生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6553695,Ling How Doong,Ling How Doong,,,,,,,,,,,Ling How Doong,Ling How Doong,Ling How Doong,male,politician,1934,,,,,Ling How Doong,Ling How Doong,,,林孝諄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
