id,name,name__en,name__ht,name__es,name__fr,name__de,name__zh,wikipedia__en,wikipedia__ht,wikipedia__zh,identifier__VIAF,death_date,birth_date,gender,image,given_name,identifier__LCAuth,identifier__snac,original_wikiname,name__pt,name__pl,name__ru,name__yo,name__sv,name__nl,name__uk,name__nb,name__da,name__nn,name__hu,name__ar,wikipedia__ar,wikipedia__de,wikipedia__es,wikipedia__fr,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__yo,identifier__freebase,identifier__BNF,occupation,identifier__ISNI,identifier__SUDOC,identifier__Britannica,name__it,identifier__OLID,family_name,identifier__FAST,identifier__GND,identifier__CERL,name__fa,name__gl,wikipedia__commons,wikipedia__fa,wikipedia__frwikisource,wikipedia__gl,identifier__NLAtrove,name__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__ml,name__ja,name__br,name__vi,name__eo,name__sr_el,name__sr_ec,name__tr,name__ro,name__fi,name__la,name__war,name__cs,name__th,name__sr,name__eu,name__hy,name__id,name__be,wikipedia__be,wikipedia__br,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__eu,wikipedia__fi,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__ml,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__plwikiquote,wikipedia__ro,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__vi,wikipedia__war,identifier__NTA,identifier__GNC,identifier__NLI,identifier__bigenc_ru,identifier__CTHS,identifier__persee,name__mg,wikipedia__mg,identifier__IIAF,name__sl,wikipedia__sl,identifier__britishmuseum,identifier__GTAA,name__qu,wikipedia__qu,name__cy,identifier__nlg,name__ka,name__he,wikipedia__he,wikipedia__ka,name__el,wikipedia__el,identifier__NNDB,identifier__MusicBrainz,name__mr,wikipedia__mr,name__et,wikipedia__et,name__en_ca,name__en_gb,name__ca,name__oc,name__io,wikipedia__ca,wikipedia__io,wikipedia__simple,identifier__NUKAT,identifier__Munzinger,identifier__IMDB,name__mzn,wikipedia__frwikiquote,wikipedia__mzn,wikipedia__cy,identifier__SELIBR,name__hr,wikipedia__hr,name__mn,wikipedia__mn,wikipedia__enwikisource,identifier__OpenPlaques,name__jv,name__mk,name__sco,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__jv,wikipedia__mk,wikipedia__sco,identifier__CSPAN,website,twitter,identifier__BNE,name__csb,name__dsb,name__om,wikipedia__oc,name__szl,name__fo,name__ilo,wikipedia__fo,wikipedia__ilo,wikipedia__szl,wikipedia__vo,identifier__NLA,wikipedia__elwikisource,name__sh,wikipedia__enwikinews,wikipedia__sh,wikipedia__sk,identifier__discogs,identifier__quora,identifier__votesmart,identifier__FEC
Q3048185,Edner Brutus,Edner Brutus,Edner Brutus,,Edner Brutus,Edner Brutus,,Edner Brutus,Edner Brutus,,,1980-11-12,1911,male,,,,,Edner Brutus,,,,,Edner Brutus,Edner Brutus,,Edner Brutus,Edner Brutus,Edner Brutus,,,,,,Edner Brutus,,,,,,,,,historian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3084811,François Guy Malary,Guy Malary,Guy Malary,Guy Malary,François Guy Malary,Guy Malary,,Guy Malary,Guy Malary,,,1993-10-14,1943-06-10,male,,Guy,,,Guy Malary,,,,,Guy Malary,Guy Malary,,Guy Malary,Guy Malary,Guy Malary,Guy Malary,,,,,François Guy Malary,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3086784,Fred Baptiste,Fred Baptiste,,,Fred Baptiste,,,,,,,1974-06-16,1933,male,,Fred,,,Fred Baptiste,,,,,,,,,,,,,,,,Fred Baptiste,,,,,,,,,,,,,Fred Baptiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3090021,Frédéric Marcelin,Frédéric Marcelin,Frederic Marcelin,Frédéric Marcelin,Frédéric Marcelin,Frédéric Marcelin,,Frédéric Marcelin,Frédéric Marcelin,,61534940,1917-03-11,1848-01-11,male,https://upload.wikimedia.org/wikipedia/commons/c/c6/Frédéric_Marcelin.jpg,Frédéric,n85066027,,Frédéric Marcelin,,,,,Frederic Marcelin,Frédéric Marcelin,,Frederic Marcelin,Frederic Marcelin,Frederic Marcelin,Frédéric Marcelin,,,,,Frédéric Marcelin,,,,,,,/m/0ktc65,104775231,journalist,0000 0000 3646 2582,116431237,,,OL6796637A,,159947,119325632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3098556,Gary Guiteau,Gary Guiteau,,,Gary Guiteau,,,,,,,,1963-05-10,male,https://upload.wikimedia.org/wikipedia/commons/6/6d/Gary_Guiteau.jpg,Gary,,,Gary Guiteau,,,,,,Gary Guiteau,,,,,,,,,,Gary Guiteau,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q310775,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,让-克洛德·杜瓦利埃,Jean-Claude Duvalier,Jean-Claude Duvalier,让-克洛德·杜瓦利埃,20477978,2014-10-04,1951-07-03,male,https://upload.wikimedia.org/wikipedia/commons/f/fd/Baby_Doc_(centrée).jpg,Jean-Claude,n84030341,w6k108kc,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,"Дювалье, Жан-Клод",Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Жан-Клод Дювальє,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,جان كلود دوفالييه,جان كلود دوفالييه,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,"Дювалье, Жан-Клод",Jean-Claude Duvalier,Жан-Клод Дювальє,Jean-Claude Duvalier,/m/0pvcp,12142087t,politician,0000 0000 7859 5869,029891132,,Jean-Claude Duvalier,,,134750,11886050X,,ژان-کلود دووالیه,Jean-Claude Duvalier,Category:Jean-Claude Duvalier,ژان-کلود دووالیه,,,,Jean-Claude Duvalier,让-克洛德·杜瓦利埃,讓-克洛德·杜瓦利埃,讓-克洛德·杜瓦利埃,让-克洛德·杜瓦利埃,让-克洛德·杜瓦利埃,讓-克洛德·杜瓦利埃,장클로드 뒤발리에,ഷാക്ലോദ് ദുവാല്യേ,ジャン＝クロード・デュヴァリエ,,,Jean-Claude Duvalier,,,,,Jean-Claude Duvalier,Ioannes Claudius Duvalier,,Jean-Claude Duvalier,,,Jean-Claude Duvalier,,Jean-Claude Duvalier,Жан-Клод Дзювалье,Жан-Клод Дзювалье,,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,,Jean-Claude Duvalier,Jean-Claude Duvalier,ジャン＝クロード・デュヴァリエ,장클로드 뒤발리에,Ioannes Claudius Duvalier,Jean-Claude Duvalier,ഷാക്ലോദ് ദുവാല്യേ,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,,,,,,,073603449,,,,,,,,,,,,,,,Jean-Claude Duvalier,,ჟან-კლოდ დიუვალიე,ז'אן קלוד דובאלייה,,ჟან-კლოდ დიუვალიე,,,122/000025047,,,,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,,,Jean-Claude Duvalier,,Jean-Claude Duvalier,,00000013269,nm2138975,,,,,,,,,,,,,,Jean-Claude Duvalier,,,,,,,,Jean-Claude Duvalier,,,,,,,,,,,,,,,,,,,,,,,,,,Jean-Claude Duvalier,,,,,,,,,,Jean-Claude Duvalier,,,,,,Jean-Claude Duvalier,,,,,,,,,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,Jean-Claude Duvalier,35970905,,,,,,,,,
Q3113256,Oswald Durand,Oswald Durand,Oswald Durand,Oswald Durand,Oswald Durand,Oswald Durand,,Oswald Durand,Oswald Durand,,17232428,1906-04-22,1840-09-17,male,https://upload.wikimedia.org/wikipedia/commons/6/69/O._Durand.jpg,Oswald,nr95020526,,Oswald Durand,Oswald Durand,,,,,Oswald Durand,,,,,Oswald Durand,,,,Oswald Durand,Oswald Durand,,Oswald Durand,,,,,/m/0kt9zd,119907835,journalist,0000 0000 5075 651X,02798043X,,,,Durand,357008,130229865,,آزوالد دورند,Oswald Durand,Category:Oswald Durand,آزوالد دورند,Auteur:Oswald Durand,Oswald Durand,1526082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3121887,Guy Joseph Bonnet,Guy Joseph Bonnet,Guy Joseph Bonnet,,Guy Joseph Bonnet,Guy Joseph Bonnet,,Guy Joseph Bonnet,Guy Joseph Bonnet,,78900390,1843-03-09,1773-05-10,male,,Guy,,,Guy Joseph Bonnet,,,,,Guy Joseph Bonnet,Guy Joseph Bonnet,,Guy Joseph Bonnet,Guy Joseph Bonnet,Guy Joseph Bonnet,,,,,,Guy Joseph Bonnet,,,,,,,,,historian,,,,Guy Joseph Bonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3123220,Pompée Valentin Vastey,Pompée Valentin Vastey,Pompee Valentin Vastey,,Pompée Valentin Vastey,Pompée Valentin Vastey,,Pompée Valentin Vastey,Pompée Valentin Vastey,,39460324,1820-10,1781,male,,,nr88002193,,Pompée Valentin Vastey,,,,,,Pompée Valentin Vastey,,Pompée Valentin Vastey,,Pompée Valentin Vastey,,,,,,Pompée Valentin Vastey,,,,,,,/m/0kt7w0,123855126,politician,0000 0000 5141 1812,,,,,,,101850360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pompée Valentin Vastey,Pompée Valentin Vastey,Pompee Valentin Vastey,,,,,,,070564884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3123997,Gérard Gourgue,Gérard Gourgue,,,Gérard Gourgue,,,,,,313504328,,1925-12-01,male,,Gérard,,,Gérard Gourgue,,,,,,Gérard Gourgue,,,,,,,,,,Gérard Gourgue,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3140472,Horace Pauléus Sannon,Horace Pauleus Sannon,Horace Pauleus Sannon,Horace Pauleus Sannon,Horace Pauléus Sannon,Horace Pauleus Sannon,賀拉斯·普利呂思·賽隆,Horace Pauleus Sannon,Horace Pauleus Sannon,,161012458,1938-10-27,1870-04-07,male,,Horace,,,Horace Pauleus Sannon,,,,,,Horace Pauléus Sannon,,,,,,,,,,Horace Pauléus Sannon,,,,,,,,,historian,0000 0001 0849 3434,080720935,,,,,,1041901895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3148181,Ignace Nau,Ignace Nau,Ignace Nau,Ignace Nau,Ignace Nau,Ignace Nau,,Ignace Nau,Ignace Nau,,67653710,1845,1808-07-13,male,,Ignace,no2002061141,,Ignace Nau,,,,,,Ignace Nau,,,,,,,,,,Ignace Nau,,,,,,,,,writer,0000 0000 4731 9183,,,,,,,133365670,cnp01126686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q315427,Jean-Max Bellerive,Jean-Max Bellerive,Jean-Max Bellerive,Jean-Max Bellerive,Jean-Max Bellerive,Jean-Max Bellerive,,Jean-Max Bellerive,Jean-Max Bellerive,,,,1958,male,"https://upload.wikimedia.org/wikipedia/commons/f/f5/Bellerive,_Jean-Max.jpg",Jean,,,Jean-Max Bellerive,Jean-Max Bellerive,Jean-Max Bellerive,"Бельрив, Жан-Макс",Jean-Max Bellerive,Jean-Max Bellerive,Jean-Max Bellerive,Жан-Макс Бельрів,Jean-Max Bellerive,Jean-Max Bellerive,Jean-Max Bellerive,Jean-Max Bellerive,,,Jean-Max Bellerive,Jean-Max Bellerive,Jean-Max Bellerive,Jean-Max Bellerive,Jean-Max Bellerive,"Бельрив, Жан-Макс",Jean-Max Bellerive,Жан-Макс Бельрів,Jean-Max Bellerive,/m/09gc1hl,,politician,,,,,,,,,,,Jean-Max Bellerive,,,,Jean-Max Bellerive,,,,,,,,,장막스 벨레리브,,ジャン＝マックス・ベルリーヴ,,,,,,,Jean-Max Bellerive,,,,,,,,,,,,,,Jean-Max Bellerive,,,,,,,,ジャン＝マックス・ベルリーヴ,장막스 벨레리브,,,,Jean-Max Bellerive,Jean-Max Bellerive,Jean-Max Bellerive,,Jean-Max Bellerive,,,,,,,,,,,,,,,,,,,,,,,,,,,Ζαν-Μαξ Μπελρίβ,Ζαν-Μαξ Μπελρίβ,,,,,Jean-Max Bellerive,Jean-Max Bellerive,,,,,,,,,,,,,,,,,,,Жан-Макс Бельрив,Жан-Макс Бельрив,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3163953,Jean-Baptiste Chavannes,Jean-Baptiste Chavannes,,,Jean-Baptiste Chavannes,,,Jean-Baptiste Chavannes (agronomist),,,,,1947,male,,Jean-Baptiste,,,Jean-Baptiste Chavannes,,,,,,Jean-Baptiste Chavannes,,,,,,,,,,Jean-Baptiste Chavannes,,,,,,,,,agronomist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3164711,Jean-Chrisostôme Imbert,Jean-Chrisostôme Imbert,,,Jean-Chrisostôme Imbert,,,Jean-Chrisostôme Imbert,,,,1855-10-21,1779-11-24,male,,,,,Jean-Chrisostôme Imbert,,,,,Jean-Chrisostôme Imbert,Jean-Chrisostôme Imbert,,Jean-Chrisostôme Imbert,Jean-Chrisostôme Imbert,Jean-Chrisostôme Imbert,,,,,,Jean-Chrisostôme Imbert,,,,Jean-Chrisostôme Imbert,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3165387,Jean-Fernand Brierre,Jean-Fernand Brierre,Jean-Fernand Brierre,Jean-Fernand Brierre,Jean-Fernand Brierre,,,Jean-Fernand Brierre,Jean-Fernand Brierre,,59079637,1992-12,1909-09-23,male,,Jean,n79084772,w6vh90sg,Jean-Fernand Brierre,,,,,,Jean-Fernand Brierre,,,,,,,,,,Jean-Fernand Brierre,,,,,,,/m/0ktd1r,118940177,diplomat,0000 0000 2161 2461,026752719,,,,,40113,1027641466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067837867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3166124,Jean-Henry Céant,Jean-Henry Céant,,,Jean-Henry Céant,,,,,,,,1956-09-27,male,,,,,Jean-Henry Céant,,,,,,Jean-Henry Céant,,,,,,,,,,Jean-Henry Céant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3166231,Jean-Jacques Dessalines Ambroise,Jean-Jacques Dessalines Ambroise,,,Jean-Jacques Dessalines Ambroise,,,,,,,1965,1923,male,,Jean-Jacques,,,Jean-Jacques Dessalines Ambroise,,,,,,Jean-Jacques Dessalines Ambroise,,,,,,,,,,Jean-Jacques Dessalines Ambroise,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3166299,Jean-Jacques Honorat,Jean-Jacques Honorat,Jean-Jacques Honorat,Jean-Jacques Honorat,Jean-Jacques Honorat,,,Jean-Jacques Honorat,Jean-Jacques Honorat,,,2013,1931-04-01,male,,Jean-Jacques,,,Jean-Jacques Honorat,,Jean-Jacques Honorat,,,,Jean-Jacques Honorat,Жан-Жак Онора,,,,Jean-Jacques Honorat,,,,,Jean-Jacques Honorat,Jean-Jacques Honorat,,,,Жан-Жак Онора,,,,politician,,,,,,,,,,,,,,,,,,,讓-雅克·霍諾拉特,,让-雅克·霍诺拉特,,,,,ジャン＝ジャック・オノラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3169062,Jean-Pierre Boyer-Bazelais,Jean-Pierre Boyer-Bazelais,,,Jean-Pierre Boyer-Bazelais,,,,,,,1883-10-27,1833-05-24,male,,Jean-Pierre,,,Jean-Pierre Boyer-Bazelais,,,,,,Jean-Pierre Boyer-Bazelais,,,,,,,,,,Jean-Pierre Boyer-Bazelais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3171668,Jean Demesvar Delorme,Demesvar Delorme,Demesvar Delorme,Demesvar Delorme,Jean Demesvar Delorme,Demesvar Delorme,,Demesvar Delorme,Demesvar Delorme,,48340282,1901-12-25,1831-02-10,male,,Jean,n88610854,w6gn09nz,Demesvar Delorme,,,,,Demesvar Delorme,Demesvar Delorme,,Demesvar Delorme,Demesvar Delorme,Demesvar Delorme,Demesvar Delorme,,,,,Jean Demesvar Delorme,,,,,,,/m/026brps,10431814m,journalist,0000 0000 8126 9423,,,,,,223719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3172069,Jean Fouchard,Jean Fouchard,Jean Fouchard,,Jean Fouchard,Jean Fouchard,,Jean Fouchard,Jean Fouchard,,112964698,1990-09-30,1912-03-02,male,,Jean,n81112489,w68919qx,Jean Fouchard,,,,,Jean Fouchard,Jean Fouchard,,Jean Fouchard,Jean Fouchard,Jean Fouchard,,,,,,Jean Fouchard,,,,,,,/m/026fnj2,120551150,journalist,0000 0000 8180 5687,02878782X,,,,,80040,154335436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132672731,,,,104364,255335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3188920,Jules Soliste Milscen,Jules Solime Milscent,Jules Solime Milscent,,Jules Soliste Milscen,Jules Solime Milscent,,Jules Solime Milscent,Jules Soliste Milscen,,,1842,1778,male,,Jules,,,Jules Soliste Milscen,,,,,,Jules Solime Milscent,,,,,,,,,,Jules Soliste Milscen,,,,,,,,,poet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3190316,Juste Chanlatte,Juste Chanlatte,Juste Chanlatte,,Juste Chanlatte,Juste Chanlatte,,Juste Chanlatte,Juste Chanlatte,,49358003,1828,1766,male,,Juste,no2004031272,,Juste Chanlatte,,,,,,Juste Chanlatte,,,,,,,,,,Juste Chanlatte,,,,,,,/m/0269rs5,13013893j,journalist,0000 0000 4405 4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q323218,Boniface Alexandre,Boniface Alexandre,Boniface Alexandre,Boniface Alexandre,Boniface Alexandre,Boniface Alexandre,博尼费斯·亚历山大,Boniface Alexandre,Boniface Alexandre,博尼费斯·亚历山大,,,1936-07-31,male,https://upload.wikimedia.org/wikipedia/commons/1/1c/Boniface_Alexandre.jpg,Boniface,,,Boniface Alexandre,Boniface Alexandre,Boniface Alexandre,Бонифас Александр,Boniface Alexandre,Boniface Alexandre,Boniface Alexandre,Боніфас Александр,Boniface Alexandre,Boniface Alexandre,Boniface Alexandre,Boniface Alexandre,,,Boniface Alexandre,Boniface Alexandre,Boniface Alexandre,Boniface Alexandre,Boniface Alexandre,"Александр, Бонифас",Boniface Alexandre,Боніфас Александр,Boniface Alexandre,/m/02h9cv,,politician,,,,Boniface Alexandre,,,,,,بونیفیس الکساندر,Boniface Alexandre,,بونیفیس الکساندر,,Boniface Alexandre,,,博尼费斯·亚历山大,博尼費斯·亞歷山大,博尼費斯·亞歷山大,博尼费斯·亚历山大,博尼费斯·亚历山大,博尼費斯·亞歷山大,,,ボニファス・アレクサンドル,,,,,,,Boniface Alexandre,,,,,,,,,Boniface Alexandre,,,,,,,,,,,Boniface Alexandre,Boniface Alexandre,ボニファス・アレクサンドル,,,,,Boniface Alexandre,Boniface Alexandre,Boniface Alexandre,,Boniface Alexandre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boniface Alexandre,Boniface Alexandre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
