iddiputado,name,sort_name,given_name,family_name,gender,party,faction_id,faction,source,dob,term,start_date,end_date,email,twitter,facebook,phone,fax,constituency,photo,id
,Joseba Andoni Agirretxea Urresti,"Agirretxea Urresti, Joseba Andoni",Joseba Andoni,Agirretxea Urresti,male,EAJ-PNV,EAJ-PNV,G.P. Vasco,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=119,,11,,,"","","","","",Gipuzkoa,"",9_127
,Luis Carlos Sahuquillo García,"Sahuquillo García, Luis Carlos",Luis Carlos,Sahuquillo García,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=8,,11,,,"","","","","",Cuenca,"",9_15
,Ángel Luis González Muñoz,"González Muñoz, Ángel Luis",Ángel Luis,González Muñoz,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=135,,11,,,"","","","","",Málaga,"",9_160
,Mª Concepción Bravo Ibáñez,"Bravo Ibáñez, Mª Concepción",Mª Concepción,Bravo Ibáñez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=45&idLegislatura=11,,11,,,"","","","","",Rioja (La),"",9_264
,Ricardo Tarno Blanco,"Tarno Blanco, Ricardo",Ricardo,Tarno Blanco,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=128,,11,,,"","","","","",Sevilla,"",9_278
,Dolors Montserrat Montserrat,"Montserrat Montserrat, Dolors",Dolors,Montserrat Montserrat,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=239,,11,,,"","","","","",Barcelona,"",9_295
,Margarita Pérez Herraiz,"Pérez Herraiz, Margarita",Margarita,Pérez Herraiz,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=38,,11,,,"","","","","",Lugo,"",9_303
,Joan Ruiz i Carbonell,"Ruiz i Carbonell, Joan",Joan,Ruiz i Carbonell,male,PSC-PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=306,,11,,,"","","","","",Tarragona,"",9_34
,José Luis Ábalos Meco,"Ábalos Meco, José Luis",José Luis,Ábalos Meco,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=162,,11,,,"","","","","",Valencia/València,"",9_372
,José Javier Lasarte Iribarren,"Lasarte Iribarren, José Javier",José Javier,Lasarte Iribarren,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=247,,11,,,"","","","","",Araba/Álava,"",9_377
,Pedro Sánchez Pérez-Castejón,"Sánchez Pérez-Castejón, Pedro",Pedro,Sánchez Pérez-Castejón,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=349,,11,,,"","","","","",Madrid,"",9_388
,María Jesús Bonilla Domínguez,"Bonilla Domínguez, María Jesús",María Jesús,Bonilla Domínguez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=34,,11,,,"","","","","",Cuenca,"",9_52
,María Guadalupe Martín González,"Martín González, María Guadalupe",María Guadalupe,Martín González,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=202,,11,,,"","","","","",Toledo,"",9_59
,Carlos Javier Floriano Corrales,"Floriano Corrales, Carlos Javier",Carlos Javier,Floriano Corrales,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=130,,11,,,"","","","","",Cáceres,"",9_67
,María del Carmen Álvarez-Arenas Cisneros,"Álvarez-Arenas Cisneros, María del Carmen",María del Carmen,Álvarez-Arenas Cisneros,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=222,,11,,,"","","","","",Madrid,"",9_72
,María de la Concepción de Santa Ana Fernández,"Santa Ana Fernández, María de la Concepción de",María de la Concepción de,Santa Ana Fernández,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=52,,11,,,"","","","","",Granada,"",9_74
,César Luena López,"Luena López, César",César,Luena López,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=292,,11,,,"","","","","",Rioja (La),"",9_88
