id,name,image,given_name,family_name,sort_name,birth_date,gender,chamber,start_date,state,area,group,website,address,phone,fax,term,area_id,identifier__bioguide,identifier__thomas,identifier__lis,identifier__govtrack,identifier__opensecrets,identifier__votesmart,identifier__fec,identifier__cspan,identifier__wikipedia,identifier__house_history,identifier__ballotpedia,identifier__maplight,identifier__washington_post,identifier__icpsr,twitter,facebook,facebook_id,youtube_id,twitter_id,youtube,instagram,instagram_id,sameas,sameasnote,validthrough,census_geoid,census_geoid_12,census_geoid_14,openstates_district,placeholder_id,sch_dist_stateid,state_id
C000714,John Conyers Jr.,https://theunitedstates.io/images/congress/original/C000714.jpg,John,Conyers,"Conyers, John",1929-05-16,male,rep,2015-01-06,MI,Michigan's 13th congressional district,Democrat,https://conyers.house.gov,2426 Rayburn HOB; Washington DC 20515-2213,202-225-5126,202-225-0072,114,ocd-division/country:us/state:mi/cd:13,C000714,00229,,400080,N00004029,26904,H6MI01028,1824,John Conyers,11348,"John Conyers, Jr.",195,gIQA4cvo9O,10713,RepJohnConyers,CongressmanConyers,206947066849,UCzlwBp7_m0t3f2UiFubvWgg,138770045,JCMI14,,,,,,,,,,,,
C000754,Jim Cooper,https://theunitedstates.io/images/congress/original/C000754.jpg,Jim,Cooper,"Cooper, Jim",1954-06-19,male,rep,2015-01-06,TN,Tennessee's 5th congressional district,Democrat,http://cooper.house.gov,1536 Longworth HOB; Washington DC 20515-4205,202-225-4311,202-226-1035,114,ocd-division/country:us/state:tn/cd:5,C000754,00231,,400081,N00003132,48891,H2TN05131,1201,Jim Cooper,11401,Jim Cooper,196,gIQABq669O,15019,RepJimCooper,JimCooper,,UCjplyIIQbNZcl013AyDfPNg,22523087,RepJimCooper,repjimcooper,1037212884,,,,,,,,,,
C001059,Jim Costa,https://theunitedstates.io/images/congress/original/C001059.jpg,Jim,Costa,"Costa, Jim",1952-04-13,male,rep,2015-01-06,CA,California's 16th congressional district,Democrat,https://costa.house.gov,1314 Longworth HOB; Washington DC 20515-0516,202-225-3341,202-225-9308,114,ocd-division/country:us/state:ca/cd:16,C001059,01774,,400618,N00026341,3577,H4CA20082,19599,Jim Costa,11782,,626,gIQAwvJSAP,20501,RepJimCosta,RepJimCosta,,UCVgXX23eJEai6GiBOKO6dvA,245451804,RepJimCostaCA20,,,,,,,,,,,,
C001069,Joe Courtney,https://theunitedstates.io/images/congress/original/C001069.jpg,Joe,Courtney,"Courtney, Joe",1953-04-06,male,rep,2015-01-06,CT,Connecticut's 2nd congressional district,Democrat,http://courtney.house.gov,2348 Rayburn HOB; Washington DC 20515-0702,202-225-2076,202-225-4977,114,ocd-division/country:us/state:ct/cd:2,C001069,01836,,412193,N00024842,30333,H2CT02112,1021284,Joe Courtney (politician),11802,Joe Courtney,680,gIQAQONRAP,20706,RepJoeCourtney,joecourtney,330408799230,UCGVIfe1T2hO1Lx7ap5Wkv1w,85396297,repcourtney,,,,,,,,,,,,
C001087,"Eric A. ""Rick"" Crawford",https://theunitedstates.io/images/congress/original/C001087.jpg,Eric,Crawford,"Crawford, Eric",1966-01-22,male,rep,2015-01-06,AR,Arkansas's 1st congressional district,Republican,http://crawford.house.gov,1711 Longworth HOB; Washington DC 20515-0401,202-225-4076,202-225-5602,114,ocd-division/country:us/state:ar/cd:1,C001087,01989,,412400,N00030770,119208,H0AR01083,623259,Rick Crawford (politician),11831,Rick Crawford,1414,gIQAlMfVKP,21106,RepRickCrawford,RepRickCrawford,143344975723788,UCLKAkVl4BHRK73lmDiIgPYg,233693291,RepRickCrawford,reprickcrawford,389864684,,,,,,,,,,
C001045,Ander Crenshaw,https://theunitedstates.io/images/congress/original/C001045.jpg,Ander,Crenshaw,"Crenshaw, Ander",1944-09-01,male,rep,2015-01-06,FL,Florida's 4th congressional district,Republican,https://crenshaw.house.gov,2161 Rayburn HOB; Washington DC 20515-0904,202-225-2501,202-225-2504,114,ocd-division/country:us/state:fl/cd:4,C001045,01643,,400086,N00012739,31130,H0FL04066,1007679,Ander Crenshaw,11758,Ander Crenshaw,200,gIQASSNRAP,20111,AnderCrenshaw,200388204657,200388204657,UCr3i3We3fsHJdUufmqDL7_w,20209807,RepAnderCrenshaw,,,,,,,,,,,,
C001038,Joseph Crowley,https://theunitedstates.io/images/congress/original/C001038.jpg,Joseph,Crowley,"Crowley, Joseph",1962-03-16,male,rep,2015-01-06,NY,New York's 14th congressional district,Democrat,http://crowley.house.gov,1436 Longworth HOB; Washington DC 20515-3214,202-225-3965,202-225-1909,114,ocd-division/country:us/state:ny/cd:14,C001038,01604,,400087,N00001127,4295,H8NY07046,57880,Joseph Crowley,11748,Joseph Crowley,201,gIQACIr09O,29925,RepJoeCrowley,repjoecrowley,176197712425090,UCni23wivejzkS9G1L_XEBQw,111635980,RepJoeCrowley,,,,,,,,,,,,
C001063,Henry Cuellar,https://theunitedstates.io/images/congress/original/C001063.jpg,Henry,Cuellar,"Cuellar, Henry",1955-09-19,male,rep,2015-01-06,TX,Texas's 28th congressional district,Democrat,http://cuellar.house.gov,2209 Rayburn HOB; Washington DC 20515-4328,202-225-1640,202-225-1641,114,ocd-division/country:us/state:tx/cd:28,C001063,01807,,400657,N00024978,5486,H2TX23082,1013062,Henry Cuellar,11790,,662,gIQAHjjSAP,20533,RepCuellar,152569121550,152569121550,UCVgEOdJx3tyILO9EjZ-heEQ,210926192,henrycuellar,,,,,,,,,,,,
C001048,John Abney Culberson,https://theunitedstates.io/images/congress/original/C001048.jpg,John,Culberson,"Culberson, John",1956-08-24,male,rep,2015-01-06,TX,Texas's 7th congressional district,Republican,http://culberson.house.gov,2372 Rayburn HOB; Washington DC 20515-4307,202-225-2571,202-225-4381,114,ocd-division/country:us/state:tx/cd:7,C001048,01670,,400089,N00009738,5488,H0TX07055,88078,John Culberson,11764,John Culberson,203,gIQArjZfAP,20139,CongCulberson,CongressmanCulberson,1751723339,UCv9NX2RA2jQQniHohgqy_KQ,24183358,johnculbersontx07,,,,,,,,,,,,
C000984,Elijah E. Cummings,https://theunitedstates.io/images/congress/original/C000984.jpg,Elijah,Cummings,"Cummings, Elijah",1951-01-18,male,rep,2015-01-06,MD,Maryland's 7th congressional district,Democrat,http://cummings.house.gov,2230 Rayburn HOB; Washington DC 20515-2007,202-225-4741,202-225-3178,114,ocd-division/country:us/state:md/cd:7,C000984,00256,,400090,N00001971,345,H6MD07160,43300,Elijah Cummings,11684,Elijah Cummings,204,gIQAKaxDAP,29587,RepCummings,elijahcummings,291368465380,UCMasH4jR80RdkqyuF0neFZg,787373558,ElijahECummings,,,,,,,,,,,,
D000096,Danny K. Davis,https://theunitedstates.io/images/congress/original/D000096.jpg,Danny,Davis,"Davis, Danny",1941-09-06,male,rep,2015-01-06,IL,Illinois's 7th congressional district,Democrat,http://davis.house.gov,2159 Rayburn HOB; Washington DC 20515-1307,202-225-5006,202-225-5641,114,ocd-division/country:us/state:il/cd:7,D000096,01477,,400093,N00004884,233,H4IL07037,44325,Danny K. Davis,11949,Danny K. Davis,209,gIQAgWpbKP,29717,RepDannyDavis,280757931935749,280757931935749,UCdhrT09_XMr31tuI8OcKsjQ,789244177,dannykdavis07,,,,,,,,,,,,
D000598,Susan A. Davis,https://theunitedstates.io/images/congress/original/D000598.jpg,Susan,Davis,"Davis, Susan",1944-04-13,female,rep,2015-01-06,CA,California's 53rd congressional district,Democrat,http://susandavis.house.gov,1214 Longworth HOB; Washington DC 20515-0553,202-225-2040,202-225-2948,114,ocd-division/country:us/state:ca/cd:53,D000598,01641,,400097,N00009604,8168,H0CA49055,85595,Susan Davis (politician),12571,,207,gIQAumASAP,20108,RepSusanDavis,RepSusanDavis,103767526332478,,432771620,,,,,,,,,,,,,
D000191,Peter A. DeFazio,https://theunitedstates.io/images/congress/original/D000191.jpg,Peter,DeFazio,"DeFazio, Peter",1947-05-27,male,rep,2015-01-06,OR,Oregon's 4th congressional district,Democrat,http://defazio.house.gov,2134 Rayburn HOB; Washington DC 20515-3704,202-225-6416,,114,ocd-division/country:us/state:or/cd:4,D000191,00279,,400100,N00007781,27037,H6OR04047,6068,Peter DeFazio,12068,Peter DeFazio,213,gIQAS87AAP,15410,RepPeterDeFazio,RepPeterDeFazio,94324364811,UCIF3HunhsVgTv7L2grnq2Rg,252249233,PeterDeFazio,,,,,,,,,,,,
D000197,Diana DeGette,https://theunitedstates.io/images/congress/original/D000197.jpg,Diana,DeGette,"DeGette, Diana",1957-07-29,female,rep,2015-01-06,CO,Colorado's 1st congressional district,Democrat,http://degette.house.gov,2368 Rayburn HOB; Washington DC 20515-0601,202-225-4431,202-225-5657,114,ocd-division/country:us/state:co/cd:1,D000197,01479,,400101,N00006134,561,H6CO01141,90293,Diana DeGette,12076,Diana DeGette,214,gIQADVSDAP,29710,RepDianaDeGette,DianaDeGette,110757973488,UCWFQCRTHwsHg9P1Hf-EQtew,28599820,RepDianaDeGette,,,,,,,,,,,,
D000216,Rosa L. DeLauro,https://theunitedstates.io/images/congress/original/D000216.jpg,Rosa,DeLauro,"DeLauro, Rosa",1943-03-02,female,rep,2015-01-06,CT,Connecticut's 3rd congressional district,Democrat,http://delauro.house.gov,2413 Rayburn HOB; Washington DC 20515-0703,202-225-3661,202-225-4890,114,ocd-division/country:us/state:ct/cd:3,D000216,00281,,400103,N00000615,26788,H0CT03072,19040,Rosa DeLauro,12101,Rosa DeLauro,215,gIQAkOCT9O,29109,RosaDeLauro,CongresswomanRosaDeLauro,181302611907634,UC9ROfGBm7kSLCEDYwFF6McQ,140519774,rosadelauro,,,,,,,,,,,,
D000612,Jeff Denham,https://theunitedstates.io/images/congress/original/D000612.jpg,Jeff,Denham,"Denham, Jeff",1967-07-29,male,rep,2015-01-06,CA,California's 10th congressional district,Republican,http://denham.house.gov,1730 Longworth HOB; Washington DC 20515-0510,202-225-4540,202-225-3402,114,ocd-division/country:us/state:ca/cd:10,D000612,01995,,412403,N00031593,28769,H0CA19173,623287,Jeff Denham,12597,,1276,gIQA6BMZKP,21109,RepJeffDenham,RepJeffDenham,133714040028137,UCm59PEM_tgTvhm5-wIfnrRg,248699486,repjeffdenham,repjeffdenham,380008060,,,,,,,,,,
D000604,Charles W. Dent,https://theunitedstates.io/images/congress/original/D000604.jpg,Charles,Dent,"Dent, Charles",1960-05-24,male,rep,2015-01-06,PA,Pennsylvania's 15th congressional district,Republican,https://dent.house.gov,2211 Rayburn HOB; Washington DC 20515-3815,202-225-6411,202-226-0778,114,ocd-division/country:us/state:pa/cd:15,D000604,01799,,400648,N00026171,9121,H4PA15087,1011395,Charlie Dent,12583,Charles W. Dent,654,gIQAY7qLAP,20526,,CongressmanDent,69862092533,UCoC_r0R2M_74UVrH4A44awQ,,CongressmanDent,,,,,,,,,,,,
D000616,Scott DesJarlais,https://theunitedstates.io/images/congress/original/D000616.jpg,Scott,DesJarlais,"DesJarlais, Scott",1964-02-21,male,rep,2015-01-06,TN,Tennessee's 4th congressional district,Republican,https://desjarlais.house.gov,413 Cannon HOB; Washington DC 20515-4204,202-225-6831,202-226-5172,114,ocd-division/country:us/state:tn/cd:4,D000616,02062,,412477,N00030957,123473,H0TN04195,623517,Scott DesJarlais,12604,,1482,gIQAQg5WKP,21179,DesJarlaisTN04,ScottDesJarlaisTN04,,UCvjuSLoi3hS0ECQvJLhwOkA,235312723,ScottDesJarlaisTN04,desjarlaistn04,260930821,,,,,,,,,,
D000610,Theodore E. Deutch,https://theunitedstates.io/images/congress/original/D000610.jpg,Theodore,Deutch,"Deutch, Theodore",1966-05-07,male,rep,2015-01-06,FL,Florida's 21st congressional district,Democrat,http://teddeutch.house.gov,2447 Rayburn HOB; Washington DC 20515-0921,202-225-3001,202-225-5974,114,ocd-division/country:us/state:fl/cd:21,D000610,01976,,412385,N00031317,67151,H0FL19080,9267613,Ted Deutch,12594,Theodore E. Deutch,1365,gIQAgpzZKP,20959,RepTedDeutch,CongressmanTedDeutch,112179098816942,UC1JlTLRUDkzhM2htvI9QJTA,137794015,congressmanteddeutch,,,,,,,,,,,,
D000600,Mario Diaz-Balart,https://theunitedstates.io/images/congress/original/D000600.jpg,Mario,Diaz-Balart,"Diaz-Balart, Mario",1961-09-25,male,rep,2015-01-06,FL,Florida's 25th congressional district,Republican,http://mariodiazbalart.house.gov,440 Cannon HOB; Washington DC 20515-0925,202-225-4211,202-225-8576,114,ocd-division/country:us/state:fl/cd:25,D000600,01717,,400108,N00025337,24312,H2FL25018,1003562,Mario Diaz-Balart,12575,Mario Diaz-Balart,221,gIQAvrSaAP,20316,MarioDB,mdiazbalart,119538428117878,UCpEEd0Plxx5D78pI4a4mFTQ,37094727,MarioDiazBalart,repmariodb,316477657,,,,,,,,,,
D000399,Lloyd Doggett,https://theunitedstates.io/images/congress/original/D000399.jpg,Lloyd,Doggett,"Doggett, Lloyd",1946-10-06,male,rep,2015-01-06,TX,Texas's 35th congressional district,Democrat,http://doggett.house.gov,2307 Rayburn HOB; Washington DC 20515-4335,202-225-4865,202-225-3073,114,ocd-division/country:us/state:tx/cd:35,D000399,00303,,400111,N00006023,21689,H4TX10028,36810,Lloyd Doggett,12328,,224,gIQA0jEdKP,29571,RepLloydDoggett,lloyddoggett,154050553704,UCN-kiLKyHPcfRVZ28sAHS_g,153944899,doggett,,,,,,,,,,,,
D000482,Michael F. Doyle,https://theunitedstates.io/images/congress/original/D000482.jpg,Michael,Doyle,"Doyle, Michael",1953-08-05,male,rep,2015-01-06,PA,Pennsylvania's 14th congressional district,Democrat,http://doyle.house.gov,239 Cannon HOB; Washington DC 20515-3814,202-225-2135,202-225-3084,114,ocd-division/country:us/state:pa/cd:14,D000482,00316,,400114,N00001373,21853,H4PA18131,36774,Michael F. Doyle,12436,Michael F. Doyle,226,gIQAlqEdKP,29561,USRepMikeDoyle,usrepmikedoyle,79663724861,UCni9vINmgerEeVXhKCC9qbA,39249305,CongressmanDoyle,,,,,,,,,,,,
D000614,Sean P. Duffy,https://theunitedstates.io/images/congress/original/D000614.jpg,Sean,Duffy,"Duffy, Sean",1971-10-03,male,rep,2015-01-06,WI,Wisconsin's 7th congressional district,Republican,https://duffy.house.gov,1208 Longworth HOB; Washington DC 20515-4907,202-225-3365,202-225-3240,114,ocd-division/country:us/state:wi/cd:7,D000614,02072,,412488,N00030967,126238,H0WI07051,623570,Sean Duffy,12601,Sean Duffy,1493,gIQAx21QKP,21189,RepSeanDuffy,RepSeanDuffy,119657691436457,UChq-eV2HnV7Kr2zmj0yua7g,234022257,RepSeanDuffy,repseanduffy,367550700,,,,,,,,,,
D000615,Jeff Duncan,https://theunitedstates.io/images/congress/original/D000615.jpg,Jeff,Duncan,"Duncan, Jeff",1966-01-07,male,rep,2015-01-06,SC,South Carolina's 3rd congressional district,Republican,http://jeffduncan.house.gov,106 Cannon HOB; Washington DC 20515-4003,202-225-5301,202- 225-3216,114,ocd-division/country:us/state:sc/cd:3,D000615,02057,,412472,N00030752,47967,H0SC03077,62713,Jeff Duncan (politician),12602,Jeff Duncan,1477,gIQAfghZKP,21174,RepJeffDuncan,RepJeffDuncan,187268144624279,UC1tuXL6ymImdpKYGEAH83QA,240393970,congjeffduncan,repjeffduncan,382897929,,,,,,,,,,
D000533,John J. Duncan Jr.,https://theunitedstates.io/images/congress/original/D000533.jpg,John,Duncan,"Duncan, John",1947-07-21,male,rep,2015-01-06,TN,Tennessee's 2nd congressional district,Republican,http://duncan.house.gov,2207 Rayburn HOB; Washington DC 20515-4202,202-225-5435,202-225-6440,114,ocd-division/country:us/state:tn/cd:2,D000533,00322,,400116,N00003209,27069,H8TN02069,6114,Jimmy Duncan (U.S. politician),12493,,228,gIQA7YKbKP,15455,RepJohnDuncanJr,CongressmanDuncan,102385999834718,UCCpcKqQfp9gVkeD1t7uYLKQ,1883356866,RepJohnDuncan,,,,,,,,,,,,
E000290,Donna F. Edwards,https://theunitedstates.io/images/congress/original/E000290.jpg,Donna,Edwards,"Edwards, Donna",1958-06-28,female,rep,2015-01-06,MD,Maryland's 4th congressional district,Democrat,http://donnaedwards.house.gov,2445 Rayburn HOB; Washington DC 20515-2004,202-225-8699,202-225-8714,114,ocd-division/country:us/state:md/cd:4,E000290,01894,,412263,N00028249,65085,H6MD04183,38535,Donna Edwards,12961,,744,gIQAqUKbKP,20763,RepDonnaEdwards,107297211756,107297211756,UCIz4aCNtg77Cg9U8v0JRCBA,82649553,RepDonnaFEdwards,,,,,,,,,,,,
E000288,Keith Ellison,https://theunitedstates.io/images/congress/original/E000288.jpg,Keith,Ellison,"Ellison, Keith",1963-08-04,male,rep,2015-01-06,MN,Minnesota's 5th congressional district,Democrat,http://ellison.house.gov,2263 Rayburn HOB; Washington DC 20515-2305,202-225-4755,202-225-4886,114,ocd-division/country:us/state:mn/cd:5,E000288,01857,,412215,N00028257,38982,H6MN05183,1022556,Keith Ellison,12957,Keith Ellison,700,gIQA98OxDP,20727,KeithEllison,Keith.Ellison,7997462059,UCR_QMi3wGy7xPUZxaIRi9QA,14135426,RepKeithEllison,,,,,,,,,,,,
E000291,Renee L. Ellmers,https://theunitedstates.io/images/congress/original/E000291.jpg,Renee,Ellmers,"Ellmers, Renee",1964-02-09,female,rep,2015-01-06,NC,North Carolina's 2nd congressional district,Republican,http://ellmers.house.gov,1210 Longworth HOB; Washington DC 20515-3302,202-225-4531,202- 225-5662,114,ocd-division/country:us/state:nc/cd:2,E000291,02036,,412457,N00031513,120897,H0NC02059,1033793,Renee Ellmers,12963,Renee Ellmers,1464,gIQAATqZKP,21159,RepReneeEllmers,reneeellmers,167641493275000,UCHlEm6WDK8UWn5STL_fZm_g,213634439,repreneeellmers,,,,,,,,,,,,
E000179,Eliot L. Engel,https://theunitedstates.io/images/congress/original/E000179.jpg,Eliot,Engel,"Engel, Eliot",1947-02-18,male,rep,2015-01-06,NY,New York's 16th congressional district,Democrat,http://engel.house.gov,2462 Rayburn HOB; Washington DC 20515-3216,202-225-2464,202-225-5513,114,ocd-division/country:us/state:ny/cd:16,E000179,00344,,400122,N00001003,26972,H8NY19058,6109,Eliot Engel,12815,,233,gIQAxS2pAP,15603,RepEliotEngel,RepEliotLEngel,103355984852,UCZ-ctBF-a6CYPJWDoBV_JyA,164007407,engel2161,,,,,,,,,,,,
E000215,Anna G. Eshoo,https://theunitedstates.io/images/congress/original/E000215.jpg,Anna,Eshoo,"Eshoo, Anna",1942-12-13,female,rep,2015-01-06,CA,California's 18th congressional district,Democrat,http://eshoo.house.gov,241 Cannon HOB; Washington DC 20515-0518,202-225-8104,202-225-8890,114,ocd-division/country:us/state:ca/cd:18,E000215,00355,,400124,N00007335,26741,H8CA12098,26130,Anna Eshoo,12867,,235,gIQAdlYxDP,29312,RepAnnaEshoo,RepAnnaEshoo,174979964227,UCjRvhco2d59GBgA78IIIaYQ,249348006,RepAnnaEshoo,RepAnnaEshoo,,,,,,,,,,,
F000460,Blake Farenthold,https://theunitedstates.io/images/congress/original/F000460.jpg,Blake,Farenthold,"Farenthold, Blake",1961-12-12,male,rep,2015-01-06,TX,Texas's 27th congressional district,Republican,http://farenthold.house.gov,1027 Longworth HOB; Washington DC 20515-4327,202-225-7742,202-226-1134,114,ocd-division/country:us/state:tx/cd:27,F000460,02067,,412482,N00031672,116919,H0TX27061,95180,Blake Farenthold,13565,Blake Farenthold,1487,gIQA6OqZKP,21184,Farenthold,BlakeFarenthold,186894244673001,UC-xQNCjaivVnqozyXtjcqww,17896154,BlakeFarenthold,Farenthold,,,,,,,,,,,
F000030,Sam Farr,https://theunitedstates.io/images/congress/original/F000030.jpg,Sam,Farr,"Farr, Sam",1941-07-04,male,rep,2015-01-06,CA,California's 20th congressional district,Democrat,http://farr.house.gov,1126 Longworth HOB; Washington DC 20515-0520,202-225-2861,202-225-6791,114,ocd-division/country:us/state:ca/cd:20,F000030,00368,,400129,N00007312,26745,H4CA17021,30645,Sam Farr,13001,,240,gIQAPPNqAP,29313,RepSamFarr,RepSamFarr,7018136294,UCoSsBwU28xzKM8lKeeHXEzQ,158398519,CongressmanSamFarr,RepSamFarr,,,,,,,,,,,
F000043,Chaka Fattah,https://theunitedstates.io/images/congress/original/F000043.jpg,Chaka,Fattah,"Fattah, Chaka",1956-11-21,male,rep,2015-01-06,PA,Pennsylvania's 2nd congressional district,Democrat,http://fattah.house.gov,2301 Rayburn HOB; Washington DC 20515-3802,202-225-4001,202-225-5392,114,ocd-division/country:us/state:pa/cd:2,F000043,00371,,400130,N00001746,21850,H2PA02055,36763,Chaka Fattah,13018,Chaka Fattah,241,gIQAvQNqAP,29559,ChakaFattah,repfattah,165961823475034,UCkTfk-NcVzE1hk-svI6mclw,48086014,ChakaFattah,chakafattah,1560430361,,,,,,,,,,
F000458,Stephen Lee Fincher,https://theunitedstates.io/images/congress/original/F000458.jpg,Stephen,Fincher,"Fincher, Stephen",1973-02-07,male,rep,2015-01-06,TN,Tennessee's 8th congressional district,Republican,http://fincher.house.gov,2452 Rayburn HOB; Washington DC 20515-4208,202-225-4714,202-225-1765,114,ocd-division/country:us/state:tn/cd:8,F000458,02064,,412479,N00031141,124659,H0TN08246,9268967,Stephen Fincher,13562,,1484,gIQAnqGVKP,21181,RepFincherTN08,RepFincherTN08,128861763849209,UCDOY7qdLPB7nQuQSWrQPalw,249219716,CongressmanFincher,RepFincherTN08,,,,,,,,,,,
F000451,Michael G. Fitzpatrick,https://theunitedstates.io/images/congress/original/F000451.jpg,Michael,Fitzpatrick,"Fitzpatrick, Michael",1963-06-28,male,rep,2015-01-06,PA,Pennsylvania's 8th congressional district,Republican,http://fitzpatrick.house.gov,2400 Rayburn HOB; Washington DC 20515-3808,202-225-4276,202- 225-9511,114,ocd-division/country:us/state:pa/cd:8,F000451,01797,,400646,N00027229,46971,H4PA08074,33378,Mike Fitzpatrick,13549,,652,gIQApV5UKP,20524,RepFitzpatrick,RepFitzpatrick,132077153521454,UCyhzr8XFw5gpQfDx63YI8_Q,237944147,RepFitzpatrickPA8,,,,,,,,,,,,
F000459,"Charles J. ""Chuck"" Fleischmann",https://theunitedstates.io/images/congress/original/F000459.jpg,Charles,Fleischmann,"Fleischmann, Charles",1962-10-11,male,rep,2015-01-06,TN,Tennessee's 3rd congressional district,Republican,http://fleischmann.house.gov,230 Cannon HOB; Washington DC 20515-4203,202-225-3271,202-225-3494,114,ocd-division/country:us/state:tn/cd:3,F000459,02061,,412476,N00030815,123456,H0TN03254,95146,Chuck Fleischmann,13563,,1481,gIQAav8tKP,21178,RepChuck,repchuck,189998554345168,UCTtRrJkM-R-f2K0byCMvHgw,235190657,repchuck,,,,,,,,,,,,
F000456,John Fleming,https://theunitedstates.io/images/congress/original/F000456.jpg,John,Fleming,"Fleming, John",1951-07-05,male,rep,2015-01-06,LA,Louisiana's 4th congressional district,Republican,http://fleming.house.gov,2182 Rayburn HOB; Washington DC 20515-1804,202-225-2777,202-225-8039,114,ocd-division/country:us/state:la/cd:4,F000456,01924,,412275,N00029679,108811,H8LA04225,1031345,John Fleming (U.S. politician),13559,John Fleming (Louisiana),757,gIQARR2pAP,20918,RepFleming,repjohnfleming,372154186772,UCLr9rukyGH_m3fNkpYc4djg,84620376,larep04,,,,,,,,,,,,
F000461,Bill Flores,https://theunitedstates.io/images/congress/original/F000461.jpg,Bill,Flores,"Flores, Bill",1954-02-25,male,rep,2015-01-06,TX,Texas's 17th congressional district,Republican,http://flores.house.gov,1030 Longworth HOB; Washington DC 20515-4317,202-225-6105,202-225-0350,114,ocd-division/country:us/state:tx/cd:17,F000461,02065,,412480,N00031545,116906,H0TX17104,623540,Bill Flores,13566,,1485,gIQA9K9UKP,21182,RepBillFlores,RepBillFlores,146176682102245,UCA7MgQ_ccBlCqoxV56B6nmA,237312687,RepBillFlores,,,,,,,,,,,,
