id,name,name__en,name__da,name__fr,name__es,name__de,name__nl,name__nb,name__nn,name__sv,name__hu,name__ru,name__sl,name__pl,name__ast,name__ar,name__ca,wikipedia__ar,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__pl,gender,identifier__GND,identifier__LCAuth,identifier__VIAF,birth_date,identifier__EuroparlMEP,occupation,death_date,given_name,identifier__ISNI,family_name,identifier__ne_se,original_wikiname,name__it,name__fo,name__is,name__kl,name__fi,website,twitter,facebook,wikipedia__sv,name__sq,name__cy,name__he,wikipedia__commons,wikipedia__nl,wikipedia__no,wikipedia__sq,identifier__freebase,image,identifier__NTA,identifier__BIBSYS,identifier__PACE,name__eo,name__ro,name__zh,wikipedia__cy,wikipedia__eo,wikipedia__es,wikipedia__fi,wikipedia__ro,identifier__FAST,name__ia,wikipedia__ia,name__zh_hant,name__zh_cn,name__zh_hans,wikipedia__ca,wikipedia__fo,wikipedia__hu,wikipedia__is,wikipedia__ru,name__nds,identifier__DNF,name__de_ch,name__bar,name__en_ca,name__en_gb,name__gl,name__aa,name__af,name__ak,name__aln,name__an,name__ang,name__arn,name__ay,name__az,name__bcl,name__bi,name__bjn,name__bm,name__br,name__brh,name__bs,name__cbk_zam,name__cdo,name__ceb,name__ch,name__cho,name__chr,name__chy,name__co,name__cr,name__crh_latn,name__cs,name__csb,name__de_at,name__diq,name__dsb,name__dtp,name__ee,name__eml,name__et,name__eu,name__ext,name__ff,name__fit,name__fj,name__frp,name__frr,name__fur,name__fy,name__ga,name__gag,name__gd,name__gn,name__got,name__gsw,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__hr,name__hsb,name__ht,name__hz,name__id,name__ie,name__ig,name__ik,name__ike_latn,name__ilo,name__io,name__iu,name__jam,name__jbo,name__jv,name__kaa,name__kab,name__kg,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kr,name__krj,name__ksh,name__ku,name__la,name__lad,name__lb,name__lfn,name__li,name__lij,name__lmo,name__ln,name__loz,name__lt,name__ltg,name__lus,name__lv,name__lzz,name__map_bms,name__mi,name__min,name__ms,name__mt,name__mus,name__mwl,name__na,name__nah,name__nap,name__nds_nl,name__ng,name__nov,name__nrm,name__nso,name__nv,name__ny,name__oc,name__om,name__pag,name__pam,name__pcd,name__pdc,name__pdt,name__pfl,name__pih,name__pms,name__prg,name__pt,name__pt_br,name__qu,name__qug,name__rif,name__rm,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sc,name__scn,name__sco,name__sdc,name__se,name__sei,name__sg,name__sgs,name__sh,name__shi_latn,name__sk,name__sli,name__sm,name__sma,name__sn,name__so,name__sr_el,name__srn,name__st,name__stq,name__sw,name__szl,name__tet,name__tg_latn,name__tk,name__tl,name__tn,name__to,name__tpi,name__tr,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__uz,name__ve,name__vec,name__vep,name__vi,name__vls,name__vmf,name__vo,name__vot,name__wa,name__war,name__wo,name__xh,name__yo,name__za,name__zea,name__zu,wikipedia__dawikiquote,name__uk,name__ka,name__ja,name__ko,name__el,name__fa,wikipedia__ast,wikipedia__el,wikipedia__fa,wikipedia__he,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__pt,wikipedia__simple,wikipedia__tr,wikipedia__uk,wikipedia__zh,identifier__Britannica,name__frc,name__mg,name__pap,name__rgn,wikipedia__eu,wikipedia__gl,identifier__CERL,identifier__google_knowledge,weblog,name__sje,name__smj,identifier__NUKAT,identifier__NLP,wikipedia__eswikiquote,identifier__CSFD,identifier__SFDb,identifier__PORT,wikipedia__et,wikipedia__mg,wikipedia__ie,identifier__GTAA,identifier__wikitree,wikipedia__sl,identifier__snac,wikipedia__br,wikipedia__kl,wikipedia__sh,identifier__youtube,identifier__google_plus,name__sr_ec,name__sr,wikipedia__sr,wikipedia__vi,instagram,wikipedia__cs,identifier__parlement,identifier__dialnet,name__lg,wikipedia__id,wikipedia__plwikiquote,wikipedia__io,wikipedia__nn,wikipedia__oc,name__be,name__ta,name__be_tarask,name__arz,name__hy,name__th,wikipedia__arz,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__hy,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__ms,wikipedia__nds,wikipedia__sco,wikipedia__se,wikipedia__sk,wikipedia__ta,wikipedia__th,identifier__NNDB,identifier__quora,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__dawikisource,wikipedia__enwikisource,identifier__BAV,identifier__allmovie,identifier__google_scholar,identifier__ORCID,wikipedia__cswikiquote,political_alignment,wikipedia__dewikiquote,identifier__SCOPE,name__bg,name__tt,wikipedia__af,wikipedia__bg,wikipedia__enwikiquote,wikipedia__hsb,wikipedia__itwikiquote,wikipedia__jv,wikipedia__ka,wikipedia__qu,wikipedia__tt,wikipedia__uz,wikipedia__yo,identifier__bigenc_ru,identifier__AGORHA,name__azb,wikipedia__azb,wikipedia__gd,linkedin,name__kk,wikipedia__kk,wikipedia__fy,wikipedia__fiwikiquote,name__bn,name__mr,name__vro,name__ba,name__ne,name__mk,wikipedia__an,wikipedia__bn,wikipedia__bs,wikipedia__dewikinews,wikipedia__fawikiquote,wikipedia__fiu_vro,wikipedia__ga,wikipedia__hr,wikipedia__ku,wikipedia__mk,wikipedia__mr,wikipedia__ruwikinews,wikipedia__srwikinews,wikipedia__trwikinews,wikipedia__ukwikiquote,wikipedia__nowikiquote,name__gv,wikipedia__gv,identifier__nlg,wikipedia__li,identifier__TED,wikipedia__svwikiquote,wikipedia__species,identifier__N6I,identifier__PTBNP,wikipedia__nowikisource,wikipedia__svwikisource,identifier__LAC,name__ur,wikipedia__ur,name__aeb_arab,wikipedia__frwikiquote,name__pnb,name__ku_arab,name__ku_latn,name__pa,name__te,wikipedia__pa,wikipedia__pnb,wikipedia__slwikiquote,wikipedia__sw,identifier__nobel_prize,wikipedia__frwikisource,identifier__NPG
Q12324281,"Lennart von Lowzow","Lennart von Lowzow","Lennart von Lowzow","Lennart von Lowzow","Lennart von Lowzow",,,,,,,,"Lennart von Lowzow",,"Lennart von Lowzow",,"Lennart von Lowzow",,"Lennart von Lowzow",,,,,male,,,,1927-05-23,,,2019-01-01,Lennart,,Lowzow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324361,"Levy Blang","Levy Blang","Levy Blang","Levy Blang","Levy Blang",,,,,,,,"Levy Blang",,"Levy Blang",,"Levy Blang",,"Levy Blang",,,,,male,,,,1889-11-30,,theologian,1976-10-27,,,Blang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324487,"Lilli Gyldenkilde","Lilli Gyldenkilde","Lilli Gyldenkilde","Lilli Gyldenkilde","Lilli Gyldenkilde","Lilli Gyldenkilde","Lilli Gyldenkilde",,,"Lilli Gyldenkilde",,,"Lilli Gyldenkilde","Lilli Gyldenkilde","Lilli Gyldenkilde",,"Lilli Gyldenkilde",,"Lilli Gyldenkilde",,"Lilli Gyldenkilde",,"Lilli Gyldenkilde",female,,,,1936-02-13,1915,politician,2003-08-08,Lilli,,Gyldenkilde,,,,,,,,,,,"Lilli Gyldenkilde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324604,"Lis Greibe","Lis Greibe","Lis Greibe","Lis Greibe","Lis Greibe",,,,,,,,"Lis Greibe",,"Lis Greibe",,"Lis Greibe",,"Lis Greibe",,,,,female,,,,1939-07-25,,engineer,,Lis,,Greibe,,,"Lis Greibe",,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c1/LisGreibe20080627.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324610,"Lis Noer","Lis Noer","Lis Noer","Lis Noer","Lis Noer",,,,,,,,"Lis Noer",,"Lis Noer",,"Lis Noer",,"Lis Noer",,,,,female,,,,1930-02-22,,politician,,Lis,,Noer,,,"Lis Noer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324617,"Lisbeth Bech Poulsen","Lisbeth Bech Poulsen","Lisbeth Bech Poulsen","Lisbeth Bech Poulsen","Lisbeth Bech Poulsen","Lisbeth Bech Poulsen","Lisbeth Bech Poulsen","Lisbeth Bech Poulsen","Lisbeth Bech Poulsen","Lisbeth Bech Poulsen",,,"Lisbeth Bech Poulsen",,"Lisbeth Bech Poulsen",,"Lisbeth Bech Poulsen",,"Lisbeth Bech Poulsen",,,,,female,,,,1982-12-01,,politician,,Lisbeth,,Poulsen,,,"Lisbeth Bech Poulsen","Lisbeth Bech Poulsen","Lisbeth Bech Poulsen","Lisbeth Bech Poulsen",,,LisbethBPoulsen,,,,,,,,,,,,,,6811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324638,"Lise Hækkerup","Lise Hækkerup","Lise Hækkerup","Lise Hækkerup","Lise Hækkerup","Lise Hækkerup",,"Lise Hækkerup","Lise Hækkerup","Lise Hækkerup",,,"Lise Hækkerup",,"Lise Hækkerup",,"Lise Hækkerup",,"Lise Hækkerup",,,,,female,,,,1947-02-20,,librarian,,Lise,,"Hækkerup",,,,"Lise Hækkerup","Lise Hækkerup","Lise Hækkerup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324656,"Lise von Seelen","Lise von Seelen","Lise von Seelen","Lise von Seelen","Lise von Seelen",,,,,,,,"Lise von Seelen",,"Lise von Seelen",,"Lise von Seelen",,"Lise von Seelen",,,,,female,,,,1949-03-09,,politician,,Lise,,"von Seelen",,,"Lise von Seelen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324666,"Lissa Mathiasen","Lissa Mathiasen","Lissa Mathiasen","Lissa Mathiasen","Lissa Mathiasen","Lissa Mathiasen","Lissa Mathiasen","Lissa Mathiasen","Lissa Mathiasen","Lissa Mathiasen",,,"Lissa Mathiasen",,"Lissa Mathiasen",,"Lissa Mathiasen",,"Lissa Mathiasen",,,,,female,,,,1948-08-08,,politician,,,,Mathiasen,,,"Lissa Mathiasen","Lissa Mathiasen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lissa Mathiasen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324691,"Litten Hansen","Litten Hansen","Litten Hansen","Litten Hansen","Litten Hansen",,"Litten Hansen",,,,,,"Litten Hansen",,"Litten Hansen",,"Litten Hansen",,"Litten Hansen",,,,,female,,no2014072276,308766797,1944-12-24,,actor,,,"0000 0004 3468 1473",Hansen,,,"Litten Hansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p140001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324714,"Liv Holm Andersen","Liv Holm Andersen","Liv Holm Andersen","Liv Holm Andersen","Liv Holm Andersen","Liv Holm Andersen","Liv Holm Andersen","Liv Holm Andersen","Liv Holm Andersen","Liv Holm Andersen",,,"Liv Holm Andersen",,"Liv Holm Andersen",,"Liv Holm Andersen",,"Liv Holm Andersen",,,,,female,,,,1987-05-08,,politician,,Liv,,Andersen,,,"Liv Holm Andersen","Liv Holm Andersen","Liv Holm Andersen","Liv Holm Andersen",,http://www.livandersen.dk/,LivHA,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/7/7a/Liv_Holm_Andersen_Portræt.jpg",,,7276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCkO5GqmJ6171uuqlJxUMNDw,110221325191122900717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324763,"Lizzie Lichtenberg","Lizzie Lichtenberg","Lizzie Lichtenberg","Lizzie Lichtenberg","Lizzie Lichtenberg",,,,,,,,"Lizzie Lichtenberg",,"Lizzie Lichtenberg",,"Lizzie Lichtenberg",,"Lizzie Lichtenberg",,,,,female,,,,1937-01-26,,politician,,Lizzie,,Lichtenberg,,,"Lizzie Lichtenberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324861,"Lone Loklindt","Lone Loklindt","Lone Loklindt","Lone Loklindt","Lone Loklindt","Lone Loklindt","Lone Loklindt","Lone Loklindt","Lone Loklindt","Lone Loklindt",,,"Lone Loklindt",,"Lone Loklindt",,"Lone Loklindt",,"Lone Loklindt",,,,,female,,,,1960-04-16,,politician,,Lone,,Loklindt,,,,"Lone Loklindt","Lone Loklindt","Lone Loklindt",,http://loneloklindt.dk/,LoneLoklindt,lone.loklindt,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ea/Julie_Abitz_og_Lone_Loklindt_pitcher_(cropped_til_Loklindt).jpg,,,6812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324866,"Lone Møller","Lone Møller","Lone Møller","Lone Møller","Lone Møller",,,,,,,,"Lone Møller",,"Lone Møller",,"Lone Møller",,"Lone Møller",,,,,female,,,,1949-05-04,,politician,,Lone,,"Møller",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324871,"Lone Yalçınkaya","Lone Yalçınkaya","Lone Yalçınkaya","Lone Yalçınkaya",,"Lone Yalçınkaya","Lone Yalçınkaya","Lone Yalçınkaya","Lone Yalçınkaya","Lone Yalçınkaya","Lone Yalçınkaya",,"Lone Yalçınkaya",,"Lone Yalçınkaya",,"Lone Yalçınkaya",,"Lone Yalçınkaya",,,,,female,,,,1967-08-06,,politician,,Lone,,"Yalçınkaya",,,,"Lone Yalçınkaya","Lone Yalçınkaya","Lone Yalçınkaya",,,LoneYalcinkaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324913,"Lotte Henriksen","Lotte Henriksen","Lotte Henriksen","Lotte Henriksen","Lotte Henriksen",,,,,,,,"Lotte Henriksen",,"Lotte Henriksen",,"Lotte Henriksen",,"Lotte Henriksen",,,,,female,,,,1963-01-22,,politician,,Lotte,,Henriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12324922,"Lotte Rod","Lotte Rod","Lotte Rod","Lotte Rod","Lotte Rod","Lotte Rod","Lotte Rod","Lotte Rod","Lotte Rod","Lotte Rod",,,"Lotte Rod",,"Lotte Rod",,"Lotte Rod",,"Lotte Rod",,,,,female,,,,1985-06-10,,politician,,Lotte,,Rod,,,"Lotte Rod","Lotte Rod","Lotte Rod","Lotte Rod",,http://lotterod.dk/,LotteRod,lotterod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
