id,name__en,name__es,name__nl,name__fr,name__de,name__nb,name__da,name__nn,name__sv,name__ru,name__zh,name__hu,name,wikipedia__en,wikipedia__zh,gender,birth_date,given_name,original_wikiname,name__pl,wikipedia__pl,image,family_name,name__cs,wikipedia__commons,wikipedia__cswikiquote,wikipedia__enwikiquote,wikipedia__enwikisource,identifier__VIAF,identifier__NLAtrove,wikipedia__de,name__it,website,twitter,wikipedia__fr,name__zh_hant,name__zh_cn,wikipedia__ru,identifier__IMDB,name__el,identifier__ISNI,identifier__LCAuth,identifier__SUDOC,identifier__NLA,identifier__FAST,wikipedia__nl,identifier__freebase,name__vep,wikipedia__vep,name__vi,wikipedia__vi,wikipedia__it,wikipedia__sv,identifier__IIAF,name__ar,wikipedia__ar,wikipedia__simple,name__fa,wikipedia__fa,name__pt,wikipedia__pt,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__ko,name__id,wikipedia__id,wikipedia__ko,name__fi,wikipedia__fi,facebook,death_date,name__la,name__ja,name__ca,name__oc,name__en_gb,name__mg,wikipedia__ja,wikipedia__la,wikipedia__mg,wikipedia__plwikiquote,identifier__MusicBrainz,wikipedia__cs,wikipedia__es,name__cy,identifier__BNF,name__th,wikipedia__th,identifier__GND,name__en_ca,name__nds,name__vmf,identifier__NTA,identifier__Munzinger,identifier__CSPAN,identifier__ULAN,name__uk,wikipedia__uk,name__he,wikipedia__he,wikipedia__sh,name__sh,identifier__youtube,wikipedia__tr,identifier__NNDB,name__tr,occupation,identifier__wikitree,identifier__google_knowledge,identifier__Britannica,identifier__snac,identifier__quora,wikipedia__fawikiquote,identifier__AuDB,identifier__Gutenberg,identifier__NPG,name__wuu,wikipedia__wuu,name__lmo,name__sk,wikipedia__skwikiquote,name__si,wikipedia__si,name__pa,wikipedia__pa,name__bg,wikipedia__bgwikiquote,identifier__Oxforddnb,identifier__OLID,wikipedia__hu,name__sl,wikipedia__sl,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,name__bs,wikipedia__bs,wikipedia__hr,name__hi,name__be,name__yo,name__mr,name__ne,wikipedia__be,wikipedia__da,wikipedia__ga,wikipedia__hi,wikipedia__mr,wikipedia__ne,wikipedia__no,wikipedia__sk,wikipedia__yo,noble_title,identifier__hansard,identifier__CONOR,name__mi,wikipedia__ms,identifier__BIBSYS,name__bn,identifier__NUKAT,identifier__SELIBR,identifier__NLP,name__sq,wikipedia__cy,identifier__national_archives,identifier__GTAA,honorific_prefix,name__is,name__yue,wikipedia__zh_yue,name__fo,name__kl,wikipedia__gl,identifier__rush,identifier__NKC,wikipedia__enwikinews,wikipedia__et,name__dsb,name__hsb,name__jv,name__pdc,name__stq,name__tl,name__war,name__ur,wikipedia__ur,name__mt,name__ty
Q16107277,John Devereux,John Devereux,John Devereux,John Devereux,,,,,,,,,John Devereux,John Devereux (politician),,male,1946-02-08,John,John Devereux (politician),,,,Devereux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,جون دفريوإكس,جون دفريوإكس,,,,,,,,,,,,,,,,,,,,John Devereux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,John Devereux,,,,John Devereux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Devereux,,,,,,,,,,,,,,,,,,,,,,,,,
Q16148043,Sue Boyce,Sue Boyce,Sue Boyce,Sue Boyce,Sue Boyce,,,,,,,,Sue Boyce,Sue Boyce,,female,1951-03-15,Sue,Sue Boyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sue Boyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Sue Boyce,,,,Sue Boyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sue Boyce,,,,,,,,,,,,,,,,,,,,,,,,,
Q16149378,David Leyonhjelm,David Leyonhjelm,David Leyonhjelm,David Leyonhjelm,David Leyonhjelm,,,,,,大衛·利昂傑姆,,David Leyonhjelm,David Leyonhjelm,大衛·利昂傑姆,male,1952-04-01,David,David Leyonhjelm,,,"https://upload.wikimedia.org/wikipedia/commons/c/c3/David_Leyonhjelm,_2014_(cropped).png",,,Category:David Leyonhjelm,,,,,,,,,DavidLeyonhjelm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Leyonhjelm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,veterinarian,,,,,David-Leyonhjelm,,,,,,,,,,,,,,,,,,,David Leyonhjelm,,,,David Leyonhjelm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Leyonhjelm,,,,,,,,,,,,,,,,,,,,,,,,,
Q16185446,Sue Lines,Sue Lines,Sue Lines,Sue Lines,Sue Lines,,,,,,,,Sue Lines,Sue Lines,,female,1953-12-15,Sue,Sue Lines,,,,Lines,,,,,,,,,Sue Lines,,linessue,,,,,,,,,,,,,/m/0vpwzlw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sue Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Sue Lines,,,,Sue Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sue Lines,,,,,,,,,,,,,,,,,,,,,,,,,
Q16189433,Barry O'Sullivan,Barry O'Sullivan,Barry O'Sullivan,Barry O'Sullivan,Barry O'Sullivan,,,,,,巴里·奧蘇利文,,Barry O'Sullivan,Barry O'Sullivan,巴里·奧蘇利文,male,1957-03-24,Barry,Barry O'Sullivan,,,,O'Sullivan,,,,,,,,,,,BarryOQld,,,,,,,,,,,,,,,,,,,,,باري أوسوليفان,باري أوسوليفان,,,,,,,,,,,,,,,,,,,,Barry O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Barry O'Sullivan,,,,Barry O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barry O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,
Q16189453,Helen Polley,Helen Polley,Helen Polley,Helen Polley,Helen Polley,,,,,,,,Helen Polley,Helen Polley,,female,1957-02-09,Helen,Helen Polley,,,https://upload.wikimedia.org/wikipedia/commons/f/fd/SeN_Helen_Polley.jpg,,,Category:Helen Polley,,,,,,,,,polley_helen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helen Polley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Helen Polley,,,,Helen Polley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helen Polley,,,,,,,,,,,,,,,,,,,,,,,,,
Q16191279,Lisa Singh,Lisa Singh,Lisa Singh,Lisa Singh,Lisa Singh,,,,,Лиза Сингх,,,Lisa Singh,Lisa Singh,,female,1972-02-20,Lisa,Lisa Singh,,,,Singh,,,,,,,,,Lisa Singh,,Lisa_Singh,,,,,,,,,,,,,,,,,,,,,ليزا سينغ,,,,,,,,,,,,,,,,,,,,,Lisa Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Lisa Singh,,,,Lisa Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,লিসা সিং,,,,Lisa Singh,,,,,,,,,,,,,,,,,,,,,,,,,
Q16193580,Steve Fielding,Steve Fielding,Steve Fielding,Steve Fielding,,,,,,,,,Steve Fielding,Steve Fielding,,male,1960-10-17,Steve,Steve Fielding,,,,Fielding,,,,,,,,,Steve Fielding,,,,,,,,,,,,,,,,,,,,,,,ستيف فيلدينغ,ستيف فيلدينغ,,,,,,,,,,,,,,,,,,,スティーヴ・フィールディング,Steve Fielding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,Steve Fielding,,,,Steve Fielding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Fielding,,,,,,,,,,,,,,,,,,,,,,,,,
Q16193816,Janet Rice,Janet Rice,,Janet Rice,Janet Rice,,,,,,,,Janet Rice,Janet Rice,,female,1960-11-18,Janet,Janet Rice,,,https://upload.wikimedia.org/wikipedia/commons/f/f7/Janet_Rice.jpg,Rice,,Category:Janet Rice,,,,214068936,,Janet Rice,,,janet_rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janet Rice,,,,,,,,,,,,,,,170317528,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Janet Rice,,,,Janet Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janet Rice,,,,,,,,,,,,,,,,,,,,,,,,,
Q16213376,David Feeney,David Feeney,David Feeney,David Feeney,David Feeney,,,,,,,,David Feeney,David Feeney,,male,1970-03-05,David,David Feeney,,,https://upload.wikimedia.org/wikipedia/commons/1/1e/David_Feeney.jpg,Feeney,,Category:David Feeney,,,,,,,,,Feeney4Batman,,,,,,,,,,,,,/m/0bwtrh,,,,,,,,ديفيد فيني,ديفيد فيني,,,,,,,,,,,,,,,,,,,,David Feeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,David Feeney,,,,David Feeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Feeney,,,,,,,,,,,,,,,,,,,,,,,,,
Q16215128,Mehmet Tillem,Mehmet Tillem,Mehmet Tillem,Mehmet Tillem,Mehmet Tillem,,,,,,,,Mehmet Tillem,Mehmet Tillem,,male,1974-09-10,Mehmet,Mehmet Tillem,,,,,,,,,,,,,Mehmet Tillem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mehmet Tillem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mehmet Tillem,politician,,,,,,,,,,,,,,,,,,,,,,,,Mehmet Tillem,,,,Mehmet Tillem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mehmet Tillem,,,,,,,,,,,,,,,,,,,,,,,,,
Q1639334,Kim Carr,Kim Carr,Kim Carr,Kim Carr,Kim Carr,,,,,,金·卡爾,Kim Carr,Kim Carr,Kim Carr,金·卡爾,male,1955-07-02,Kim,Kim Carr,Kim Carr,Kim Carr,https://upload.wikimedia.org/wikipedia/commons/c/cd/080040_-_015_Sen_Kim_Carr_24_Jan_08.jpg,Carr,,Category:Kim Carr,,,,,,Kim Carr,,http://www.alp.org.au/people/carr_kim.php,SenKimCarr,,,,,,,,,,,,,/m/03xnrb,,,,,,,,كيم كار,كيم كار,,,,,,,,,,,,,,,,,,,,Kim Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Kim-Carr-2,,,,,,,,,,,,,,,,,,,Kim Carr,,,,Kim Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim Carr,,,,,,,,,,,,,,,,,,,,,,,,,
Q166157,Brian Greig,Brian Greig,Brian Greig,Brian Greig,Brian Greig,Brian Greig,Brian Greig,Brian Greig,Brian Greig,"Грейг, Брайан Эндрю",,Brian Greig,Brian Greig,Brian Greig,,male,1966-02-22,Brian,Brian Greig,,,,,,,,,,,,Brian Greig,,,,,,,"Грейг, Брайан Эндрю",,,,,,,,,/m/03v5ql,,,,,,,,برايان كريغ,برايان كريغ,,,,,,,,,,,,,,,,,,,,Brian Greig,,,,,,,,,,,,,,,,,,,,,,,Брайан Ґрейґ,Брайан Ґрейґ,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Brian Greig,,,,Brian Greig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brian Greig,,,,,,,,,,,,,,,,,,,,,,,,,
Q16727734,Joe Bullock,Joe Bullock,Joe Bullock,Joe Bullock,Joe Bullock,,,,,,喬·布羅克,,Joe Bullock,Joe Bullock,喬·布羅克,male,1955-04-13,Joe,Joe Bullock,,,,Bullock,,,,,,,,,,,,,,,,,,,,,,,,/m/0_v9b53,,,,,,,,جو بولوك,جو بولوك,,,,,,,,,,,,,,,,,,,,Joe Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Joe Bullock,,,,Joe Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
Q16728926,Mehreen Faruqi,Mehreen Faruqi,Mehreen Faruqi,Mehreen Faruqi,Mehreen Faruqi,,,,,,,,Mehreen Faruqi,Mehreen Faruqi,,female,1963-07-08,Mehreen,,,,https://upload.wikimedia.org/wikipedia/commons/3/3c/Mehreen_Faruqi_2015.jpg,Faruqi,,Category:Mehreen Faruqi,,,,,,,Mehreen Faruqi,,MehreenFaruqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mehreen Faruqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Mehreen Faruqi,,,,Mehreen Faruqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mehreen Faruqi,,,,,,,,,,,,,,,,,,,,,,,,,
Q16731201,Jacqui Lambie,Jacqui Lambie,Jacqui Lambie,Jacqui Lambie,Jacqui Lambie,,,,,,,,Jacqui Lambie,Jacqui Lambie,,female,1971-02-26,Jacqui,Jacqui Lambie,,,https://upload.wikimedia.org/wikipedia/commons/3/31/Memorial-unveilings-Burnie-20150331-001-crop.jpg,,,Category:Jacqui Lambie,,,,315535241,,,,http://senatorlambie.com.au/,JacquiLambie,,,,,,,,,,,,,/m/0xpwrsl,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジャッキー・ランビー,Jacqui Lambie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Jacqui Lambie,,,,Jacqui Lambie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacqui Lambie,,,,,,,,,,,,,,,,,,,,,,,,,
Q16732210,Jenny McAllister,Jenny McAllister,Jenny McAllister,Jenny McAllister,Jenny McAllister,,,,,,,,Jenny McAllister,Jenny McAllister,,female,1973-07-04,Jenny,Jenny McAllister,,,,,,,,,,,,,,,jennymcallister,,,,,,,,,,,,,/m/0h54nzc,,,,,,,,,,,,,,,,,,,,,,,,,jennymcallisteralp,,,,Jenny McAllister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Jenny McAllister,,,,Jenny McAllister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenny McAllister,,,,,,,,,,,,,,,,,,,,,,,,,
Q16732314,James McGrath,James McGrath,James McGrath,James McGrath,James McGrath,,,,,,詹姆士·麥克格拉斯,,James McGrath,James McGrath (Australian politician),詹姆士·麥克格拉斯,male,1974-05-14,James,James McGrath (Australian politician),,,https://upload.wikimedia.org/wikipedia/commons/0/06/James_McGrath_2017.jpg,McGrath,,Category:James McGrath (Australian politician),,,,,,,,,JamesMcGrathLNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,James McGrath,,,,James McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James McGrath,,,,,,,,,,,,,,,,,,,,,,,,,
Q16732967,Ricky Muir,Ricky Muir,,Ricky Muir,,,,,,,里奇·繆爾,,Ricky Muir,Ricky Muir,里奇·繆爾,male,1980-12-25,Ricky,Ricky Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ricky Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Ricky-Muir,,,,,,,,,,,,,,,,,,,Ricky Muir,,,,Ricky Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ricky Muir,,,,,,,,,,,,,,,,,,,,,,,,,
Q16735152,Linda Reynolds,Linda Reynolds,Linda Reynolds,Linda Reynolds,Linda Reynolds,,,,,,,,Linda Reynolds,Linda Reynolds,,female,1965-05-16,Linda,Linda Reynolds,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/Senator_Linda_Reynolds.png,Reynolds,,Category:Linda Reynolds,,,,,,,,http://www.lindareynolds.com.au/,lindareynoldswa,,,,,,,,,,,,,/m/0y4n862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linda Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Linda Reynolds,,,,Linda Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linda Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,
Q1699474,John Button,John Button,John Button,John Button,John Button,,,,,,,John Button,John Button,John Button,,male,1933-06-30,John,John Button,,,,,,,,,,59895189,,John Button,,,,,,,,,,0000 0000 6319 4683,n94039090,,,338550,,/m/05bmjb,,,,,,,,,,,,,,,,,,,,,,,John Button,John Button,,2008-04-08,,,John Button,,,,,,,,,,,John Button,,,,119485079,,,,,,,,,,,,,,,,,,politician,,,,w6bg3143,,,,,,,,,,,,,,,,,,,,John Button,,,,John Button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Button,,,,,,,,,,,,,,,,,,,,,,,,,
Q1708668,Josiah Thomas,Josiah Thomas,Josiah Thomas,Josiah Thomas,Josiah Thomas,,,,,,,Josiah Thomas,Josiah Thomas,Josiah Thomas,,male,1863-04-28,Josiah,,Josiah Thomas,Josiah Thomas,https://upload.wikimedia.org/wikipedia/commons/5/58/Josiah_Thomas_-_Swiss_Studios_03_(cropped).jpg,Thomas,,Category:Josiah Thomas,,,,,,Josiah Thomas,,,,,,,,,,,,,,,,/m/03c806b,,,,,,,,جوزيه توماس,جوزيه توماس (سياسي),,,,,,,,,,,,,,Josiah Thomas,,,1933-02-05,,ヨシヤ・トマス,Josiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,thomas-josiah-8779,,,,,,,,,,,,,,,,,Josiah Thomas,,,,Josiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
Q17285485,Chris Ketter,Chris Ketter,Chris Ketter,Chris Ketter,Chris Ketter,,,,,,克里斯·科特,,Chris Ketter,Chris Ketter,克里斯·科特,male,1961-02-12,Chris,Chris Ketter,,,,Ketter,,,,,,,,,,,SenChrisKetter,,,,,,,,,,,,,/m/010xfs93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Ketter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Chris Ketter,,,,Chris Ketter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Ketter,,,,,,,,,,,,,,,,,,,,,,,,,
Q1737400,Kay Patterson,Kay Patterson,Kay Patterson,Kay Patterson,Kay Patterson,Kay Patterson,Kay Patterson,Kay Patterson,Kay Patterson,,,Kay Patterson,Kay Patterson,Kay Patterson,,female,1944-11-21,Kay,Kay Patterson,,,https://upload.wikimedia.org/wikipedia/commons/f/fd/Kay_Patterson.JPG,Patterson,,Category:Kay Patterson,,,,305308153,,Kay Patterson,,,,,,,,,,,,,,,,/m/03sjfq,,,,,,,,,,,,,,,,,,,,,,,,,,,,ケイ・パターソン,Kay Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Kay Patterson,,,,Kay Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kay Patterson,,,,,,,,,,,,,,,,,,,,,,,,,
Q1813692,Mathias Cormann,Mathias Cormann,Mathias Cormann,Mathias Cormann,Mathias Cormann,Mathias Cormann,Mathias Cormann,Mathias Cormann,Mathias Cormann,,馬提亞斯·科爾曼,Mathias Cormann,Mathias Cormann,Mathias Cormann,馬提亞斯·科爾曼,male,1970-09-20,Mathias,Mathias Cormann,Mathias Cormann,Mathias Cormann,https://upload.wikimedia.org/wikipedia/commons/b/bf/Mathias_Cormann_-_Senate_portrait_2016.jpg,Cormann,,Category:Mathias Cormann,,,Author:Mathias Cormann,,,Mathias Cormann,,,MathiasCormann,Mathias Cormann,,,,,,,,,,,Mathias Cormann,/m/02q_wlk,,,,,,,,,,,,,,,,,,,,,,,,,,,,マティーアス・コールマン,Mathias Cormann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Mathias Cormann,,,,Mathias Cormann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathias Cormann,,,,,,,,,,,,,,,,,,,,,,,,,
Q18719336,Anthony Chisholm,Anthony Chisholm,Anthony Chisholm,Anthony Chisholm,,,,,,Энтони Чисхолм,,,Anthony Chisholm,Anthony Chisholm (politician),,male,1978-02-24,Anthony,,,,https://upload.wikimedia.org/wikipedia/commons/2/2f/Senator_Chisholm.jpg,,,,,,,,,,,,AnthonyChisholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anthony Chisholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Anthony Chisholm,,,,Anthony Chisholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anthony Chisholm,,,,,,,,,,,,,,,,,,,,,,,,,
Q1894845,Margaret Guilfoyle,Margaret Guilfoyle,Margaret Guilfoyle,Margaret Guilfoyle,Margaret Guilfoyle,,,,,,,Margaret Guilfoyle,Margaret Guilfoyle,Margaret Guilfoyle,,female,1926-05-15,Margaret,,,,,,,,,,,296053528,,Margaret Guilfoyle,,,,,瑪格麗特·吉爾福伊爾,玛格丽特·吉尔福伊尔,,,,,,,,,,,,,,,,,,,,,,,,,玛格丽特·吉尔福伊尔,,,,,,,,,,,,,,Margaret Guilfoyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Margaret Guilfoyle,,,,Margaret Guilfoyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margaret Guilfoyle,,,,,,,,,,,,,,,,,,,,,,,,,
Q20983383,Joanna Lindgren,Joanna Lindgren,Joanna Lindgren,Joanna Lindgren,,,,,,,,,Joanna Lindgren,Joanna Lindgren,,female,1969-12-05,Joanna,Joanna Lindgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joanna Lindgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Joanna Lindgren,,,,Joanna Lindgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joanna Lindgren,,,,,,,,,,,,,,,,,,,,,,,,,
Q2224379,Sarah Hanson-Young,Sarah Hanson-Young,Sarah Hanson-Young,Sarah Hanson-Young,Sarah Hanson-Young,,,,,,,,Sarah Hanson-Young,Sarah Hanson-Young,,female,1981-12-23,Sarah,Sarah Hanson-Young,,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Sarah_Hanson-Young_Headshot.jpg,Hanson-Young,,Category:Sarah Hanson-Young,,,,,,Sarah Hanson-Young,,,sarahinthesen8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Hanson-Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Sarah Hanson-Young,,,,Sarah Hanson-Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Hanson-Young,,,,,,,,,,,,,,,,,,,,,,,,,
