start_date,end_date,name,sort_name,given_name,family_name,area,party,source,identifier__aph,email,website,facebook,twitter,term,id,wikipedia,wikipedia_name,identifier__openaustralia,party_id
1993-03-13,1996-03-02,Bryant Burns,"Burns, Bryant",Bryant,Burns,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10082,australian_labor_party
1996-03-02,1996-06-30,Bryant Burns,"Burns, Bryant",Bryant,Burns,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10082,australian_labor_party
2007-08-30,2007-11-24,David Bushby,"Bushby, David",David,Bushby,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,HLL,"",http://www.davidbushby.com.au/,"","",41,HLL,,,10085,liberal_party
2007-11-24,2010-08-21,David Bushby,"Bushby, David",David,Bushby,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,HLL,"",http://www.davidbushby.com.au/,"","",42,HLL,,,10085,liberal_party
2010-08-21,2013-09-07,David Bushby,"Bushby, David",David,Bushby,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,HLL,"",http://www.davidbushby.com.au/,"","",43,HLL,,,10085,liberal_party
2013-09-07,2016-05-09,David Bushby,"Bushby, David",David,Bushby,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,HLL,"",http://www.davidbushby.com.au/,"","",44,HLL,,,10085,liberal_party
2016-07-02,,David Bushby,"Bushby, David",David,Bushby,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,HLL,"",http://www.davidbushby.com.au/,"","",45,HLL,,,10085,liberal_party
1987-07-11,1990-03-24,John Button,"Button, John",John,Button,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10087,australian_labor_party
1990-03-24,1993-03-13,John Button,"Button, John",John,Button,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10087,australian_labor_party
1993-03-13,1993-03-31,John Button,"Button, John",John,Button,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10087,australian_labor_party
1987-07-11,1990-03-24,Paul Calvert,"Calvert, Paul",Paul,Calvert,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10091,liberal_party
1990-03-24,1993-03-13,Paul Calvert,"Calvert, Paul",Paul,Calvert,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10091,liberal_party
1993-03-13,1996-03-02,Paul Calvert,"Calvert, Paul",Paul,Calvert,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10091,liberal_party
1996-03-02,1998-10-03,Paul Calvert,"Calvert, Paul",Paul,Calvert,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10091,liberal_party
1998-10-03,2001-11-10,Paul Calvert,"Calvert, Paul",Paul,Calvert,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10091,liberal_party
2001-11-10,2002-08-19,Paul Calvert,"Calvert, Paul",Paul,Calvert,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10091,liberal_party
2002-08-19,2004-10-09,Paul Calvert,"Calvert, Paul",Paul,Calvert,Tasmania,PRES,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10091,pres
2004-10-09,2007-08-14,Paul Calvert,"Calvert, Paul",Paul,Calvert,Tasmania,PRES,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10091,pres
2007-08-15,2007-08-29,Paul Calvert,"Calvert, Paul",Paul,Calvert,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10091,liberal_party
1997-09-17,1998-10-03,George Campbell,"Campbell, George",George,Campbell,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10098,australian_labor_party
1998-10-03,2001-11-10,George Campbell,"Campbell, George",George,Campbell,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10098,australian_labor_party
2001-11-10,2004-10-09,George Campbell,"Campbell, George",George,Campbell,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10098,australian_labor_party
2004-10-09,2007-11-24,George Campbell,"Campbell, George",George,Campbell,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10098,australian_labor_party
2007-11-24,2008-06-30,George Campbell,"Campbell, George",George,Campbell,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10098,australian_labor_party
1990-05-16,1993-03-13,Ian Campbell,"Campbell, Ian",Ian,Campbell,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10100,liberal_party
1993-03-13,1996-03-02,Ian Campbell,"Campbell, Ian",Ian,Campbell,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10100,liberal_party
1996-03-02,1998-10-03,Ian Campbell,"Campbell, Ian",Ian,Campbell,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10100,liberal_party
1998-10-03,2001-11-10,Ian Campbell,"Campbell, Ian",Ian,Campbell,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10100,liberal_party
2001-11-10,2004-10-09,Ian Campbell,"Campbell, Ian",Ian,Campbell,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10100,liberal_party
2004-10-09,2007-05-31,Ian Campbell,"Campbell, Ian",Ian,Campbell,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10100,liberal_party
1993-04-28,1996-03-02,Kim Carr,"Carr, Kim",Kim,Carr,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,AW5,senator.carr@aph.gov.au,"","","",37,AW5,,,10103,australian_labor_party
1996-03-02,1998-10-03,Kim Carr,"Carr, Kim",Kim,Carr,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,AW5,senator.carr@aph.gov.au,"","","",38,AW5,,,10103,australian_labor_party
1998-10-03,2001-11-10,Kim Carr,"Carr, Kim",Kim,Carr,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,AW5,senator.carr@aph.gov.au,"","","",39,AW5,,,10103,australian_labor_party
2001-11-10,2004-10-09,Kim Carr,"Carr, Kim",Kim,Carr,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,AW5,senator.carr@aph.gov.au,"","","",40,AW5,,,10103,australian_labor_party
2004-10-09,2007-11-24,Kim Carr,"Carr, Kim",Kim,Carr,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,AW5,senator.carr@aph.gov.au,"","","",41,AW5,,,10103,australian_labor_party
2007-11-24,2010-08-21,Kim Carr,"Carr, Kim",Kim,Carr,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,AW5,senator.carr@aph.gov.au,"","","",42,AW5,,,10103,australian_labor_party
2010-08-21,2013-09-07,Kim Carr,"Carr, Kim",Kim,Carr,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,AW5,senator.carr@aph.gov.au,"","","",43,AW5,,,10103,australian_labor_party
2013-09-07,2016-05-09,Kim Carr,"Carr, Kim",Kim,Carr,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,AW5,senator.carr@aph.gov.au,"","","",44,AW5,,,10103,australian_labor_party
2016-07-02,,Kim Carr,"Carr, Kim",Kim,Carr,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,AW5,senator.carr@aph.gov.au,"","","",45,AW5,,,10103,australian_labor_party
1992-03-12,1993-03-13,Christabel Chamarette,"Chamarette, Christabel",Christabel,Chamarette,WA,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10110,australian_greens
1993-03-13,1996-03-02,Christabel Chamarette,"Chamarette, Christabel",Christabel,Chamarette,WA,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10110,australian_greens
1996-03-02,1996-06-30,Christabel Chamarette,"Chamarette, Christabel",Christabel,Chamarette,WA,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10110,australian_greens
1987-07-11,1990-02-27,Frederick Chaney,"Chaney, Frederick",Frederick,Chaney,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10112,liberal_party
1987-07-11,1990-03-24,Grant Chapman,"Chapman, Grant",Grant,Chapman,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10113,liberal_party
1990-03-24,1993-03-13,Grant Chapman,"Chapman, Grant",Grant,Chapman,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10113,liberal_party
1993-03-13,1996-03-02,Grant Chapman,"Chapman, Grant",Grant,Chapman,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10113,liberal_party
1996-03-02,1998-10-03,Grant Chapman,"Chapman, Grant",Grant,Chapman,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10113,liberal_party
1998-10-03,2001-11-10,Grant Chapman,"Chapman, Grant",Grant,Chapman,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10113,liberal_party
2001-11-10,2004-10-09,Grant Chapman,"Chapman, Grant",Grant,Chapman,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10113,liberal_party
2004-10-09,2007-11-24,Grant Chapman,"Chapman, Grant",Grant,Chapman,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10113,liberal_party
2007-11-24,2008-06-30,Grant Chapman,"Chapman, Grant",Grant,Chapman,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10113,liberal_party
2001-07-31,2001-11-10,John Cherry,"Cherry, John",John,Cherry,Queensland,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10118,australian_democrats
2001-11-10,2004-10-09,John Cherry,"Cherry, John",John,Cherry,Queensland,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10118,australian_democrats
2004-10-09,2005-06-30,John Cherry,"Cherry, John",John,Cherry,Queensland,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10118,australian_democrats
1987-07-11,1990-03-24,Bruce Childs,"Childs, Bruce",Bruce,Childs,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10119,australian_labor_party
1990-03-24,1993-03-13,Bruce Childs,"Childs, Bruce",Bruce,Childs,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10119,australian_labor_party
1993-03-13,1996-03-02,Bruce Childs,"Childs, Bruce",Bruce,Childs,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10119,australian_labor_party
1996-03-02,1997-09-10,Bruce Childs,"Childs, Bruce",Bruce,Childs,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10119,australian_labor_party
1987-07-11,1990-03-24,John Coates,"Coates, John",John,Coates,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10126,australian_labor_party
1990-03-24,1993-03-13,John Coates,"Coates, John",John,Coates,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10126,australian_labor_party
1993-03-13,1996-03-02,John Coates,"Coates, John",John,Coates,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10126,australian_labor_party
1996-03-02,1996-08-20,John Coates,"Coates, John",John,Coates,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10126,australian_labor_party
2002-02-04,2004-10-09,Richard Colbeck,"Colbeck, Richard",Richard,Colbeck,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,00AOL,senator.colbeck@aph.gov.au,"","","",40,00AOL,,,10131,liberal_party
2004-10-09,2007-11-24,Richard Colbeck,"Colbeck, Richard",Richard,Colbeck,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,00AOL,senator.colbeck@aph.gov.au,"","","",41,00AOL,,,10131,liberal_party
2007-11-24,2010-08-21,Richard Colbeck,"Colbeck, Richard",Richard,Colbeck,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,00AOL,senator.colbeck@aph.gov.au,"","","",42,00AOL,,,10131,liberal_party
2010-08-21,2013-09-07,Richard Colbeck,"Colbeck, Richard",Richard,Colbeck,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,00AOL,senator.colbeck@aph.gov.au,"","","",43,00AOL,,,10131,liberal_party
2013-09-07,2016-05-09,Richard Colbeck,"Colbeck, Richard",Richard,Colbeck,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,00AOL,senator.colbeck@aph.gov.au,"","","",44,00AOL,,,10131,liberal_party
1995-05-03,1996-03-02,Jacinta Collins,"Collins, Jacinta",Jacinta,Collins,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,GB6,"","","","",37,GB6,,,10135,australian_labor_party
1996-03-02,1998-10-03,Jacinta Collins,"Collins, Jacinta",Jacinta,Collins,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,GB6,"","","","",38,GB6,,,10135,australian_labor_party
1998-10-03,2001-11-10,Jacinta Collins,"Collins, Jacinta",Jacinta,Collins,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,GB6,"","","","",39,GB6,,,10135,australian_labor_party
2001-11-10,2004-10-09,Jacinta Collins,"Collins, Jacinta",Jacinta,Collins,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,GB6,"","","","",40,GB6,,,10135,australian_labor_party
2004-10-09,2005-06-30,Jacinta Collins,"Collins, Jacinta",Jacinta,Collins,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,GB6,"","","","",41,GB6,,,10135,australian_labor_party
2008-05-08,2010-08-21,Jacinta Collins,"Collins, Jacinta",Jacinta,Collins,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,GB6,"","","","",42,GB6,,,10135,australian_labor_party
2010-08-21,2013-09-07,Jacinta Collins,"Collins, Jacinta",Jacinta,Collins,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,GB6,"","","","",43,GB6,,,10135,australian_labor_party
2013-09-07,2016-05-09,Jacinta Collins,"Collins, Jacinta",Jacinta,Collins,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,GB6,"","","","",44,GB6,,,10135,australian_labor_party
2016-07-02,,Jacinta Collins,"Collins, Jacinta",Jacinta,Collins,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,GB6,"","","","",45,GB6,,,10135,australian_labor_party
1987-07-11,1990-03-24,Robert Collins,"Collins, Robert",Robert,Collins,NT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10137,australian_labor_party
1990-03-24,1993-03-13,Robert Collins,"Collins, Robert",Robert,Collins,NT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10137,australian_labor_party
1993-03-13,1996-03-02,Robert Collins,"Collins, Robert",Robert,Collins,NT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10137,australian_labor_party
1996-03-02,1998-03-30,Robert Collins,"Collins, Robert",Robert,Collins,NT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10137,australian_labor_party
1987-07-11,1990-03-24,Malcolm Colston,"Colston, Malcolm",Malcolm,Colston,Queensland,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10138,independent
1990-03-24,1993-03-13,Malcolm Colston,"Colston, Malcolm",Malcolm,Colston,Queensland,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10138,independent
1993-03-13,1996-03-02,Malcolm Colston,"Colston, Malcolm",Malcolm,Colston,Queensland,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10138,independent
1996-03-02,1998-10-03,Malcolm Colston,"Colston, Malcolm",Malcolm,Colston,Queensland,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10138,independent
1998-10-03,1999-06-30,Malcolm Colston,"Colston, Malcolm",Malcolm,Colston,Queensland,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10138,independent
1996-04-30,1998-10-03,Stephen Conroy,"Conroy, Stephen",Stephen,Conroy,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,3L6,senator.conroy@aph.gov.au,"","","",38,3L6,,,10142,australian_labor_party
1998-10-03,2001-11-10,Stephen Conroy,"Conroy, Stephen",Stephen,Conroy,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,3L6,senator.conroy@aph.gov.au,"","","",39,3L6,,,10142,australian_labor_party
2001-11-10,2004-10-09,Stephen Conroy,"Conroy, Stephen",Stephen,Conroy,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,3L6,senator.conroy@aph.gov.au,"","","",40,3L6,,,10142,australian_labor_party
2004-10-09,2007-11-24,Stephen Conroy,"Conroy, Stephen",Stephen,Conroy,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,3L6,senator.conroy@aph.gov.au,"","","",41,3L6,,,10142,australian_labor_party
2007-11-24,2010-08-21,Stephen Conroy,"Conroy, Stephen",Stephen,Conroy,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,3L6,senator.conroy@aph.gov.au,"","","",42,3L6,,,10142,australian_labor_party
2010-08-21,2013-09-07,Stephen Conroy,"Conroy, Stephen",Stephen,Conroy,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,3L6,senator.conroy@aph.gov.au,"","","",43,3L6,,,10142,australian_labor_party
2013-09-07,2016-05-09,Stephen Conroy,"Conroy, Stephen",Stephen,Conroy,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,3L6,senator.conroy@aph.gov.au,"","","",44,3L6,,,10142,australian_labor_party
2016-07-02,2016-09-30,Stephen Conroy,"Conroy, Stephen",Stephen,Conroy,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,3L6,senator.conroy@aph.gov.au,"","","",45,3L6,,,10142,australian_labor_party
1987-07-11,1990-03-24,Peter Cook,"Cook, Peter",Peter,Cook,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10143,australian_labor_party
1990-03-24,1993-03-13,Peter Cook,"Cook, Peter",Peter,Cook,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10143,australian_labor_party
1993-03-13,1996-03-02,Peter Cook,"Cook, Peter",Peter,Cook,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10143,australian_labor_party
1996-03-02,1998-10-03,Peter Cook,"Cook, Peter",Peter,Cook,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10143,australian_labor_party
1998-10-03,2001-11-10,Peter Cook,"Cook, Peter",Peter,Cook,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10143,australian_labor_party
