id,name__en,name__zh,name__ms,name__es,name__id,name__de,name__nb,name__da,name__nn,name__sv,name__nl,name__hu,name,wikipedia__en,wikipedia__id,wikipedia__ms,wikipedia__zh,gender,birth_date,identifier__freebase,original_wikiname,name__fr,image,given_name,name__cy,wikipedia__de,identifier__VIAF,identifier__GND,identifier__LCAuth,death_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__jv,name__pl,name__eu,name__qu,name__ta,name__et,name__my,name__pt,name__eo,name__is,name__ru,name__tr,name__hak,name__mk,name__fi,name__uk,name__be_tarask,name__ne,name__az,name__tl,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__nan,name__be,name__ko,name__he,name__lv,name__it,name__li,name__ja,name__vi,name__yue,name__sh,name__sa,name__hi,name__ro,name__th,name__ca,name__war,name__cs,name__bg,name__fa,name__mr,name__km,name__kk,name__sr,name__ar,name__ky,name__new,name__sco,name__si,name__la,name__mg,name__bcl,name__lzh,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__ka,name__ml,name__sd,name__tt,name__vo,name__hy,name__io,name__lb,name__lo,name__mn,name__te,name__gu,name__bn,name__gl,name__ast,name__el,wikipedia__ar,wikipedia__arwikiquote,wikipedia__ast,wikipedia__az,wikipedia__ba,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gu,wikipedia__hak,wikipedia__he,wikipedia__hi,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__ko,wikipedia__ky,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__lv,wikipedia__mg,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__ne,wikipedia__new,wikipedia__nl,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__no,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pnb,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sco,wikipedia__sd,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vi,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikiquote,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NDL,family_name,identifier__NNDB,identifier__CANTIC,identifier__Munzinger,identifier__FAST,identifier__CSPAN,identifier__wikitree,identifier__NLA,identifier__NTA,identifier__NLAtrove,name__nds,name__vmf,name__en_ca,name__en_gb,twitter,facebook,name__min,wikipedia__min,website,name__so,name__ckb,name__bs,name__ace,wikipedia__ace,wikipedia__bswikiquote,wikipedia__ckb,wikipedia__itwikiquote,wikipedia__so,wikipedia__trwikiquote,identifier__MusicBrainz,identifier__GTAA,name__yo,name__lt,name__oc,wikipedia__eowikinews,wikipedia__lt,wikipedia__yo,name__de_ch,name__pt_br,wikipedia__oc,identifier__Oxforddnb,identifier__bigenc_ru,name__br,name__co,name__ty,identifier__OLID,wikipedia__gl,name__zh_mo,name__lmo,name__pa,wikipedia__pa,name__sk,name__zh_my,identifier__NLI,identifier__britishmuseum,identifier__NPG,occupation,identifier__google_knowledge,identifier__nyt_topic,wikipedia__kn,name__kn,identifier__snac,identifier__Britannica,identifier__quora,wikipedia__si,name__fo,name__kl,wikipedia__uz,identifier__ioc_athlete,name__uz,instagram
Q20447893,,,Hanafi Mohd Yunus,,,,,,,,,,Hanafi Mohd Yunus,,,Hanafi Mohd Yunus,,,,,Hanafi Mohd Yunus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20449061,,,Abdul Ghani bin Ishak,,,,,,,,,,Abdul Ghani bin Ishak,,,Abdul Ghani bin Ishak,,,,,Abdul Ghani bin Ishak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20449234,,,Abdul Samad Osman,,,,,,,,,,Abdul Samad Osman,,,Abdul Samad Osman,,male,,,Abdul Samad Osman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20450240,Ahmad Arshad,,Ahmad Arshad,,,,,,,,,,Ahmad Arshad,,,Ahmad Arshad,,,,,Ahmad Arshad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20450329,Lee Seck Fun,,Lee Seck Fun,,,,,,,,,,Lee Seck Fun,,,Lee Seck Fun,,,,,Lee Seck Fun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20450550,,,Hussein Mohd Noordin,,,,,,,,,,Hussein Mohd Noordin,,,Hussein Mohd Noordin,,,,,Hussein Mohd Noordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20450558,Hussein Toh Muda Hassan,,Hussein Toh Muda Hassan,,,,,,,,,,Hussein Toh Muda Hassan,,,Hussein Toh Muda Hassan,,male,,,Hussein Toh Muda Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20450695,,,Leong Kee Nyean,,,,,,,,,,Leong Kee Nyean,,,Leong Kee Nyean,,,,,Leong Kee Nyean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20451083,Ibrahim Abdul Rahman,,Ibrahim Abdul Rahman,,,,,,,,,,Ibrahim Abdul Rahman,,,Ibrahim Abdul Rahman,,male,,,Ibrahim Abdul Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20451190,Lim Joo Kong,,Lim Joo Kong,,,,,,,,,,Lim Joo Kong,,,Lim Joo Kong,,,,,Lim Joo Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20451446,,,Mohamed Dahari Mohd Ali,,,,,,,,,,Mohamed Dahari Mohd Ali,,,Mohamed Dahari Mohd Ali,,,,,Mohamed Dahari Mohd Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20452396,,,T Mahima Singh,,,,,,,,,,T Mahima Singh,,,T Mahima Singh,,,,,T Mahima Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20452728,,,S.P. Seenivasagam,,,,,,,,,,S.P. Seenivasagam,,,S.P. Seenivasagam,,,,,S.P. Seenivasagam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20452941,,,Tajudin Ali,,,,,,,,,,Tajudin Ali,,,Tajudin Ali,,,,,Tajudin Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20455912,Seah Teng Ngiab,,Seah Teng Ngiab,,,,,,,,,,Seah Teng Ngiab,,,Seah Teng Ngiab,,,,,Seah Teng Ngiab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20456138,,,Tan Tye Chek,,,,,,,,,,Tan Tye Chek,,,Tan Tye Chek,,,,,Tan Tye Chek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20457674,,,Azahari Ibrahim,,,,,,,,,,Azahari Ibrahim,,,Azahari Ibrahim,,,,,Azahari Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20460035,Tengku Indra Petra Sultan Ibrahim,,Tengku Indra Petra Sultan Ibrahim,,,,,,,,,,Tengku Indra Petra Sultan Ibrahim,,,Tengku Indra Petra Sultan Ibrahim,,female,,,Tengku Indra Petra Sultan Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20462073,,,Quek Kai Dong,,,,,,,,,,Quek Kai Dong,,,Quek Kai Dong,,,,,Quek Kai Dong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20462440,,,Kang Kok Seng,,,,,,,,,,Kang Kok Seng,,,Kang Kok Seng,,,,,Kang Kok Seng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20464841,Veerappen Veerathan,,V. Veerappen,,,,,,,,Veerappen Veerathan,,Veerappen Veerathan,Veerappen Veerathan,,V. Veerappen,,male,,,V. Veerappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q20465899,,,Wan Sulaiman Wan Tam,,,,,,,,,,Wan Sulaiman Wan Tam,,,Wan Sulaiman Wan Tam,,,,,Wan Sulaiman Wan Tam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20465906,Wan Yahya Wan Mohamed,,Wan Yahya Wan Mohamed,,,,,,,,,,Wan Yahya Wan Mohamed,,,Wan Yahya Wan Mohamed,,male,,,Wan Yahya Wan Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20466330,,,Woo Saik Hong,,,,,,,,,,Woo Saik Hong,,,Woo Saik Hong,,,,,Woo Saik Hong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20652600,Mas Ermieyati Samsudin,,Mas Ermieyati Samsudin,,,,,,,,Mas Ermieyati Samsudin,,Mas Ermieyati Samsudin,Mas Ermieyati Samsudin,,Mas Ermieyati Samsudin,,female,1976-11-13,,Mas Ermieyati Samsudin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q2076704,Peter Lo Sui Yin,,,,,Peter Lo Sui Yin,,,,,Peter Lo Sui Yin,,Peter Lo Sui Yin,Peter Lo Sui Yin,,,,male,1923-05-19,,Peter Lo Sui Yin,Peter Lo Sui Yin,https://upload.wikimedia.org/wikipedia/commons/1/15/Peter_Lo_Sui_Yin.jpg,Peter,,Peter Lo Sui Yin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピーター・ロー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q21005938,Women in the Dewan Rakyat,,,,,,,,,,,,Women in the Dewan Rakyat,Women in the Dewan Rakyat,,,,,,,Women in the Dewan Rakyat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2213519,Sakaran Dandai,,Sakaran Dandai,,,Sakaran Dandai,Sakaran Dandai,Sakaran Dandai,Sakaran Dandai,Sakaran Dandai,Sakaran Dandai,,Sakaran Dandai,Sakaran Dandai,,Sakaran Dandai,,male,1930-04-15,,Sakaran Dandai,,https://upload.wikimedia.org/wikipedia/commons/9/98/Semporna_Sabah_Tun-Sakaran-Dandai-01.jpg,,,Sakaran Dandai,102911921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,サカラン・ダンダイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q23418806,Ko Chung Sen,許崇信,,,,,,,,,Ko Chung Sen,,Ko Chung Sen,Ko Chung Sen,,,許崇信 (馬來西亞),male,1968,,Ko Chung Sen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,
Q2380853,Rais Yatim,莱士雅丁,Rais Yatim,Rais Yatim,Rais Yatim,Rais Yatim,Rais Yatim,Rais Yatim,Rais Yatim,Rais Yatim,Rais Yatim,,Rais Yatim,Rais Yatim,Rais Yatim,Rais Yatim,莱士雅丁,male,1942-04-15,/m/0kst_7,Rais Yatim,Rais Yatim,https://upload.wikimedia.org/wikipedia/commons/9/94/Rais_Yatim_cropped.jpg,,,,33533091,,n87937578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rais Yatim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 8438 1613,,140407227,,,,,,,228149,,,,,,,,,,DrRaisYatim,drraisyatim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,
Q23879789,Alice Lau Kiong Yieng,,,,,,,,,,Alice Lau Kiong Yieng,,Alice Lau Kiong Yieng,Alice Lau Kiong Yieng,,,,female,1981,,Alice Lau Kiong Yieng,,,Alice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2391961,Tan Siew Sin,"陳修信,",Tan Siew Sin,Tan Siew Sin,,Tan Siew Sin,Tan Siew Sin,Tan Siew Sin,Tan Siew Sin,Tan Siew Sin,Tan Siew Sin,,Tan Siew Sin,Tan Siew Sin,,Tan Siew Sin,陳修信,male,1916-05-21,,Tan Siew Sin,Tan Siew Sin,https://upload.wikimedia.org/wikipedia/commons/a/ae/Tan_Siew_Sin.jpg,Tan,,Tan Siew Sin,112484206,,n50009243,1988-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
