id,name,name__en,occupation,original_wikiname,name__nl,wikipedia__en,name__de,name__fr,gender,name__af,wikipedia__af,name__it,image,birth_date,given_name,identifier__VIAF,identifier__SUDOC,identifier__LCAuth,identifier__NUKAT,death_date,name__nb,name__da,name__nn,name__sv,name__id,name__es,name__fi,name__hu,wikipedia__commons,wikipedia__fr,wikipedia__id,wikipedia__sv,name__ru,name__ar,wikipedia__de,identifier__ISNI,identifier__BNF,identifier__NTA,identifier__GND,family_name,identifier__freebase,name__zh,identifier__IMDB,name__sw,wikipedia__fi,wikipedia__sw,identifier__FAST,identifier__PTBNP,identifier__SELIBR,honorific_prefix,name__pl,wikipedia__it,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ru,name__lb,name__pt,name__ga,name__xh,name__zu,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__ja,name__zh_hant,name__zh_cn,wikipedia__es,wikipedia__ga,wikipedia__lb,wikipedia__nl,wikipedia__no,wikipedia__pt,wikipedia__simple,wikipedia__xh,wikipedia__zu,identifier__DBNL,identifier__Munzinger,identifier__NNDB,identifier__snac,identifier__BIBSYS,wikipedia__ar,name__cy,name__hr,twitter,name__eo,name__ca,name__la,wikipedia__la,wikipedia__eo,name__ko,wikipedia__ko,name__tl,wikipedia__tl,identifier__quora,name__hi,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__jv,name__pam,name__he,name__ms,name__ml,name__et,name__tr,name__uk,name__el,wikipedia__ca,wikipedia__et,wikipedia__he,wikipedia__hi,wikipedia__jv,wikipedia__ml,wikipedia__ms,wikipedia__pam,wikipedia__tr,wikipedia__uk,wikipedia__zh,identifier__GTAA,name__cs,wikipedia__cs,wikipedia__cswikiquote,identifier__JewishEnc,identifier__NLI,name__ss,wikipedia__ss,name__eu,name__ta,name__br,name__sr,name__be,name__ie,name__yo,name__lv,name__vi,name__sh,name__scn,name__ro,name__th,name__mr,name__fa,name__te,name__ka,name__nds,name__bn,name__kn,name__oc,name__gd,name__mk,name__ty,name__pa,name__yue,name__io,name__ast,name__sk,name__sco,name__bg,wikipedia__afwikiquote,wikipedia__ast,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__eowikinews,wikipedia__eu,wikipedia__fa,wikipedia__frwikinews,wikipedia__gd,wikipedia__hr,wikipedia__hu,wikipedia__ie,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__lv,wikipedia__mk,wikipedia__mr,wikipedia__nds,wikipedia__nn,wikipedia__oc,wikipedia__pa,wikipedia__ro,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__te,wikipedia__th,wikipedia__ty,wikipedia__vi,wikipedia__wuu,wikipedia__yo,wikipedia__zh_yue,identifier__NKC,identifier__CSPAN,identifier__britishmuseum,identifier__nyt_topic,identifier__Britannica,identifier__bigenc_ru,name__sl,name__rw,wikipedia__rw,wikipedia__sl,identifier__CANTIC,name__ve,name__gu,name__an,name__bar,name__co,name__de_at,name__egl,name__eml,name__frp,name__fur,name__gl,name__gsw,name__ia,name__is,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__rm,name__sc,name__sr_el,name__vec,name__vls,name__vo,name__wa,name__wo,wikipedia__az,wikipedia__gu,wikipedia__ve,identifier__ne_se,wikipedia__st,facebook,name__ur,wikipedia__ur,name__ts,name__be_tarask,name__hy,identifier__NDL,identifier__BNE,name__az,wikipedia__nso,identifier__GNC,website,wikipedia__gl,wikipedia__ts,wikipedia__uz,wikipedia__sq,identifier__wikitree,name__nso,name__st,name__uz,name__sq,name__nov,wikipedia__nov,name__wuu,name__ky,wikipedia__ky,name__nys,wikipedia__is,name__lad,instagram,wikipedia__azb
Q3023722,Derek Hanekom,Derek Hanekom,politician,,Derek Hanekom,Derek Hanekom,Derek Hanekom,Derek Hanekom,male,Derek Hanekom,Derek Hanekom,Derek Hanekom,https://upload.wikimedia.org/wikipedia/commons/d/d4/Derek_Hanekom.JPG,1953-01-13,Derek,,,,,,Derek Hanekom,Derek Hanekom,Derek Hanekom,Derek Hanekom,,,,,Category:Derek Hanekom,Derek Hanekom,,,,,Derek Hanekom,,,,,,,,,,,,,,,,,,,,,,,,,Derek Hanekom,,,,,,,,,,,,,,,,,,00000022357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derek Hanekom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31739641,Duduzile Manana,Duduzile Manana,politician,,,,,,,Duduzile Manana,Duduzile Manana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duduzile Manana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duduzile Manana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31739907,Hlengiwe Mkhaliphi,Hlengiwe Mkhaliphi,politician,,,,,,,Hlengiwe Mkhaliphi,Hlengiwe Mkhaliphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hlengiwe Mkhaliphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hlengiwe Mkhaliphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3241428,Lindiwe Sisulu,Lindiwe Sisulu,politician,,Lindiwe Sisulu,Lindiwe Sisulu,Lindiwe Sisulu,Lindiwe Sisulu,female,Lindiwe Sisulu,Lindiwe Sisulu,Lindiwe Sisulu,https://upload.wikimedia.org/wikipedia/commons/3/3d/Lindiwe_Sisulu_in_New_York_-_2018_(44058077895)_(cropped).jpg,1954-05-10,,,,,,,Lindiwe Sisulu,Lindiwe Sisulu,Lindiwe Sisulu,Lindiwe Sisulu,,Lindiwe Sisulu,,Lindiwe Sisulu,Category:Lindiwe Sisulu,Lindiwe Sisulu,,,Линдайв Сисулу,لينديوي نونكيبا سيسيولو,Lindiwe Sisulu,,,,,,/m/04n4kgx,,,,,,,,,,,,,,"Сисулу, Линдиве",,,,,Lindiwe Sisuslu,,,,,リンディウェ・シスル,,,Lindiwe Sisulu,,,Lindiwe Sisulu,Lindiwe Sisulu,,,,,,,,,,لينديوي نونكيبا سيسيولو,,,,Lindiwe Sisulu,,Lindiwe Sisulu,Lindiwe Sisulu,,,,,,,,,,,,,,,,,,Lindiwe Sisulu,,,,,,,,,,,Lindiwe Sisulu,,,,,,,,,,,,,,,,,,,,,,,,,لیندیو سیسولو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,لیندیو سیسولو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lindiwe Sisulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3269581,Lynne Brown,Lynne Brown,politician,,Lynne Brown,Lynne Brown,Lynne Brown,Lynne Brown,female,Lynne Brown,Lynne Brown,Lynne Brown,https://upload.wikimedia.org/wikipedia/commons/9/94/Lynne-Brown.jpg,1961-09-26,Lynne,,,,,,Lynne Brown,Lynne Brown,Lynne Brown,Lynne Brown,,,,,Category:Lynne Brown,Lynne Brown,,,Линн Браун,لين براون,Lynne Brown,,,,,Brown,,,,,,,,,,,,,,,,,,,,Lynne Brown,,,,,リンネ・ブラウン,,,,,,,,,Lynne Brown,,,,,,,,لين براون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lynne Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3361545,Pallo Jordan,Pallo Jordan,politician,,Pallo Jordan,Pallo Jordan,Pallo Jordan,Pallo Jordan,male,Pallo Jordan,Pallo Jordan,Pallo Jordan,https://upload.wikimedia.org/wikipedia/commons/d/d2/Pallo_Jordan.jpg,1942-05-22,,38115732,165894784,no92017586,,,Pallo Jordan,Pallo Jordan,Pallo Jordan,Pallo Jordan,,Pallo Jordan,,Pallo Jordan,,Pallo Jordan,,,,,Pallo Jordan,0000 0003 5441 9707,,306239183,133747816,Jordan,,,,,,,1506509,,,,,,,,,,,,,Pallo Jordan,,,,,,,,,,,,,,,,,,,,w63p86r1,,,,,,,,,,,,,,,,,,,,,,,פאלו גו'רדן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pallo Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q33870385,Tokozile Xasa,Tokozile Xasa,politician,,,Tokozile Xasa,,,female,Tokozile Xasa,Tokozile Xasa,,,1965-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3643383,Kenneth Meshoe,Kenneth Meshoe,politician,,Kenneth Meshoe,Kenneth Meshoe,Kenneth Meshoe,Kenneth Meshoe,male,Kenneth Meshoe,Kenneth Meshoe,,,,Kenneth,,,,,,,,,,,Kenneth Meshoe,,Kenneth Meshoe,,,,,,,,,,,,,,,,,,,,,,,Kenneth Meshoe,,Kenneth Meshoe,,,,,,,Kenneth Meshoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth Meshoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth Meshoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37993392,Makhosi Khoza,Makhosi Khoza,politician,,Makhosi Khoza,Makhosi Khoza,,,female,Makhosi Khoza,Makhosi Khoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makhosi Khoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q38864258,Phumzile van Damme,Phumzile van Damme,politician,,,Phumzile van Damme,,,female,Phumzile van Damme,Phumzile van Damme,,,1983-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q39071075,Anton Alberts,Anton Alberts,politician,,Anton Alberts,Anton Alberts (politician),,,male,Anton Alberts,Anton Alberts,,,1970,Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41705189,Tarnia Baker,Tarnia Baker,politician,,,Tarnia Baker,,Tarnia Baker,female,Tarnia Baker,Tarnia Baker,,,1967,,,,,,2017-10-06,,,,,,,,,,,,,,,,,,,,Baker,,,,,,,,,,,,,,,,,,,,,,,,,ターニア・ベイカー,,,,,,,,,,,,,,,,,,,,TarniaBaker,,,,,,,,,,,,,,,,,,,,,,Tarnia Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarnia Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43377376,Karen Jooste,Karen Jooste,politician,,,Karen Jooste,,,female,Karen Jooste,Karen Jooste,,,,Karen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4358028,Jeremy Cronin,Jeremy Cronin,poet,,Jeremy Cronin,Jeremy Cronin,Jeremy Cronin,Jeremy Cronin,male,Jeremy Cronin,Jeremy Cronin,Jeremy Cronin,,1949-09-12,Jeremy,17276176,06703795X,n86098232,n2012065469,,Jeremy Cronin,Jeremy Cronin,Jeremy Cronin,Jeremy Cronin,,Jeremy Cronin,Jeremy Cronin,Jeremy Cronin,,Jeremy Cronin,,,,,,0000 0000 6644 6348,122328154,073006394,,,,,,Jeremy Cronin,Jeremy Cronin,Jeremy Cronin,182877,1342293,319054,,,,,,,,,,,Jeremy Cronin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy Cronin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q437046,Mandla Mandela,Mandla Mandela,politician,,Mandla Mandela,Mandla Mandela,Mandla Mandela,Mandla Mandela,male,Mandla Mandela,Mandla Mandela,Mandla Mandela,,1974,,,,,,,Mandla Mandela,Mandla Mandela,Mandla Mandela,Mandla Mandela,Mandla Mandela,Mandla Mandela,,Mandla Mandela,,,Mandla Mandela,Mandla Mandela,,,Mandla Mandela,,,,,,/m/02qmvj2,,,,,,,,,,,,,,,,,,,,,,,,マンドラ・マンデラ,,,,,,,Mandla Mandela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandla Mandela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44147245,Brian Molefe,Brian Molefe,politician,,Brian Molefe,Brian Molefe,,,male,,,,,,Brian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q46996204,Bongani Bongo,Bongani Bongo,politician,,Bongani Bongo,Bongani Bongo,,,male,Bongani Thomas Bongo,Bongani Thomas Bongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bongani Bongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q474285,Amos Masondo,Amos Masondo,politician,,Amos Masondo,Amos Masondo,Amos Masondo,Amos Masondo,male,Amos Masondo,Amos Masondo,Amos Masondo,,1953-04-21,Amos,,,,,,Amos Masondo,Amos Masondo,Amos Masondo,Amos Masondo,,Amos Masondo,,Amos Masondo,,Amos Masondo,,,"Масондо, Амос",,Amos Masondo,,,,,,/m/06s586,,,,,,,,,,Amos Masondo,,Amos Masondo,,"Масондо, Амос",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amos Masondo,Amos Masondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amos Masondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4752606,Anchen Dreyer,Anchen Dreyer,politician,,Anchen Dreyer,Anchen Dreyer,Anchen Dreyer,Anchen Dreyer,female,Anchen Dreyer,Anchen Dreyer,,https://upload.wikimedia.org/wikipedia/commons/3/35/Anchen_Dreyer_DA_MP.jpg,1952-03-27,,,,,,,Anchen Dreyer,Anchen Dreyer,Anchen Dreyer,Anchen Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anchen Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anchen Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529605,Mmatlala Grace Boroto,Mmatlala Grace Boroto,politician,,Mmatlala Grace Boroto,,,,,Mmatlala Grace Boroto,Mmatlala Grace Boroto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529614,Pumzile Justice Mnguni,Pumzile Justice Mnguni,politician,,Pumzile Justice Mnguni,,,,male,Pumzile Mnguni,Pumzile Mnguni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529616,Zukisa Cheryl Faku,Zukisa Cheryl Faku,politician,,Zukisa Cheryl Faku,,,,,Cheryl Faku,Cheryl Faku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zukisa Cheryl Faku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529617,Mamonare Patricia Chueu,Mamonare Patricia Chueu,politician,,Mamonare Patricia Chueu,,,,,Mamonare Patricia Chueu,Mamonare Patricia Chueu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529618,Bongekile Jabulile Dlomo,Bongekile Jabulile Dlomo,politician,,Bongekile Jabulile Dlomo,,,,female,Bongekile Jabulile Dlomo,Bongekile Jabulile Dlomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529620,Daphne Zukiswa Rantho,Daphne Zukiswa Rantho,politician,,Daphne Zukiswa Rantho,,,,female,Daphne Rantho,Daphne Rantho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529621,Mcebisi Skwatsha,Mcebisi Skwatsha,politician,,Mcebisi Skwatsha,Mcebisi Skwatsha,,,,Mcebisi Skwatsha,Mcebisi Skwatsha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529623,Patrick Dumile Nono Maloyi,Patrick Dumile Nono Maloyi,politician,,Patrick Dumile Nono Maloyi,,,,male,,,,,,Patrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529625,Doreen Senokoanyane,Doreen Senokoanyane,politician,,Doreen Senokoanyane,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529626,Mandlenkosi Phillip Galo,Mandlenkosi Phillip Galo,politician,,Mandlenkosi Phillip Galo,,,,male,Mandlenkosi Galo,Mandlenkosi Galo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
