id,name__lv,name__en,name__de,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__da,name__eo,name__es,name__et,name__eu,name__fi,name__fr,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__it,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nb,name__nds,name__nds_nl,name__nl,name__nn,name__pcd,name__pl,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sq,name__sv,name__tr,name__vec,name__vls,name__wa,name,wikipedia__lv,image,gender,birth_date,original_wikiname,wikipedia__commons,wikipedia__pl,given_name,twitter,name__ru,wikipedia__ru,identifier__VIAF,wikipedia__en,identifier__freebase,wikipedia__plwikiquote,website,wikipedia__ca,wikipedia__et,identifier__ISNI,identifier__LCAuth,identifier__LNB,name__az,wikipedia__az,wikipedia__fr,name__he,name__ko,name__be,name__oc,name__id,name__la,name__be_tarask,name__io,name__ka,name__zh,name__uk,name__fa,name__tt,name__ar,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__es,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__sv,wikipedia__tt,wikipedia__uk,wikipedia__zh,identifier__GND,identifier__Munzinger,identifier__FAST,wikipedia__tr,name__ltg,wikipedia__ltg,identifier__SUDOC,name__sgs,wikipedia__bat_smg,identifier__EuroparlMEP,identifier__BNF,name__en_ca,name__en_gb,name__kk,name__de_ch,name__ja,name__el,name__pt_br,name__bg,name__vi,name__tl,wikipedia__bg,wikipedia__el,wikipedia__eo,wikipedia__hu,wikipedia__ja,wikipedia__kk,wikipedia__lb,wikipedia__ruwikiquote,wikipedia__tl,wikipedia__vi,name__fo,wikipedia__fo,identifier__NLP,wikipedia__ukwikiquote,wikipedia__ro,name__ie,wikipedia__ie,wikipedia__sk,identifier__parlement,name__yo,name__hy,name__sr,wikipedia__hy,wikipedia__lmo,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sr,wikipedia__yo,name__vmf,name__pdc,identifier__MusicBrainz,identifier__NTA,identifier__IMDB,name__th,name__sh,wikipedia__nn,wikipedia__sh,wikipedia__th,identifier__moviemeter,identifier__allmovie,identifier__elonet,identifier__PORT,identifier__CSFD,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__tg_latn,name__sr_el,name__sr_ec,name__ilo,name__mr,name__tg,name__nov,wikipedia__co,wikipedia__gl,wikipedia__ilo,wikipedia__mr,wikipedia__nov,wikipedia__sl,wikipedia__tg,wikipedia__hsb,name__hsb,occupation,identifier__snac,wikipedia__itwikiquote,identifier__persee,identifier__GTAA,identifier__google_knowledge,identifier__NNDB,name__bm,name__de_at,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vo,name__wo,name__zu,name__kl,wikipedia__eu
Q16352370,Silva Bendrāte,Silva Bendrāte,Silva Bendrāte,,,,,,,,,,,,,,,,,Silva Bendrāte,,,,,,,,,,,,,,,,,,,Silva Bendrāte,,,,,,,,,,,,,,,,,,,Silva Bendrāte,Silva Bendrāte,https://upload.wikimedia.org/wikipedia/commons/0/01/Flickr_-_Saeima_-_10.Saeimas_deputāte_Silva_Bendrāte.jpg,female,1956-02-29,Silva Bendrāte,,,Silva,,,,,Silva Bendrāte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16355377,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš,Varis Krūmiņš (basketbolists),,male,1961-01-17,Varis Krūmiņš (basketbolists),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basketball player,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16357338,Gunārs Kūtris,Gunārs Kūtris,Gunārs Kūtris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gunārs Kūtris,Gunārs Kūtris,https://upload.wikimedia.org/wikipedia/commons/8/88/Gunārs_Kūtris.jpg,male,1960-11-12,Gunārs Kūtris,,,,,,,160257521,,,,,,,0000 0001 0759 8074,n2010076369,000090827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16358111,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,Inesis Boķis,https://upload.wikimedia.org/wikipedia/commons/3/35/Inesis_Bokis_2012.jpg,male,1952-12-19,Inesis Boķis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16358711,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,Juris Šulcs,https://upload.wikimedia.org/wikipedia/commons/f/f9/12.Saeimas_deputātu_svinīgais_solījums_(15531543020).jpg,male,1955,Juris Šulcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16363836,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,Māris Dzelzskalns,https://upload.wikimedia.org/wikipedia/commons/4/4f/Flickr_-_Saeima_-_10.Saeimas_deputāts_Māris_Dzelzkalns.jpg,male,1973-01-06,Māris Dzelzskalns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q164247,Jānis Urbanovičs,Jānis Urbanovičs,Jānis Urbanovičs,,,,,,,Jānis Urbanovičs,,,,,,Jānis Urbanovičs,,,,Jānis Urbanovičs,,,,,,,Jānis Urbanovičs,,Jānis Urbanovičs,,,,,,,,,,Jānis Urbanovičs,,,Jānis Urbanovičs,,,,,,,,,,,,,,,,Jānis Urbanovičs,Jānis Urbanovičs,"https://upload.wikimedia.org/wikipedia/commons/1/11/Jānis_Urbanovičs,_2004-08-16.jpg",male,1959-03-23,Jānis Urbanovičs,Category:Jānis Urbanovičs,Jānis Urbanovičs,Jānis,,"Урбанович, Янис","Урбанович, Янис",187248480,Jānis Urbanovičs,/m/05p2yl9,Jānis Urbanovičs,,Jānis Urbanovičs,,,n2011071363,,,,Jānis Urbanovičs,,,,,,,,,,,,,,,,,,,,Jānis Urbanovičs,,,,,,,Jānis Urbanovičs,,,,,,,,,,,,,1024477371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q177465,Raivis Dzintars,Raivis Dzintars,Raivis Dzintars,,,,,,,Raivis Dzintars,,,,,,Raivis Dzintars,,,,Raivis Dzintars,,,,,,,Raivis Dzintars,,,,,,,,,,,,Raivis Dzintars,,,Raivis Dzintars,,,,,,,,,,,,,,,,Raivis Dzintars,Raivis Dzintars,https://upload.wikimedia.org/wikipedia/commons/2/28/Raivis_Dzintars.jpg,male,1982-11-25,Raivis Dzintars,Category:Raivis Dzintars,Raivis Dzintars,Raivis,,"Дзинтарс, Райвис","Дзинтарс, Райвис",107939467,Raivis Dzintars,/m/0h66q8c,,,Raivis Dzintars,,,n2010014508,,,,Raivis Dzintars,,,,,,,,,,,Райвіс Дзінтарс,,,,,,,,,Raivis Dzintars,,,,,,,,,,,,,,,,,,Райвіс Дзінтарс,,,,,,,,,,,,,Raivis Dzintars,Raivis Dzintars,,Raivis Dzintars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18123081,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,Ilze Vergina,https://upload.wikimedia.org/wikipedia/commons/6/6c/Flickr_-_Saeima_-_10.Saeimas_deputāte_Ilze_Vergina.jpg,female,1969,Ilze Vergina,,Ilze Vergina,Ilze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18233414,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,Gatis Sprūds,https://upload.wikimedia.org/wikipedia/commons/f/f5/11.Saeimas_deputāts_Gatis_Sprūds_(13756762753).jpg,male,1980-09-24,Gatis Sprūds,,Gatis Sprūds,Gatis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q182673,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,,,,,,,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,,Valdis Zatlers,Valdis Zatlers,,,,Valdis Zatlers,,,Valdis Zatlers,,Valdis Zatlers,,,,,Valdis Zatlers,,Valdis Zatlers,,,Valdis Zatlers,Valdis Zatlers,,Valdis Zatlers,,Valdis Zatlers,,,,,Valdis Zatlers,,Valdis Zatlers,,Valdis Zatlers,Valdis Zatlers,,,,Valdis Zatlers,Valdis Zatlers,https://upload.wikimedia.org/wikipedia/commons/5/59/Valdis_Zatlers_in_2011.jpg,male,1955-03-22,Valdis Zatlers,,Valdis Zatlers,Valdis,,"Затлерс, Валдис","Затлерс, Валдис",308249015,Valdis Zatlers,/m/02rb80w,Valdis Zatlers,,Valdis Zatlers,Valdis Zatlers,,no2016044960,000198343,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,ואלדיס זאטלרס,발디스 자틀레르스,Валдзіс Затлерс,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,Валдзіс Затлэрс,Valdis Zatlers,ვალდის ზატლერსი,瓦尔季斯·扎特莱尔斯,Валдіс Затлерс,والدیس زاتلرس,,فالديس زاتلرز,فالديس زاتلرز,Валдзіс Затлэрс,Валдыс Затлэрс,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,والدیس زاتلرس,Valdis Zatlers,ואלדיס זאטלרס,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,ვალდის ზატლერსი,발디스 자틀레르스,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,,Валдіс Затлерс,瓦尔季斯·扎特莱尔斯,1083049372,,,Valdis Zatlers,,,,,,,,,,,,ヴァルディス・ザトレルス,Βάλντις Ζάτλερς,,Валдис Затлерс,,,Валдис Затлерс,Βάλντις Ζάτλερς,Valdis Zatlers,Valdis Zatlers,ヴァルディス・ザトレルス,,,Валдис Затлерс,,,,,,,,Valdis Zatlers,Valdis Zatlers,,,Valdis Zatlers,,Валдис Затлерс,,,,Valdis Zatlers,Валдис Затлерс,Valdis Zatlers,,,,,,,,Valdis Zatlers,,,,,,,,瓦尔季斯·扎特莱尔斯,瓦爾季斯·扎特萊爾斯,瓦爾季斯·扎特萊爾斯,瓦尔季斯·扎特莱尔斯,瓦尔季斯·扎特莱尔斯,瓦爾季斯·扎特萊爾斯,Valdis Zatlers,Valdis Zatlers,Валдис Затлерс,Valdis Zatlers,व्हाल्दिस झॅटलर्स,Валдис Затлерс,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,Valdis Zatlers,व्हाल्दिस झॅटलर्स,Valdis Zatlers,Valdis Zatlers,Валдис Затлерс,,,politician,,,,,,799/000162313,,,,,,,,,,,,,,,,,,,,,
Q18325604,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,Mārtiņš Šics,https://upload.wikimedia.org/wikipedia/commons/1/12/12.Saeimas_deputātu_svinīgais_solījums_(15716377655).jpg,male,1950-08-28,Mārtiņš Šics,,,Mārtiņš,,"Шицс, Мартиньш","Шицс, Мартиньш",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18342826,Mārtiņš Bondars,Mārtiņš Bondars,Mārtiņš Bondars,,,,,,,,,,,,,,,,,Mārtiņš Bondars,,,,,,,,,,,,,,,,,,,Mārtiņš Bondars,,,Mārtiņš Bondars,,,,,,,,,,,,,,,,Mārtiņš Bondars,Mārtiņš Bondars,https://upload.wikimedia.org/wikipedia/commons/f/f2/12.Saeimas_deputātu_svinīgais_solījums_(15717929782).jpg,male,1971-12-31,Mārtiņš Bondars,,Mārtiņš Bondars,Mārtiņš,,,,316879648,Mārtiņš Bondars,,,,,,,,,,,Mārtiņš Bondars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18510486,Guntis Belēvičs,Guntis Belēvičs,Guntis Belēvičs,,,,,,,,,,,,,,Guntis Belēvičs,,,Guntis Belēvičs,,,,,,,,,,,,,,,,,,,Guntis Belēvičs,,,Guntis Belēvičs,,,,,,,,,,,,,,,,Guntis Belēvičs,Guntis Belēvičs,https://upload.wikimedia.org/wikipedia/commons/b/b4/12.Saeimas_deputātu_svinīgais_solījums_(15530952328).jpg,male,1958-09-02,Guntis Belēvičs,Category:Guntis Belēvičs,Guntis Belēvičs,Guntis,guntisbelevics,,,250767002,Guntis Belēvičs,,,http://www.belevics.lv,,Guntis Belēvičs,,,,,,Guntis Belēvičs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,/g/11b6bwd93d,,,,,,,,,,,,,,,,,,,,,,
Q18517421,Regīna Ločmele-Luņova,Regīna Ločmele-Luņova,,,,,,,,,,,,,,,,,,Regīna Ločmele-Luņova,,,,,,,,,,,,,,,,,,,Regīna Ločmele-Luņova,,,,,,,,,,,,,,,,,,,Regīna Ločmele-Luņova,Regīna Ločmele-Luņova,https://upload.wikimedia.org/wikipedia/commons/c/cf/12.Saeimas_deputātu_svinīgais_solījums_(15530508679).jpg,female,1966,Regīna Ločmele-Luņova,,,,,,,,Regīna Ločmele-Luņova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18669970,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,Jūlija Stepaņenko,https://upload.wikimedia.org/wikipedia/commons/d/d7/12.Saeimas_deputātu_svinīgais_solījums_(15717930992).jpg,female,1977-09-01,Jūlija Stepaņenko,,,,,,,,Jūlija Stepaņenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
