id,name__bg,name__mk,name__fr,name__en,name__de,name__nb,name__nn,name,wikipedia__bg,wikipedia__mk,gender,birth_date,original_wikiname,name__sq,name__es,name__nl,name__uk,name__ru,wikipedia__bgwikiquote,wikipedia__de,wikipedia__en,wikipedia__ru,wikipedia__sq,wikipedia__uk,identifier__VIAF,identifier__GND,identifier__LCAuth,death_date,given_name,name__ie,wikipedia__ie,name__sr,wikipedia__sr,name__sr_el,name__sr_ec,name__el,wikipedia__el,wikipedia__fr,image,identifier__freebase,name__et,wikipedia__et,name__id,name__pl,name__bs,name__fi,name__hsb,name__it,wikipedia__bs,wikipedia__fi,wikipedia__id,wikipedia__it,wikipedia__pl,name__cs,wikipedia__cs,name__ja,wikipedia__ja,name__hu,last_seen,wikipedia__hr,name__hr,wikipedia__mg,name__mg,name__zh_hant,name__zh_cn,identifier__PACE,wikipedia__fa,name__fa,occupation,wikipedia__tr,name__tr,wikipedia__commons,wikipedia__sh,name__sh,identifier__BNF,name__ka,wikipedia__ka,name__zh_hans,name__zh_hk,name__zh,wikipedia__zh,identifier__IMDB,identifier__NSK,identifier__ISNI,name__da,wikipedia__da,wikipedia__es,identifier__Munzinger,name__la,name__fo,name__kl,wikipedia__la,wikipedia__nl,name__hy,name__pt,wikipedia__hy,wikipedia__pt,name__he,name__oc,name__yo,name__ms,name__gl,name__vi,name__sv,name__ar,name__sk,name__ro,name__ca,name__io,name__be,name__lmo,wikipedia__ar,wikipedia__ca,wikipedia__gl,wikipedia__he,wikipedia__hsb,wikipedia__io,wikipedia__lmo,wikipedia__ms,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__ro,wikipedia__sk,wikipedia__sv,wikipedia__vi,wikipedia__yo,name__nds,wikipedia__enwikiquote,name__cy,identifier__SUDOC,identifier__OLID,identifier__FAST,identifier__google_knowledge,identifier__nlg,website,family_name,name__en_ca,name__en_gb,facebook,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__eo,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu
Q3403553,Теута Арифи,Теута Арифи,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Теута Арифи,Теута Арифи,Теута Арифи,female,1969-10-19,,Teuta Arifi,Teuta Arifi,Teuta Arifi,Теута Аріфі,"Арифи, Теута",,Teuta Arifi,Teuta Arifi,"Арифи, Теута",Teuta Arifi,Теута Аріфі,58428506,,,,,Teuta Arifi,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f0/Teuta_Arifi.jpg,,Teuta Arifi,,Teuta Arifi,Teuta Arifi,,Teuta Arifi,,Teuta Arifi,,,,,,Teuta Arifi,,,,Teuta Arifi,,,Teuta Arifi,,Teuta Arifi,,,4830,,,politician,,Teuta Arifi,,,,,,,,,,,,,,Teuta Arifi,,,,,,,,,,Teuta Arifi,,,,Teuta Arifi,,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,,,,,,,,,,,,,,,,,,,Teuta Arifi,,Teuta Arifi,,,,,,,,Teuta Arifi,Teuta Arifi,,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi,Teuta Arifi
Q3403642,Тодор Петров,Тодор Петров,,Todor Petrov,,Todor Petrov,Todor Petrov,Тодор Петров,Тодор Петров (политик от Република Македония),Тодор Петров,male,1960-03-19,,,Todor Petrov,Todor Petrov,,,,,Todor Petrov,,,,,,,,Todor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Todor Petrov,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3406655,Йездимир Богдански,Јездимир Богдански,Jezdimir Bogdanski,Jezdimir Bogdanski,,Jezdimir Bogdanski,Jezdimir Bogdanski,Јездимир Богдански,Йездимир Богдански,Јездимир Богдански,male,1930-11-17,,,,Jezdimir Bogdanski,,,,,Jezdimir Bogdanski,,,,,,,2007-10-30,,,,Јездимир Богдански,Јездимир Богдански,Jezdimir Bogdanski,Јездимир Богдански,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political commissar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jezdimir Bogdanski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3406971,Димитър Стоянов Мире,Димитар Стојанов - Мире,,,,Dimitar Stojanov-Mire,Dimitar Stojanov-Mire,Димитар Стојанов - Мире,Димитър Стоянов - Мире,Димитар Стојанов - Мире,male,1910,,,,,,,,,,,,,,,,1991-09-04,,,,Димитар Стојанов,Димитар Стојанов,Dimitar Stojanov,Димитар Стојанов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political commissar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3406977,Мито Хадживасилев,Мито Хаџивасилев - Јасмин,,,,Mito Hadzjivasilev-Jasmin,Mito Hadzjivasilev-Jasmin,Мито Хаџивасилев - Јасмин,Мито Хадживасилев,Мито Хаџивасилев - Јасмин,male,1922-12-21,,,,,,,,,,,,,25490861,,,1968-08-01,,,,Мито Хаџивасилев,Мито Хаџивасилев,Mito Hadživasilev,Мито Хаџивасилев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political commissar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3406999,Ризван Сулеймани,Ризван Сулејмани,,,,Rizvan Sulejmani,Rizvan Sulejmani,Ризван Сулејмани,Ризван Сулеймани,Ризван Сулејмани,male,1957-01-08,,,,,,,,,,,,,,,,,,,,Ризван Сулејмани,Ризван Сулејмани,Rizvan Sulejmani,Ризван Сулејмани,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3407204,Сашко Кедев,Сашко Кедев,Saško Kedev,Saško Kedev,,Sasjko Kedev,Sasjko Kedev,Сашко Кедев,Сашко Кедев,Сашко Кедев,male,1962-07-06,,,Saško Kedev,Saško Kedev,,,,,Saško Kedev,,,,305731423,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Сашко_Кедев.jpg,,Saško Kedev,Saško Kedev,,,,,,,,,,,,,,,,Saško Kedev,,,,,,,,,,,politician,,,Category:Saško Kedev,,,,,,,,,,,000517140,0000 0004 2249 2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3407430,Никола Поповски,Никола Поповски,,,,Nikola Popovski,Nikola Popovski,Никола Поповски,Никола Поповски,Никола Поповски,male,1962-05-24,,,,,Нікола Поповський,"Поповский, Никола",,,,"Поповский, Никола",,Нікола Поповський,,,,,,,,,,,,,,,,,Nikola Popovski,Nikola Popovski,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3407754,Живко Янкуловски,Живко Јанкуловски,,,,Zjivko Jankulovski,Zjivko Jankulovski,Живко Јанкуловски,Живко Янкуловски,Живко Јанкуловски,male,1946-02-03,,,,,,,,,,,,,,,,,,,,Живко Јанкуловски,Живко Јанкуловски,Živko Jankulovski,Живко Јанкуловски,,,,,,,,,,,,,,,,,,,,,,,Живко Јанкуловски,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3407815,Аднан Кахил,Аднан Ќахил,,Adnan Ćahil,,Adnan Kjahil,Adnan Kjahil,Аднан Ќахил,Аднан Кахил,Аднан Ќахил,male,1960,,,,Adnan Ćahil,,,,,,,,,,,,,Adnan,,,Аднан Ћахил,Аднан Ћахил,Adnan Ćahil,Аднан Ћахил,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3408284,Имер Алиу,Имер Алиу,,Imer Aliu,,Imer Aliu,Imer Aliu,Имер Алиу,Имер Алиу,Имер Алиу,male,1977-03-26,Имер Алиу,,,Imer Aliu,,,,,,,,,,,,,,,,Имер Алију,Имер Алију,Imer Aliju,Имер Алију,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3408893,Йован Манасиевски,Јован Манасиевски,,Jovan Manasievski,,Jovan Manasijevski,Jovan Manasijevski,Јован Манасиевски,Йован Манасиевски,Јован Манасиевски,male,1968-05-21,,,,Jovan Manasievski,,"Манасиевский, Йован",,,,"Манасиевский, Йован",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3443833,Благоя Стефановски,Благоја Стефановски,,Blagoja Stefanovski,,Blagoja Stefanovski,Blagoja Stefanovski,Благоја Стефановски,Благоя Стефановски,Благоја Стефановски,male,1953-03-07,,,,,,"Стефановский, Благоя",,,,"Стефановский, Благоя",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q382179,Аслан Селмани,Аслан Селмани,Asllan Selmani,Asllan Selmani,Asllan Selmani,Aslan Selmani,Aslan Selmani,Аслан Селмани,Аслан Селмани,Аслан Селмани,male,1945-06-10,,Asllan Selmani,,Asllan Selmani,,,,Asllan Selmani,,,Asllan Selmani,,58481402,,n2005012915,2011-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,author,,,,,,,,,,,,,,,0000 0000 3631 8943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asllan Selmani,171200357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4080596,Блерим Беджети,Блерим Беџети,,,,,,Блерим Беџети,Блерим Беджети,Блерим Беџети,male,1976-10-16,,,,,,"Беджети, Блерим",,,,"Беджети, Блерим",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44004,Яни Макрадули,Јани Макрадули,Iani Makradouli,Iani Makraduli,Iani Makraduli,Jani Makraduli,Jani Makraduli,Јани Макрадули,Яни Макрадули,Јани Макрадули,male,1965-02-28,Јани Макрадули,,,Iani Makraduli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iani Makradouli,Iani Makradouli,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4442782,Борис Стойменов,Борис,,,,,,Борис,Борис Стойменов,Борис Стојменов,male,1940-04-04,,,,,,"Стойменов, Борис",,,,"Стойменов, Борис",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q469024,Доста Димовска,Доста Димовска,Dosta Dimovska,Dosta Dimovska,Dosta Dimovska,Dosta Dimovska,Dosta Dimovska,Доста Димовска,Доста Димовска,Доста Димовска,female,1954-02-17,,,Dosta Dimovska,Dosta Dimovska,,"Димовская, Доста",,Dosta Dimovska,Dosta Dimovska,"Димовская, Доста",,,63293990,129394009,n97061858,2011-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドスタ・ディモフスカ,ドスタ・ディモフスカ,Dosta Dimovska,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dosta Dimovska,,,1761266,/g/120s6rqw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q510944,Мендух Тачи,Мендух Тачи,Menduh Thaçi,Menduh Thaçi,Menduh Thaçi,Menduh Thaçi,Menduh Thaçi,Мендух Тачи,Мендух Тачи,Мендух Тачи,male,1965-03-03,Мендух Тачи,Menduh Thaçi,Menduh Thaçi,Menduh Thaçi,Мендух Тачі,"Тачи, Мендух",,Menduh Thaçi,Menduh Thaçi,"Тачи, Мендух",Menduh Thaçi,Мендух Тачі,,,,,,,,Мендух Тачи,Мендух Тачи,,,Μεντούχ Θάτσι,Μεντούχ Θάτσι,Menduh Thaçi,https://upload.wikimedia.org/wikipedia/commons/6/63/Menduh_Thaçi_2014-01-02_02-15.jpg,/m/0gg7cld,,,,Menduh Thaçi,,,,,,,,,Menduh Thaçi,,,,,Menduh Thaçi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q552598,Саво Климовски,Саво Климовски,Savo Klimovski,Savo Klimovski,Savo Klimovski,Savo Klimovski,Savo Klimovski,Саво Климовски,Саво Климовски,Саво Климовски,male,1947-06-13,,,Savo Klimovski,Savo Klimovski,Саво Климовський,"Климовский, Саво",,Savo Klimovski,,"Климовский, Саво",,Саво Климовський,107928964,170368238,n2010012670,,,,,Саво Климовски,Саво Климовски,,,,,Savo Klimovski,,,,,,Sawo Klimowski,,,,,,,,,Sawo Klimowski,,,,,Savo Klimovski,,,,,,,,,,,politician,,,,,,,სავო კლიმოვსკი,სავო კლიმოვსკი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57766,Никола Груевски,Никола Груевски,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Никола Груевски,Никола Груевски,Никола Груевски,male,1970-08-31,,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Нікола Ґруєвскі,Никола Груевский,,Nikola Gruevski,Nikola Gruevski,"Груевский, Никола",Nikola Gruevski,Нікола Груєвскі,1850510,,n2003100824,,Nikola,Nikola Gruevski,Nikola Gruevski,Никола Груевски,Никола Груевски,,,Νίκολα Γκρούεβσκι,Νίκολα Γκρούεφσκι,Nikola Gruevski,https://upload.wikimedia.org/wikipedia/commons/2/2f/Gruevski.jpg,/m/085c63,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikoła Gruewski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikoła Gruewski,Nikola Gruevski,Nikola Gruevski,ニコラ・グルエフスキ,ニコラ・グルエフスキ,Nikola Gruevski,,Nikola Gruevski,Nikola Gruevski,,,,,,نیکولا گرویفسکی,نیکولا گرویفسکی,politician,Nikola Gruevski,Nikola Gruevski,,Nikola Gruevski,Nikola Gruevski,,ნიკოლა გრუევსკი,ნიკოლა გრუევსკი,,,尼古拉·格鲁埃夫斯基,尼古拉·格鲁埃夫斯基,,,0000 0000 4515 7491,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,,Nicolaus Gruevski,,,Nicolaus Gruevski,Nikola Gruevski,Նիկոլա Գրուևսկի,Nikola Gruevski,Նիկոլա Գրուևսկի,Nikola Gruevski,ניקולה גרואבסקי,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,نيكولا غرويفسكي,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Нікала Груеўскі,Nikola Gruevski,نيكولا غرويفسكي,Nikola Gruevski,Nikola Gruevski,ניקולה גרואבסקי,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,Nikola Gruevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5860953,Талат Джафери,Талат Џафери,Talat Xhaferi,Talat Xhaferi,Talat Xhaferi,Talat Dzjaferi,Talat Dzjaferi,Талат Џафери,Талат Джафери,Талат Џафери,male,1962-04-15,Талат Џафери,Talat Xhaferi,,,Талат Джафері,,,,Talat Xhaferi,,Talat Xhaferi,Талат Джафері,,,,,Talat,Talat Xhaferi,Talat Xhaferi,Талат Џафери,Талат Џафери,,,,,Talat Xhaferi,"https://upload.wikimedia.org/wikipedia/commons/e/e4/Macedonian_Minister_of_Defense_Talat_Xhaferi,_left,_tours_a_field_hospital_run_by_soldiers_from_Montenegro,_Macedonia_and_Albania_during_a_distinguished_visitor_day_in_Pepeliste,_Macedonia,_June_6,_2013_130606-A-BS718-005_(cropped).jpg",,Talat Xhaferi,Talat Xhaferi,,,,,,Talat Xhaferi,,,,,,Talat Xhaferi,Talat Xhaferi,,,,,,,,,,,,,,politician,,,Category:Talat Xhaferi,Talat Džaferi,Talat Džaferi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Talat Xhaferi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5998182,,Илија Димовски,Ilija Dimovski,Ilija Dimovski,Ilija Dimovski,,,Илија Димовски,,,male,1980-08-10,,Ilija Dimovski,Ilija Dimovski,Ilija Dimovski,,,,,Ilija Dimovski,,Ilija Dimovski,,,,,,Ilija,,,,,,,,,,,,,,,,,,,Ilija Dimovski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Ilija Dimovski,,,,,,,,,Ilija Dimovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q603634,Антонио Милошоски,Антонио Милошоски,Antonio Milososki,Antonio Milošoski,Antonio Milošoski,Antonio Milosjoski,Antonio Milosjoski,Антонио Милошоски,Антонио Милошоски,Антонио Милошоски,male,1976-01-29,,Antonijo Milloshoski,Antonio Milošoski,Antonio Milošoski,Антоніо Мілошоський,"Милошоский, Антонио",,Antonio Milošoski,Antonio Milošoski,"Милошоский, Антонио",Antonijo Milloshoski,Антоніо Мілошоський,,,,,Antonio,,,,,,,Αντόνιο Μιλόσοσκι,Αντόνιο Μιλόσοσκι,Antonio Milošoski,https://upload.wikimedia.org/wikipedia/commons/1/12/Antonio_Milososki_(2007).jpg,/m/04zw5tw,,,,Antonio Miłoszoski,,,,Antonio Milošoski,,,,Antonio Milošoski,Antonio Miłoszoski,,,,,Antonio Milošoski,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Milošoski,,,,,,,,,,,,,,,,,Antonio Milosjoski,,,,Antonio Milošoski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6122701,Ягнула Куновска,,Jagnula Kunovska,Jagnula Kunovska,,,,Jagnula Kunovska,Ягнула Куновска,,female,1943,,,Jagnula Kunovska,Jagnula Kunovska,,,,,Jagnula Kunovska,,,,79540400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jagnula Kunovska,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q630861,Арбен Джафери,Арбен Џафери,Arben Xhaferi,Arben Xhaferi,Arbën Xhaferi,Arben Dzjaferi,Arben Dzjaferi,Арбен Џафери,Арбен Джафери,Арбен Џафери,male,1948-01-25,,Arbën Xhaferri,Arben Xhaferi,Arben Xhaferi,Арбен Джафері,"Джафери, Арбен",Арбен Джафери,Arbën Xhaferi,Arbën Xhaferi,"Джафери, Арбен",Arbën Xhaferi,Арбен Джафері,232017587,1022300776,n2012012910,2012-08-15,Arben,,,,,,,,,,,/m/04q71_,,,,,,,,,,,,,,,,アルベン・ジャフェリ,,Arben Xhaferi,,,,,,,,4201,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6540258,Лиляна Поповска,Лилјана Поповска,Liljana Popovska,Liljana Popovska,Liljana Popovska,Liljana Popovska,Liljana Popovska,Лилјана Поповска,Лиляна Поповска,Лилјана Поповска,female,1956-05-24,Лилјана Поповска,Liljana Popovska,Liljana Popovska,Liljana Popovska,,,,,,,Liljana Popovska,,,,,,Liljana,Liljana Popovska,Liljana Popovska,,,,,,,,,,,,,,,,,Liljana Popovska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Liljana Popovska,,,,,,,,,Liljana Popovska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q794949,Бошко Станковски,Бошко Станковски,,Bosjko Stankovski,,Bosjko Stankovski,Bosjko Stankovski,Бошко Станковски,Бошко Станковски,Бошко Станковски,male,1925-10-26,,,,,,,,,,,,,,,,1987-03-13,,,,Бошко Станковски,Бошко Станковски,Boško Stankovski,Бошко Станковски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political commissar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94693,Слободан Мицкович,Слободан Мицковиќ,Slobodan Mickoviḱ,Slobodan Mickoviḱ,,Slobodan Mitskovikj,Slobodan Mitskovikj,Слободан Мицковиќ,Слободан Мицкович,Слободан Мицковиќ,male,1935-06-18,,,,Slobodan Mickoviḱ,,,,,,,,,182756602,,,2002-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,12888103q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,074597302,,,,186025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94695,Драги Михайловски,Драги Михајловски,,Dragi Mihajlovski,,Dragi Mihajlovski,Dragi Mihajlovski,Драги Михајловски,Драги Михайловски,Драги Михајловски,male,1951-10-16,,,,,,,,,,,,,15189107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,16373472n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94865,Васе Манчев,Васе Манчев,,Vase Mantsjev,,Vase Mantsjev,Vase Mantsjev,Васе Манчев,Васе Манчев,Васе Манчев,male,1949-02-20,,,,,,,,,,,,,5337288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,11091581m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
