id,name__es,name__en,name__nl,name__fr,name__hu,name,wikipedia__es,gender,birth_date,given_name,original_wikiname,name__it,image,name__de,wikipedia__en,identifier__ISNI,identifier__VIAF,identifier__SUDOC,death_date,identifier__FAST,name__cy,identifier__GND,identifier__LCAuth,name__nb,name__da,name__nn,name__sv,name__ru,name__ca,name__gl,second_surname,name__pl,name__mg,wikipedia__mg,wikipedia__pl,wikipedia__de,wikipedia__ru,wikipedia__fr,name__zh_hant,name__zh_cn,name__tr,name__zh,wikipedia__trwikiquote,identifier__freebase,wikipedia__it,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__eu,name__wa,name__ko,name__he,name__oc,name__lv,name__ja,name__scn,name__pt,name__eo,name__fi,name__uk,name__la,name__cs,name__bg,name__fa,name__ksh,name__lt,name__tl,wikipedia__bg,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__ksh,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__scn,wikipedia__simple,wikipedia__sv,wikipedia__tl,wikipedia__uk,wikipedia__wa,wikipedia__zh,identifier__BNF,identifier__NDL,identifier__SBN_it,identifier__NTA,family_name,name__nov,wikipedia__nov,website,twitter,facebook,name__en_ca,name__en_gb,name__sk,name__et,wikipedia__et,identifier__GTAA,name__qu,name__gd,name__be,name__af,name__yo,name__id,name__sq,name__vi,name__el,name__ar,name__sr_el,name__sr_ec,name__be_tarask,name__io,name__gv,name__sr,name__ro,name__az,name__sco,wikipedia__af,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__el,wikipedia__gd,wikipedia__gl,wikipedia__gv,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__qu,wikipedia__ro,wikipedia__sco,wikipedia__sq,wikipedia__sr,wikipedia__tr,wikipedia__vi,wikipedia__yo,identifier__IMDB,identifier__NKC,identifier__CANTIC,identifier__Munzinger,identifier__CSPAN,identifier__OLID,identifier__BNE,instagram,name__de_ch,name__pt_br,identifier__NNDB,linkedin,occupation,identifier__google_plus,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wo,name__zu,identifier__nlg,identifier__snac,wikipedia__fawikiquote,wikipedia__eswikinews,identifier__TED,identifier__Britannica,identifier__PTBNP,identifier__SELIBR,wikipedia__plwikiquote,wikipedia__eswikisource,name__sl,identifier__bigenc_ru,identifier__CiNii,pseudonym,identifier__youtube,wikipedia__ast,name__hy,wikipedia__hy,identifier__goodreads,wikipedia__lb,wikipedia__zh_yue,name__yue,identifier__BVMC,identifier__BIBSYS,identifier__BAV,identifier__N6I,wikipedia__ruwikinews,wikipedia__tt,name__tt,identifier__NLP,honorific_prefix
Q5129134,Claudia Blum,Claudia Blum,Claudia Blum,Claudia Blum,Claudia Blum,Claudia Blum,Claudia Blum,female,1948-08-09,Claudia,,,,Claudia Blum,Claudia Blum,0000 0000 5297 6188,34360834,,,,,,nr97005872,,,,,,,,,,,,,,,,,,,,,/m/03gqwy9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psychologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudia Blum,,,,,Claudia Blum,,,,,,,,,,,,,,,
Q515148,Regina Betancourt de Liska,Regina Betancourt de Liska,Regina Betancourt de Liska,Regina Betancourt de Liska,,Regina Betancourt de Liska,Regina Betancourt de Liska,female,1936-12-16,Regina,,,https://upload.wikimedia.org/wikipedia/commons/a/ab/Regina_11_y_Danny_Liska.jpg,Regina Betancourt de Liska,Regina 11,,,,,,,,,,,,,,Regina Betancourt de Liska,Regina Betancourt de Liska,,,,,,Regina Betancourt,,,,,,,,/m/03h01mx,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Regina Betancourt de Liska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://regina11.com.co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mystic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regina Betancourt de Liska,,,"Regina ""11""",,,,,,,,,,,,,,,,,
Q51844245,Jaime Jaramillo Arango,Jaime Jaramillo Arango,Jaime Jaramillo Arango,,,Jaime Jaramillo Arango,Jaime Jaramillo Arango,male,1897-01-17,Jaime,,,,,Jaime Jaramillo Arango,0000 0000 3579 872X,,,1962-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL4969169A,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q524949,Iván Cepeda Castro,Iván Cepeda Castro,Iván Cepeda Castro,Iván Cepeda Castro,Iván Cepeda Castro,Iván Cepeda Castro,Iván Cepeda,male,1962-10-24,Iván,,,https://upload.wikimedia.org/wikipedia/commons/5/53/Ivan_Cepeda_en_recolección_de_firmas.jpg,Iván Cepeda Castro,,0000 0000 6657 1093,24834142,116997079,,,,1056325410,n00086244,,,,,,Iván Cepeda Castro,,Castro,,,,,Iván Cepeda Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Iván Cepeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145134238,,,,Cepeda,,,http://www.ivancepedacastro.com,IvanCepedaCast,IvanCepedaCamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179387,,,,Iván Cepeda Castro,,,,,,,,,,,,,,,,,,,,
Q5276782,Dilian Francisca Toro,Dilian Francisca Toro,Dilian Francisca Toro,Dilian Francisca Toro,Dilian Francisca Toro,Dilian Francisca Toro,Dilian Francisca Toro,female,1959-01-06,,,,https://upload.wikimedia.org/wikipedia/commons/9/99/Dilian_toro.JPG,Dilian Francisca Toro,Dilian Francisca Toro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DilianFranciscaT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dilian Francisca Toro,,,,,,,,,,,,,,,,,,,,
Q5379785,Enrique Parejo González,Enrique Parejo González,Enrique Parejo González,Enrique Parejo González,Enrique Parejo González,Enrique Parejo González,Enrique Parejo González,male,1930,Enrique,,,,Enrique Parejo González,Enrique Parejo González,0000 0000 2919 572X,50859628,,,281896,,,n91016510,,,,,,,,,,,,,,,,恩里克·帕雷霍·岡薩雷斯,恩里克·帕雷霍·冈萨雷斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,إنريكي باريجو غونزاليس,,,,,,,,,,,إنريكي باريجو غونزاليس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrique Parejo González,,,,,,,,,,,,,,,,,,,,
Q5394800,Viviane Morales,Viviane Morales Hoyos,Viviane Morales Hoyos,Viviane Morales,Viviane Morales,Viviane Morales,Viviane Morales,female,1962-03-17,Viviane,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/Viviane_Morales.png,Viviane Morales Hoyos,Viviane Morales Hoyos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Categoría:Viviane Morales,,,,,,,Viviane Morales,,,,,,,,,,,,,,,,,,,,
Q5398525,Esmeralda Arboleda,Esmeralda Arboleda Cadavid,Esmeralda Arboleda Cadavid,Esmeralda Arboleda,Esmeralda Arboleda,Esmeralda Arboleda,Esmeralda Arboleda,female,1921-01-07,Esmeralda,,,,Esmeralda Arboleda Cadavid,Esmeralda Arboleda Cadavid,0000 0001 1803 4370,168979496,,1997-04-16,,,,no2011039079,,,,,,,Esmeralda Arboleda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esmeralda Arboleda,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esmeralda Arboleda,,,,,,,,,,,,,,,,,,,,
Q5406366,Plinio Olano,Plinio Olano,Plinio Olano,Plinio Olano,Plinio Olano,Plinio Olano,Plinio Olano,male,1957-10-19,Plinio,,Plinio Olano,,Plinio Olano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plinio Olano,,,,,,,,,,,,,,,,,,,,
Q542014,Juan Lozano Ramírez,Juan Lozano Ramírez,Juan Lozano Ramírez,Juan Lozano Ramírez,Juan Lozano Ramírez,Juan Lozano Ramírez,Juan Lozano Ramírez,male,1964-03-19,Juan,,,,Juan Lozano Ramírez,Juan Lozano Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/0gy18ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.juanlozano.com.co/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Lozano Ramírez,,,,,,,,,,,,,,,,,,,,
Q5427870,Fabio Valencia Cossio,Fabio Valencia Cossio,Fabio Valencia Cossio,Fabio Valencia Cossio,Fabio Valencia Cossio,Fabio Valencia Cossio,Fabio Valencia Cossio,male,1948-03-23,Fabio,,,,Fabio Valencia Cossio,Fabio Valencia Cossio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fabio Valencia Cossio,,,,,,,,,,,,,,,,,,,,
Q5476860,Juan Clímaco Ordóñez,Juan Clímaco Ordóñez,Juan Clímaco Ordóñez,Juan Clímaco Ordóñez,Juan Clímaco Ordóñez,Juan Clímaco Ordóñez,Juan Clímaco Ordóñez,male,,Juan,,,,Juan Clímaco Ordóñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Clímaco Ordóñez,,,,,,,,,,,,,,,,,,,,
Q5493469,Eugenio Prieto Soto,Eugenio Prieto Soto,Eugenio Prieto Soto,Eugenio Prieto Soto,,Eugenio Prieto Soto,Eugenio Prieto Soto,male,1962-09-10,Eugenio,,Eugenio Prieto Soto,https://upload.wikimedia.org/wikipedia/commons/e/ec/Eugenio_Prieto.png,Eugenio Prieto Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eugenio Prieto Soto,,,,,,,,,,,,,,,,,,,,
Q5506888,Fuad Char,Fuad Char,Fuad Ricardo Char Abdala,Fuad Char,Fuad Char,Fuad Char,Fuad Char,male,1937-10-05,Fuad,,,,Fuad Ricardo Char Abdala,Fuad Char,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Char,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuad Char,,,,,,,,,,,,,,,,,,,,
Q5550290,Gerardo Molina Ramírez,Gerardo Molina,Gerardo Molina,Gerardo Molina Ramírez,Gerardo Molina Ramírez,Gerardo Molina Ramírez,Gerardo Molina Ramírez,male,1906-08-06,Gerardo,,,,Gerardo Molina,Gerardo Molina,0000 0000 8160 1019,81104062,080092756,1991-03-29,74264,,,n81066319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128337869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX1105449,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w6sk5jw0,,,,,,,,,Gerardo Molina Ramírez,,,,,,,,,,,,,,,,,,,,
Q5552352,Germán Zea Hernández,Germán Zea Hernández,Germán Zea Hernández,Germán Zea Hernández,Germán Zea Hernández,Germán Zea Hernández,Germán Zea Hernández,male,1905-04-15,Germán,,,,Germán Zea Hernández,Germán Zea Hernández,0000 0000 2195 7785,75161888,,1989-02-08,64228,,,n80150111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germán Zea Hernández,,,,,,,,,,,,,,,,,,,,
Q5562912,Gina Parody,Gina Parody,Gina Parody,Gina Parody,,Gina Parody,Gina Parody,female,1973-11-13,Gina,,,https://upload.wikimedia.org/wikipedia/commons/6/6f/Gina_Parody.jpg,Gina Parody,Gina Parody,,,,,,,,,,,,,,,,,,,,,Gina Parody,,Gina Parody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Gina Parody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jurist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gina Parody,,,,,,,,,,,,,,,,,,,,
Q5577953,Roberto Gerlein,Roberto Gerlein Echeverría,Roberto Gerlein Echeverría,Roberto Gerlein,Roberto Gerlein,Roberto Gerlein,Roberto Gerlein,male,1938-11-18,Roberto,,,,,Roberto Gerlein Echeverría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Gerlein,,,,,,,,,,,,,,,,,,,,
Q5616286,,Guillermo Torres Barrera,Guillermo Torres Barrera,Guillermo Torres Barrera,,Guillermo Torres Barrera,,male,,Guillermo,,Guillermo Torres Barrera,,Guillermo Torres Barrera,Guillermo Torres Barrera,,,,1988-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5621346,Gustavo Balcázar Monzón,Gustavo Balcázar Monzón,Gustavo Balcázar Monzón,Gustavo Balcázar Monzón,Gustavo Balcázar Monzón,Gustavo Balcázar Monzón,Gustavo Balcázar,male,1927-08-10,Gustavo,,,,Gustavo Balcázar Monzón,Gustavo Balcázar Monzón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustavo Balcázar Monzón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustavo Balcázar Monzón,,,,,,,,,,,,,,,,,,,,
Q5654865,Luis Fernando Velasco,Luis Fernando Velasco,Luis Fernando Velasco,Luis Fernando Velasco,Luis Fernando Velasco,Luis Fernando Velasco,Luis Fernando Velasco,male,1964-10-18,Luis,,Luis Fernando Velasco,https://upload.wikimedia.org/wikipedia/commons/a/a8/Luis_Fernando_Velasco_Chaves.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Luis Fernando Velasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Fernando Velasco,,,,,,,,,,,,,,,,,,,,
Q5655676,Jorge Enrique Robledo,Jorge Enrique Robledo,Jorge Enrique Robledo,Jorge Enrique Robledo,Jorge Enrique Robledo,Jorge Enrique Robledo,Jorge Enrique Robledo,male,1950-02-11,Jorge,,,https://upload.wikimedia.org/wikipedia/commons/f/f8/Jorge_Enrique_Robledo_Castillo.png,,Jorge Enrique Robledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Enrique Robledo,,,,,,,,,,,,,,,,,,,,
Q5658343,Adriana Gutiérrez,Adriana Gutiérrez,Adriana Gutiérrez,Adriana Gutiérrez,Adriana Gutiérrez,Adriana Gutiérrez,Adriana Gutiérrez,female,1959,Adriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Adriana Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriana Gutiérrez,,,,,Adriana Gutiérrez,,,,,,,,,,,,,,,
Q5663451,Alberto Pumarejo,Alberto Pumarejo,Alberto Pumarejo,Alberto Pumarejo,,Alberto Pumarejo,Alberto Pumarejo,male,1893-05-02,Alberto,,Alberto Pumarejo,,,,,,,1970-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Pumarejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Pumarejo,,,,,,,,,,,,,,,,,,,,
Q5666190,Alexander López,Alexander López,Alexander López,Alexander López Maya,Alexander López,Alexander López,Alexander López Maya,male,"",Alexander,,,https://upload.wikimedia.org/wikipedia/commons/1/1d/Senador_Alexander_López-Comisión_Sexta_del_Senado.jpg,,,,,,,,,,,,,,,Александр Лопес,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Alexander López Maya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,López,,,,,,,,,,,,,,,,,,,,,ألكسندر لوبيز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander López,,,,,,,,,,,,,,,,,,,,
Q5666275,Alexandra Moreno Piraquive,Alexandra Moreno Piraquive,Alexandra Moreno Piraquive,Alexandra Moreno Piraquive,Alexandra Moreno Piraquive,Alexandra Moreno Piraquive,Alexandra Moreno Piraquive,female,1969-08-23,Alexandra,,,https://upload.wikimedia.org/wikipedia/commons/f/fd/AlexandraMorenoPiraquive.jpg,Alexandra Moreno Piraquive,Alexandra Moreno Piraquive,0000 0000 4980 836X,63963772,,,,,,nr2005019020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandra Moreno Piraquive,,,,,,,,,,,,,,,,,,,,
Q5666762,Alfonso Clavijo González,Alfonso Clavijo González,Alfonso Clavijo González,Alfonso Clavijo González,Alfonso Clavijo González,Alfonso Clavijo González,Alfonso Clavijo González,male,,Alfonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfonso Clavijo González,,,,,,,,,,,,,,,,,,,,
Q5667063,Alfonso Núñez Lapeira,Alfonso Núñez Lapeira,Alfonso Núñez Lapeira,Alfonso Núñez Lapeira,Alfonso Núñez Lapeira,Alfonso Núñez Lapeira,Alfonso Núñez Lapeira,male,1941,Alfonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfonso Núñez Lapeira,,,,,,,,,,,,,,,,,,,,
Q5669012,Alirio Villamizar,Alirio Villamizar,Alirio Villamizar,Alirio Villamizar,Alirio Villamizar,Alirio Villamizar,Alirio Villamizar,male,1959,,,Alirio Villamizar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alirio Villamizar,,,,,,,,,,,,,,,,,,,,
Q5673223,Amparo Arbeláez Escalante,Amparo Arbeláez Escalante,Amparo Arbeláez Escalante,Amparo Arbeláez Escalante,Amparo Arbeláez Escalante,Amparo Arbeláez Escalante,Amparo Arbeláez Escalante,female,"",Amparo,,,https://upload.wikimedia.org/wikipedia/commons/9/97/Amparo_arbelaez_Gobernadoraquindio_20042007.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Amparo Arbeláez Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amparo Arbeláez Escalante,,,,,,,,,,,,,,,,,,,,
Q5673436,Amylkar Acosta,Amilkar Acosta Medina,Amylkar David Acosta Medina,Amylkar Acosta,Amylkar Acosta,Amylkar Acosta,Amilkar Acosta,male,1950-11-01,,,,https://upload.wikimedia.org/wikipedia/commons/a/a9/Amylkar_Acosta_Medina.jpg,Amilkar Acosta Medina,Amilkar Acosta Medina,0000 0000 2664 7858,33341016,,,92168,,132523795,n82065607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amilkar Acosta Medina,Amilkar Acosta Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amylkar Acosta,,,,,,,,,,,,,,,,,,,,
