id,name__en,name__fr,name__de,name__ru,name__es,name__nl,name__nb,name__da,name__nn,name__sv,name__zh,name__cy,name__hu,name,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__ru,wikipedia__zh,gender,birth_date,death_date,given_name,original_wikiname,name__it,name__sw,name__ka,wikipedia__ka,wikipedia__sw,image,name__en_ca,name__en_gb,name__pl,name__tr,name__ro,name__yo,name__fi,name__et,name__id,name__ja,name__el,name__ca,name__oc,name__sr,name__pt,name__ko,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__yo,identifier__freebase,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__hr,wikipedia__hr,identifier__ISNI,identifier__VIAF,identifier__LCAuth,identifier__SUDOC,identifier__NTA,name__la,name__eo,name__hi,name__de_ch,name__lb,name__vi,name__be,wikipedia__be,wikipedia__enwikiquote,wikipedia__eo,wikipedia__hi,wikipedia__la,wikipedia__lb,wikipedia__vi,twitter,website,wikipedia__commons,name__mg,wikipedia__mg,name__is,wikipedia__is,name__ml,wikipedia__ml,wikipedia__simple,wikipedia__fy,name__fy,name__eu,identifier__google_plus,occupation,identifier__GND,wikipedia__nn,wikipedia__uk,name__uk,wikipedia__ur,name__ur,wikipedia__ca,wikipedia__he,identifier__quora,name__he,wikipedia__ig,wikipedia__cawikiquote,wikipedia__nl,name__ig,name__fo,name__se,name__sje,name__sma,name__smj,family_name,name__gl,identifier__GTAA,identifier__MusicBrainz,name__nds,name__br,name__rw,name__ar,name__cs,name__io,name__mr,name__lt,name__fa,name__sco,name__ia,wikipedia__ar,wikipedia__br,wikipedia__cs,wikipedia__cy,wikipedia__fa,wikipedia__ia,wikipedia__io,wikipedia__lt,wikipedia__mr,wikipedia__rw,wikipedia__sco,identifier__IMDB,identifier__FAST,identifier__Britannica,identifier__snac,facebook,identifier__NLAtrove,identifier__OLID,identifier__BNF,wikipedia__nds,wikipedia__gl,identifier__SELIBR,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sr_el,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__sl,name__bn,identifier__GNC,wikipedia__ast,wikipedia__itwikiquote,identifier__Munzinger,identifier__NKC
Q13122985,Khamis Juma Suedi Kagasheki,Khamis Kagasheki,Khamis Kagasheki,,Khamis Kagasheki,Khamis Kagasheki,Khamis Juma Suedi Kagasheki,Khamis Juma Suedi Kagasheki,Khamis Juma Suedi Kagasheki,Khamis Juma Suedi Kagasheki,,,Khamis Kagasheki,Khamis Juma Suedi Kagasheki,,Khamis Kagasheki,Khamis Kagasheki,,,male,1951-08-30,,Khamis,Khamis Kagasheki,,Khamis Juma Suedi Kagasheki,,,Khamis Suedi Kagasheki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khamis Juma Suedi Kagasheki,,,,,,,,,politician,,,,,,,,,,,,,,,Khamis Juma Suedi Kagasheki,Khamis Juma Suedi Kagasheki,Khamis Juma Suedi Kagasheki,Khamis Juma Suedi Kagasheki,Khamis Juma Suedi Kagasheki,Kagasheki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khamis Kagasheki,,,,,,
Q13123005,Hezekiah Ndahani Chibulunje,Hezekiah Ndahani Chibulunje,Hezekiah Ndahani Chibulunje,,,Hezekiah Chibulunje,Hezekiah Ndahani Chibulunje,Hezekiah Ndahani Chibulunje,Hezekiah Ndahani Chibulunje,Hezekiah Ndahani Chibulunje,,,,Hezekiah Ndahani Chibulunje,,Hezekiah Chibulunje,,,,male,1946-03-15,,Hezekiah,Hezekiah Chibulunje,,Hezekiah Ndahani Chibulunje,,,Hezekiah Ndahani Chibulunje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hezekiah Ndahani Chibulunje,,,,,,,,,politician,,,,,,,,,,,,,,,Hezekiah Ndahani Chibulunje,Hezekiah Ndahani Chibulunje,Hezekiah Ndahani Chibulunje,Hezekiah Ndahani Chibulunje,Hezekiah Ndahani Chibulunje,Chibulunje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hezekiah Chibulunje,,,,,,
Q13123140,Jeremiah Solomon Sumari,Jeremiah Sumari,Jeremiah Sumari,,,Jeremiah Sumari,Jeremiah Solomon Sumari,Jeremiah Solomon Sumari,Jeremiah Solomon Sumari,Jeremiah Solomon Sumari,,,,Jeremiah Solomon Sumari,,Jeremiah Sumari,,,,male,1943-03-02,2012-01-19,Jeremiah,Jeremiah Sumari,,Jeremiah Solomon Sumari,,,Jeremiah Solomon Sumari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremiah Solomon Sumari,,,,,,,,,politician,,,,,,,,,,,,,,,Jeremiah Solomon Sumari,Jeremiah Solomon Sumari,Jeremiah Solomon Sumari,Jeremiah Solomon Sumari,Jeremiah Solomon Sumari,Sumari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremiah Sumari,,,,,,
Q13123155,John Paul Magalle Shibuda,John Shibuda,John Shibuda,,,John Shibuda,John Paul Magalle Shibuda,John Paul Magalle Shibuda,John Paul Magalle Shibuda,John Paul Magalle Shibuda,,,,John Paul Magalle Shibuda,,John Shibuda,,,,male,1950-02-23,,John,John Shibuda,,John Paul Magalle Shibuda,,,John Paul Magalle Shibuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Paul Magalle Shibuda,,,,,,,,,politician,,,,,,,,,,,,,,,John Paul Magalle Shibuda,John Paul Magalle Shibuda,John Paul Magalle Shibuda,John Paul Magalle Shibuda,John Paul Magalle Shibuda,Shibuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Shibuda,,,,,,
Q13123156,John Paul Lwanji,John Lwanji,John Lwanji,,,John Lwanji,John Paul Lwanji,John Paul Lwanji,John Paul Lwanji,John Paul Lwanji,,,,John Paul Lwanji,,John Lwanji,,,,male,1949-03-01,,John,John Lwanji,,John Paul Lwanji,,,John Paul Lwanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Paul Lwanji,,,,,,,,,politician,,,,,,,,,,,,,,,John Paul Lwanji,John Paul Lwanji,John Paul Lwanji,John Paul Lwanji,John Paul Lwanji,Lwanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Lwanji,,,,,,
Q13123172,Juma Alifa Ngasongwa,Juma Ngasongwa,Juma Ngasongwa,,,Juma Ngasongwa,Juma Alifa Ngasongwa,Juma Alifa Ngasongwa,Juma Alifa Ngasongwa,Juma Alifa Ngasongwa,,,,Juma Alifa Ngasongwa,,Juma Ngasongwa,,,,male,1941-08-13,,Juma,,,Juma Alifa Ngasongwa,,,Juma Alifa Ngasongwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juma Alifa Ngasongwa,,,,,,,,,politician,,,,,,,,,,,,,,,Juma Alifa Ngasongwa,Juma Alifa Ngasongwa,Juma Alifa Ngasongwa,Juma Alifa Ngasongwa,Juma Alifa Ngasongwa,Ngasongwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juma Ngasongwa,,,,,,
Q13123174,Juma Hassan Killimbah,Juma Hassan Killimbah,Juma Hassan Killimbah,,,Juma Hassan Killimbah,Juma Hassan Killimbah,Juma Hassan Killimbah,Juma Hassan Killimbah,Juma Hassan Killimbah,,,,Juma Hassan Killimbah,,Juma Hassan Killimbah,,,,male,1959-11-25,,Juma,,,Juma Hassan Kilimbah,,,Juma Hassan Killimbah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juma Hassan Killimbah,,,,,,,,,politician,,,,,,,,,,,,,,,Juma Hassan Killimbah,Juma Hassan Killimbah,Juma Hassan Killimbah,Juma Hassan Killimbah,Juma Hassan Killimbah,Killimbah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juma Hassan Killimbah,,,,,,
Q13123175,Juma Abdallah Njwayo,Juma Abdallah Njwayo,Juma Abdallah Njwayo,,,Juma Abdallah Njwayo,Juma Abdallah Njwayo,Juma Abdallah Njwayo,Juma Abdallah Njwayo,Juma Abdallah Njwayo,,,,Juma Abdallah Njwayo,,Juma Njwayo,,,,male,1964-03-10,,Juma,Juma Njwayo,,Juma Abdallah Njwayo,,,Juma Abdallah Njwayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juma Abdallah Njwayo,,,,,,,,,politician,,,,,,,,,,,,,,,Juma Abdallah Njwayo,Juma Abdallah Njwayo,Juma Abdallah Njwayo,Juma Abdallah Njwayo,Juma Abdallah Njwayo,Njwayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juma Abdallah Njwayo,,,,,,
Q13123750,Lucy Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Mayenga,,,,,,female,1977-08-23,,Lucy,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,,,,,,,,,,,,,,,,,,,,,,,,,,Lucy Thomas Mayenga,,,,,,,,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,,,,,,,,,,,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,,,,,,,Lucy Thomas Mayenga,,politician,,,,,,,,,,,,,,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Mayenga,Lucy Thomas Mayenga,,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,,,,,,,,,,,,,,,,,,,,,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,Lucy Thomas Mayenga,,,,,,
Q13123763,Luhaga Mpina,Luhaga Mpina,Luhaga Mpina,,,Luhaga Mpina,Luhaga Joelson Mpina,Luhaga Joelson Mpina,Luhaga Joelson Mpina,Luhaga Joelson Mpina,,,,Luhaga Mpina,,Luhaga Mpina,,,,male,1975-05-05,,Luhaga,Luhaga Mpina,Luhaga Mpina,Luhaga Joelson Mpina,,,Luhaga Joelson Mpina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luhaga Joelson Mpina,,,,,,,,,politician,,,,,,,,,,,,,,,Luhaga Joelson Mpina,Luhaga Joelson Mpina,Luhaga Joelson Mpina,Luhaga Joelson Mpina,Luhaga Joelson Mpina,Mpina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luhaga Mpina,,,,,,
Q13124326,Mohammed Amour Chombon,Mohammed Amour Chombon,Mohammed Amour Chombon,,,Muhammad Chomboh,,,,,,,,Mohammed Amour Chombon,,Muhammad Chomboh,,,,male,1953-01-25,,Mohammed,Muhammad Chomboh,,Muhammad Amour Chomboh,,,Muhammad Amour Chomboh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhammad Chomboh,,,,,,
Q13124521,Nimrod Mkono,Nimrod Mkono,Nimrod Mkono,,,Nimrod Mkono,Nimrod Elireheemah Mkono,Nimrod Elireheemah Mkono,Nimrod Elireheemah Mkono,Nimrod Elireheemah Mkono,,,,Nimrod Mkono,,Nimrod Mkono,,,,male,1943-08-18,,Nimrod,Nimrod Mkono,,Nimrod Elireheemah Mkono,,,Nimrod Elireheemah Mkono,https://upload.wikimedia.org/wikipedia/commons/4/44/Nimrod_Mkono.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nimrod Elireheemah Mkono,,,,,,,,,politician,,,,,,,,,,,,,,,Nimrod Elireheemah Mkono,Nimrod Elireheemah Mkono,Nimrod Elireheemah Mkono,Nimrod Elireheemah Mkono,Nimrod Elireheemah Mkono,Mkono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nimrod Mkono,,,,,,
Q13124686,Peter Mahamudu Msolla,Peter Mahamudu Msolla,Peter Msolla,,,Peter Mahamudu Msolla,Peter Mahamudu Msolla,Peter Mahamudu Msolla,Peter Mahamudu Msolla,Peter Mahamudu Msolla,,,,Peter Mahamudu Msolla,Peter Msolla,Peter Msolla,,,,male,1945-05-06,,Peter,Peter Msolla,Peter Mahamudu Msolla,Peter Mahamudu Msolla,,,Peter Mahamudu Msolla,https://upload.wikimedia.org/wikipedia/commons/e/e4/Peter_Msolla_at_the_ITU_Plenipotentiary_Conference_2010.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Peter Msolla,,,Peter Mahamudu Msolla,,,,,,,,,politician,,,,,,,,,,,,,,,Peter Mahamudu Msolla,Peter Mahamudu Msolla,Peter Mahamudu Msolla,Peter Mahamudu Msolla,Peter Mahamudu Msolla,Msolla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Mahamudu Msolla,,,,,,
Q13124687,Peter Serukamba,Peter Joseph Serukamba,Peter Serukamba,,,Peter Joseph Serukamba,Peter Joseph Serukamba,Peter Joseph Serukamba,Peter Joseph Serukamba,Peter Joseph Serukamba,,,,Peter Serukamba,,Peter Serukamba,,,,male,1972-06-06,,Peter,Peter Serukamba,,Peter Joseph Serukamba,,,Peter Joseph Serukamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,serukamba,,,,,Peter Joseph Serukamba,,,,,,,,,politician,,,,,,,,,,,,,,,Peter Joseph Serukamba,Peter Joseph Serukamba,Peter Joseph Serukamba,Peter Joseph Serukamba,Peter Joseph Serukamba,Serukamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Joseph Serukamba,,,,,,
Q13124688,Philemon Kiwelu Ndesamburo,Philemon Ndesamburo,Philemon Ndesamburo,,,Philemon Ndesamburo,Philemon Kiwelu Ndesamburo,Philemon Kiwelu Ndesamburo,Philemon Kiwelu Ndesamburo,Philemon Kiwelu Ndesamburo,,,,Philemon Kiwelu Ndesamburo,,Philemon Ndesamburo,,,,male,1935-02-19,2017-05-31,Philemon,Philemon Ndesamburo,,Philemon Kiwelu Ndesamburo,,,Philemon Ndesamburo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philemon Kiwelu Ndesamburo,,,,,,,,,politician,,,,,,,,,,,,,,,Philemon Kiwelu Ndesamburo,Philemon Kiwelu Ndesamburo,Philemon Kiwelu Ndesamburo,Philemon Kiwelu Ndesamburo,Philemon Kiwelu Ndesamburo,Ndesamburo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philemon Ndesamburo,,,,,,
Q13124750,Raphael Chegeni,Raphael Masunga Chegeni,Raphael Masunga Chegeni,,Raphael Masunga Chegeni,Raphael Chegeni,Raphael Masunga Chegeni,Raphael Masunga Chegeni,Raphael Masunga Chegeni,Raphael Masunga Chegeni,,,Raphael Masunga Chegeni,Raphael Chegeni,,Raphael Chegeni,,,,male,1964-05-25,,Raphael,,,Raphael Masunga Chegeni,,,Raphael Chegeni,https://upload.wikimedia.org/wikipedia/commons/d/d1/Raphael_Masunga_Chegeni_090121-F-3682S-251.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphael Masunga Chegeni,,,,,,,,,politician,,,,,,,,,,,,,,,Raphael Masunga Chegeni,Raphael Masunga Chegeni,Raphael Masunga Chegeni,Raphael Masunga Chegeni,Raphael Masunga Chegeni,Chegeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphael Chegeni,,,,,,
Q13124755,Richard Ndassa,Richard Mganga Ndassa,Richard Ndassa,,,Richard Mganga Ndassa,Richard Mganga Ndassa,Richard Mganga Ndassa,Richard Mganga Ndassa,Richard Mganga Ndassa,,,,Richard Ndassa,,Richard Ndassa,,,,male,1959-03-21,,Richard,Richard Ndassa,Richard Mganga Ndassa,Richard Mganga Ndassa,,,Richard Mganga Ndassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Mganga Ndassa,,,,,,,,,politician,,,,,,,,,,,,,,,Richard Mganga Ndassa,Richard Mganga Ndassa,Richard Mganga Ndassa,Richard Mganga Ndassa,Richard Mganga Ndassa,Ndassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Mganga Ndassa,,,,,,
Q13124808,Saed Kubenea,,,,,,,,,,,,,Saed Kubenea,,,,,,male,,,,,,Saed Kubenea,,,Saed Kubenea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saed Kubenea,,,,,,
Q13124810,Said Juma Nkumba,Said Nkumba,Said Nkumba,,,Said Nkumba,Said Juma Nkumba,Said Juma Nkumba,Said Juma Nkumba,Said Juma Nkumba,,,,Said Juma Nkumba,,Said Nkumba,,,,male,1962-04-17,,Said,Said Nkumba,,Saidi Juma Nkumba,,,Saidi Juma Nkumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Said Juma Nkumba,,,,,,,,,politician,,,,,,,,,,,,,,,Said Juma Nkumba,Said Juma Nkumba,Said Juma Nkumba,Said Juma Nkumba,Said Juma Nkumba,Nkumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Said Nkumba,,,,,,
Q13124830,Salum Salum,,,,,,Salum Khamis Salum,Salum Khamis Salum,Salum Khamis Salum,,,,,Salum Salum,,,,,,male,,,Salum,,,Salum Khamis Salum,,,Salum Khamis Salum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salum Khamis Salum,,,,,,,,,politician,,,,,,,,,,,,,,,Salum Khamis Salum,Salum Khamis Salum,Salum Khamis Salum,Salum Khamis Salum,Salum Khamis Salum,Salum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salum Salum,,,,,,
Q13124832,Saning'o Kaika Ole Telele,Kaika Telele,Kaika Telele,,,Kaika Telele,Saning'o Kaika Ole Telele,Saning'o Kaika Ole Telele,Saning'o Kaika Ole Telele,Saning'o Kaika Ole Telele,,,,Saning'o Kaika Ole Telele,,Kaika Telele,,,,male,1954-01-15,,Kaika,Kaika Telele,,Saning'o Kaika Ole Telele,,,Saning'o Kaika Ole Telele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saning'o Kaika Ole Telele,,,,,,,,,politician,,,,,,,,,,,,,,,Saning'o Kaika Ole Telele,Saning'o Kaika Ole Telele,Saning'o Kaika Ole Telele,Saning'o Kaika Ole Telele,Saning'o Kaika Ole Telele,Telele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaika Telele,,,,,,
Q13124934,Stephen Masato Wasira,Stephen Wasira,Stephen Wasira,,Stephen Wasira,Stephen Wasira,Stephen Masato Wasira,Stephen Masato Wasira,Stephen Masato Wasira,Stephen Masato Wasira,,,Stephen Wasira,Stephen Masato Wasira,Stephen Wasira,Stephen Wasira,,,,male,1945,,Stephen,Stephen Wasira,,Stephen Masato Wasira,,,Stephen Wasira,https://upload.wikimedia.org/wikipedia/commons/6/69/Wasira_pic_2012.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen Masato Wasira,,,,,,,,,politician,,,,,,,,,,,,,,,Stephen Masato Wasira,Stephen Masato Wasira,Stephen Masato Wasira,Stephen Masato Wasira,Stephen Masato Wasira,Wasira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen Wasira,,,,,,
Q13124943,Suleiman Omar Kumchaya,Suleiman Omar Kumchaya,Suleiman Omar Kumchaya,,,Suleiman Omar Kumchaya,Suleiman Omar Kumchaya,Suleiman Omar Kumchaya,Suleiman Omar Kumchaya,Suleiman Omar Kumchaya,,,,Suleiman Omar Kumchaya,,Suleiman Omar Kumchaya,,,,male,1952-05-11,,Suleiman,,,Suleiman Omar Kumchaya,,,Suleiman Omar Kumchaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suleiman Omar Kumchaya,,,,,,,,,politician,,,,,,,,,,,,,,,Suleiman Omar Kumchaya,Suleiman Omar Kumchaya,Suleiman Omar Kumchaya,Suleiman Omar Kumchaya,Suleiman Omar Kumchaya,Kumchaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suleiman Omar Kumchaya,,,,,,
Q13125160,Vedastus Mathayo Manyinyi,,,,,,Vedastus Mathayo Manyinyi,Vedastus Mathayo Manyinyi,Vedastus Mathayo Manyinyi,Vedastus Mathayo Manyinyi,,,,Vedastus Mathayo Manyinyi,,,,,,male,1967-07-01,,Vedastus,,,Vedastus Mathayo Manyinyi,,,Vedastus Mathayo Manyinyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vedastus Mathayo Manyinyi,,,,,,,,,politician,,,,,,,,,,,,,,,Vedastus Mathayo Manyinyi,Vedastus Mathayo Manyinyi,Vedastus Mathayo Manyinyi,Vedastus Mathayo Manyinyi,Vedastus Mathayo Manyinyi,Manyinyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vedastus Mathayo Manyinyi,,,,,,
