id,given_name,family_name,name,sort_name,birth_date,gender,area,area_id,party,party_id,term,source,image
ANBA,Anne-Lise,Bakken,Anne-Lise Bakken,"Bakken, Anne-Lise",1952-03-30,female,Hedmark,He,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
ANBA,Anne-Lise,Bakken,Anne-Lise Bakken,"Bakken, Anne-Lise",1952-03-30,female,Hedmark,He,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
ANBA,Anne-Lise,Bakken,Anne-Lise Bakken,"Bakken, Anne-Lise",1952-03-30,female,Hedmark,He,Arbeiderpartiet,A,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
ANBE,Anton,Berge,Anton Berge,"Berge, Anton",1892-10-29,male,Østfold,Øs,Arbeiderpartiet,A,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
ANBØ,Anders Johanneson,Bøyum,Anders Johanneson Bøyum,"Bøyum, Anders Johanneson",1890-10-23,male,Sogn og Fjordane,SF,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
ANBØ,Anders Johanneson,Bøyum,Anders Johanneson Bøyum,"Bøyum, Anders Johanneson",1890-10-23,male,Sogn og Fjordane,SF,Venstre,V,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ANBØ,Anders Johanneson,Bøyum,Anders Johanneson Bøyum,"Bøyum, Anders Johanneson",1890-10-23,male,Sogn og Fjordane,SF,Venstre,V,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
ANBØ,Anders Johanneson,Bøyum,Anders Johanneson Bøyum,"Bøyum, Anders Johanneson",1890-10-23,male,Sogn og Fjordane,SF,Venstre,V,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
ANDJ,Anton Olai Normann Ingebrigtsen,Djupvik,Anton Olai Normann Ingebrigtsen Djupvik,"Djupvik, Anton Olai Normann Ingebrigtsen",1881-06-06,male,Nordland,No,Venstre,V,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
ANH,Annelise,Høegh,Annelise Høegh,"Høegh, Annelise",1948-07-26,female,Oslo,Os,Høyre,H,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=ANH&storrelse=middels
ANH,Annelise,Høegh,Annelise Høegh,"Høegh, Annelise",1948-07-26,female,Oslo,Os,Høyre,H,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
ANH,Annelise,Høegh,Annelise Høegh,"Høegh, Annelise",1948-07-26,female,Oslo,Os,Høyre,H,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
ANH,Annelise,Høegh,Annelise Høegh,"Høegh, Annelise",1948-07-26,female,Oslo,Os,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
ANHV,Anders,Hove,Anders Hove,"Hove, Anders",1885-01-08,male,Oppland,Op,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ANHV,Anders,Hove,Anders Hove,"Hove, Anders",1885-01-08,male,"Kjøpstedene i Hedmark og Oppland fylker (Gjøvik, Hamar, Kongsvinger, Lillehammer)",KiHO,Arbeiderpartiet,A,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
ANHV,Anders,Hove,Anders Hove,"Hove, Anders",1885-01-08,male,"Kjøpstedene i Hedmark og Oppland fylker (Gjøvik, Hamar, Kongsvinger, Lillehammer)",KiHO,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
ANIN,Anne-Olaug,Ingeborgrud,Anne-Olaug Ingeborgrud,"Ingeborgrud, Anne-Olaug",1925-04-28,female,Akershus,Ak,Kristelig Folkeparti,KrF,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
ANLA,Anders,Lange,Anders Lange,"Lange, Anders",1904-09-05,male,Oslo,Os,Anders Langes Parti,ALP,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ANLO,Annemarie,Lorentzen,Annemarie Lorentzen,"Lorentzen, Annemarie",1921-09-23,female,Finnmark,Fi,Arbeiderpartiet,A,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ANLO,Annemarie,Lorentzen,Annemarie Lorentzen,"Lorentzen, Annemarie",1921-09-23,female,Finnmark,Fi,Arbeiderpartiet,A,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
ANMB,Anne Marit,Bjørnflaten,Anne Marit Bjørnflaten,"Bjørnflaten, Anne Marit",1969-06-18,female,Troms,Tr,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=ANMB&storrelse=middels
ANMB,Anne Marit,Bjørnflaten,Anne Marit Bjørnflaten,"Bjørnflaten, Anne Marit",1969-06-18,female,Troms,Tr,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=ANMB&storrelse=middels
ANML,Anne Margrethe,Larsen,Anne Margrethe Larsen,"Larsen, Anne Margrethe",1950-05-28,female,Vest-Agder,VA,Venstre,V,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=ANML&storrelse=middels
ANND,Anders Tjøstolvsen,Noddeland,Anders Tjøstolvsen Noddeland,"Noddeland, Anders Tjøstolvsen",1885-01-08,male,Aust-Agder,AA,Venstre,V,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
ANNH,Anniken,Huitfeldt,Anniken Huitfeldt,"Huitfeldt, Anniken",1969-11-29,female,Akershus,Ak,Arbeiderpartiet,A,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=ANNH&storrelse=middels
ANNH,Anniken,Huitfeldt,Anniken Huitfeldt,"Huitfeldt, Anniken",1969-11-29,female,Akershus,Ak,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=ANNH&storrelse=middels
ANNH,Anniken,Huitfeldt,Anniken Huitfeldt,"Huitfeldt, Anniken",1969-11-29,female,Akershus,Ak,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=ANNH&storrelse=middels
ANNH,Anniken,Huitfeldt,Anniken Huitfeldt,"Huitfeldt, Anniken",1969-11-29,female,Akershus,Ak,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=ANNH&storrelse=middels
ANNS,André N.,Skjelstad,André N. Skjelstad,"Skjelstad, André N.",1965-08-27,male,Nord-Trøndelag,NT,Venstre,V,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=ANNS&storrelse=middels
ANNS,André N.,Skjelstad,André N. Skjelstad,"Skjelstad, André N.",1965-08-27,male,Nord-Trøndelag,NT,Venstre,V,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=ANNS&storrelse=middels
ANNS,André N.,Skjelstad,André N. Skjelstad,"Skjelstad, André N.",1965-08-27,male,Nord-Trøndelag,NT,Venstre,V,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=ANNS&storrelse=middels
ANRY,Anton,Ryen,Anton Ryen,"Ryen, Anton",1894-12-15,male,Oppland,Op,Bondepartiet,B,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ANRY,Anton,Ryen,Anton Ryen,"Ryen, Anton",1894-12-15,male,Oppland,Op,Bondepartiet,B,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
ANRY,Anton,Ryen,Anton Ryen,"Ryen, Anton",1894-12-15,male,Oppland,Op,Bondepartiet,B,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
ANS,Anne-Grete,Strøm-Erichsen,Anne-Grete Strøm-Erichsen,"Strøm-Erichsen, Anne-Grete",1949-10-21,female,Hordaland,Ho,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=ANS&storrelse=middels
ANS,Anne-Grete,Strøm-Erichsen,Anne-Grete Strøm-Erichsen,"Strøm-Erichsen, Anne-Grete",1949-10-21,female,Hordaland,Ho,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=ANS&storrelse=middels
ANSE,Anne-Lise,Steinbach,Anne-Lise Steinbach,"Steinbach, Anne-Lise",1935-06-03,female,Nordland,No,Arbeiderpartiet,A,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
ANSE,Anne-Lise,Steinbach,Anne-Lise Steinbach,"Steinbach, Anne-Lise",1935-06-03,female,Nordland,No,Arbeiderpartiet,A,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ANSL,Anton,Skulberg,Anton Skulberg,"Skulberg, Anton",1921-12-29,male,Østfold,Øs,Senterpartiet,Sp,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ANSL,Anton,Skulberg,Anton Skulberg,"Skulberg, Anton",1921-12-29,male,Østfold,Øs,Senterpartiet,Sp,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
ANSØ,Anders,Sæterøy,Anders Sæterøy,"Sæterøy, Anders",1901-08-06,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
ANSØ,Anders,Sæterøy,Anders Sæterøy,"Sæterøy, Anders",1901-08-06,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
ANSØ,Anders,Sæterøy,Anders Sæterøy,"Sæterøy, Anders",1901-08-06,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
ANSØ,Anders,Sæterøy,Anders Sæterøy,"Sæterøy, Anders",1901-08-06,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ANT,Anders,Talleraas,Anders Talleraas,"Talleraas, Anders",1946-02-04,male,Møre og Romsdal,MR,Høyre,H,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
ANT,Anders,Talleraas,Anders Talleraas,"Talleraas, Anders",1946-02-04,male,Møre og Romsdal,MR,Høyre,H,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
ANT,Anders,Talleraas,Anders Talleraas,"Talleraas, Anders",1946-02-04,male,Møre og Romsdal,MR,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
ANT,Anders,Talleraas,Anders Talleraas,"Talleraas, Anders",1946-02-04,male,Møre og Romsdal,MR,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
ANT,Anders,Talleraas,Anders Talleraas,"Talleraas, Anders",1946-02-04,male,Møre og Romsdal,MR,Høyre,H,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
ANWO,Andreas,Wormdahl,Andreas Wormdahl,"Wormdahl, Andreas",1911-01-20,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
ANWO,Andreas,Wormdahl,Andreas Wormdahl,"Wormdahl, Andreas",1911-01-20,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
ANWO,Andreas,Wormdahl,Andreas Wormdahl,"Wormdahl, Andreas",1911-01-20,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
AR,Afshan,Rafiq,Afshan Rafiq,"Rafiq, Afshan",1975-02-25,female,Oslo,Os,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=AR&storrelse=middels
ARAK,Arne,Askildsen,Arne Askildsen,"Askildsen, Arne",1898-08-25,male,Vest-Agder,VA,Kristelig Folkeparti,KrF,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ARAR,Arthur,Arntzen,Arthur Arntzen,"Arntzen, Arthur",1906-04-29,male,Østfold,Øs,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ARAR,Arthur,Arntzen,Arthur Arntzen,"Arntzen, Arthur",1906-04-29,male,Østfold,Øs,Arbeiderpartiet,A,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
ARAR,Arthur,Arntzen,Arthur Arntzen,"Arntzen, Arthur",1906-04-29,male,Østfold,Øs,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
ARAS,Arne Alsåker,Spilde,Arne Alsåker Spilde,"Spilde, Arne Alsåker",1937-04-18,male,Hordaland,Ho,Høyre,H,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
ARAS,Arne Alsåker,Spilde,Arne Alsåker Spilde,"Spilde, Arne Alsåker",1937-04-18,male,Hordaland,Ho,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
ARAS,Arne Alsåker,Spilde,Arne Alsåker Spilde,"Spilde, Arne Alsåker",1937-04-18,male,Hordaland,Ho,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
ARBE,Arve,Berg,Arve Berg,"Berg, Arve",1935-05-01,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
ARBE,Arve,Berg,Arve Berg,"Berg, Arve",1935-05-01,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
ARBE,Arve,Berg,Arve Berg,"Berg, Arve",1935-05-01,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
ARBE,Arve,Berg,Arve Berg,"Berg, Arve",1935-05-01,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ARHA,Arnt Gudleik,Hagen,Arnt Gudleik Hagen,"Hagen, Arnt Gudleik",1928-08-17,male,Møre og Romsdal,MR,Senterpartiet,Sp,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ARHA,Arnt Gudleik,Hagen,Arnt Gudleik Hagen,"Hagen, Arnt Gudleik",1928-08-17,male,Møre og Romsdal,MR,Senterpartiet,Sp,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
ARHA,Arnt Gudleik,Hagen,Arnt Gudleik Hagen,"Hagen, Arnt Gudleik",1928-08-17,male,Møre og Romsdal,MR,Senterpartiet,Sp,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
ARHE,Arent M.,Henriksen,Arent M. Henriksen,"Henriksen, Arent M.",1946-09-08,male,Sør-Trøndelag,ST,Sosialistisk Venstreparti,SV,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
ARHE,Arent M.,Henriksen,Arent M. Henriksen,"Henriksen, Arent M.",1946-09-08,male,Sør-Trøndelag,ST,Sosialistisk Venstreparti,SV,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
ARHE,Arent M.,Henriksen,Arent M. Henriksen,"Henriksen, Arent M.",1946-09-08,male,Sør-Trøndelag,ST,Sosialistisk Valgforbund,SVf,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ARJH,Arnold Carl,Johansen,Arnold Carl Johansen,"Johansen, Arnold Carl",1898-02-19,male,Nordland,No,Høyre,H,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
ARJN,Arvid,Johansen,Arvid Johansen,"Johansen, Arvid",1910-11-12,male,Hedmark,He,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
ARJO,Arvid,Johanson,Arvid Johanson,"Johanson, Arvid",1929-02-03,male,Østfold,Øs,Arbeiderpartiet,A,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
ARJO,Arvid,Johanson,Arvid Johanson,"Johanson, Arvid",1929-02-03,male,Østfold,Øs,Arbeiderpartiet,A,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ARJO,Arvid,Johanson,Arvid Johanson,"Johanson, Arvid",1929-02-03,male,Østfold,Øs,Arbeiderpartiet,A,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
ARJO,Arvid,Johanson,Arvid Johanson,"Johanson, Arvid",1929-02-03,male,Østfold,Øs,Arbeiderpartiet,A,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
ARJO,Arvid,Johanson,Arvid Johanson,"Johanson, Arvid",1929-02-03,male,Østfold,Øs,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
ARK,Arve,Kambe,Arve Kambe,"Kambe, Arve",1974-11-25,male,Rogaland,Ro,Høyre,H,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=ARK&storrelse=middels
ARK,Arve,Kambe,Arve Kambe,"Kambe, Arve",1974-11-25,male,Rogaland,Ro,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=ARK&storrelse=middels
ARKI,Arne,Kielland,Arne Kielland,"Kielland, Arne",1939-09-08,male,Telemark,Te,Sosialistisk Valgforbund,SVf,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ARKI,Arne,Kielland,Arne Kielland,"Kielland, Arne",1939-09-08,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
ARL,Arild,Lund,Arild Lund,"Lund, Arild",1940-03-04,male,Vestfold,Ve,Høyre,H,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
ARMØ,Arnt Jacobsen,Mørland,Arnt Jacobsen Mørland,"Mørland, Arnt Jacobsen",1888-06-23,male,Aust-Agder,AA,Kristelig Folkeparti,KrF,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ARN,Are,Næss,Are Næss,"Næss, Are",1942-11-14,male,Hordaland,Ho,Kristelig Folkeparti,KrF,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=ARN&storrelse=middels
ARN,Are,Næss,Are Næss,"Næss, Are",1942-11-14,male,Hordaland,Ho,Kristelig Folkeparti,KrF,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
ARNE,Arne Leonhard,Nilsen,Arne Leonhard Nilsen,"Nilsen, Arne Leonhard",1893-07-21,male,Aust-Agder,AA,Høyre,H,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ARNEV,Arne,Nævra,Arne Nævra,"Nævra, Arne",1953-12-07,male,Buskerud,Bu,Sosialistisk Venstreparti,SV,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=ARNEV&storrelse=middels
ARNI,Arne,Nilsen,Arne Nilsen,"Nilsen, Arne",1924-01-21,male,Hordaland,Ho,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
ARNI,Arne,Nilsen,Arne Nilsen,"Nilsen, Arne",1924-01-21,male,Hordaland,Ho,Arbeiderpartiet,A,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
ARNI,Arne,Nilsen,Arne Nilsen,"Nilsen, Arne",1924-01-21,male,Hordaland,Ho,Arbeiderpartiet,A,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ARNI,Arne,Nilsen,Arne Nilsen,"Nilsen, Arne",1924-01-21,male,Hordaland,Ho,Arbeiderpartiet,A,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
ARNI,Arne,Nilsen,Arne Nilsen,"Nilsen, Arne",1924-01-21,male,Hordaland,Ho,Arbeiderpartiet,A,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
ARNW,Arnljot,Norwich,Arnljot Norwich,"Norwich, Arnljot",1922-12-29,male,Troms,Tr,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
ARNW,Arnljot,Norwich,Arnljot Norwich,"Norwich, Arnljot",1922-12-29,male,Troms,Tr,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
ARNW,Arnljot,Norwich,Arnljot Norwich,"Norwich, Arnljot",1922-12-29,male,Troms,Tr,Høyre,H,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
ARRS,Arne,Rostad,Arne Rostad,"Rostad, Arne",1894-03-04,male,Oppland,Op,Bondepartiet,B,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
ARSD,Arthur,Sundt,Arthur Sundt,"Sundt, Arthur",1899-04-08,male,Bergen,Be,Venstre,V,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ARSD,Arthur,Sundt,Arthur Sundt,"Sundt, Arthur",1899-04-08,male,Bergen,Be,Venstre,V,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
