id,name__id,name,wikipedia__id,original_wikiname,name__it,gender,given_name,birth_date,name__en,name__nl,name__de,name__fr,wikipedia__en,image,name__jv,name__es,wikipedia__jv,identifier__VIAF,name__ms,name__su,name__min,wikipedia__min,wikipedia__ms,wikipedia__su,name__zh,wikipedia__zh,name__nb,name__da,name__nn,name__sv,identifier__freebase,name__ru,wikipedia__ru,wikipedia__commons,name__ar,wikipedia__ar,wikipedia__es,identifier__MusicBrainz,name__ja,name__pl,name__hu,name__fa,name__pt,wikipedia__de,wikipedia__fa,wikipedia__fr,wikipedia__hu,wikipedia__it,wikipedia__ja,wikipedia__nl,wikipedia__pl,wikipedia__pt,identifier__ITF,name__map_bms,wikipedia__map_bms,name__zh_hans,name__zh_hant,name__zh_hk,website,name__pa,wikipedia__pa,name__af,name__an,name__ast,name__bar,name__br,name__ca,name__co,name__cs,name__cy,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fi,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__el,death_date,name__th,wikipedia__th,wikipedia__vi,identifier__SUDOC,identifier__IMDB,identifier__NLAtrove,twitter,identifier__FAST,identifier__OLID,occupation,wikipedia__lv,name__lv,identifier__LCAuth,identifier__quora,identifier__ISNI,name__ksh,identifier__NTA,identifier__DBNL,identifier__BNF,identifier__moviemeter,identifier__AlloCine,identifier__allmovie,identifier__PORT,identifier__kinopoisk,identifier__snac,name__ace,name__zh_cn,name__be_tarask,name__be,identifier__GND,name__bjn,wikipedia__bjn,name__ko,name__he,name__yue,wikipedia__cs,wikipedia__ko,wikipedia__simple,wikipedia__zh_yue,facebook,identifier__wikitree,family_name,instagram,identifier__NLA,wikipedia__bn,name__bn,wikipedia__ml,name__ml,wikipedia__idwikiquote,wikipedia__gor,identifier__GTAA,name__gor,name__lfn,name__uz,name__ta,name__or,name__am,name__pnb,name__tr,name__az,name__ug,name__ks,name__yo,name__ps,name__sa,name__hi,name__sd,name__war,name__bg,name__te,name__ur,name__sq,name__uk,name__ku,name__kn,name__bs,name__gom,name__azb,name__bpy,name__tg,name__ckb,name__gom_latn,name__gom_deva,name__mwl,name__mr,wikipedia__am,wikipedia__arwikiquote,wikipedia__ast,wikipedia__azb,wikipedia__az,wikipedia__azwikisource,wikipedia__be,wikipedia__bg,wikipedia__bpy,wikipedia__bswikiquote,wikipedia__ca,wikipedia__ckb,wikipedia__cswikiquote,wikipedia__da,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__et,wikipedia__fawikisource,wikipedia__fi,wikipedia__gl,wikipedia__gom,wikipedia__he,wikipedia__hi,wikipedia__hiwikiquote,wikipedia__hr,wikipedia__hrwikiquote,wikipedia__kn,wikipedia__ks,wikipedia__ku,wikipedia__la,wikipedia__lfn,wikipedia__mg,wikipedia__mwl,wikipedia__no,wikipedia__or,wikipedia__plwikiquote,wikipedia__pnb,wikipedia__ps,wikipedia__ro,wikipedia__sa,wikipedia__sco,wikipedia__sd,wikipedia__slwikiquote,wikipedia__sq,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__tg,wikipedia__tr,wikipedia__trwikiquote,wikipedia__ug,wikipedia__uk,wikipedia__ur,wikipedia__urwikiquote,wikipedia__uz,wikipedia__war,wikipedia__yo,identifier__NDL,identifier__BIBSYS,identifier__Munzinger,identifier__SELIBR,identifier__N6I,identifier__Gutenberg,identifier__GNC,identifier__NPG,identifier__britishmuseum,identifier__NLI,identifier__BNE,identifier__EGAXA,identifier__SBN_it,identifier__NKC,identifier__NUKAT,identifier__PTBNP,identifier__bigenc_ru,identifier__ne_se,identifier__Britannica,identifier__Oxforddnb,identifier__CONOR,identifier__LAC,name__bm,name__frc,name__jam,name__kab,name__lt,name__pap,name__prg,name__rgn,name__vmf,wikipedia__mr,name__zh_sg,name__zh_tw,name__sh,name__hy,name__sr_ec,name__diq,name__mk,name__sr,name__ka,name__tl,name__ota,name__nan,name__kk,name__tk,wikipedia__af,wikipedia__br,wikipedia__bs,wikipedia__diq,wikipedia__el,wikipedia__eu,wikipedia__hy,wikipedia__ka,wikipedia__kk,wikipedia__mk,wikipedia__sh,wikipedia__sk,wikipedia__sr,wikipedia__sw,wikipedia__tk,wikipedia__trwikisource,wikipedia__zh_min_nan,noble_title,identifier__CERL,wikipedia__frr,name__frr
Q12481138,Dedi Gumelar,Dedi Gumelar,Dedi Gumelar,Dedi Gumelar,Dedi Gumelar,male,,1958-04-27,Dedi Gumelar,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cc/Dedi_Gumelar_-_MinC_Brazil_2010_(50).jpg,Mi Ing,,Mi Ing,,,,,,,,,,,,,,,,,Category:Dedi Gumelar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12482308,Effendi Muara Sakti Simbolon,Effendi Muara Sakti Simbolon,Effendi Muara Sakti Simbolon,Effendi Muara Sakti Simbolon,,male,,1964-12-01,Effendi Muara Sakti Simbolon,,,,Effendi Simbolon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12482416,Elviana,Elviana,Elviana,Elviana,Elviana,female,,1966-11-30,Elviana,Elviana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elviana,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12482544,Epyardi Asda,Epyardi Asda,Epyardi Asda,Epyardi Asda,,male,,1962-03-11,Epyardi Asda,Epyardi Asda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epyardi Asda,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12482698,Fadli Zon,Fadli Zon,Fadli Zon,Fadli Zon,,male,,1971-06-01,Fadli Zon,Fadli Zon,,,Fadli Zon,https://upload.wikimedia.org/wikipedia/commons/1/1c/23º_Foro_Parlamentario_Asia_Pacífico_-_Fadli_Zon_(INDONESIA)_(16079511930).jpg,Fadli Zon,,,21849904,,Fadli Zon,,,,,,,,,,,,,,,,,,,ファドリ・ゾン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fadli Zon,,,,,,,,,,,,,,,103778020,,1490518,,,,politician,,,no2004025880,,0000 0000 8341 7880,,226812545,,,,,,,,,,,,,1036372405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12482832,Fayakhun Andriadi,Fayakhun Andriadi,Fayakhun Andriadi,Fayakhun Andriadi,,,,1972-08-24,Fayakhun Andriadi,,,,,,Fayakhun Andriadi,,Fayakhun Andriadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12483474,Ganjar Pranowo,Ganjar Pranowo,Ganjar Pranowo,Ganjar Pranowo,,male,,1968-10-28,Ganjar Pranowo,,,,Ganjar Pranowo,https://upload.wikimedia.org/wikipedia/commons/5/5a/Ganjar_Pranowo_portrait.jpg,Ganjar Pranowo,,Ganjar Pranowo,,,,,,,,甘查爾·普拉諾沃,甘查爾·普拉諾沃,,,,,,,,Category:Ganjar Pranowo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganjar Pranowo,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12483605,Gayus Lumbuun,Gayus Lumbuun,Gayus Lumbuun,Gayus Lumbuun,,,,1948-01-19,Gayus Lumbuun,Gayus Lumbuun,,,,,,,,41562860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gayus Lumbuun,,,,,,,,,,,,,,,,,,,,,politician,,,no2004119707,,0000 0000 4906 1980,,276380231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12485356,Hartanto Edhie Wibowo,Hartanto Edhie Wibowo,Hartanto Edhie Wibowo,Hartanto Edhie Wibowo,,,,,,,,Hartanto Edhie Wibowo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12485366,Harun Al Rasyid,Harun Al Rasyid,Harun Al Rasyid,Harun Al Rasyid,,male,,1942-12-27,Harun Al Rasyid,,,,,,,,,,Harun Al Rasyid,,,,Harun Al Rasyid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harun Al Rasyid,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4284 8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12485416,Hasrul Azwar,Hasrul Azwar,Hasrul Azwar,Hasrul Azwar,,,,1953-02-12,Hasrul Azwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12485528,Helmy Faishal Zaini,Helmy Faishal Zaini,Helmy Faishal Zaini,Helmy Faishal Zaini,,male,,1972-08-01,Helmy Faishal Zaini,,,,Helmy Faishal Zaini,https://upload.wikimedia.org/wikipedia/commons/c/c1/Helmy_Faishal_Zaini.jpg,Helmy Faishal Zaini,,Helmy Faishal Zaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmy Faishal Zaini,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12485608,Herry Lontung Siregar,Herry Lontung Siregar,Herry Lontung Siregar,Herry Lontung Siregar,,,,1960-07-25,Herry Lontung Siregar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herry Lontung Siregar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12486233,Ichsan Soelistio,Ichsan Soelistio,Ichsan Soelistio,Ichsan Soelistio,Ichsan Soelistio,,,1954-02-14,Ichsan Soelistio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12486773,Irma Chaniago,Irma Chaniago,Irma Chaniago,Irma Chaniago,,female,Irma,1965-10-06,Irma Chaniago,Irma Chaniago,Irma Chaniago,Irma Chaniago,,,,,,,,,Irma Chaniago,Irma Chaniago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irma Chaniago,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12486778,Irsal Yunus,Irsal Yunus,Irsal Yunus,Irsal Yunus,,male,,1947-12-12,Irsal Yunus,Irsal Yunus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irsal Yunus,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12486797,Iskan Qolba Lubis,Iskan Qolba Lubis,Iskan Qolba Lubis,Iskan Qolba Lubis,,male,,1961-07-01,Iskan Qolba Lubis,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a6/Iskan_Qolba_Lubis.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12487685,Jeffrie Geovanie,Jeffrie Geovanie,Jeffrie Geovanie,Jeffrie Geovanie,,,,1967-08-05,Jeffrie Geovanie,Jeffrie Geovanie,,,,,,,,38632747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeffrie Geovanie,,,,,,,,,,,,,,,169993442,,,,,,politician,,,n95930279,,0000 0000 3569 3311,,141977434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12487882,Jhoni Allen Marbun,Jhoni Allen Marbun,Jhoni Allen Marbun,Jhoni Allen Marbun,,,,1960-08-21,Jhoni Allen Marbun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12490637,Kemal Azis Stamboel,Kemal Azis Stamboel,Kemal Azis Stamboel,Kemal Azis Stamboel,,male,,1949-08-17,Kemal Azis Stamboel,,,,,,,,,200822743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kemal Azis Stamboel,,,,,,,,,,,,,,,,,,,,,politician,,,,,0000 0003 5765 9669,,338778403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12490960,Kepolisian Daerah Metropolitan Jakarta Raya,Kepolisian Daerah Metropolitan Jakarta Raya,Kepolisian Daerah Metropolitan Jakarta Raya,Kepolisian Daerah Metropolitan Jakarta Raya,,,,,Jakarta Regional Metropolitan Police,,,,Greater Jakarta Metropolitan Regional Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12491602,Khrisna Mukti,Khrisna Mukti,Krisna Mukti,Krisna Mukti,,male,,1969-02-05,Khrisna Mukti,Khrisna Mukti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khrisna Mukti,,,,,,,,,,,,,,,,,,krisnamukti17,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12495658,Luthfi Hasan Ishaaq,Luthfi Hasan Ishaaq,Luthfi Hasan Ishaaq,Luthfi Hasan Ishaaq,Luthfi Hasan Ishaaq,,,1961-08-05,Luthfi Hasan Ishaaq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12495688,M. Ali Yacob,M. Ali Yacob,M. Ali Yacob,M. Ali Yacob,,male,,1953-12-01,M. Ali Yacob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Ali Yacob,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12495690,M. Azwir Dainy Tara,M. Azwir Dainy Tara,M. Azwir Dainy Tara,M. Azwir Dainy Tara,,female,,1944-08-03,M. Azwir Dainy Tara,M. Azwir Dainy Tara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Azwir Dainy Tara,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12496632,Mangara M. Siahaan,Mangara M. Siahaan,Mangara M. Siahaan,Mangara M. Siahaan,,male,,1947-04-19,Mangara M. Siahaan,Mangara M. Siahaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mangara M. Siahaan,,,,,,,,,,,2016-06-03,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
