id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,honorific_prefix,birth_date,identifier__freebase,family_name,given_name,identifier__ISNI,identifier__NLA,website,identifier__NNDB,death_date,identifier__Muzinger,twitter,identifier__BNF,identifier__NLI,identifier__NTA,instagram,facebook,identifier__ATP,identifier__ITF,wikipedia__en,identifier__Munzinger,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__fr,name__ru,name__es,name__fi,name__it,name__la,name__de,name__ja,name__cs,name__fa,name__hr,name__nl,name__zh,name__sv,name__uk,name__mr,name__de_ch,name__el,name__en_ca,name__en_gb,name__he,name__id,name__ko,name__nb,name__pt_br,name__sh,name__ta,name__vi,name__hu,name__ms,name__be_tarask,name__da,name__fo,name__is,name__kl,name__nn,name__tl,name__sco,name__af,name__et,name__tr,name__ne,name__be,name__ur,name__bn,name__ro,name__sr,name__min,name__mn,name__hi,name__lt,name__bg,name__ar,name__io,name__th,name__ca,name__hy,name__mk,name__lv,name__mg,name__yi,name__ka,name__ckb,name__eo,wikipedia__af,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__ur,wikipedia__vi,wikipedia__yi,wikipedia__zh,name__sq,wikipedia__sq,name__si,wikipedia__si,name__nds,name__eu,name__qu,name__uz,name__vo,name__oc,name__ga,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__yue,name__ht,name__wuu,name__ku,name__sk,name__cy,name__war,name__tpi,name__ceb,name__br,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__enwikinews,name__an,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__gd,name__gl,name__gsw,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,wikipedia__lb,wikipedia__mk,original_wikiname,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ie,wikipedia__is,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__plwikiquote,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__MusicBrainz,identifier__discogs,identifier__IMDB,name__jv,wikipedia__dewikiquote,wikipedia__gl,wikipedia__jv,wikipedia__nowikiquote,wikipedia__svwikinews,wikipedia__ukwikiquote,name__gv,wikipedia__gv,identifier__CANTIC,identifier__NDL,identifier__NUKAT,name__bs,name__lmo,wikipedia__ast,identifier__ULAN,identifier__NLAtrove,wikipedia__hif,name__hif,identifier__GTAA,identifier__OLID,wikipedia__hiwikiquote,identifier__Britannica,wikipedia__sm,identifier__FAST,name__sm,last_seen,identifier__CSPAN,identifier__TED,identifier__AuDB,identifier__senate_nl,linkedin,identifier__google_plus,identifier__wikitree,wikipedia__mai,identifier__google_knowledge,name__mai,occupation,identifier__nlg
Q43135,Kevin Rudd,Kevin Rudd,https://upload.wikimedia.org/wikipedia/commons/1/16/Kevin_Rudd_official_portrait.jpg,male,120090277,134187873,n2007057612,165769866,,1957-09-21,/m/021l9k,,Kevin,0000 0000 8415 9203,,http://www.kevinrudd.com/,,,,KRuddMP,,,,,,,,Kevin Rudd,00000026379,陆克文,陸克文,陸克文,陆克文,,陸克文,Kevin Rudd,Kevin Rudd,Kevin Rudd,"Радд, Кевин",Kevin Rudd,Kevin Rudd,Kevin Michael Rudd,Coemgenus Rudd,Kevin Rudd,ケビン・ラッド,Kevin Rudd,کوین راد,Kevin Rudd,Kevin Rudd,陆克文,Kevin Rudd,Кевін Радд,केव्हिन रुड,,Κέβιν Ραντ,,,קווין ראד,Kevin Rudd,케빈 러드,Kevin Rudd,,Kevin Rudd,கெவின் ரட்,Kevin Rudd,Kevin Rudd,Kevin Rudd,Кевін Рад,Kevin Rudd,,,,Kevin Rudd,Kevin Rudd,Kevin Rudd,,Kevin Rudd,Kevin Rudd,केभिन रुड,Кевін Рад,,কেভিন রাড,Kevin Rudd,Кевин Рад,,,कैविन रूड,,Кевин Ръд,كيفن رود,Kevin Rudd,เควิน รัดด์,Kevin Rudd,,,Kevins Rads,Kevin Rudd,,კევინ რადი,کێڤین ڕەد,Kevin Rudd,,كيفن رود,Кевін Рад,Кевін Рад,Кевин Ръд,কেভিন রাড,Kevin Rudd,کێڤین ڕەد,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Κέβιν Ραντ,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,کوین راد,Kevin Rudd,Kevin Rudd,קווין ראד,केविन रड,Kevin Rudd,Kevin Rudd,,Kevin Rudd,Kevin Rudd,Kevin Michael Rudd,Kevin Michael Rudd,ケビン・ラッド,კევინ რადი,케빈 러드,Coemgenus Rudd,,Kevins Rads,Kevin Rudd,,,केव्हिन रुड,Kevin Rudd,केभिन रुड,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,"Радд, Кевин",Категория:Кевин Радд,Кевин Радд,Kevin Rudd,Kevin Rudd,Kevin Rudd,Кевин Рад,Kevin Rudd,கெவின் ரட்,เควิน รัดด์,,Kevin Rudd,Kevin Rudd,Кевін Радд,,Kevin Rudd,,陆克文,,,,,,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Liu̍k Khiet-vùn,Kevin Rudd,Kevin Rudd,كيڤين راد,كەۋىن رۇد,Kevin Rudd,കെവിൻ റൂഡ്‌,陸克文,Kevin Rudd,陆克文,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,ಕೆವಿನ್ ರುಡ್,كيڤين راد,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Author:Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,ಕೆವಿನ್ ರುಡ್,Kevin Rudd,കെവിൻ റൂഡ്‌,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,كەۋىن رۇد,Kevin Rudd,Kevin Rudd,Kevin Rudd,陆克文,Kevin Rudd,Kevin Rudd,陸克文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Rudd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682751,,,,kevin_rudd,,,,,Rudd-78,,,,politician,
Q434475,Carmen Lawrence,Carmen Lawrence,https://upload.wikimedia.org/wikipedia/commons/8/80/Carmenlawrence.jpg,female,63535278,,nb2007011725,,,1948-03-02,/m/022hd8,Lawrence,Carmen,,,,,,,,,,,,,,,Carmen Lawrence,,,,,,,,,,Carmen Lawrence,,Carmen Lawrence,,,,Carmen Lawrence,,,,,Carmen Lawrence,,,,,,,,,,,,,,,,,Carmen Lawrence,,,,,,,,,,,,,,,,,,,,,,,,كارمن لورنس,,,,,,,,,,,,,كارمن لورنس,,,,,,,,,,Carmen Lawrence,,,,,,,,Carmen Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carmen Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carmen Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508700,,,,,,,,1675337,,,,,,,,,,,,,politician,
Q434649,Jenny Macklin,Jenny Macklin,https://upload.wikimedia.org/wikipedia/commons/3/3a/Jennymacklin.JPG,female,,,,,,1953-12-29,,,Jenny,,,,,,,,,,,,,,,Jenny Macklin,,,,,,,,,Jenny Macklin,Jenny Macklin,,Jenny Macklin,,,,Jenny Macklin,,,,,Jenny Macklin,,Jenny Macklin,,,,,,,,,,Jenny Macklin,,,,,Jenny Macklin,,,Jenny Macklin,,,,Jenny Macklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Jenny Macklin,,,Jenny Macklin,,,,,,,,Jenny Macklin,,,,,,,,,,,,,,,,,,,,,,,,Jenny Macklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenny Macklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q434858,Julie Bishop,Julie Bishop,https://upload.wikimedia.org/wikipedia/commons/4/43/Julie_Bishop_2014.jpg,female,95123670,,,,,1956-07-17,/m/02pz7_,Bishop,Julie,,,http://www.juliebishop.com.au,341/000173819,,,JulieBishopMP,,,,,,,,Julie Bishop,,,,,,,,,Julie Bishop,Julie Bishop,Джули Бишоп,Julie Bishop,,,Iulia Bishop,Julie Bishop,ジュリー・ビショップ,,جولی بیشاپ,,Julie Bishop,朱莉·毕晓普,,Джулія Бішоп,,,,,,ג'ולי בישופ,Julie Bishop,,,,,,Julie Bishop,Julie Bishop,,,,,,,,,,,,,,,,জুলি বিশপ,,,,,,,,جولي إيزابيل بيشوب,,,Julie Bishop,,,,,,,,,,جولي إيزابيل بيشوب,,,,জুলি বিশপ,Julie Bishop,,Category:Julie Bishop,,,Julie Bishop (Politikerin),,,,Julie Bishop,,جولی بیشاپ,,Julie Bishop (femme politique),ג'ולי בישופ,,,,,Julie Bishop,,,,,,,Iulia Bishop,,,,,,,,,,,Julie Bishop,,,"Бишоп, Джули",,,,,Julie Bishop (politician),,,,,,,,Джулі Бішоп,,Julie Bishop,,朱莉·毕晓普,,,ජුලී බිෂොප්,ජුලී බිෂොප්,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jurist,
Q4354268,Kate Ellis,Kate Ellis,https://upload.wikimedia.org/wikipedia/commons/d/d5/Kate_Ellis.jpg,female,,,,,,1977-09-22,/m/0437ly,,Kate,,,,,,,,,,,,,,,Kate Ellis,,,,,,,,,Kate Ellis,Kate Ellis,,Kate Ellis,Kate Ellis,,,Kate Ellis,,,,,Kate Ellis,,,,,,,,,,,,,,,,,Kate Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kate Ellis,,,,,,,,,,,,,,,,,,,,,,,,,Kate Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kate Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q466220,Pauline Hanson,Pauline Hanson,https://upload.wikimedia.org/wikipedia/commons/2/2f/Pauline_Hanson.jpg,female,92816054,,n98054473,,,1954-05-27,/m/0j5pc,,Pauline,,,http://www.paulinehanson.net.au/,,,,,,,,,,,,Pauline Hanson,,宝琳·韩森,寶琳·韓森,寶琳·韓森,宝琳·韩森,宝琳·韩森,寶琳·韓森,,,Pauline Hanson,,Pauline Hanson,,,,Pauline Hanson,ポーリン・ハンソン,,,,Pauline Hanson,寶琳·韓森,Pauline Hanson,,,,,,,,,폴린 핸슨,Pauline Hanson,,,,,Pauline Hanson,,,Pauline Hanson,,,,Pauline Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Pauline Hanson,,,Pauline Hanson,,Pauline Hanson,,,,,,Pauline Hanson,,,,,,,,,,ポーリン・ハンソン,,폴린 핸슨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶琳·韓森,,,,,,,,,,,,,,,,,,,,,,保琳汉生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,保琳汉生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pauline Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nla.party-540409,,,,,,,,419026,,,,,,,,,,,,,politician,
Q466245,Martin Ferguson,Martin Ferguson,https://upload.wikimedia.org/wikipedia/commons/8/85/MartinFerguson.jpg,male,,,,,,1953-12-12,/m/02qn3x,,Martin,,,,,,,,,,,,,,,Martin Ferguson,,,,,,,,,Martin Ferguson,Martin Ferguson,"Фергюсон, Мартин",Martin Ferguson,,,,Martin Ferguson,マーティン・ファーガソン,,,,Martin Ferguson,,Martin Ferguson,,,,,,,,,,Martin Ferguson,,,,,Martin Ferguson,,,Martin Ferguson,,,,Martin Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Martin Ferguson,,,Martin Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Ferguson (polityk),,,"Фергюсон, Мартин",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q4678672,Adam Bandt,Adam Bandt,https://upload.wikimedia.org/wikipedia/commons/3/31/AdmbandtJuly2010.jpg,male,,,,,,1972-03-11,/m/04crl2d,,Adam,,,http://www.adambandt.com/,,,,AdamBandt,,,,,Adam.Bandt.MP,,,Adam Bandt,,,,,,,,,,Adam Bandt,,Adam Bandt,,,,Adam Bandt,,,,,Adam Bandt,亞當·賓德,Adam Bandt,,,,,,,,,,Adam Bandt,,,,,Adam Bandt,,,Adam Bandt,,,,Adam Bandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Adam Bandt,,,Adam Bandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,亞當·賓德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Bandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q4706304,Alan Cadman,Alan Cadman,,male,,,,,,1937-07-26,,,Alan,,,,,,,,,,,,,,,Alan Cadman,,,,,,,,,,Alan Cadman,,Alan Cadman,,Alan Cadman,,Alan Cadman,,,,,Alan Cadman,,,,,,,,,,,,,,,,,Alan Cadman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Cadman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q4706771,Alan Griffin,Alan Griffin,"https://upload.wikimedia.org/wikipedia/commons/c/cd/Alan_Griffin_MP,_Federal_Member_for_Bruce.jpg",male,,,,,,1960-02-23,,,Alan,,,,,,,,,,,,,,,Alan Griffin,,,,,,,,,,Alan Griffin,Алан Гриффин,Alan Griffin,,Alan Griffin,,Alan Griffin,,,,,Alan Griffin,亞倫·格里芬,Alan Griffin,,,,,,,,,,Alan Griffin,,,,,Alan Griffin,,,Alan Griffin,,,,Alan Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,亞倫·格里芬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q4706772,Alan Griffiths,Alan Griffiths,,male,81031252,,,,,1952-09-04,,,Alan,,,,,,,,,,,,,,,Alan Griffiths,,,,,,,,,,Alan Griffiths,,Alan Griffiths,,Alan Griffiths,,Alan Griffiths,,,,,Alan Griffiths,,,,,,,,,,,,,,,,,Alan Griffiths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Griffiths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q4707935,Alan Tudge,Alan Tudge,,male,,,,,,1971-02-24,,,Alan,,,,,,,,,,,,,,,Alan Tudge,,,,,,,,,,Alan Tudge,,Alan Tudge,,Alan Tudge,,Alan Tudge,,,,,Alan Tudge,阿蘭·塔吉,,,,,,,,,,,,,,,,Alan Tudge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿蘭·塔吉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Tudge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476257,,,,,,,,,,,,,,,,,,,,,politician,
Q4708273,Alannah MacTiernan,Alannah MacTiernan,https://upload.wikimedia.org/wikipedia/commons/e/ed/Allanah_MacTiernan_in_2009.jpg,female,,,,,,1953-01-10,,,,,,,,,,,,,,,,,,Alannah MacTiernan,,,,,,,,,,Alannah MacTiernan,,,,Alannah MacTiernan,,Alannah MacTiernan,,,,,Alannah MacTiernan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alannah MacTiernan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q4708447,Alasdair Webster,Alasdair Webster,,male,,,,,,1934-02-12,,,Alasdair,,,,,,,,,,,,,,,Alasdair Webster,,,,,,,,,,Alasdair Webster,,,,,,Alasdair Webster,,,,,Alasdair Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alasdair Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q4712886,Alby Schultz,Alby Schultz,,male,,,,,,1945-05-29,,,,,,,,2015-07-14,,,,,,,,,,Alby Schultz,,,,,,,,,,Alby Schultz,,Alby Schultz,,,,Alby Schultz,,,,,Alby Schultz,阿爾比·舒爾茨,Alby Schultz,,,,,,,,,,Alby Schultz,,,,,Alby Schultz,,,Alby Schultz,,,,Alby Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alby Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alby Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q4717151,Alex Hawke,Alex Hawke,,male,,,,,,1977-07-09,,,Alex,,,,,,,,,,,,,,,Alex Hawke,,,,,,,,,,Alex Hawke,,Alex Hawke,,,,Alex Hawke,,,,,Alex Hawke,亞歷山大·霍克,Alex Hawke,,,,,,,,,,Alex Hawke,,,,,Alex Hawke,,,Alex Hawke,,,,Alex Hawke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,亞歷山大·霍克,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Hawke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q4717825,Alex Somlyay,Alex Somlyay,https://upload.wikimedia.org/wikipedia/commons/e/e7/Alex_Somlyay.jpg,male,,,,,,1946-01-18,,,Alex,,,,,,,,,,,,,,,Alex Somlyay,,,,,,,,,,Alex Somlyay,,Alex Somlyay,,,,Alex Somlyay,,,,,Alex Somlyay,,,,,,,,,,,,,,,,,Alex Somlyay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Somlyay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q4730870,Allan Morris,Allan Morris,,male,92035937,,,,,1940-07-26,,,Allan,,,,,,,,,,,,,,,Allan Morris,,,,,,,,,,Allan Morris,,,,Allan Morris,,Allan Morris,,,,,Allan Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allan Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q4730943,Allan Rocher,Allan Rocher,,male,,,,,,1936-02-16,,,Allan,,,,,2016-03-18,,,,,,,,,,Allan Rocher,,,,,,,,,,Allan Rocher,,,,Allan Rocher,,Allan Rocher,,,,,Allan Rocher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allan Rocher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q4731539,Allen Blanchard,Allen Blanchard,,male,,,,,,1929-04-17,,,Allen,,,,,2008-10-25,,,,,,,,,,Allen Blanchard,,,,,,,,,,Allen Blanchard,,,,Allen Blanchard,,Allen Blanchard,,,,,Allen Blanchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen Blanchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,criminologist,
Q4739745,Amanda Rishworth,Amanda Rishworth,,female,,,,,,1978-07-10,,,Amanda,,,,,,,,,,,,,,,Amanda Rishworth,,,,,,,,,,Amanda Rishworth,,,,,,Amanda Rishworth,,,,,Amanda Rishworth,,Amanda Rishworth,,,,,,,,,,Amanda Rishworth,,,,,,,,Amanda Rishworth,,,,Amanda Rishworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amanda Rishworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
