id,position,label,description,start_date,constituency,replaces,replaced_by,end_date,ordinal,party,election,of
Q6846090,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,,
Q685149,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q685149,Q18604553,member of the Texas House of Representatives,elected representative,"",,,,,,,,
Q69319,Q13218630,United States representative,elected representative in the US,1983-01-03,Ohio's 12th congressional district,Bob Shamansky,Pat Tiberi,2001-01-03,,,,
Q69319,Q20065429,member of the State Senate of Ohio,"",1979-01-03,,Robert O'Shaughnessy,Richard Pfeiffer,1982-01-13,,,,
Q69319,Q20644070,Governor of Ohio,head of the executive branch of Ohio's state government,2011-01-10,,Ted Strickland,,,69,,,
Q699970,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q7110413,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q712134,Q13217683,United States senator,member of the United States Senate,1985-01-03,Illinois,Charles H. Percy,Dick Durbin,1997-01-03,,,,
Q712134,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q712134,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,,
Q712134,Q3238288,Lieutenant Governor of Illinois,"",1969-01-13,,Samuel H. Shapiro,Neil Hartigan,1973-01-08,39,,,
Q714956,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q714956,Q17485005,member of the Colorado House of Representatives,"","",,,,,,,,
Q7152365,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q7152365,Q14616716,member of the Pennsylvania House of Representatives,elected Representative,"",,,,,,,,
Q715355,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q715355,Q21361754,member of the State Senate of Arkansas,"","",,,,,,,,
Q7172439,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q71766,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q71863,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q71863,Q18538054,member of the Tennessee House of Representatives,"","",,,,,,,,
Q71863,Q29885524,Member of the NATO Parliamentary Assembly,"","",,,,,,,,
Q723148,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q723209,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q723209,Q20058770,member of the New York State Assembly,elected representative,"",,,,,,,,
Q723295,Q13217683,United States senator,member of the United States Senate,2007-01-03,Maryland,Paul Sarbanes,,,,,,
Q723295,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q723295,Q20064986,member of the Maryland House of Delegates,"",1967-01-06,,,,1987-01-03,,,,
Q723295,Q7574293,Speaker of the Maryland House of Delegates,"",1979-01-06,,,"R. Clayton Mitchell, Jr.",1987-01-03,,,,
Q727598,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q727598,Q18604340,member of the State Senate of Virginia,"","",,,,,,,,
Q727598,Q18694588,Member of the United States House of Representatives from Virginia,"","",,,,,,,,
Q7287914,Q19754409,member of the South Carolina House of Representatives,"","",,,,,,,,
Q731392,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q7322924,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q7322924,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,,
Q734319,Q13217683,United States senator,member of the United States Senate,1999-01-03,Idaho,Dirk Kempthorne,,,,,,
Q734319,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q734319,Q18655026,member of the State Senate of Idaho,"",1984-12-01,,,,1992-12-01,,,,
Q734330,Q13217683,United States senator,member of the United States Senate,2003-01-03,Georgia,Max Cleland,David Perdue,2015-01-03,,,,
Q734330,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q7375978,Q18341124,member of the Nevada Assembly,"","",,,,,,,,
Q738053,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q738053,Q18694588,Member of the United States House of Representatives from Virginia,"","",,,,,,,,
Q7384672,Q13218630,United States representative,elected representative in the US,2015-01-03,Montana's at-large congressional district,,,,,,,
Q7384672,Q21365323,member of the State Senate of Montana,"",2009-01,,,,2011-01,,,,
Q7384672,Q2287650,United States Secretary of the Interior,head of the Department of the Interior in the United States government,2017-03-01,,,,,,,,
Q740636,Q13218630,United States representative,elected representative in the US,1995-01-03,Illinois's 11th congressional district,George E. Sangmeister,Debbie Halvorson,2009-01-03,,,,
Q740636,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,,
Q743157,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q7482888,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q7482888,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,,
Q748640,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q748640,Q18342769,member of the State Senate of Maine,State Senator of the United States State of Maine,1994-12-07,,,,2003-01-03,,,,
Q748640,Q18713970,member of the Maine House of Representatives,elected Representative in the State of Maine,"",,,,,,,,
Q7495500,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q749710,Q13218630,United States representative,elected representative in the US,2013-01-03,Iowa's 4th congressional district,Tom Latham,,,,,,
Q749710,Q18707052,member of the State Senate of Iowa,"",1997-01-03,,Wayne D. Bennett,E. Thurman Gaskill,2003-01-03,,,,
Q7597768,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q7700520,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q771586,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q772086,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q772086,Q18131809,Member of the Missouri House of Representatives,elected Representative,"",,,,,,,,
Q775412,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q775412,Q17342542,Member of the Massachusetts House of Representatives,"","",,,,,,,,
Q776941,Q13218630,United States representative,elected representative in the US,1975-01-03,California's 24th congressional district,John H. Rousselot,Ted Lieu,2015-01-03,,,,
Q776941,Q18180908,member of the California State Assembly,"elected Representative in California, USA",1969,,,,1975,,,,
Q7791100,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q7794741,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q7794741,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,,
Q781167,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q781167,Q17548315,member of the Georgia House of Representatives,"","",,,,,,,,
Q7816469,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q7816469,Q17502533,member of the Ohio House of Representatives,"","",,,,,,,,
Q7817086,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q7817086,Q21360913,member of the State Senate of Arizona,a member of the Senate of the state of Arizona,"",,,,,,,,
Q7817321,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q7817321,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,,
Q782994,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q782994,Q17485005,member of the Colorado House of Representatives,"","",,,,,,,,
Q7909083,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q800095,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q800095,Q19754409,member of the South Carolina House of Representatives,"","",,,,,,,,
Q8008766,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q8008793,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q809039,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q809197,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q809210,Q13218630,United States representative,elected representative in the US,1993-01-03,Michigan's 1st congressional district,,Dan Benishek,2011-01-03,,,,
Q809210,Q18654736,member of the Michigan House of Representatives,elected Representative,"",,,,,,,,
Q813329,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q816460,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q816460,Q4818639,Attorney General of Kentucky,attorney general for the U.S. state of Kentucky,1995-12-12,,,Greg Stumbo,2003-12-09,,,,
Q816481,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q816481,Q18648747,Member of the Alabama House of Representatives,elected Representative,"",,,,,,,,
Q816587,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q829269,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q8538715,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q861905,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q862019,Q13218630,United States representative,elected representative in the US,1985-01-03,North Carolina's 4th congressional district,Ike Franklin Andrews,David Price,1987-01-03,,,,
Q862056,Q13218630,United States representative,elected representative in the US,1997-01-03,Massachusetts's 10th congressional district,Gerry Studds,William R. Keating,2011-01-03,,,,
Q862056,Q17342542,Member of the Massachusetts House of Representatives,"","",,,,,,,,
Q862109,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q862109,Q17505193,member of the Minnesota House of Representatives,elected representative in Minnesota,"",,,,,,,,
Q862199,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q862199,Q18654736,member of the Michigan House of Representatives,elected Representative,"",,,,,,,,
Q862215,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q862272,Q13218630,United States representative,elected representative in the US,1995-01-03,Minnesota's 6th congressional district,Rod Grams,Mark Kennedy,2003-01-03,,,,
Q862272,Q17505193,member of the Minnesota House of Representatives,elected representative in Minnesota,1975,,,,1976,,,,
Q862272,Q21363942,member of the State Senate of Minnesota,"",1977-01-04,,,Don Kramer,1995-01-01,,,,
Q862339,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q862339,Q18648747,Member of the Alabama House of Representatives,elected Representative,"",,,,,,,,
Q862349,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q862373,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q862373,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,,
Q862373,Q19961062,member of the State Senate of Florida,"","",,,,,,,,
Q862428,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q862428,Q18565274,member of the State Senate of Texas,"","",,,,,,,,
Q862438,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q862438,Q18675883,member of the State Senate of Michigan,"","",,,,,,,,
Q862438,Q6837452,Michigan Attorney General,attorney general for the U.S. state of Michigan,"",,,,,,,,
Q862680,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q862680,Q19961062,member of the State Senate of Florida,"",1961,,,,1970,,,,
Q862681,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q863165,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q863165,Q17548315,member of the Georgia House of Representatives,"","",,,,,,,,
Q863171,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q863238,Q13218630,United States representative,elected representative in the US,"",Louisiana's 3rd congressional district,Dave Treen,Charlie Melancon,,,,,
Q863238,Q17355090,member of the Louisiana House of Representatives,elected representative,1973,,,,1980-03-10,,,,
Q863238,Q18091440,member of the State Senate of Louisiana,state senator for Louisiana,"",,,,,,,,
Q878651,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q878651,Q20766109,Governor of Louisiana,"",1988-03-14,,Edwin Edwards,Edwin Edwards,1992-01-13,52,,,
Q880085,Q11811869,United States Ambassador to Canada,"",1993-08-19,,Peter Teeley,Gordon Giffin,1996-03-29,,,,
Q880085,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q880085,Q5589680,Governor of Michigan,"",1983-01-01,,William Milliken,John Engler,1991-01-01,45,,,
Q881233,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q881233,Q4151335,Governor of Kentucky,head of the executive branch of government in the Commonwealth of Kentucky,2003-12-09,,Paul E. Patton,Steve Beshear,2007-12-11,60,,,
Q883193,Q13218630,United States representative,elected representative in the US,1973-01-03,North Carolina's 9th congressional district,Charles R. Jonas,Alex McMillan,1985-01-03,,,,
Q883193,Q16202700,Governor of North Carolina,"",1985-01-05,,Jim Hunt,Jim Hunt,1993-01-09,70,,,
Q885204,Q13218630,United States representative,elected representative in the US,1985-01-03,,William R. Ratchford,Gary Franks,1991-01-03,,,,
Q885204,Q18763331,member of the Connecticut House of Representatives,elected representative in Connecticut,1981,,,Joan Hartley,1985,,,,
Q885204,Q887090,Governor of Connecticut,governor of the U.S. state of Connecticut,1995-01-04,,Lowell P. Weicker,Jodi Rell,2004-07-01,86,,,
Q887793,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q888007,Q13218630,United States representative,elected representative in the US,1995-01-03,,,,2003-01-03,,,,
Q888007,Q20064986,member of the Maryland House of Delegates,"","",,,,,,,,
Q888007,Q693032,Governor of Maryland,position,2003-01-15,,Parris Glendening,Martin O'Malley,2007-01-17,60,,,
Q888008,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q888248,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q888321,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q888321,Q17487134,Member of the Kansas House of Representatives,elected Representative,"",,,,,,,,
Q888599,Q13218630,United States representative,elected representative in the US,1993-01-03,Illinois's 1st congressional district,Charles Hayes,,,,,,
Q888668,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q888668,Q18604340,member of the State Senate of Virginia,"","",,,,,,,,
Q888668,Q18694588,Member of the United States House of Representatives from Virginia,"","",,,,,,,,
Q892413,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q896845,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q896845,Q18089655,Member of the North Carolina House of Representatives,"","",,,,,,,,
Q896845,Q19727887,member of the State Senate of North Carolina,"Member the  of North Carolina Senate, USA","",,,,,,,,
Q907764,Q13218630,United States representative,elected representative in the US,1983-01-03,Illinois's 17th congressional district,George M. O'Brien,Phil Hare,2007-01-03,,,,
Q910794,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q912053,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q9282777,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q9282777,Q14616716,member of the Pennsylvania House of Representatives,elected Representative,"",,,,,,,,
Q9282777,Q18199902,member of the State Senate of Pennsylvania,"","",,,,,,,,
Q929581,Q13217683,United States senator,member of the United States Senate,2013-01-03,Arizona,Jon Kyl,,,,,,
Q929581,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q935734,Q13218630,United States representative,elected representative in the US,2009,Colorado's 2nd congressional district,,,,,,,
Q935734,Q5148939,Colorado State Board of Education,"",2001,,,,2007,,,,
Q938498,Q13218630,United States representative,elected representative in the US,2011,Rhode Island's 1st congressional district,,,,,,,
Q945708,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q946106,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q946591,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q947145,Q13218630,United States representative,elected representative in the US,2003-01-03,Arizona's 1st congressional district,Jeff Flake,Ann Kirkpatrick,2009-01-03,,,,
Q947893,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q947893,Q19961062,member of the State Senate of Florida,"","",,,,,,,,
Q948920,Q13218630,United States representative,elected representative in the US,1995-01-03,Rhode Island's 1st congressional district,Ronald Machtley,David Cicilline,2011-01-03,,,,
Q949514,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q949514,Q18604553,member of the Texas House of Representatives,elected representative,"",,,,,,,,
Q949514,Q912994,speaker of the United States House of Representatives,position,1987-01-06,,Tip O'Neill,Tom Foley,1989-06-06,48,,,
Q952391,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q952391,Q17485005,member of the Colorado House of Representatives,"","",,,,,,,,
Q953554,Q13218630,United States representative,elected representative in the US,1993-01-03,,,,,,,,
Q957690,Q13217683,United States senator,member of the United States Senate,2009-01-03,New Mexico,Pete Domenici,,,,,,
Q957690,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q957690,Q4818643,Attorney General of New Mexico,attorney general for the U.S. state of New Mexico,1991-01-01,,Hal Stratton,Patricia A. Madrid,1999-01-01,28,,,
Q957778,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q957778,Q18648747,Member of the Alabama House of Representatives,elected Representative,"",,,,,,,,
Q959455,Q13218630,United States representative,elected representative in the US,2001-01-03,Missouri's 1st congressional district,Bill Clay,,,,,,
Q959455,Q18131809,Member of the Missouri House of Representatives,elected Representative,"",,,,,,,,
Q959455,Q21364537,member of the State Senate of Missouri,"",1991-09,,,Pat Dougherty,2001-01,,,,
Q959610,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q962919,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q962919,Q19754409,member of the South Carolina House of Representatives,"","",,,,,,,,
Q963419,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q963898,Q13218630,United States representative,elected representative in the US,"",Illinois's 5th congressional district,,,,,,,
Q963898,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,,
Q963898,Q20058778,member of the State Senate of Illinois,"",1954,,,,1959,,,,
Q963898,Q5255561,Democratic Caucus Chairman of the United States House of Representatives,"",1967-01-03,,Eugene James Keogh,Olin Earl Teague,1971-01-03,,,,
Q965289,Q13218630,United States representative,elected representative in the US,"",New Jersey's 6th congressional district,,,,,,,
Q965289,Q19385767,member of the State Senate of New Jersey,"",1984,,,,1988,,,,
Q965768,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q965794,Q13218630,United States representative,elected representative in the US,1993-01-03,Alabama's 2nd congressional district,William Louis Dickinson,Bobby Bright,2009-01-03,,,,
Q966208,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q966332,Q13218630,United States representative,elected representative in the US,1981-01-03,Texas's 4th congressional district,Ray Roberts,John Ratcliffe,2015-01-03,,,,
Q966332,Q18565274,member of the State Senate of Texas,"",1963-01-08,,,,1973-01-09,,,,
Q966352,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q969757,Q13217683,United States senator,member of the United States Senate,1987-01-03,Louisiana,Russell Billiu Long,David Vitter,2005-01-03,,,,
Q969757,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q969776,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q969776,Q17602055,member of the State Senate of Wisconsin,"",1973-01,,Myron P. Lotto,Don Hanaway,1979-01,,,,
Q970478,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q970478,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,,
Q971318,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q971318,Q20058770,member of the New York State Assembly,elected representative,"",,,,,,,,
Q971943,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q971943,Q18675883,member of the State Senate of Michigan,"","",,,,,,,,
Q972029,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q972029,Q18691526,member of the State Senate of New York,elected Representative,"",,,,,,,,
Q972735,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q973774,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q973774,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,,
Q976160,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q976160,Q19385767,member of the State Senate of New Jersey,"","",,,,,,,,
Q977717,Q13218630,United States representative,elected representative in the US,1983-01-03,Indiana's 6th congressional district,David W. Evans,Mike Pence,2003-01-03,,,,
Q977717,Q13218630,United States representative,elected representative in the US,2003-01-03,Indiana's 5th congressional district,Steve Buyer,Susan Brooks,2013-01-03,,,,
Q977717,Q18190880,member of the Indiana House of Representatives,"","",,,,,,,,
Q977717,Q19362907,member of the State Senate of Indiana,"","",,,,,,,,
Q977920,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q977920,Q18675883,member of the State Senate of Michigan,"","",,,,,,,,
Q978380,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q978618,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q978618,Q18654736,member of the Michigan House of Representatives,elected Representative,"",,,,,,,,
Q980183,Q13218630,United States representative,elected representative in the US,"",Indiana's 2nd congressional district,Timothy J. Roemer,Joe Donnelly,,,,,
Q980649,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q981424,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q981424,Q18536527,member of the New Jersey General Assembly,"","",,,,,,,,
Q981559,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q982347,Q13218630,United States representative,elected representative in the US,1974-02-05,Pennsylvania's 12th congressional district,John P. Saylor,Mark Critz,2010-02-08,,,,
Q982347,Q14616716,member of the Pennsylvania House of Representatives,elected Representative,1969-05-20,,Edward McNally,James Whelan,1973-11-30,,,,
Q983116,Q13218630,United States representative,elected representative in the US,1997-01-03,Florida's 19th congressional district,Harry Johnston,Ted Deutch,2010-01-03,,,,
Q983116,Q19961062,member of the State Senate of Florida,"","",,,,,,,,
Q983425,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q983425,Q18654736,member of the Michigan House of Representatives,elected Representative,"",,,,,,,,
Q983425,Q18675883,member of the State Senate of Michigan,"","",,,,,,,,
Q983428,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q983428,Q17548315,member of the Georgia House of Representatives,"","",,,,,,,,
Q983428,Q20065663,member of the State Senate of Georgia,elected representative,1991-01-03,,,,1993-01-03,,,,
Q983446,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q983446,Q19727887,member of the State Senate of North Carolina,"Member the  of North Carolina Senate, USA","",,,,,,,,
Q983528,Q13218630,United States representative,elected representative in the US,1993-01-03,Ohio's 11th congressional district,,,1999-01-03,,,,
Q983532,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q983537,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q984183,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q984509,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q991746,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q995192,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q995192,Q18654736,member of the Michigan House of Representatives,elected Representative,"",,,,,,,,
Q998327,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q999912,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q999912,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,,
