id,name,image,gender,birth_date,given_name,identifier__IMDB,identifier__MusicBrainz,identifier__EuroparlMEP,identifier__VIAF,identifier__LCAuth,identifier__GND,identifier__discogs,name__et,name__en,identifier__freebase,wikipedia__et,wikipedia__en,identifier__ISNI,twitter,name__pt,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ru,name__fr,name__be,name__es,name__ro,name__ca,name__oc,name__fi,name__uk,name__lv,name__it,name__be_tarask,name__de,name__cs,name__io,name__lt,name__nl,name__sk,name__sl,name__da,name__hr,name__la,name__sv,name__zh,name__nb,name__nn,name__fa,name__ka,name__tr,wikipedia__be_x_old,wikipedia__be,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__es,wikipedia__etwikiquote,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__io,wikipedia__it,wikipedia__ka,wikipedia__lt,wikipedia__lv,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__tr,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__zh,wikipedia__la,name__is,wikipedia__is,name__ja,wikipedia__ja,name__en_ca,name__en_gb,wikipedia__sv,name__ie,wikipedia__ie,name__id,wikipedia__id,wikipedia__plwikiquote,name__bar,name__af,name__an,name__ast,name__br,name__bs,name__co,name__cy,name__eo,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hu,name__lb,name__li,name__lij,name__lmo,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sq,name__vec,name__vls,name__wa,identifier__SUDOC,name__ko,name__fo,wikipedia__ko,wikipedia__nn,wikipedia__sco,identifier__Munzinger,name__bg,wikipedia__bg,name__he,name__az,name__de_ch,name__el,name__vi,name__ar,name__ta,name__mk,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__el,wikipedia__he,wikipedia__lb,wikipedia__ruwikinews,wikipedia__ta,wikipedia__vi,identifier__parlement,website,original_wikiname,identifier__allmovie,name__mn,name__vro,wikipedia__fiu_vro,wikipedia__mn,identifier__IIAF,name__hy,wikipedia__hy,identifier__BNF,wikipedia__enwikiquote,wikipedia__hu,wikipedia__liwikiquote,death_date,name__yo,name__sr,name__se,name__pt_br,wikipedia__eo,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__ga,wikipedia__gl,wikipedia__se,wikipedia__simple,wikipedia__sl,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__GTAA,identifier__NTA,identifier__FAST,identifier__SFDb,name__de_at,last_seen,identifier__AlloCine,identifier__elonet,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__PORT,identifier__senate_nl,identifier__PACE,wikipedia__tpi,wikipedia__hsb,name__hsb,name__tpi,name__bm,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__pap,name__prg,name__rgn,name__sr_el,name__sw,name__vmf,name__vo,name__wo,name__zu,identifier__etis_ee,family_name,identifier__google_knowledge,occupation,identifier__snac,name__tt,name__ba,wikipedia__myv,wikipedia__af,identifier__ioc_athlete,name__sje,name__sma,name__smj,facebook,wikipedia__azwikiquote,identifier__Britannica,name__nys,identifier__NUKAT,identifier__BIBSYS,identifier__SELIBR,married_name,identifier__LNB,instagram,identifier__riigikogu,name__lfn,wikipedia__sq,name__myv,name__mi,identifier__CONOR,identifier__NKC,wikipedia__tt,name__lo,name__th,wikipedia__lo,wikipedia__th,wikipedia__hr,name__kana,name__azb,wikipedia__azb,name__ceb,name__fy,name__eml,name__dsb,name__mt,name__frr,name__sh,name__tl,name__uz,name__hif,name__ht,name__jv,name__ang,name__su,name__ay,name__aa,name__ace,name__bcl,name__bi,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__cu,name__diq,name__ext,name__ff,name__fj,name__gn,name__got,name__gv,name__hak,name__haw,name__hif_latn,name__ho,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__kaa,name__ki,name__kj,name__kk_latn,name__kl,name__kr,name__ksh,name__ku_latn,name__kw,name__lad,name__lg,name__ln,name__ltg,name__map_bms,name__mh,name__mo,name__mus,name__mwl,name__my,name__na,name__nah,name__nov,name__nso,name__nv,name__om,name__pag,name__pam,name__pdc,name__pih,name__qu,name__rmy,name__rn,name__ruq_latn,name__rw,name__sg,name__shi_latn,name__sm,name__sn,name__so,name__srn,name__ss,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__ts,name__tt_latn,name__tum,name__tw,name__ty,name__ug_latn,name__ve,name__vep,name__war,name__xh,name__za,name__zea,name__ak,name__aln,name__arn,name__cbk_zam,name__chr,name__ee,name__fit,name__gag,name__dtp,name__ha,name__iu
Q13629005,Lauri Laasi,https://upload.wikimedia.org/wikipedia/commons/f/f5/KE_Lauri_Laasi.jpg,male,1974-09-12,Lauri,,,,,,,,Lauri Laasi,Lauri Laasi,,Lauri Laasi,,,laurilaasi,,,,,,,,,,Lauri Laasi,,Lauri Laasi,,,,Lauri Laasi,,,,,,,,,,,Lauri Laasi,,,,,,,,,,,,,,Category:Lauri Laasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lauri Laasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laasi,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1375483,Jaanus Tamkivi,https://upload.wikimedia.org/wikipedia/commons/4/4c/Jaanus_Tamkivi.jpg,male,1959-11-17,Jaanus,,,,,,,,Jaanus Tamkivi,Jaanus Tamkivi,/m/02qh69b,Jaanus Tamkivi,Jaanus Tamkivi,,,Jaanus Tamkivi,,,,,,,Jaanus Tamkivi,,Jaanus Tamkivi,,Jaanus Tamkivi,Jaanus Tamkivi,Jaanus Tamkivi,,Jaanus Tamkivi,,,Jaanus Tamkivi,,Jaanus Tamkivi,Jaanus Tamkivi,,Jaanus Tamkivi,Jaanus Tamkivi,Jaanus Tamkivi,Jaanus Tamkivi,Jaanus Tamkivi,Jaanus Tamkivi,Jaanus Tamkivi,Jaanus Tamkivi,,Jaanus Tamkivi,Jaanus Tamkivi,,,,,,,Category:Jaanus Tamkivi,,,Jaanus Tamkivi,,,,Jaanus Tamkivi,Jaanus Tamkivi,,Jaanus Tamkivi,,,,,,,Jaanus Tamkivi,,,,,,,,,,,,,,,,,,,,,,,,Jaanus Tamkivi,,,,,,,,,,,,Jaanus Tamkivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamkivi,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1375585,Jaak Aab,https://upload.wikimedia.org/wikipedia/commons/6/6a/Jaak_Aab_2017-06-09.jpg,male,1960-04-09,Jaak,,,,5874149544605200490007,,,,Jaak Aab,Jaak Aab,/m/02vyr7r,Jaak Aab,Jaak Aab,,,Jaak Aab,,,,,,,Jaak Aab,Яак Ааб,Jaak Aab,,Jaak Aab,Jaak Aab,Jaak Aab,,Jaak Aab,,,Jaak Aab,,Jaak Aab,Jaak Aab,,Jaak Aab,Jaak Aab,Jaak Aab,Jaak Aab,Jaak Aab,Jaak Aab,Jaak Aab,Jaak Aab,,Jaak Aab,Jaak Aab,جک اب,,,,,,Category:Jaak Aab,,,Jaak Aab,,,جک اب,Jaak Aab,Jaak Aab,,Jaak Aab,,,,,,,Jaak Aab,,,"Ааб, Яак",,,,,,,,,,,,Jaak Aab,,,,,,,,,Jaak Aab,,,,,Jaak Aab,,,,,,,Jaak Aab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaak Aab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aab,,politician,,,,,,,,,,aabjaak,,,,,,,,,,6b45cfb5-8a17-481c-b674-80fc00c6cf5d,,,,,,,,ຈາອັກ ອາອັບ,จาอัค อาอับ,ຈາອັກ ອາອັບ,จาอัค อาอับ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1385792,Ken-Marti Vaher,"https://upload.wikimedia.org/wikipedia/commons/d/d9/Ken-Marti_Vaher,_2011.jpg",male,1974-09-05,Ken-Marti,,,,232728716,,1021288675,,Ken-Marti Vaher,Ken-Marti Vaher,/m/05pd5d,Ken-Marti Vaher,Ken-Marti Vaher,0000 0003 6781 8643,,Ken-Marti Vaher,,,,,,,Ken-Marti Vaher,,Ken-Marti Vaher,,Ken-Marti Vaher,Ken-Marti Vaher,Ken-Marti Vaher,,Ken-Marti Vaher,,,,,Ken-Marti Vaher,Ken-Marti Vaher,,Ken-Marti Vaher,Ken-Marti Vaher,Ken-Marti Vaher,Ken-Marti Vaher,Ken-Marti Vaher,Ken-Marti Vaher,Ken-Marti Vaher,Ken-Marti Vaher,,Ken-Marti Vaher,Ken-Marti Vaher,,,,,,,Category:Ken-Marti Vaher,,,Ken-Marti Vaher,,,,Ken-Marti Vaher,Ken-Marti Vaher,,,,,,,,,Ken-Marti Vaher,,,,,,,,,,,,,,,,,,,,,,,,Ken-Marti Vaher,,,,,,,,,,,,Ken-Marti Vaher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaher,,politician,,,,,,,,,,vaher.kenmarti,,,,,,,,,,e796fa83-54c6-4aa2-a05a-166f331508fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1398025,Ivari Padar,https://upload.wikimedia.org/wikipedia/commons/a/ad/Ivari_Padar_at_Laulupidu_cropped.jpg,male,1965-03-12,Ivari,,,97025,,,,,Ivari Padar,Ivari Padar,/m/02qh5nc,Ivari Padar,Ivari Padar,,,Ivari Padar,,,,,,,Ivari Padar,"Падар, Ивари",Ivari Padar,,Ivari Padar,Ivari Padar,Ivari Padar,,Ivari Padar,,,Ivari Padar,,Ivari Padar,Ivari Padar,,Ivari Padar,Ivari Padar,Ivari Padar,Ivari Padar,Ivari Padar,Ivari Padar,Ivari Padar,Ivari Padar,,Ivari Padar,Ivari Padar,,,,,,,Category:Ivari Padar,,Ivari Padar,Ivari Padar,,,,,Ivari Padar,,Ivari Padar,,Ivari Padar,,Ivari Padar,,,Ivari Padar,,,"Падар, Ивари",,,,,,,,,,,,Ivari Padar,,,,,,,,,Ivari Padar,,,,,,,,,,,,Ivari Padar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Padar,,politician,,,,,,,,,,ivaripadar,,,,,,,,,,56240b7a-f393-479e-8fa4-8267be56d125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1399189,Marko Pomerants,https://upload.wikimedia.org/wikipedia/commons/c/cd/IRL_Marko_Pomerants.jpg,male,1964-09-24,Marko,,,,,,,,Marko Pomerants,Marko Pomerants,/m/02vyr60,Marko Pomerants,Marko Pomerants,,MPomerants,Marko Pomerants,,,,,,,Marko Pomerants,"Померанц, Марко",Marko Pomerants,,Marko Pomerants,Marko Pomerants,Marko Pomerants,,Marko Pomerants,,,,,Marko Pomerants,Marko Pomerants,,Marko Pomerants,Marko Pomerants,Marko Pomerants,Marko Pomerants,Marko Pomerants,Marko Pomerants,Marko Pomerants,Marko Pomerants,,Marko Pomerants,Marko Pomerants,,,Marko Pomerants,,,,Category:Marko Pomerants,,,Marko Pomerants,,,,Marko Pomerants,Marko Pomerants,,,,,,,,,Marko Pomerants,,,"Померанц, Марко",Marko Pomerants,,,,,,,,,,,Marko Pomerants,,,,,,,,,Marko Pomerants,,,,,,,,,,,,Marko Pomerants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomerants,,politician,,,,,,,,,,100000234181959,,,,,,,,,,85b88dbc-3406-44a0-9aff-49394fd4e9a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1399218,Hanno Pevkur,"https://upload.wikimedia.org/wikipedia/commons/5/58/Hanno_Pevkur,_2011.jpg",male,1977-04-02,Hanno,,,,,,,,Hanno Pevkur,Hanno Pevkur,/m/064k_0x,Hanno Pevkur,Hanno Pevkur,,hpevkur,Hanno Pevkur,,,,,,,Hanno Pevkur,"Певкур, Ханно",Hanno Pevkur,,Hanno Pevkur,Hanno Pevkur,Hanno Pevkur,,Hanno Pevkur,,,Hanno Pevkur,,Hanno Pevkur,Hanno Pevkur,,Hanno Pevkur,Hanno Pevkur,Hanno Pevkur,Hanno Pevkur,Hanno Pevkur,Hanno Pevkur,Hanno Pevkur,Hanno Pevkur,,Hanno Pevkur,Hanno Pevkur,,,Hanno Pevkur,,,,Category:Hanno Pevkur,,,Hanno Pevkur,,,,Hanno Pevkur,Hanno Pevkur,,Hanno Pevkur,,,,,,,Hanno Pevkur,,,"Певкур, Ханно",Hanno Pevkur,,,,Hanno Pevkur,,,ハンノ・ペヴクル,,Hanno Pevkur,Hanno Pevkur,Hanno Pevkur,,,Hanno Pevkur,Hanno Pevkur,,,,,Hanno Pevkur,,,,,,,,,,,,Hanno Pevkur,,,,,,,,,,,,,,,,,,,,,,,,,,,האנו פבקור,,,Χάννο Πέβκουρ,,,,,,,,Χάννο Πέβκουρ,,,,,,,http://www.pevkur.ee/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,100007049538530,,,,,,,,,,cf42a56a-b91a-4a51-913b-a489305326a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1410118,Jaanus Marrandi,https://upload.wikimedia.org/wikipedia/commons/8/80/RK_Jaanus_Marrandi.jpg,male,1963-03-23,Jaanus,,,,60147095156825082789,,1109822308,,Jaanus Marrandi,Jaanus Marrandi,,Jaanus Marrandi,,,,Jaanus Marrandi,,,,,,,Jaanus Marrandi,,Jaanus Marrandi,,Jaanus Marrandi,Jaanus Marrandi,Jaanus Marrandi,,Jaanus Marrandi,,,,,Jaanus Marrandi,Jaanus Marrandi,,Jaanus Marrandi,Jaanus Marrandi,Jaanus Marrandi,Jaanus Marrandi,Jaanus Marrandi,Jaanus Marrandi,Jaanus Marrandi,Jaanus Marrandi,,,,,,,,,,Category:Jaanus Marrandi,,,Jaanus Marrandi,,,,,,,,,,,,,,Jaanus Marrandi,,,,,,,,,,,,,,,,,,,,,,,,Jaanus Marrandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marrandi,,politician,,,,,,,,,,100000899253355,,,,,,,,,,13fe7449-a3ec-4e2e-86aa-256d8ce8475c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14188964,Kalev Lillo,https://upload.wikimedia.org/wikipedia/commons/f/fe/RE_Kalev_Lillo.jpg,male,1966-11-30,Kalev,,,,,,,,Kalev Lillo,Kalev Lillo,,Kalev Lillo,,,,,,,,,,,,,Kalev Lillo,,Kalev Lillo,,,,Kalev Lillo,,,,,,,,,,,Kalev Lillo,,,,,,,,,,,,,,Category:Kalev Lillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalev Lillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lillo,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14191221,Lauri Luik,https://upload.wikimedia.org/wikipedia/commons/c/c6/RE_Lauri_Luik.jpg,male,1982-04-23,Lauri,,,,,,,,Lauri Luik,Lauri Luik,,Lauri Luik,,,lauriluik,,,,,,,,,Лаури Луйк,Lauri Luik,,Lauri Luik,,,,Lauri Luik,,,,,,,,,,,Lauri Luik,,,,,,,,,,,,,,Category:Lauri Luik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lauri Luik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luik,,politician,,,,,,,,,,669865682,,,,,,,,,,0c8c32b6-5add-4058-acb8-c76822d1d06b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1433583,Jüri Luik,https://upload.wikimedia.org/wikipedia/commons/e/ef/Jüri_Luik_2017-06-09.jpg,male,1966-08-17,Jüri,,,,2454147425853245040003,,1113552786,,Jüri Luik,Jüri Luik,/m/02w443m,Jüri Luik,Jüri Luik,,,Jüri Luik,,,,,,,Jüri Luik,Юри Луйк,Jüri Luik,,Jüri Luik,Jüri Luik,Jüri Luik,,Jüri Luik,,,,,Jüri Luik,Jüri Luik,,Jüri Luik,Jüri Luik,Jüri Luik,Jüri Luik,Jüri Luik,Jüri Luik,Jüri Luik,Jüri Luik,,Jüri Luik,Jüri Luik,,,Jüri Luik,,,,Category:Jüri Luik,,,Jüri Luik,,,,,Jüri Luik,,,,,,,,,Jüri Luik,,,,Jüri Luik,,,,,,,,,Jüri Luik,Jüri Luik,,,,,,,,,,Jüri Luik,,,,,,,,,,,,Jüri Luik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jüri Luik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luik,,politician,,,,,,,,,,JyriLuik,,,,,,,,,,f131be9d-f04c-4557-aa0d-657e78a145af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14483307,Heljo Pikhof,https://upload.wikimedia.org/wikipedia/commons/1/1b/SDE_Heljo_Pikhof.jpg,female,1958-10-20,Heljo,,,,,,,,Heljo Pikhof,Heljo Pikhof,,Heljo Pikhof,,,,,,,,,,,,,Heljo Pikhof,,Heljo Pikhof,,,,Heljo Pikhof,,,,,,,,,,,Heljo Pikhof,,,,,,,,,,,,,,Category:Heljo Pikhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heljo Pikhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pikhof,,politician,,,,,,,,,,100006155179175,,,,,,,,,,b5922bb2-56bb-4de6-a7e1-754553191c27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1453245,Mart Helme,https://upload.wikimedia.org/wikipedia/commons/6/6b/Mart_Helme.jpg,male,1949-10-31,Mart,,,,229181471,n2003108109,130337617,,Mart Helme,Mart Helme,/m/0q57grn,Mart Helme,Mart Helme,0000 0000 1705 8947,,Mart Helme,,,,,,,Mart Helme,Март Хельме,Mart Helme,,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,,Marts Helme,Mart Helme,,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,瑪特·霍爾,Mart Helme,Mart Helme,,,,,,,Category:Mart Helme,,,Mart Helme,,,,Mart Helme,Mart Helme,,,,,Marts Helme,,,,Mart Helme,,,"Хельме, Март",,,,,,Mart Helme,,,,Mart Helme,Mart Helme,,Mart Helme,Mart Helme,Mart Helme,,,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,,Mart Helme,Mart Helme,Mart Helme,,,,,,,,,,,,Mart Helme,,Mart Helme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mart Helme,,,,,,,,,,,,,,495726,,Mart Helme,,,,,,,,,7406,,,,,,,Mart Helme,Mart Helme,,,Mart Helme,Mart Helme,Mart Helme,Mart Helme,Mart Helme,,,,Mart Helme,Mart Helme,,Mart Helme,Mart Helme,Mart Helme,,Helme,,journalist,,,,,,,,,,mart.helme,,,,,9008188,,,,,4b96f3e5-af5e-41ce-86c9-3fdee3ce51da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14542629,Rein Randver,https://upload.wikimedia.org/wikipedia/commons/7/78/SDE_Rein_Randver.jpg,male,1956-06-24,Rein,,,,,,,,Rein Randver,Rein Randver,,Rein Randver,,,,,,,,,,,,,Rein Randver,,Rein Randver,,,,Rein Randver,,,,,,,,,,,Rein Randver,,,,,,,,,,,,,,Category:Rein Randver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rein Randver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Randver,,politician,,,,,,,,,,100008765507858,,,,,,,,,,126c9539-9f92-447b-b8e7-812cd951f4f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q156469,Siim Kallas,"https://upload.wikimedia.org/wikipedia/commons/4/41/Siim_Kallas,_arvamusfestival_2014.jpg",male,1948-10-02,Siim,,,,62632376,n2006066779,12958911X,,Siim Kallas,Siim Kallas,/m/018zkx,Siim Kallas,Siim Kallas,0000 0000 1712 692X,,Siim Kallas,,,,,,,Siim Kallas,Сийм Каллас,Siim Kallas,Сійм Калас,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,Сіім Каллас,Sīms Kallass,Siim Kallas,,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,西姆·卡拉斯,Siim Kallas,Siim Kallas,سیم کالاس,სიიმ კალასი,Siim Kallas,,Сійм Калас,Siim Kallas,Category:Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,,سیم کالاس,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,სიიმ კალასი,Siim Kallas,Sīms Kallass,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,Siim Kallas,"Каллас, Сийм",Siim Kallas,Сіім Каллас,,,,,,シーム・カラス,シーム・カラス,,,Siim Kallas,,,Siim Kallas,Siim Kallas,,,,,Siim Kallas,,,,,Siim Kallas,,,,,,,Siim Kallas,,,,,,,,,,,,,,,,,,,,,,Siim Kallas,,,,,סים קאלאס,,,,,,,,,,,,,,,,,vgo02ttuyfzj,,,,,,,,,,,,,Siim Kallas,,,,,,,Siim Kallas,,,,,,,,,,340/000028256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kallas,,politician,,,,,,,,,,siim.kallas.94,,,,,,,,,,0d906012-76b5-468c-a0c9-201f41f271a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
