id,name__en,name__yo,name__es,name__de,name__nb,name__da,name__nn,name__sv,name__fr,name__cy,name__nl,name__hu,name,wikipedia__en,wikipedia__yo,gender,occupation,birth_date,death_date,given_name,original_wikiname,name__ig,wikipedia__ig,wikipedia__sv,image,wikipedia__es,identifier__VIAF,identifier__LCAuth,identifier__SUDOC,identifier__FAST,twitter,identifier__google_knowledge,name__tr,name__ru,wikipedia__de,wikipedia__no,wikipedia__ru,wikipedia__tr,identifier__freebase,name__zh_hant,name__zh_cn,name__ar,name__eu,name__fi,name__hr,name__id,name__it,name__ja,name__ka,name__ko,name__pl,name__pt,name__qu,name__sr,name__sw,name__uk,name__af,name__zh,name__fa,name__eo,name__ca,wikipedia__af,wikipedia__ar,wikipedia__ca,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__hr,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__nl,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__qu,wikipedia__sr,wikipedia__sw,wikipedia__uk,wikipedia__zh,identifier__ISNI,identifier__GND,identifier__OLID,identifier__NTA,identifier__NNDB,identifier__Munzinger,identifier__Oxforddnb,identifier__britishmuseum,identifier__bigenc_ru,identifier__snac,wikipedia__simple,name__vi,wikipedia__vi,identifier__BNF,name__cs,wikipedia__cswikiquote,name__en_ca,name__en_gb,name__ht,wikipedia__ht,name__zh_tw,wikipedia__hu,identifier__FIFA,wikipedia__enwikisource,identifier__quora,identifier__ne_se,wikipedia__commons,website
Q5545186,George Thompson Sekibo,George Thompson Sekibo,George Thompson Sekibo,George Thompson Sekibo,,,,,George Thompson Sekibo,,George Thompson Sekibo,George Thompson Sekibo,George Thompson Sekibo,George Thompson Sekibo,George Thompson Sekibo,male,politician,1957-04-01,,George,George Thompson Sekibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5581828,Goni Modu Bura,Goni Modu Bura,,Goni Modu Bura,,,,,Goni Modu Bura,,Goni Modu Bura,,Goni Modu Bura,Goni Modu Bura,Goni Modu Bura,male,politician,,,,Goni Modu Bura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5591175,Grace Folashade Bent,Grace Folashade Bent,,Grace Folashade Bent,,,,,Grace Folashade Bent,,Grace Folashade Bent,,Grace Folashade Bent,Grace Folashade Bent,Grace Folashade Bent,female,politician,1960-10-25,,Grace,Grace Folashade Bent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5607086,Gregory Ngaji,Gregory Ngaji,,Gregory Ngaji,,,,,Gregory Ngaji,,Gregory Ngaji,,Gregory Ngaji,Gregory Ngaji,Gregory Ngaji,male,politician,1946-11-17,,Gregory,Gregory Ngaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5623995,Gyang Dalyop Datong,Gyang Dalyop Datong,,Gyang Dalyop Datong,,,,,Gyang Dalyop Datong,,Gyang Dalyop Datong,,Gyang Dalyop Datong,Gyang Dalyop Datong,Gyang Dalyop Datong,male,politician,1959-02-20,2012-07-08,,Gyang Dalyop Datong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5675846,Haruna Aziz Zeego,Haruna Aziz Zeego,,Haruna Aziz Zeego,,,,,Haruna Aziz Zeego,,Haruna Aziz Zeego,,Haruna Aziz Zeego,Haruna Aziz Zeego,Haruna Aziz Zeego,male,politician,,,Haruna,Haruna Aziz Zeego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5679766,Hassan Muhammed Gusau,Hassan Muhammed Gusau,,Hassan Muhammed Gusau,,,,,Hassan Muhammed Gusau,,Hassan Muhammed Gusau,,Hassan Muhammed Gusau,Hassan Muhammed Gusau,Hassan Muhammed Gusau,male,politician,1960-12-12,,Hassan,Hassan Muhammed Gusau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5702218,Helen Esuene,Helen Esuene,,Helen Esuene,,,,,Helen Esuene,,Helen Esuene,,Helen Esuene,Helen Esuene,Helen Esuene,female,,1949-11-23,,Helen,Helen Esuene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5899569,Hope Uzodinma,Hope Uzodinma,,Hope Uzodinma,,,,,Hope Uzodinma,,Hope Uzodinma,,Hope Uzodinma,Hope Uzodinma,Hope Uzodinma,male,politician,,,Hope,Hope Uzodinma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5953576,Hyde Onuaguluchi,Hyde Onuaguluchi,,Hyde Onuaguluchi,,,,,Hyde Onuaguluchi,,Hyde Onuaguluchi,,Hyde Onuaguluchi,Hyde Onuaguluchi,Hyde Onuaguluchi,male,politician,,,Hyde,Hyde Onuaguluchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5984636,Ibrahim Kura Mohammed,Ibrahim Kura Mohammed,,Ibrahim Kura Mohammed,,,,,Ibrahim Kura Mohammed,,Ibrahim Kura Mohammed,,Ibrahim Kura Mohammed,Ibrahim Kura Mohammed,Ibrahim Kura Mohammed,male,politician,,2009-05-06,Ibrahim,Ibrahim Kura Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5984638,Ibrahim Kuta,Ibrahim Kuta,,Ibrahim Kuta,,,,,Ibrahim Kuta,,Ibrahim Kuta,,Ibrahim Kuta,Ibrahim Kuta,Ibrahim Kuta,male,politician,1942-10-01,2008-03-01,Ibrahim,Ibrahim Kuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5984642,Ibrahim Lame,Ibrahim Lame,,Ibrahim Lame,,,,,Ibrahim Lame,,Ibrahim Lame,,Ibrahim Lame,Ibrahim Lame,Ibrahim Lame,male,politician,1953-02-10,,Ibrahim,Ibrahim Lame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5984649,Ibrahim M. Ida,Ibrahim M. Ida,,,,,,,Ibrahim M. Ida,,Ibrahim M. Ida,,Ibrahim M. Ida,Ibrahim M. Ida,Ibrahim M. Ida,male,politician,1949-01-15,,Ibrahim,Ibrahim M. Ida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5984682,Ibrahim Muhammed Kirikasama,Ibrahim Muhammed Kirikasama,,Ibrahim Muhammed Kirikasama,,,,,Ibrahim Muhammed Kirikasama,,Ibrahim Muhammed Kirikasama,,Ibrahim Muhammed Kirikasama,Ibrahim Muhammed Kirikasama,Ibrahim Muhammed Kirikasama,male,politician,1952-02,,Ibrahim,Ibrahim Muhammed Kirikasama,,,,https://upload.wikimedia.org/wikipedia/commons/7/7d/Ibrahim_Mohammed_Kirikasama.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5984684,Ibrahim Musa,Ibrahim Musa,,Ibrahim Musa,,,,,Ibrahim Musa,,Ibrahim Musa,,Ibrahim Musa,Ibrahim Musa,Ibrahim Musa,male,politician,,,Ibrahim,Ibrahim Musa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5989581,Idris Abubakar,Idris Abubakar,Idris Abubakar,Idris Abubakar,,,,,Idris Abubakar,,Idris Abubakar,Idris Abubakar,Idris Abubakar,Idris Abubakar,Idris Abubakar,male,politician,1955-11-13,2002-01-01,,Idris Abubakar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5991127,Ifeanyi Ararume,Ifeanyi Ararume,,Ifeanyi Ararume,,,,,Ifeanyi Ararume,,Ifeanyi Ararume,,Ifeanyi Ararume,Ifeanyi Ararume,Ifeanyi Ararume,male,politician,,,Ifeanyi,Ifeanyi Ararume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6075725,Isa Mohammed,Isa Mohammed,,Isa Mohammed,,,,,Isa Mohammed,,Isa Mohammed,,Isa Mohammed,Isa Mohammed (Nigerian senator),Isa Mohammed,male,politician,1948,,İsa,Isa Mohammed (Nigerian senator),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6075829,Isaac Alfa,,,Isaac Alfa,,,,,Isaac Alfa,,Isaac Alfa,,Isaac Alfa,Isaac Alfa,,male,politician,1950-09-15,,Isaac,Isaac Alfa,,,,https://upload.wikimedia.org/wikipedia/commons/4/46/Senisaacalfa.jpg,,,,,,,,,,,,,,,,,,,,,,Isaac Alfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6078472,Isaiah Balat,Isaiah Balat,Isaiah Balat,Isaiah Balat,Isaiah Balat,Isaiah Balat,Isaiah Balat,Isaiah Balat,Isaiah Balat,Isaiah Balat,Isaiah Balat,Isaiah Balat,Isaiah Balat,Isaiah Balat,Isaiah Balat,male,politician,1952-10-23,2014-02-18,Isaiah,Isaiah Balat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6080812,Isiaka Adetunji Adeleke,Isiaka Adetunji Adeleke,,Isiaka Adetunji Adeleke,,,,,Isiaka Adetunji Adeleke,,Isiaka Adetunji Adeleke,,Isiaka Adetunji Adeleke,Isiaka Adeleke,Isiaka Adetunji Adeleke,male,politician,1955-01-15,2017-04-23,,Isiaka Adetunji Adeleke,,,,,,58967646,nr94043354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4960 528X,,,,,,,,,,Isiaka Adeleke,,,,,,,,,,,,,,,,,
Q6138857,James Manager,James Manager,,James Manager,,,,,James Manager,,James Manager,,James Manager,James Manager,James Manager,male,politician,1960,,James,James Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6197222,Jim Nwobodo,Jim Nwobodo,,Jim Nwobodo,,,,,Jim Nwobodo,,Jim Nwobodo,,Jim Nwobodo,Jim Nwobodo,Jim Nwobodo,male,politician,1940-05-09,,Jim,Jim Nwobodo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6213354,Joel Danlami Ikenya,Jóẹ́l Danlami Ikenya,,Joel Danlami Ikenya,,,,,Joel Danlami Ikenya,,Joel Danlami Ikenya,,Joel Danlami Ikenya,Joel Danlami Ikenya,Jóẹ́l Danlami Ikenya,male,politician,1962-07-17,,Joel,Jóẹ́l Danlami Ikenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6219847,John Azuta-Mbata,John Azuta-Mbata,,,,,,,John Azuta-Mbata,,John Azuta-Mbata,,John Azuta-Mbata,John Azuta-Mbata,John Azuta-Mbata,male,politician,1960-01,,John,John Azuta-Mbata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6241500,John James Akpan Udo-Edehe,John James Akpan Udo-Edehe,,,,,,,John James Akpan Udo-Edehe,,John James Akpan Udo-Edehe,,John James Akpan Udo-Edehe,John James Akpan Udo-Edehe,John James Akpan Udo-Edehe,male,politician,1960,,John,John James Akpan Udo-Edehe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6250148,John Nanzip Shagaya,John Nanzip Shagaya,,John Nanzip Shagaya,,,,,John Nanzip Shagaya,,John Nanzip Shagaya,,John Nanzip Shagaya,John Nanzip Shagaya,John Nanzip Shagaya,male,politician,1942-09-02,,John,John Nanzip Shagaya,,,,,,16418837,n92026390,,300670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6251174,John Okechukwuemeka,John Okechukwuemeka,,John Okechukwuemeka,,,,,John Okechukwuemeka,,John Okechukwuemeka,,John Okechukwuemeka,John Okechukwuemeka,John Okechukwuemeka,male,politician,1962-07-18,,John,John Okechukwuemeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6274897,Jonathan Zwingina,Jonathan Zwingina,,Jonathan Zwingina,,,,,Jonathan Zwingina,,Jonathan Zwingina,,Jonathan Zwingina,Jonathan Zwingina,Jonathan Zwingina,male,politician,,,Jonathan,Jonathan Zwingina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6280933,Joseph Akaagerger,Joseph Akaagerger,,Joseph Akaagerger,,,,,Joseph Akaagerger,,Joseph Akaagerger,,Joseph Akaagerger,Joseph Akaagerger,Joseph Akaagerger,male,politician,1956-05-05,,Joseph,Joseph Akaagerger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6287738,Joseph Waku,Joseph Waku,,Joseph Waku,,,,,Joseph Waku,,Joseph Waku,,Joseph Waku,Joseph Waku,Joseph Waku,male,politician,,,Joseph,Joseph Waku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6287826,Joseph Wayas,,,Joseph Wayas,,,,,Joseph Wayas,,,,Joseph Wayas,Joseph Wayas,,male,,1941-05-21,,Joseph,Joseph Wayas,,,,,,30820593,,079171265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07258856X,,,,,,,,,,,,,,,,,,,,,,,,
Q6290036,Joshua M. Lidani,Jóṣúà M. Lidani,Joshua M. Lidani,,,,,,Joshua M. Lidani,,Joshua M. Lidani,Joshua M. Lidani,Joshua M. Lidani,Joshua M. Lidani,Jóṣúà M. Lidani,male,politician,1957-10-01,,Joshua,Jóṣúà M. Lidani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6297113,Joy Emodi,Joy Emodi,,Joy Emodi,,,,,Joy Emodi,,Joy Emodi,,Joy Emodi,Joy Emodi,Joy Emodi,female,politician,1955-05-23,,Joy,Joy Emodi,,,,,,14459250,no2003052040,,494625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6301957,Jubril Aminu,Jubril Aminu,Jubril Aminu,Jubril Aminu,,,,,Jubril Aminu,,Jubril Aminu,Jubril Aminu,Jubril Aminu,Jubril Aminu,Jubril Aminu,male,politician,1939-08,,,Jubril Aminu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6310120,Julius Ucha,Julius Ucha,,Julius Ucha,,,,,Julius Ucha,,Julius Ucha,,Julius Ucha,Julius Ucha,Julius Ucha,male,politician,1958-10-19,,Julius,Julius Ucha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6344204,Kabir Garba Marafa,Kabir Garba Marafa,,Kabir Garba Marafa,,,,,Kabir Garba Marafa,,Kabir Garba Marafa,,Kabir Garba Marafa,Kabir Garba Marafa,Kabir Garba Marafa,male,politician,,,,Kabir Garba Marafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6344250,Kabiru Ibrahim Gaya,Kabiru Ibrahim Gaya,,Kabiru Ibrahim Gaya,,,,,Kabiru Ibrahim Gaya,,Kabiru Ibrahim Gaya,,Kabiru Ibrahim Gaya,Kabiru Ibrahim Gaya,Kabiru Ibrahim Gaya,male,politician,1952-06-16,,,Kabiru Ibrahim Gaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6349100,Kaka Mallam Yale,Kaka Mallam Yale,,Kaka Mallam Yale,,,,,Kaka Mallam Yale,,Kaka Mallam Yale,,Kaka Mallam Yale,Kaka Mallam Yale,Kaka Mallam Yale,male,politician,1953-01,,,Kaka Mallam Yale,,,,,,33882838,n2006027257,,1640214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6359013,Kamorudeen Adekunle Adedibu,Kamorudeen Adekunle Adedibu,,Kamorudeen Adekunle Adedibu,,,,,Kamorudeen Adekunle Adedibu,,Kamorudeen Adekunle Adedibu,,Kamorudeen Adekunle Adedibu,Kamorudeen Adekunle Adedibu,Kamorudeen Adekunle Adedibu,male,politician,,,,Kamorudeen Adekunle Adedibu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6380074,Kawu Peto Dukku,,,Kawu Peto Dukku,,,,,Kawu Peto Dukku,,Kawu Peto Dukku,,Kawu Peto Dukku,Kawu Peto Dukku,,male,politician,1958-01-14,2010-04-02,,Kawu Peto Dukku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6388239,Ken Nnamani,Ken Nnamani,Ken Nnamani,Ken Nnamani,,,,,Ken Nnamani,,Ken Nnamani,Ken Nnamani,Ken Nnamani,Ken Nnamani,Ken Nnamani,male,politician,1948-11-02,,Ken,Ken Nnamani,,,,,,160260625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6399043,Khairat Abdulrazaq-Gwadabe,Khairat Abdulrazaq-Gwadabe,,Khairat Abdulrazaq-Gwadabe,,,,,Khairat Abdulrazaq-Gwadabe,,Khairat Abdulrazaq-Gwadabe,,Khairat Abdulrazaq-Gwadabe,Khairat Abdulrazaq-Gwadabe,Khairat Abdulrazaq-Gwadabe,female,politician,1962-04,,,Khairat Abdulrazaq-Gwadabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6503559,Lawali Shuaibu,Lawali Shuaibu,,Lawali Shuaibu,,,,,Lawali Shuaibu,,Lawali Shuaibu,,Lawali Shuaibu,Lawali Shuaibu,Lawali Shuaibu,male,politician,1955-04-18,,,Lawali Shuaibu,,,,https://upload.wikimedia.org/wikipedia/commons/9/93/Lawal_Shuaibu.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6503822,Lawrence Ayo,Lawrence Ayo,,Lawrence Ayo,,,,,Lawrence Ayo,,Lawrence Ayo,,Lawrence Ayo,Lawrence Ayo,Lawrence Ayo,male,politician,,,Lawrence,Lawrence Ayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6514449,Lee Maeba,Lee Maeba,Lee Maeba,Lee Maeba,,,,,Lee Maeba,,Lee Maeba,Lee Maeba,Lee Maeba,Lee Maeba,Lee Maeba,male,politician,1966-02,,,Lee Maeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6732156,Magnus Ngei Abe,Magnus Ngei Abe,,Magnus Ngei Abe,,,,,Magnus Ngei Abe,,Magnus Ngei Abe,,Magnus Ngei Abe,Magnus Ngei Abe,Magnus Ngei Abe,male,,1965-05-24,,Magnus,Magnus Ngei Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6734487,Mahmud Kanti Bello,Mahmud Kanti Bello,,Mahmud Kanti Bello,,,,,Mahmud Kanti Bello,,Mahmud Kanti Bello,,Mahmud Kanti Bello,Mahmud Kanti Bello,Mahmud Kanti Bello,male,politician,1945,,Mahmud,Mahmud Kanti Bello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6736241,Maina Maaji Lawan,Maina Maaji Lawan,,Maina Maaji Lawan,,,,,Maina Maaji Lawan,,Maina Maaji Lawan,,Maina Maaji Lawan,Maina Maaji Lawan,Maina Maaji Lawan,male,politician,1954-07-12,,,Maina Maaji Lawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nassnig.org/nass/portfolio/profile.php?id=sen.majnalawan
Q6737104,Maitama Bello Yusuf,Maitama Bello Yusuf,,Maitama Bello Yusuf,,,,,Maitama Bello Yusuf,,Maitama Bello Yusuf,,Maitama Bello Yusuf,Bello Maitama Yusuf,Maitama Bello Yusuf,male,politician,1947-04-22,,,Maitama Bello Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6745774,Mamman Bello Ali,Mamman Bello Ali,Mamman Bello Ali,Mamman Bello Ali,,,,,Mamman Bello Ali,,Mamman Bello Ali,Mamman Bello Ali,Mamman Bello Ali,Mamman Bello Ali,Mamman Bello Ali,male,politician,1958,2009-01-27,,Mamman Bello Ali,,,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Senator_Mamman_B-_Ali_2014-01-21_00-09.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6785804,Mas’ud El-Jibril,Mas’ud El-Jibril,,,,,,,Mas’ud El-Jibril,,Mas’ud El-Jibril,,Mas’ud El-Jibril,Mas’ud El-Jibril,Mas’ud El-Jibril,male,politician,,,,Mas’ud El-Jibril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6790933,Matthew Mbu Junior,Máttéù Mbu,,Matthew Mbu Junior,,,,,Matthew Mbu Junior,,Matthew Mbu Junior,,Matthew Mbu Junior,Matthew Mbu Junior,Máttéù Mbu,male,politician,,,Matthew,Máttéù Mbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6812232,Melford Okilo,Melford Okilo,,Melford Okilo,,,,,Melford Okilo,,Melford Okilo,,Melford Okilo,Melford Okilo,Melford Okilo,male,politician,1933-11-30,2008-07-05,,Melford Okilo,,,,,,114175374,n82246846,,106402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6892866,Mohammed Adamu Bello,Mohammed Adamu Bello,,Mohammed Adamu Bello,,,,,Mohammed Adamu Bello,,Mohammed Adamu Bello,,Mohammed Adamu Bello,Mohammed Adamu Bello,Mohammed Adamu Bello,male,politician,1957-07-20,,Mohammed,Mohammed Adamu Bello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6892960,Mohammed Alkali,Mohammed Alkali,,Mohammed Alkali,,,,,Mohammed Alkali,,Mohammed Alkali,,Mohammed Alkali,Mohammed Alkali,Mohammed Alkali,male,politician,1950-01-17,,Mohammed,Mohammed Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
