id,name__lt,name__de,name__pl,name__nl,name__en,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__da,name__eo,name__es,name__et,name__eu,name__fi,name__fr,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__it,name__lb,name__li,name__lij,name__lmo,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__pcd,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sq,name__sv,name__tr,name__vec,name__vls,name__wa,name,wikipedia__de,wikipedia__lt,wikipedia__pl,gender,birth_date,given_name,original_wikiname,name__la,name__ja,name__ru,name__uk,name__el,name__zh,name__be,name__lv,name__ie,name__sr,name__fa,name__ko,name__vi,name__sgs,wikipedia__bat_smg,wikipedia__be,wikipedia__ca,wikipedia__da,wikipedia__el,wikipedia__en,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fr,wikipedia__gl,wikipedia__ie,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__nl,wikipedia__ru,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,image,identifier__freebase,identifier__parlement,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__oc,wikipedia__eo,wikipedia__fi,identifier__EuroparlMEP,name__he,name__id,name__ar,name__be_tarask,name__io,wikipedia__ar,wikipedia__be_x_old,wikipedia__cs,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__plwikiquote,identifier__NTA,name__ltg,name__yo,name__mg,wikipedia__af,wikipedia__ltg,wikipedia__ltwikiquote,wikipedia__mg,wikipedia__svwikiquote,wikipedia__yo,name__ka,wikipedia__ka,identifier__Munzinger,identifier__LNB,wikipedia__enwikiquote,wikipedia__ro,death_date,name__az,wikipedia__az,identifier__NUKAT,name__de_ch,website,wikipedia__ast,wikipedia__br,wikipedia__commons,last_seen,identifier__GTAA,family_name,twitter,facebook,identifier__PACE,wikipedia__hsb,name__hsb,wikipedia__bg,name__bg,name__zh_hant,name__zh_cn,occupation,name__en_ca,name__en_gb,wikipedia__sq,identifier__google_knowledge,wikipedia__hu,identifier__NNDB,wikipedia__simple,identifier__BIBSYS,identifier__NLP,wikipedia__vo,name__ba,wikipedia__ba,name__hy,wikipedia__hy,name__lfn,name__pt_br,identifier__FAST,wikipedia__ruwikinews,name__sr_el,name__sr_ec,name__mn,name__zh_hans,wikipedia__hr,wikipedia__mn,wikipedia__sk,wikipedia__sl,wikipedia__cswikiquote,name__ty,name__fo,name__kl,wikipedia__cy,wikipedia__ml,instagram,identifier__youtube,name__ml
Q12665225,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,Mečislovas Zasčiurinskas,male,1946-03-29,Mečislovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12669253,Petras Nevulis,Petras Nevulis,Petras Nevulis,,Petras Nevulis,,,Petras Nevulis,,,,,,,,,,Petras Nevulis,,,,,,,,,,,,,Petras Nevulis,,,,,,,,,,,,,,,,,,,,,,,,,,Petras Nevulis,Petras Nevulis,Petras Nevulis,Petras Nevulis,male,1965-01-23,Petras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agronomist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12670786,Raimundas Markauskas,Raimundas Markauskas,Raimundas Markauskas,,Raimundas Markauskas,,,Raimundas Markauskas,,,,,,,,,,Raimundas Markauskas,,,,Raimundas Markauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raimundas Markauskas,,,,,,,Raimundas Markauskas,Raimundas Markauskas,Raimundas Markauskas,Raimundas Markauskas,male,1966-08-28,Raimundas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Markauskas,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12670788,Raimundas Martinėlis,Raimundas Martinėlis,Raimundas Martinėlis,,Raimundas Martinėlis,,,Raimundas Martinėlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raimundas Martinėlis,Raimundas Martinėlis,Raimundas Martinėlis,Raimundas Martinėlis,male,1964-05-25,Raimundas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,otolaryngologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12670846,Raminta Popovienė,Raminta Popovienė,Raminta Popovienė,,Raminta Popovienė,,,Raminta Popovienė,,,,,,,,,,,,,,Raminta Popovienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raminta Popovienė,,,,,,,Raminta Popovienė,Raminta Popovienė,Raminta Popovienė,Raminta Popovienė,female,1970-05-05,Raminta,,,,,,,,,,,,,,,,,,,,,Raminta Popovienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12670942,Rasa Budbergytė,Rasa Budbergytė,Rasa Budbergytė,,Rasa Budbergytė,,,Rasa Budbergytė,,,,,,,,,,,,,,Rasa Budbergytė,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasa Budbergytė,,,,,,,Rasa Budbergytė,Rasa Budbergytė,Rasa Budbergytė,Rasa Budbergytė,female,1960-05-08,Rasa,,,,,,,,,,,,,,,,,,,,,Rasa Budbergytė,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Rasa_Budbergytė_2016_(cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12671512,Ričardas Sargūnas,Ričardas Sargūnas,Ričardas Sargūnas,,Ričardas Sargūnas,,,Ričardas Sargūnas,,,,,,,,,,,,,,Ričardas Sargūnas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ričardas Sargūnas,,,,,,,Ričardas Sargūnas,Ričardas Sargūnas,Ričardas Sargūnas,Ričardas Sargūnas,male,1954-09-01,Ričardas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12672459,Saulius Jakimavičius,Saulius Jakimavičius,Saulius Jakimavičius,,Saulius Jakimavičius,,,Saulius Jakimavičius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saulius Jakimavičius,Saulius Jakimavičius,Saulius Jakimavičius,Saulius Jakimavičius,male,1973-07-05,Saulius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12672733,Sergej Ursul,Sergej Ursul,Sergej Ursul,Sergej Ursul,Sergej Ursul,,,Sergej Ursul,,,,,,,,,,Sergej Ursul,,,,Sergej Ursul,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergej Ursul,,,,,,,Sergej Ursul,Sergej Ursul,Sergej Ursul,Sergej Ursul,male,1952-01-07,Sergej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agronomist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12677264,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,Viktoras Rinkevičius,male,1950-03-11,Viktoras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Viktoras Rinkevičius,,,,,,,,,,,,,technician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12677769,Virgilijus Poderys,Virgilijus Poderys,Virgilijus Poderys,,Virgilijus Poderys,,,Virgilijus Poderys,,,,,,,,,,Virgilijus Poderys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virgilijus Poderys,Virgilijus Poderys,Virgilijus Poderys,Virgilijus Poderys,male,1961-03-18,Virgilijus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0d/Virgilijus_Poderys.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Virgilijus Poderys,,,,,,7658,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12678282,Vytautas Bakas,Vytautas Bakas,Vytautas Bakas,,Vytautas Bakas,,,Vytautas Bakas,,,,,,,,,,Vytautas Bakas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vytautas Bakas,Vytautas Bakas,Vytautas Bakas,Vytautas Bakas,male,1977,Vytautas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bakas,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12678472,Vytautas Rastenis,Vytautas Rastenis,Vytautas Rastenis,,Vytautas Rastenis,,,Vytautas Rastenis,,,,,,,,,,Vytautas Rastenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vytautas Rastenis,Vytautas Rastenis,Vytautas Rastenis,,male,1952-09-16,Vytautas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agronomist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12678481,Vytautas Saulis,Vytautas Saulis,Vytautas Saulis,Vytautas Saulis,Vytautas Saulis,,,Vytautas Saulis,,,,,,,,,,Vytautas Saulis,,,,Vytautas Saulis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vytautas Saulis,,,,,,,Vytautas Saulis,Vytautas Saulis,Vytautas Saulis (1951),Vytautas Saulis,male,1951-04-10,Vytautas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12679000,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,Zita Žvikienė,female,1955-09-30,Zita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12679521,Šarūnas Gustainis,Šarūnas Gustainis,Šarūnas Gustainis,Šarūnas Gustainis,Šarūnas Gustainis,,,Šarūnas Gustainis,,,,,,,,,,,,,,Šarūnas Gustainis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Šarūnas Gustainis,,,,,,,Šarūnas Gustainis,Šarūnas Gustainis,Šarūnas Gustainis,Šarūnas Gustainis,male,1975-12-15,Šarūnas,,,,,,,,,,,,,,,,,,,,,Šarūnas Gustainis,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e9/Gustainis_Šarūnas.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12681001,Žygimantas Pavilionis,Žygimantas Pavilionis,Žygimantas Pavilionis,,Žygimantas Pavilionis,,,Žygimantas Pavilionis,,,,,,,,,,,,,,Žygimantas Pavilionis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Žygimantas Pavilionis,,,,,,,Žygimantas Pavilionis,Žygimantas Pavilionis,Žygimantas Pavilionis,Žygimantas Pavilionis,male,1971-07-22,Žygimantas,,,,,,,,,,,,,,,Žėgėmonts Pavėliuonis,Žėgėmonts Pavėliuonis,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/46/Žygimantas_Pavilionis_2012.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Žygimantas Pavilionis,,,Pavilionis,,,,,,,,,,university teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1282407,Jaroslav Narkevič,Jarosław Narkiewicz,Jarosław Narkiewicz,Jarosław Narkiewicz,Jarosław Narkiewicz,,,Jarosław Narkiewicz,,,,Jarosław Narkiewicz,,,,,,Jarosław Narkiewicz,,,,Jarosław Narkiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jarosław Narkiewicz,Jarosław Narkiewicz,,,,,,Jarosław Narkiewicz,Jarosław Narkiewicz,Jaroslav Narkevič,Jarosław Narkiewicz,male,1962-01-01,Jarosław,,,,"Наркевич, Ярослав",Ярослав Наркевич,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Наркевич, Ярослав",,,,Ярослав Наркевич,,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Jaroslav_Narkevič.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Narkevich,,,,,,,,,,teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1287098,Edmundas Pupinis,Edmundas Pupinis,Edmundas Pupinis,Edmundas Pupinis,Edmundas Pupinis,,,Edmundas Pupinis,,,,,,,,,,Edmundas Pupinis,,,,Edmundas Pupinis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edmundas Pupinis,,,,,,,Edmundas Pupinis,Edmundas Pupinis,Edmundas Pupinis,Edmundas Pupinis,male,1964-08-09,Edmundas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/54/Edmundas_Pupinis_Senate_of_Poland.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Edmundas Pupinis,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1291415,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,Edvardas Žakaris,male,1952-05-25,Edvardas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1304328,Vitalijus Gailius,Vitalijus Gailius,Vitalijus Gailius,Vitalijus Gailius,Vitalijus Gailius,,,Vitalijus Gailius,,,,,,,,,,Vitalijus Gailius,,,,Vitalijus Gailius,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitalijus Gailius,,,,,,,Vitalijus Gailius,Vitalijus Gailius,Vitalijus Gailius,Vitalijus Gailius,male,1969-07-31,Vitalijus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e4/Vitalijus_Gailius_by_Augustas_Didzgalvis.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1305783,Juozas Bernatonis,Juozas Bernatonis,Juozas Bernatonis,Juozas Bernatonis,Juozas Bernatonis,,,Juozas Bernatonis,,,,,,,,,,Juozas Bernatonis,Juozas Bernatonis,,,Juozas Bernatonis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juozas Bernatonis,,,,,,,Juozas Bernatonis,Juozas Bernatonis,Juozas Bernatonis (1953),Juozas Bernatonis,male,1953-09-08,Juozas,,,,,,,,,,,,,,,,,,,,,Juozas Bernatonis,,Juozas Bernatonis,,Juozas Bernatonis,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/41/Juozas_Bernatonis_2016_(cropped).jpg,/m/0pd8cgv,,0000 0004 4419 7415,313095372,1070220671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Juozas Bernatonis,,,Bernatonis,,,,,,,,,,jurist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1310448,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,Vytautas Gapšys,male,1982-01-25,Vytautas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1361304,Vytautas Juozapaitis,Vytautas Juozapaitis,Vytautas Juozapaitis,Vytautas Juozapaitis,Vytautas Juozapaitis,,,Vytautas Juozapaitis,,,,Vytautas Juozapaitis,,Vytautas Juozapaitis,,Vytautas Juozapaitis,,Vytautas Juozapaitis,Vytautas Juozapaitis,,Vytautas Juozapaitis,Vytautas Juozapaitis,,,,,,Vytautas Juozapaitis,Vytautas Juozapaitis,,,,,,,,,,,,,,Vytautas Juozapaitis,,Vytautas Juozapaitis,,,,Vytautas Juozapaitis,Vytautas Juozapaitis,,Vytautas Juozapaitis,,,,,Vytautas Juozapaitis,Vytautas Juozapaitis,Vytautas Juozapaitis (1963),Vytautas Juozapaitis,male,1963-12-14,Vytautas,,Vytautas Juozapaitis,ヴィタウタス・ユアザパイティス,"Юозапайтис, Витаутас",Вітаутас Юозапайтіс,,,,,,,,,,,,,,,,Vytautas Juozapaitis,,,,,,,,,,,,,,,"Юозапайтис, Витаутас",,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/06/Vytautas_Juozapaitis_by_Augustas_Didzgalvis.jpg,/m/0283jkf,,0000 0000 4895 7697,39066899,,no2003065361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vytautas Juozapaitis,,,,,,,,Vytautas Juozapaitis,,,,,,,http://www.vytautasjuozapaitis.lt,,,,,,,,,,,,,,,,singer,,,,,,,,,,,Витаутас Юозапайтис,Витаутас Юозапайтис,,,,,,,,,,,,,,,,,,,,,,,
