id,name__en,name__ga,name__de,name__nl,name__fr,name,wikipedia__en,wikipedia__ga,gender,given_name,website,original_wikiname,name__ru,birth_date,name__es,name__nb,name__da,name__nn,name__sv,name__hu,wikipedia__de,identifier__VIAF,identifier__ISNI,identifier__BNF,identifier__SUDOC,death_date,identifier__BNE,image,wikipedia__nl,identifier__freebase,name__pl,wikipedia__fr,wikipedia__pl,family_name,identifier__EuroparlMEP,name__sco,wikipedia__sco,name__fi,name__ca,wikipedia__ca,wikipedia__fi,wikipedia__commons,name__ro,wikipedia__ro,wikipedia__sv,name__it,name__gv,name__tr,name__ie,name__zh,wikipedia__gv,wikipedia__ie,wikipedia__it,wikipedia__tr,wikipedia__zh,identifier__LCAuth,name__cy,wikipedia__plwikiquote,identifier__Britannica,name__lb,name__eu,name__qu,name__gd,name__ko,name__be,name__yo,name__ms,name__gl,name__et,name__ja,name__sh,name__pt,name__sr,name__uk,name__la,name__cs,name__bg,name__pt_br,name__ta,name__el,name__eo,name__war,name__lmo,name__oc,name__lt,name__fa,name__he,name__hy,name__ar,wikipedia__ar,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__gd,wikipedia__gl,wikipedia__he,wikipedia__hy,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__ms,wikipedia__no,wikipedia__pt,wikipedia__qu,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__uk,wikipedia__war,wikipedia__yo,identifier__NNDB,identifier__parlement,identifier__IMDB,identifier__FAST,identifier__N6I,name__br,wikipedia__br,name__id,name__bn,name__be_tarask,name__ckb,name__az,name__af,name__hi,wikipedia__af,wikipedia__az,wikipedia__be_x_old,wikipedia__bn,wikipedia__ckb,wikipedia__hiwikiquote,wikipedia__id,wikipedia__nn,identifier__GND,identifier__NTA,identifier__Munzinger,identifier__journalisted,identifier__hansard,identifier__TWFY,identifier__parliamentary_record,identifier__bbc_democracy_live,twitter,wikipedia__itwikiquote,identifier__OpenPlaques,wikipedia__vi,name__vi,name__bar,name__zh_hant,name__zh_cn,identifier__PACE,identifier__parliamentDOTuk,name__hsb,wikipedia__hsb,identifier__google_knowledge,identifier__guardian_topic,occupation,identifier__GTAA,identifier__snac,wikipedia__enwikinews,facebook,identifier__quora,identifier__BBC_things,name__en_gb,wikipedia__hi,wikipedia__is,name__is,name__mr,wikipedia__hu,wikipedia__mr,wikipedia__ta,name__hr,name__sk,name__tt,wikipedia__tt,name__fo,name__kl,name__kana,identifier__BIBSYS,name__en_ca,identifier__SELIBR,name__sl,wikipedia__lrc,identifier__bigenc_ru,name__an,name__ast,name__bm,name__co,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__gsw,name__ia,name__io,name__jam,name__kab,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__NUKAT,name__lv,identifier__rush,name__lrc,honorific_suffix,identifier__oireachtas,identifier__Oxforddnb,identifier__national_archives,identifier__OLID,identifier__wikitree,noble_title,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__hr,identifier__NLI,identifier__ne_se,identifier__GNC,identifier__NLAtrove,wikipedia__oc,name__kk,wikipedia__kk,identifier__DoUB,identifier__CTHS,name__sr_el,name__fy,wikipedia__ast,wikipedia__fy,identifier__CLARA,name__tl,identifier__persee,identifier__BAV,identifier__NLA,name__ka,wikipedia__io,wikipedia__ka,identifier__CONOR,identifier__nlg,identifier__Gutenberg,name__th,wikipedia__th,name__sr_ec,wikipedia__svwikiquote,name__mk,name__lzh,name__yue,name__kn,name__szl,name__nan,wikipedia__frwikiquote,wikipedia__kn,wikipedia__mk,wikipedia__nnwikiquote,wikipedia__sk,wikipedia__szl,wikipedia__ur,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__NPG,identifier__CANTIC,wikipedia__pms,wikipedia__slwikiquote,wikipedia__ukwikiquote,wikipedia__itwikisource,wikipedia__lv,wikipedia__simplewikiquote,identifier__NKC,identifier__NLP,identifier__LNB,name__bs,wikipedia__bs,name__pnb,name__ku,name__ur,wikipedia__ku,wikipedia__pnb,wikipedia__sl,identifier__nobel_prize,name__ext,wikipedia__mg,identifier__britishmuseum,wikipedia__cswikiquote,identifier__CSPAN,identifier__NDL,identifier__LAC,identifier__BVMC,wikipedia__dewikiquote,identifier__filmportal_de,identifier__kinopoisk,identifier__allmovie,name__ml,name__uz,wikipedia__ml,wikipedia__uz,identifier__ricorso,identifier__ainm,name__ty,wikipedia__wuu,name__wuu,name__ee,wikipedia__min,wikipedia__fo,identifier__CiNii,identifier__ni_assembly,identifier__parliamentid,identifier__ukparliamentid,wikipedia__vo
Q20744658,Noel Rock,Noel Rock,,Noel Rock,Noel Rock,Noel Rock,Noel Rock,Noel Rock,male,Noel,,,,1987-11-11,Noel Rock,,,,,,,,,,,,,,,,,,,Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,نويل روك,نويل روك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NoelRock,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Noel Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noel-Rock.D.2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2086019,Philip Brady,Philip Brady,Philip A. Brady,Philip Brady,Philip Brady,Philip Brady,Philip Brady (Irish politician),Philip Brady,male,Philip,,,,1898-06-10,Philip Brady,Philip Brady,Philip Brady,Philip Brady,Philip Brady,Philip Brady,Philip A. Brady,,,,,1995-01-06,,,,,,,,Brady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,فيليب برادي,فيليب برادي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Philip Brady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philip-A-Brady.D.1951-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2086132,Philip Cosgrave,Philip Cosgrave,Philip Cosgrave,Philip Cosgrave,Philip Cosgrave,Philip Cosgrave,Philip Cosgrave,Philip Cosgrave,male,Philip,,,,"",Philip Cosgrave,Philip Cosgrave,Philip Cosgrave,Philip Cosgrave,Philip Cosgrave,Philip Cosgrave,Philip Cosgrave,,,,,1923-10-23,,,,,,,,Cosgrave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Philip Cosgrave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philip-B-J-Cosgrave.D.1921-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2133871,Ray Burke,,Ray Burke,Ray Burke,Ray Burke,Ray Burke,Ray Burke (Irish politician),,male,Ray,,,Рэй Берк,1943-09-30,Ray Burke,,,,,Ray Burke,Ray Burke,,,,,,,,,,Ray Burke,Ray Burke,Ray Burke,Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,راي بيرك,راي بيرك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Ray Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ray-Burke.D.1973-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2159037,Robert Troy,Robert Troy,Robert Troy,Robert Troy,Robert Troy,Robert Troy,Robert Troy,Robert Troy,male,Robert,http://www.roberttroy.ie/,,,1982-01-24,Robert Troy,Robert Troy,Robert Troy,Robert Troy,Robert Troy,Robert Troy,Robert Troy,,,,,,,,,/m/0ggbc28,,,,Troy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,روبرت تروي,روبرت تروي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RobertTroyTD,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Robert Troy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert-Troy.D.2011-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q221888,Seán Barrett,Seán Barrett,Seán Barrett,Seán Barrett,Seán Barrett,Seán Barrett,Seán Barrett (politician),Seán Barrett,male,Seán,,,Шон Барретт,1944-08-09,Seán Barrett,,,,,Seán Barrett,Seán Barrett (Politiker),,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9c/Seán_Barrett_Ceann_Comhairle_2015.png,,,Seán Barrett,Seán Barrett (homme politique),Seán Barrett,Barrett,,,,,,,,Category:Seán Barrett,,,,,,,,肖恩·巴雷特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سيان باريت,سيان باريت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SeanBarrettTD,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Seán Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-Barrett.D.1981-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2276016,Seán Doherty,,Seán Doherty,Seán Doherty,Seán Doherty,Seán Doherty,Seán Doherty (Roscommon politician),,male,Seán,,,,1944-06-29,Seán Doherty,,,,,Seán Doherty,Seán Doherty,,,,,2005-06-07,,,,,,Seán Doherty (personnalité politique),,Doherty,,,,,,,,,,,,,,,,,,,,,,,Seán Doherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Seán Doherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-Doherty.D.1977-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2276017,Seán Dublin Bay Rockall Loftus,,Seán Dublin Bay Rockall Loftus,Seán Dublin Bay Rockall Loftus,Seán Dublin Bay Rockall Loftus,Seán Dublin Bay Rockall Loftus,Seán Dublin Bay Rockall Loftus,,male,Seán,,,,1927-11-01,Seán Dublin Bay Rockall Loftus,Seán Dublin Bay Rockall Loftus,Seán Dublin Bay Rockall Loftus,Seán Dublin Bay Rockall Loftus,Seán Dublin Bay Rockall Loftus,Seán Dublin Bay Rockall Loftus,Seán Dublin Bay Rockall Loftus,,,,,2010-07-10,,,,,,,,Loftus,,,,,,,,,,,,,,,,,,,,,,,Seán Dublin Bay Rockall Loftus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barrister,,,,,,,,,,,,,,,,,,,,,,,,,Seán Dublin Bay Rockall Loftus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-D-Loftus.D.1981-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22966979,Catherine Martin,Catherine Martin,,Catherine Martin,Catherine Martin,Catherine Martin,Catherine Martin (politician),Catherine Martin,female,Catherine,,,Кэтрин Мартин,1972-12-07,Catherine Martin,,,,,,,,,,,,,,,,,,,Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cathmartingreen,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Catherine Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catherine-Martin.D.2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22978595,Gino Kenny,Gino Kenny,,Gino Kenny,Gino Kenny,Gino Kenny,Gino Kenny,Gino Kenny,male,Gino,,,Джино Кенни,1972-06-25,Gino Kenny,,,,,,,,,,,,,,,,,,,Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,جينو كيني,جينو كيني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ginosocialist,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Gino Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gino-Kenny.D.2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23006293,Imelda Munster,Imelda Munster,,Imelda Munster,Imelda Munster,Imelda Munster,Imelda Munster,Imelda Munster,female,Imelda,,,,1968-02-24,Imelda Munster,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9f/Imelda_Munster_2015.jpg,,,,,,Munster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ImeldaMunster,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Imelda Munster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imelda-Munster.D.2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23006301,Frank O'Rourke,Frank O'Rourke,,Frank O'Rourke,Frank O'Rourke,Frank O'Rourke,Frank O'Rourke (politician),Frank O'Rourke,male,Frank,http://votefrankorourke.com/,,,1969-06-11,Frank O'Rourke,,,,,,,,,,,,,,,,,,,O'Rourke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,فرانك أورورك,فرانك أورورك (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Frank O'Rourke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank-O'Rourke.D.2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23006310,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,male,Colm,,,,1973-01-09,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,,,,,,,,,,,Colm Brophy,Colm Brophy,,Brophy,,Colm Brophy,,Colm Brophy,Colm Brophy,,,,Colm Brophy,,,Colm Brophy,,,Colm Brophy,,,,,,,,Colm Brophy,,,Colm Brophy,Colm Brophy,,Colm Brophy,,,,Colm Brophy,Colm Brophy,Colm Brophy,,,Colm Brophy,,,,Colm Brophy,,Colm Brophy,,,Colm Brophy,,,Colm Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colm Brophy,,Colm Brophy,,,,,Colm Brophy,,,,,,,,,,,,,,,,,,brophytalks,,,,Colm Brophy,Colm Brophy,,,,,,,,,politician,,,,,,,Colm Brophy,,,Colm Brophy,,,,,Colm Brophy,Colm Brophy,,,,,,,Colm Brophy,,Colm Brophy,,,Colm Brophy,Colm Brophy,,Colm Brophy,Colm Brophy,Colm Brophy,,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,,,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,,Colm Brophy,Colm Brophy,,,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,,Colm Brophy,Colm Brophy,Colm Brophy,Colm Brophy,,,,,,Colm-Brophy.D.2016-10-03,,,,,,,,,,,,,,,,,,,,Colm Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23006311,James Browne,James Browne,,James Browne,James Browne,James Browne,James Browne (Fianna Fáil politician),James Browne,male,James,,,,1975-11-09,James Browne,,,,,,,,,,,,,,,,,,,Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,جيمس براون,جيمس براون (سياسي أيرلندي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JamesBrowneTD,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,James Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James-Browne.D.2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23006318,Jack Chambers,Jack Chambers,,Jack Chambers,Jack Chambers,Jack Chambers,Jack Chambers (politician),Jack Chambers,male,Jack,http://www.jackchambers.ie/,,Джек Чемберс,1990-11-21,Jack Chambers,,,,,,,,,,,,,,,,,,,Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,جاك شامبرز,جاك شامبرز (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jackfchambers,,,,,,,,,,,,/g/11clwlhzg2,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Jack Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack-Chambers.D.2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23006324,Josepha Madigan,Josepha Madigan,,Josepha Madigan,Josepha Madigan,Josepha Madigan,Josepha Madigan,Josepha Madigan,female,Josepha,,,,1969-05-21,Josepha Madigan,,,,,,,,,,,,,,,,Josepha Madigan,Josepha Madigan,Josepha Madigan,Madigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,josephamadigan,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Josepha Madigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josepha-Madigan.D.2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23006326,Kevin Moran,Kevin Moran,,Kevin Moran,Kevin Moran,Kevin Moran,"Kevin ""Boxer"" Moran",Kevin Moran (polaiteoir),male,Kevin,,,,1963-05-12,Kevin Moran,,,,,,,,,,,,,,,,,,,Moran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Moran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin-Boxer-Moran.D.2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23006332,Carol Nolan,Carol Nolan,,Carol Nolan,Carol Nolan,Carol Nolan,Carol Nolan,Carol Nolan,female,Carol,http://www.sinnfein.ie/carol-nolan,,,1978-05-23,Carol Nolan,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/94/Carol_Nolan_2015.jpg,,,,,,Nolan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carolno98273399,,,,,,,,,,,,/g/11clwm0hwq,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Carol Nolan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carol-Nolan.D.2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23006333,Jim O'Callaghan,Jim O'Callaghan,,Jim O'Callaghan,Jim O'Callaghan,Jim O'Callaghan,Jim O'Callaghan,Jim O'Callaghan,male,Jim,,,,1968-01-05,Jim O'Callaghan,,,,,,,,,,,,,,,,,,,O'Callaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCallaghanJim,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Jim O'Callaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim-O'Callaghan.D.2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23006335,Kevin O'Keeffe,Kevin O'Keeffe,,Kevin O'Keeffe,Kevin O'Keeffe,Kevin O'Keeffe,Kevin O'Keeffe (politician),Kevin O'Keeffe,male,Kevin,,,,1964-03-09,Kevin O'Keeffe,,,,,,,,,,,,,,,,,,,O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kevinokeeffeff,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Kevin O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin-O'Keeffe.D.2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23006336,Donnchadh Ó Laoghaire,Donnchadh Ó Laoghaire,Donnchadh Ó Laoghaire,Donnchadh Ó Laoghaire,Donnchadh Ó Laoghaire,Donnchadh Ó Laoghaire,Donnchadh Ó Laoghaire,Donnchadh Ó Laoghaire,male,Donnchadh,,,,1989-06-14,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/df/Donnchadh_Ó_Laoghaire_2014.jpg,,,,,,Ó Laoghaire,,,,,,,,Category:Donnchadh Ó Laoghaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donnchadhol,,,,,,,,,,,,,,politician,,,,dolaoghaire,,,,,,,,,,,,,,,,,,,,,Donnchadh Ó Laoghaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donnchadh-Ó-Laoghaire.D.2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
