id,name__hu,name__da,name__fo,name__is,name__sv,name__nb,name__en,name__fr,name__de,name__nds,name__nl,name,wikipedia__commons,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fo,wikipedia__fr,wikipedia__hu,wikipedia__is,wikipedia__no,wikipedia__sv,image,gender,birth_date,original_wikiname,given_name,name__pl,name__es,name__zh_hant,name__zh_cn,wikipedia__es,wikipedia__pl,identifier__freebase,website,name__no,death_date,name__ja,wikipedia__ja,identifier__VIAF,name__nn,wikipedia__nn,identifier__GND,identifier__LCAuth,name__it,name__zh,name__eo,name__ru,name__fi,name__id,name__cs,name__el,name__gv,wikipedia__cs,wikipedia__el,wikipedia__eo,wikipedia__fi,wikipedia__gv,wikipedia__id,wikipedia__it,wikipedia__nl,wikipedia__ru,wikipedia__zh,name__tr,name__os,name__sh,name__az,name__ca,name__lt,name__mg,wikipedia__az,wikipedia__ca,wikipedia__lt,wikipedia__mg,wikipedia__os,wikipedia__sh,wikipedia__tr,identifier__ISNI,identifier__BNF,name__cy,identifier__SUDOC,name__gl,wikipedia__ia,name__ia,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__et,wikipedia__nowikiquote,wikipedia__ar,name__ar,identifier__google_knowledge,occupation,facebook,name__he,family_name,wikipedia__gl,name__ko,wikipedia__ko,name__sl,wikipedia__pt,identifier__NTA,name__aa,name__ak,name__aln,name__ang,name__arn,name__ay,name__bcl,name__bi,name__bjn,name__brh,name__bs,name__cbk_zam,name__cdo,name__ceb,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dsb,name__dtp,name__ee,name__eml,name__ext,name__ff,name__fit,name__fj,name__frr,name__fy,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__hsb,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__iu,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kl,name__kr,name__krj,name__ksh,name__ku,name__la,name__lad,name__lg,name__lmo,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mt,name__mus,name__mwl,name__na,name__nah,name__ng,name__nov,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__qu,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sdc,name__se,name__sei,name__sg,name__sgs,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__sq,name__srn,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tl,name__tn,name__to,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__uz,name__ve,name__vep,name__vot,name__war,name__xh,name__yo,name__za,name__zea,name__ace,name__cu,name__hif,name__ku_latn,name__kw,name__lo,name__mh,name__mo,name__my,name__ss,name__su,name__tt,name__tw,identifier__GTAA,wikipedia__ast,wikipedia__hy,name__hy,twitter,linkedin,identifier__NKC
Q331826,,Jógvan Arge,Jógvan Arge,,,Jógvan Arge,Jógvan Arge,,Jógvan Arge,,Jógvan Arge,Jógvan Arge,,Jógvan Arge,Jógvan Arge,,Jógvan Arge,,,,Jógvan Arge,,,male,1947-06-17,Jógvan Arge,Jógvan,,,,,,,,,,,,,272873221,,,1162201398,n96118762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 8391 3210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,Arge,,,,Jógvan Arge,,191136522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q331931,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,https://upload.wikimedia.org/wikipedia/commons/0/0a/Joannes_Eidesgaard_in_Gjogv.jpg,male,1951-04-19,Jóannes Eidesgaard,,Jóannes Eidesgaard,Jóannes Eidesgaard,,,Jóannes Eidesgaard,Jóannes Eidesgaard,/m/037lqt,,,,,,,Jóannes Eidesgaard,Jóannes Eidesgaard,,,Jóannes Eidesgaard,约安内斯·埃德斯加德,Jóannes Eidesgaard,Йоуаннес Айдесгорд,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Γιόανες Άιντεσγκααρτ,Jóannes Eidesgaard,Jóannes Eidesgaard,Γιόανες Άιντεσγκααρτ,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,"Айдесгорд, Йоуаннес",约安内斯·埃德斯加德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Jóannes Eidesgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3445137,,Jógvan Skorheim,Jógvan Skorheim,,Jógvan Skorheim,Jógvan Skorheim,Jógvan Skorheim,,,,,Jógvan Skorheim,,Jógvan Skorheim,,Jógvan Skorheim,Jógvan Skorheim,,,,Jógvan Skorheim,Jógvan Skorheim,https://upload.wikimedia.org/wikipedia/commons/9/98/J.skorheim.PNG,male,1982-06-16,Jógvan Skorheim,Jógvan,Jógvan Skorheim,,,,,Jógvan Skorheim,,http://www.wix.com/skorheim/skorheim,,,,,,,,,,,祖格雲·斯庫黑姆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Jógvan Skorheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3445157,,Tordur Niclasen,Tordur Niclasen,,Tordur Niclasen,Tordur Niclasen,Tordur Niclasen,,,,Tordur Niclasen,Tordur Niclasen,,Tordur Niclasen,,,Tordur Niclasen,,,,Tordur Niclasen,Tordur Niclasen,,male,1950-04-20,Tordur Niclasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nurse,,,Niclasen,,,,Tordur Niclasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3445165,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Category:Ingeborg Vinther,Ingeborg Vinther,,,Ingeborg Vinther,,,,Ingeborg Vinther,Ingeborg Vinther,https://upload.wikimedia.org/wikipedia/commons/f/f0/Ingeborg_Vinther.Vágur.jpg,female,1945-05-11,Ingeborg Vinther,Ingeborg,Ingeborg Vinther,Ingeborg Vinther,,,,,,,,,,,,Ingeborg Vinther,,,,Ingeborg Vinther,,Ingeborg Vinther,,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,,,,,,,,,,,,,Ingeborg Vinther,,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,,,,,,,,,,,Ingeborg Vinther,,Ingeborg Vinther,,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,,Ingeborg Vinther,Ingeborg Vinther,,Ingeborg Vinther,Ingeborg Vinther,,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,,,,,,politician,,,Vinther,,,,Ingeborg Vinther,,,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,,,,,,,,,,,,,,,,,,,,
Q3445176,,Niels Pauli Danielsen,Niels Pauli Danielsen,,Niels Pauli Danielsen,Niels Pauli Danielsen,Niels Pauli Danielsen,,Niels Pauli Danielsen,,Niels Pauli Danielsen,Niels Pauli Danielsen,,Niels Pauli Danielsen,,,Niels Pauli Danielsen,,,,Niels Pauli Danielsen,Niels Pauli Danielsen,,male,1938-12-06,Niels Pauli Danielsen,Niels,,Niels Pauli Danielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q362474,Bill Justinussen,Bill Justinussen,Bill Justinussen,,,Bill Justinussen,Bill Justinussen,Bill Justinussen,Bill Justinussen,,Bill Justinussen,Bill Justinussen,Category:Bill Justinussen,Bill Justinussen,Bill Justinussen,Bill Justinussen,Bill Justinussen,,Bill Justinussen,,Bill Justinussen,,https://upload.wikimedia.org/wikipedia/commons/7/71/Bill_Justinussen.jpg,male,1963-08-27,Bill Justinussen,Bill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,accountant,,,,,,,Bill Justinussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3818072,,Henrik Old,Henrik Old,,,Henrik Old,Henrik Old,Henrik Old,Henrik Old,,Henrik Old,Henrik Old,Category:Henrik Old,Henrik Old,Henrik Old,Henrik Old,Henrik Old,,,,Henrik Old,,https://upload.wikimedia.org/wikipedia/commons/7/7d/Henrik_Old.jpg,male,1947-06-20,Henrik Old,Henrik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Henrik Old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q466097,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,,,Annita á Fríðriksmørk,Annita á Fríðriksmørk,,Annita á Fríðriksmørk,,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Category:Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,,Annita á Fríðriksmørk,,Annita á Fríðriksmørk,,https://upload.wikimedia.org/wikipedia/commons/d/dc/Annita_á_Fríðriksmørk_2015.JPG,female,1968-07-27,Annita á Fríðriksmørk,Annita,Annita á Fríðriksmørk,,,,,Annita á Fríðriksmørk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annita á Fríðriksmørk,,,,Annita á Fríðriksmørk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Annita á Fríðriksmørk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q466349,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,,Kristina Háfoss,Kristina Háfoss,Category:Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,,Kristina Háfoss,,Kristina Háfoss,,https://upload.wikimedia.org/wikipedia/commons/1/13/Kristina_Háfoss_2012.jpg,female,1975-06-26,Kristina Háfoss,Kristina,,Kristina Háfoss,,,,,,http://kristinahafoss.fo/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristina Háfoss,,,,Kristina Háfoss,,,,,,,,Kristina Háfoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jurist,,,,,,,Kristina Háfoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kristinahafoss,https://www.linkedin.com/in/kristinahafoss/,
Q509791,John Petersen,John Petersen,John Petersen,,,John Petersen,John Petersen,John Petersen,,,John Petersen,John Petersen,,John Petersen,,,John Petersen (politikari),,John Petersen,,John Petersen,,,male,1948-09-08,John Petersen,John,,,,,,,,,,2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q529900,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,,Anfinn Kallsberg,,Anfinn Kallsberg,Anfinn Kallsberg,https://upload.wikimedia.org/wikipedia/commons/c/c0/Anfinn_Kallsberg.jpg,male,1947-11-19,Anfinn Kallsberg,Anfinn,Anfinn Kallsberg,Anfinn Kallsberg,安芬·卡爾斯貝格,安芬·卡尔斯贝格,Anfinn Kallsberg,Anfinn Kallsberg,/m/077f65,,,,,,,,,,,,,,"Кадльсберг, Анфинн",Anfinn Kallsberg,,,,,,,,,,,,,"Кадльсберг, Анфинн",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Kallsberg,,,,Anfinn Kallsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q544116,Lisbeth L. Petersen,Lisbeth Petersen,Lisbeth L. Petersen,,Lisbeth Beate Lindenskov Petersen,Lisbeth L. Petersen,Lisbeth Petersen,Lisbeth Petersen,Lisbeth L. Petersen,,Lisbeth Petersen,Lisbeth L. Petersen,,Lisbeth Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,,Lisbeth L. Petersen,,Lisbeth L. Petersen,Lisbeth Beate Lindenskov Petersen,,female,1939-02-28,Lisbeth L. Petersen,Lisbeth,,,,,,,,,,,,,43664080,,,,n2002099762,,利斯貝思·L·彼得森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/1225dctj,politician,,,Petersen,,,,Lisbeth Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q556712,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,,Aksel Johannesen,Aksel V. Johannesen,Category:Aksel V Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,https://upload.wikimedia.org/wikipedia/commons/7/73/Aksel_V_Johannesen_2015.JPG,male,1972-11-08,Aksel V. Johannesen,Aksel,Aksel V. Johannesen,Aksel Johannesen,,,Aksel Johannesen,Aksel V. Johannesen,/m/0_lfs3b,,,,アクセル・ヨハネセン,アクセル・ヨハネセン,,,,,,,阿克塞爾·V·約翰森,,Аксель Вилхелмсон Йоханнесен,,,,Άξελ Β. Γιοχάνεσεν,,,Άξελ Β. Γιοχάνεσεν,,,,,,Aksel Johannesen,"Йоханнесен, Аксель",阿克塞爾·V·約翰森,Aksel V. Johannesen,,,,Aksel V. Johannesen,,,,Aksel V. Johannesen,,,,,Aksel V. Johannesen,,,,,Aksel V. Johannesen,,,,,,,,,,,,,,Aksel V. Johannesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aksel V. Johannesen,,,,,politician,aksel.johannesen,,,Aksel V. Johannesen,,,Aksel V. Johannesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q567780,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,,Høgni Hoydal,Høgni Hoydal,Category:Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,https://upload.wikimedia.org/wikipedia/commons/9/93/Hogni_hoydal.jpg,male,1966-03-28,Høgni Hoydal,,Høgni Hoydal,Høgni Hoydal,,,Høgni Hoydal,Høgni Hoydal,/m/05t39z,,,,ヘグニ・ホイダル,ヘグニ・ホイダル,54326312,,,,,,和葛妮·霍伊達爾,,,,,,,,,,,,,,,Høgni Hoydal,,,,,,,,,,,,,,,,,0000 0000 3619 7045,137465233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,هايخني هيدال,هايخني هيدال,,politician,hognihoydal,,,,,,Høgni Hoydal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q599944,Bjørn Kalsø,Bjørn Kalsø,Bjørn Kalsø,,Bjørn Kalsø,Bjørn Kalsø,Bjørn Kalsø,,Bjørn Kalsø,,Bjørn Kalsø,Bjørn Kalsø,Category:Bjørn Kalsø,Bjørn Kalsø,Bjørn Kalsø,,Bjørn Kalsø,,Bjørn Kalsø,,Bjørn Kalsø,Bjørn Kalsø,https://upload.wikimedia.org/wikipedia/commons/2/27/Björn_Karlsö_at_Göteborg_Book_Fair_2012.jpg,male,1966-03-23,Bjørn Kalsø,Bjørn,Bjørn Kalsø,,,,,Bjørn Kalsø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Bjørn Kalsø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
