id,name__ta,name__en,name,wikipedia__en,wikipedia__ta,gender,original_wikiname,given_name,name__nl,name__de,name__fr,name__si,wikipedia__si,birth_date,name__it,name__hi,name__es,wikipedia__hi,identifier__VIAF,image,identifier__ISNI,identifier__BNF,identifier__SUDOC,name__ru,wikipedia__de,wikipedia__fr,name__mr,name__te,name__bn,name__kn,wikipedia__bn,wikipedia__kn,wikipedia__mr,wikipedia__te,name__lb,name__zh,name__jv,name__pl,name__he,name__ko,name__oc,name__yo,name__ms,name__gl,name__et,name__id,name__ml,name__ja,name__el,name__sv,name__pt,name__eo,name__tr,name__ca,name__fi,name__mg,name__nn,name__cs,name__bg,name__io,name__fa,name__ka,name__lt,name__da,name__nb,name__eu,name__pam,name__ar,name__uk,name__be,name__ne,wikipedia__ar,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__ko,wikipedia__lb,wikipedia__lt,wikipedia__mg,wikipedia__ml,wikipedia__ms,wikipedia__ne,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh,identifier__GND,identifier__LCAuth,identifier__freebase,name__hif,wikipedia__hif,name__zh_hans,name__zh_hant,name__zh_hk,name__mk,name__la,wikipedia__la,wikipedia__vi,name__vi,website,wikipedia__pa,identifier__GNC,name__pa,wikipedia__commons,death_date,name__hu,identifier__FAST,last_seen,identifier__GTAA,name__zh_cn,wikipedia__plwikiquote,family_name,occupation,identifier__nyt_topic,wikipedia__trwikinews,identifier__quora,identifier__persee,identifier__NNDB
Q7387372,எஸ். பி. திசாநாயக்க,S. B. Dissanayake,S. B. Dissanayake,S. B. Dissanayake,எஸ். பி. திசாநாயக்க,male,S. B. Dissanayake,S.,S. B. Dissanayake,,,,,1951-09-18,,,S. B. Dissanayake,,,,,,,,,,,,,,,,,,,S·B·迪薩納亞克,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S. B. Dissanayake,,,,,,,politician,,,,,
Q7387380,எஸ். பி. நாவின்ன,S. B. Nawinne,S. B. Nawinne,S. B. Nawinne,எஸ். பி. நாவின்ன,male,S. B. Nawinne,S.,S. B. Nawinne,,,,,1946-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7387652,எஸ். எம். சந்திரசேன,S. M. Chandrasena,S. M. Chandrasena,S. M. Chandrasena,எஸ். எம். சந்திரசேன,male,S. M. Chandrasena,S.,S. M. Chandrasena,,,,,1955-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7387989,சீனித்தம்பி யோகேஸ்வரன்,S. Yogeswaran,S. Yogeswaran,S. Yogeswaran,சீனித்தம்பி யோகேஸ்வரன்,male,S. Yogeswaran,S.,S. Yogeswaran,,,,,1970-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7398946,,Sagala Ratnayaka,Sagala Ratnayaka,Sagala Ratnayaka,,male,Sagala Ratnayaka,,Sagala Ratnayaka,Sagala Ratnayaka,Sagala Ratnayaka,,,1968-02-27,,,Sagala Ratnayaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagala Ratnayaka,,,,,,,politician,,,,,
Q7402667,சஜித் பிரேமதாச,Sajith Premadasa,Sajith Premadasa,Sajith Premadasa,சஜித் பிரேமதாச,male,Sajith Premadasa,,Sajith Premadasa,Sajith Premadasa,Sajith Premadasa,සජිත් ප්‍රේමදාස,සජිත් ප්‍රේමදාස,1967-01-12,,,Sajith Premadasa,,,https://upload.wikimedia.org/wikipedia/commons/d/d5/Sajith_Premadasa.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sajith Premadasa,,,,,,,politician,,,,,
Q7404675,சாலிந்த திசாநாயக்க,Salinda Dissanayake,Salinda Dissanayake,Salinda Dissanayake,சாலிந்த திசாநாயக்க,male,Salinda Dissanayake,,Salinda Dissanayake,Salinda Dissanayake,Salinda Dissanayake,,,1958-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,
Q7423312,,Sarath Chandrasiri Muthukumarana,Sarath Chandrasiri Muthukumarana,Sarath Chandrasiri Muthukumarana,,male,Sarath Chandrasiri Muthukumarana,,Sarath Chandrasiri Muthukumarana,Sarath Chandrasiri Muthukumarana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7423315,சரத் அமுனுகம,Sarath Amunugama,Sarath Amunugama,Sarath Amunugama (politician),சரத் அமுனுகம,male,Sarath Amunugama (politician),,Sarath Amunugama,Sarath Amunugama,Sarath Amunugama,,,1939-07-10,,,Sarath Amunugama,,40637856,https://upload.wikimedia.org/wikipedia/commons/9/9a/Dr.Sarath_Amunugama.jpg,0000 0001 1511 3268,12303857v,031911978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarath Amunugama,,,,,,,politician,,,,214856,
Q7448857,செல்வம் அடைக்கலநாதன்,Selvam Adaikalanathan,Selvam Adaikalanathan,Selvam Adaikalanathan,செல்வம் அடைக்கலநாதன்,male,Selvam Adaikalanathan,,Selvam Adaikalanathan,Selvam Adaikalanathan,,,,1962-06-10,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2d/Selvam_Adaikalanathan.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7459021,செய்யது அலி சாகிர் மௌலானா,Seyed Ali Zahir Moulana,Seyed Ali Zahir Moulana,Seyed Ali Zahir Moulana,செய்யது அலி சாகிர் மௌலானா,male,Seyed Ali Zahir Moulana,,Seyed Ali Zahir Moulana,Seyed Ali Zahir Moulana,Seyed Ali Zahir Moulana,,,1956-06-25,,,Seyed Ali Zahir Moulana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seyed Ali Zahir Moulana,,,,,,,politician,,,,,
Q7532433,சிவசக்தி ஆனந்தன்,Sivasakthy Ananthan,Sivasakthy Ananthan,Sivasakthy Ananthan,சிவசக்தி ஆனந்தன்,male,Sivasakthy Ananthan,,Sivasakthy Ananthan,Sivasakthy Ananthan,,,,1964-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7633463,,Sudarshani Fernandopulle,Sudarshani Fernandopulle,Sudarshani Fernandopulle,,female,Sudarshani Fernandopulle,,Sudarshani Fernandopulle,Sudarshani Fernandopulle,Sudarshani Fernandopulle,සුදර්ශනී ප්‍රනාන්දුපුල්ලේ,සුදර්ශනී ප්‍රනාන්දුපුල්ලේ,1960-10-29,,,Sudarshani Fernandopulle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudarshani Fernandopulle,,,,,,,politician,,,,,
Q7635648,,Sujeewa Senasinghe,Sujeewa Senasinghe,Sujeewa Senasinghe,,male,Sujeewa Senasinghe,,Sujeewa Senasinghe,Sujeewa Senasinghe,Sujeewa Senasinghe,,,1971-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7637064,சுமேதா ஜயசேன,Sumedha G. Jayasena,Sumedha G. Jayasena,Sumedha Jayasena,சுமேதா ஜயசேன,female,Sumedha G. Jayasena,,Sumedha Jayasena,,,,,1952-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7640301,சுனில் ஹந்துன்நெத்தி,Sunil Handunnetti,Sunil Handunnetti,Sunil Handunnetti,சுனில் ஹந்துன்நெத்தி,male,Sunil Handunnetti,Sunil,Sunil Handunnetti,Sunil Handunnetti,Sunil Handunnetti,සුනිල් හඳුන්නෙත්ති,සුනිල් හඳුන්නෙත්ති,1971-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7649082,ஏ. டி. சுசில் பிரேம்ஜயந்த,Susil Premajayanth,Susil Premajayanth,Susil Premajayantha,சுசில் பிரேமஜயந்த்,male,Susil Premajayanth,,Susil Premajayanth,Susil Premajayanth,Susil Premajayanth,සුසිල් ප්‍රේමජයන්ත්,සුසිල් ප්‍රේමජයන්ත්,1955-01-10,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a7/Susil_Premajayantha.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7668152,ரி. பி. ஏக்கநாயக்க,T. B. Ekanayake,T. B. Ekanayake,T. B. Ekanayake,ரி. பி. ஏக்கநாயக்க,male,T. B. Ekanayake,T.,T. B. Ekanayake,,,,,1954-08-28,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/36/T._B._Ekanayake_-_Korea-South_Asia_Culture_Ministers_Meeting_(15376643337)_(cropped).jpg,,,,Т. Б. Эканаяке,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7709575,தலதா அத்துகோரல,Thalatha Atukorale,Thalatha Atukorale,Thalatha Atukorale,தலதா அத்துகோரல,female,Thalatha Atukorale,,Thalatha Atukorale,Thalatha Atukorale,Thalatha Atukorale,,,1963-05-30,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/36/Thalatha_Atukorale.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7710744,,Tharanath Basnayaka,Tharanath Basnayaka,Tharanath Basnayaka,,male,Tharanath Basnayake,,Tharanath Basnayaka,Tharanath Basnayaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7876981,,Udaya Gammanpila,Udaya Gammanpila,Udaya Gammanpila,,male,Udaya Gammanpila,,Udaya Gammanpila,Udaya Gammanpila,Udaya Gammanpila,උදය ගම්මන්පිල,උදය ගම්මන්පිල,1970-02-06,,,Udaya Gammanpila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udaya Gammanpila,,,,,,,politician,,,,,
Q7908325,வடிவேல் சுரேஷ்,Vadivel Suresh,Vadivel Suresh,Vadivel Suresh,வடிவேல் சுரேஷ்,male,Vadivel Suresh,,Vadivel Suresh,Vadivel Suresh,,,,,Vadivel Suresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7908926,,Vajira Abeywardena,Vajira Abeywardena,Vajira Abeywardena,,male,Vajira Abeywardena,,Vajira Abeywardena,Vajira Abeywardena,Vajira Abeywardena,වජිර අබේවර්ධන,වජිර අබේවර්ධන,1960-09-02,,,Vajira Abeywardena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vajira Abeywardena,,,,,,,politician,,,,,
Q7917018,வாசுதேவ நாணயக்கார,Vasudeva Nanayakkara,Vasudeva Nanayakkara,Vasudeva Nanayakkara,வாசுதேவ நாணயக்கார,male,Vasudeva Nanayakkara,,Vasudeva Nanayakkara,,Vasudeva Nanayakkara,,,1939-01-03,,,Vasudeva Nanayakkara,,25872707,https://upload.wikimedia.org/wikipedia/commons/d/df/Vasudeva_Nanayakkara.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vasudeva Nanayakkara,,,,,,,politician,,,,,
Q7928153,,Vidura Wickremenayake,Vidura Wickremenayake,Vidura Wickremanayake,,male,Vidura Wickremenayake,Vidura,Vidura Wickremanayake,Vidura Wickremenayake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7929262,விஜயகலா மகேசுவரன்,Vijayakala Maheswaran,Vijayakala Maheswaran,Vijayakala Maheswaran,விஜயகலா மகேசுவரன்,female,Vijayakala Maheswaran,,Vijayakala Maheswaran,Vijayakala Maheswaran,Vijayakala Maheswaran,,,1972-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7929350,,Vijitha Berugoda,Vijitha Berugoda,Vijitha Berugoda,,male,Vijitha Berugoda,,Vijitha Berugoda,Vijitha Berugoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7929351,விஜித ஹேரத்,Vijitha Herath,Vijitha Herath,Vijitha Herath,விஜித ஹேரத்,male,Vijitha Herath,,Vijitha Herath,Vijitha Herath,Vijitha Herath,විජිත හේරත්,විජිත හේරත්,1968-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7971335,,Wasantha Aluvihare,Wasantha Aluvihare,Wasantha Aluwihare,,male,Wasantha Aluvihare,,Wasantha Aluwihare,Wasantha Aluvihare,Wasantha Aluvihare,,,1962-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7971337,,Wasantha Senanayake,Wasantha Senanayake,Wasantha Senanayake,,male,Wasantha Senanayake,,Wasantha Senanayake,Wasantha Senanayake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q7999787,விஜயதாச ராஜபக்ச,Wijeyadasa Rajapakshe,Wijeyadasa Rajapakshe,Wijeyadasa Rajapakshe,விஜயதாச ராஜபக்ச,male,Wijeyadasa Rajapakshe,,Wijeyadasa Rajapakshe,Wijeyadasa Rajapakshe,Wijeyadasa Rajapakshe,,,1959-03-16,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d5/Wijeyadasa_Rajapakshe.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q983402,ரணில் விக்கிரமசிங்க,Ranil Wickremesinghe,Ranil Wickremesinghe,Ranil Wickremesinghe,ரணில் விக்கிரமசிங்க,male,Ranil Wickremesinghe,,Ranil Wickremasinghe,Ranil Wickremesinghe,Ranil Wickremesinghe,රනිල් වික් රමසිංහ,රනිල් වික්‍රමසිංහ,1949-03-24,Ranil Wickremesinghe,,Ranil Wickremasinghe,,68066643,https://upload.wikimedia.org/wikipedia/commons/f/fc/Ranil_At_UNP_Office.jpg,,,,Ранил Викрамасингхе,Ranil Wickremesinghe,Ranil Wickremesinghe,रानिल विक्रमसिंघे,,রনীল বিক্রমাসিংহে,,রনীল বিক্রমাসিংহে,,रानिल विक्रमसिंघे,,,拉尼尔·维克勒马辛哈,,Ranil Wickremesinghe,,라닐 위크레메싱게,,,,,,Ranil Wickremesinghe,,ラニル・ウィクラマシンハ,Ρανίλ Γουικρεμεσίνγκε,Ranil Wickremasinghe,,,Ranil Wickremesinghe,Ranil Wickremesinghe,,,Ranil Wickremesinghe,,,Ranil Wickremasinghe,رانیل ویکرماسینگه,,,Ranil Wickremesinghe,Ranil Wickremesinghe,,,رانيل ويكريمسينغه,,,,رانيل ويكريمسينغه,,,Ranil Wickremesinghe,,,Ρανίλ Γουικρεμεσίνγκε,,Ranil Wickremesinghe,,,Ranil Wickremesinghe,,,رانیل ویکرماسینگه,,,,Ranil Wickremesinghe,Ranil Wickremesinghe,Ranil Wickremesinghe,ラニル・ウィクラマシンハ,,,라닐 위크레메싱게,,,,,,,,,,,,Ranil Wickremesinghe,,"Викрамасингхе, Ранил",Ranil Wickremasinghe,Ranil Wickremasinghe,Ranil Wickremesinghe,,,拉尼尔·维克勒马辛哈,,n89267581,/m/0235bh,,,拉尼尔·维克勒马辛哈,拉尼爾·維克勒馬辛哈,拉尼爾·維克勒馬辛哈,Ранил Викрамсинге,Ranil Vikramasiṅghe,Ranil Vikramasiṅghe,Ranil Wickremesinghe,Ranil Wickremesinghe,,,,,,,Ranil Wickremasinghe,376136,,,,,,politician,,,,,
