id,name,wikipedia__pl,term,group,source,area,area_id,start_date,wikidata,end_date,replaced,name__pl,name__en,gender,birth_date,given_name,image,identifier__viaf,identifier__freebase,identifier__lcauth,identifier__europarlmep,identifier__isni,identifier__bnf,website,identifier__gnd,identifier__sudoc,identifier__nta,identifier__imdb,facebook,family_name,identifier__muzinger,death_date,twitter,identifier__gtaa,identifier__parlement,identifier__ndl,identifier__nla,identifier__nkc,identifier__nukat,identifier__nlp,identifier__ptbnp,identifier__nli,identifier__bne,identifier__bav,identifier__fifa,identifier__catholic_hierarchy
maria-janyska,Maria Janyska,Maria Janyska,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo wielkopolskie 38,38-7,,Q11768918,,,Maria Janyska,,female,,Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-jarmuziewicz,Tadeusz Jarmuziewicz,Tadeusz Jarmuziewicz,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo opolskie 21,21-7,,Q9296393,,,Tadeusz Jarmuziewicz,Tadeusz Jarmuziewicz,male,1957-09-21,Tadeusz,https://upload.wikimedia.org/wikipedia/commons/c/cc/Tadeusz_Jarmuziewicz_Sejm_05.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michał-jaros,Michał Jaros,Michał Jaros,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo dolnośląskie 3,3-7,,Q11778830,,,Michał Jaros,Michał Jaros,male,1981-01-26,Michał,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leszek-jastrzębski,Leszek Jastrzębski,Leszek Jastrzębski,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 19,19-7,,Q16571661,,,Leszek Jastrzębski,,male,,Leszek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roman-kaczor,Roman Kaczor,Roman Kaczor,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo dolnośląskie 3,3-7,,Q2164633,,,Roman Kaczor,Roman Kaczor,male,1956-09-03,Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bożena-kamińska,Bożena Kamińska,Bożena Kamińska,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo podlaskie 24,24-7,,Q11688713,,,Bożena Kamińska,,female,,Bożena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-kania,Andrzej Kania,Andrzej Kania,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 18,18-7,,Q9152383,,,Andrzej Kania,,male,,Andrzej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grzegorz-karpiński,Grzegorz Karpiński,Grzegorz Karpiński,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo kujawsko-pomorskie 5,5-7,,Q9281869,,,Grzegorz Karpiński,,male,,Grzegorz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
włodzimierz-karpiński,Włodzimierz Karpiński,Włodzimierz Karpiński,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo lubelskie 6,6-7,,Q8041335,,,Włodzimierz Karpiński,Włodzimierz Karpiński,male,1961-11-16,Włodzimierz,https://upload.wikimedia.org/wikipedia/commons/9/94/W_Karpiński.jpg,,/m/0f6t4f,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan-kaźmierczak,Jan Kaźmierczak,Jan Kaźmierczak,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo śląskie 29,29-7,,Q11717977,,,Jan Kaźmierczak,,male,,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
małgorzata-kidawa-błońska,Małgorzata Kidawa-Błońska,Małgorzata Kidawa-Błońska,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 19,19-7,,Q6799370,,,Małgorzata Kidawa-Błońska,Małgorzata Kidawa-Błońska,female,1957-05-05,Małgorzata,https://upload.wikimedia.org/wikipedia/commons/b/b8/Sejm_7.11.2012_06.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marcin-kierwiński,Marcin Kierwiński,Marcin Kierwiński,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 19,19-7,,Q11767619,,,Marcin Kierwiński,Marcin Kierwiński,male,,Marcin,https://upload.wikimedia.org/wikipedia/commons/6/6b/Marcin_Kierwiński_Sejm_2014.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joanna-kluzik-rostkowska,Joanna Kluzik-Rostkowska,Joanna Kluzik-Rostkowska,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo śląskie 30,30-7,,Q461556,,,Joanna Kluzik-Rostkowska,Joanna Kluzik-Rostkowska,female,1963-12-14,Joanna,,,/m/0fqt1rt,,,,,,,,,,,,,,,,,,,,,,,,,,,
krystyna-kłosin,Krystyna Kłosin,Krystyna Kłosin,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo pomorskie 26,26-7,,Q11748730,,,Krystyna Kłosin,,female,1954-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magdalena-kochan,Magdalena Kochan,Magdalena Kochan,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo zachodniopomorskie 41,41-7,,Q9296059,,,Magdalena Kochan,Magdalena Kochan,female,1950-01-28,Magdalena,,,/m/0f6tdp,,,,,,,,,,,,,,,,,,,,,,,,,,,
brygida-kolenda-Łabuś,Brygida Kolenda-Łabuś,Brygida Kolenda-Łabuś,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo opolskie 21,21-7,,Q9180740,,,Brygida Kolenda-Łabuś,Brygida Kolenda-Łabuś,female,1950-05-12,Brygida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agnieszka-kołacz-leszczyńska,Agnieszka Kołacz-Leszczyńska,Agnieszka Kołacz-Leszczyńska,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo dolnośląskie 2,2-7,,Q9142315,,,Agnieszka Kołacz-Leszczyńska,,female,,Agnieszka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ewa-kołodziej,Ewa Kołodziej,Ewa Kołodziej,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo śląskie 31,31-7,,Q9256715,,,Ewa Kołodziej,,female,,Ewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zbigniew-konwiński,Zbigniew Konwiński,Zbigniew Konwiński,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo pomorskie 26,26-7,,Q9388028,,,Zbigniew Konwiński,,male,1974-03-24,Zbigniew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ewa-kopacz,Ewa Kopacz,Ewa Kopacz,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 17,17-7,,Q246216,,,Ewa Kopacz,Ewa Kopacz,female,1956-12-03,Ewa,https://upload.wikimedia.org/wikipedia/commons/2/22/E.Kopacz.jpg,307175114,/m/0f6tkx,,,,,http://kopacz.pl,,,,,,,,,,,,,,,,,,,,,,
domicela-kopaczewska,Domicela Kopaczewska,Domicela Kopaczewska,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo kujawsko-pomorskie 5,5-7,,Q5290275,,,Domicela Kopaczewska,Domicela Kopaczewska,female,1958-10-04,,,,/m/0f6tll,,,,,,,,,,,,,,,,,,,,,,,,,,,
leszek-korzeniowski,Leszek Korzeniowski,Leszek Korzeniowski,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo opolskie 21,21-7,,Q6532156,,,Leszek Korzeniowski,Leszek Korzeniowski,male,1955-01-01,Leszek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roman-kosecki,Roman Kosecki,Roman Kosecki,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 19,19-7,,Q739548,,,Roman Kosecki,Roman Kosecki,male,1966-02-15,Roman,,313026409,/m/05sly3,,,,,,,,,,,,,,,,,,,,,,,,,,52400,
sławomir-kowalski,Sławomir Kowalski,Sławomir Kowalski,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo śląskie 27,27-7,,Q9353149,,,Sławomir Kowalski,,male,,Sławomir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacek-kozaczyński,Jacek Kozaczyński,Jacek Kozaczyński,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 18,18-7,,Q11715387,,,Jacek Kozaczyński,,male,1968-01-31,Jacek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerzy-kozdroń,Jerzy Kozdroń,Jerzy Kozdroń,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo pomorskie 25,25-7,,Q6185422,,,Jerzy Kozdroń,Jerzy Kozdroń,male,1950-10-23,Jerzy,,,/m/0f6tss,,,,,,,,,,,,,,,,,,,,,,,,,,,
iwona-kozłowska,Iwona Kozłowska,Iwona Kozłowska,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo kujawsko-pomorskie 4,4-7,,Q11714567,,,Iwona Kozłowska,,female,1963-08-11,Iwona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirosław-koźlakiewicz,Mirosław Koźlakiewicz,Mirosław Koźlakiewicz,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 16,16-7,,Q6874361,,,Mirosław Koźlakiewicz,Mirosław Koźlakiewicz,male,1957-06-11,Mirosław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ligia-krajewska,Ligia Krajewska,Ligia Krajewska,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 19,19-7,,Q6540567,,,Ligia Krajewska,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robert-kropiwnicki,Robert Kropiwnicki,Robert Kropiwnicki,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo dolnośląskie 1,1-7,,Q9310929,,,Robert Kropiwnicki,,male,,Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elżbieta-królikowska-kińska,Elżbieta Królikowska-Kińska,Elżbieta Królikowska-Kińska,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo łódzkie 9,9-7,2013-08-27,Q16543524,,,Elżbieta Królikowska-Kińska,,female,,Elżbieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
przemysław-krysztofiak,Przemysław Krysztofiak,Przemysław Krysztofiak,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo wielkopolskie 36,36-7,,Q19691655,,,Przemysław Krysztofiak,Przemysław Krysztofiak,male,,Przemysław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marek-krząkała,Marek Krząkała,Marek Krząkała,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo śląskie 30,30-7,,Q11768254,,,Marek Krząkała,,male,,Marek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cezary-kucharski,Cezary Kucharski,Cezary Kucharski,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo lubelskie 6,6-7,,Q373054,,,Cezary Kucharski,Cezary Kucharski,male,1972-02-17,Cezary,https://upload.wikimedia.org/wikipedia/commons/b/b4/Cezary_Kucharski_2.jpg,,/m/0dql2s,,,,,http://www.cezarykucharski.pl/,,,,,,,,,,,,,,,,,,,,,157288,
jan-kulas,Jan Kulas,Jan Kulas,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo pomorskie 25,25-7,2015-02-04,Q11718186,,,Jan Kulas,,male,,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomasz-kulesza,Tomasz Kulesza,Tomasz Kulesza,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo podkarpackie 22,22-7,2011-12-22,Q9297896,,,Tomasz Kulesza,Tomasz Kulesza,male,1959-06-14,Tomasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stanisław-lamczyk,Stanisław Lamczyk,Stanisław Lamczyk,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo pomorskie 26,26-7,,Q7599183,,,Stanisław Lamczyk,Stanisław Lamczyk,male,1957-08-12,Stanisław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
józef-lassota,Józef Lassota,Józef Lassota,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo małopolskie 13,13-7,,Q11730701,,,Józef Lassota,Józef Lassota,male,,Józef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomasz-lenz,Tomasz Lenz,Tomasz Lenz,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo kujawsko-pomorskie 5,5-7,,Q7818431,,,Tomasz Lenz,Tomasz Lenz,male,1968-12-08,Tomasz,https://upload.wikimedia.org/wikipedia/commons/6/64/Tomek_miniatura.jpg,,/m/0f6v2s,,,,,,,,,,,,,,,,,,,,,,,,,,,
izabela-leszczyna,Izabela Leszczyna,Izabela Leszczyna,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo śląskie 28,28-7,,Q11714680,,,Izabela Leszczyna,,female,,Izabela,https://upload.wikimedia.org/wikipedia/commons/2/26/Izabela_Leszczyna_73_posiedzenie_Senatu.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arkadiusz-litwiński,Arkadiusz Litwiński,Arkadiusz Litwiński,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo zachodniopomorskie 41,41-7,,Q4791674,,,Arkadiusz Litwiński,Arkadiusz Litwiński,male,1970-07-31,Arkadiusz,,,/m/0f6v8n,,,,,,,,,,,,,,,,,,,,,,,,,,,
marek-Łapiński,Marek Łapiński,Marek Łapiński,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo dolnośląskie 3,3-7,,Q11768626,,,Marek Łapiński,,male,,Marek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zofia-Ławrynowicz,Zofia Ławrynowicz,Zofia Ławrynowicz,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo zachodniopomorskie 41,41-7,,Q9391914,,,Zofia Ławrynowicz,,female,,Zofia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robert-maciaszek,Robert Maciaszek,Robert Maciaszek,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo małopolskie 12,12-7,2014-11-28,Q18614002,,,Robert Maciaszek,,male,,Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beata-małecka-libera,Beata Małecka-Libera,Beata Małecka-Libera,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo śląskie 32,32-7,,Q4877014,,,Beata Małecka-Libera,Beata Małecka-Libera,female,1954-05-17,Beata,https://upload.wikimedia.org/wikipedia/commons/a/af/Beata_Małecka-Libera.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jagna-marczułajtis-walczak,Jagna Marczułajtis-Walczak,Jagna Marczułajtis-Walczak,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo małopolskie 13,13-7,,Q24840,,,Jagna Marczułajtis-Walczak,Jagna Marczułajtis,female,1978-12-15,Jagna,https://upload.wikimedia.org/wikipedia/commons/3/37/Jagna_Marczułajtis-Walczak_Sejm_02.JPG,,/m/0bfgjd,,,,,,,,,,,,,,,,,,,,,,,,,,,
katarzyna-matusik-lipiec,Katarzyna Matusik-Lipiec,Katarzyna Matusik-Lipiec,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo małopolskie 13,13-7,,Q11737017,,,Katarzyna Matusik-Lipiec,Katarzyna Matusik-Lipiec,female,1975-06-29,Katarzyna,https://upload.wikimedia.org/wikipedia/commons/9/9f/Katarzyna_matusik-lipiec.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antoni-mężydło,Antoni Mężydło,Antoni Mężydło,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo kujawsko-pomorskie 5,5-7,,Q4776182,,,Antoni Mężydło,Antoni Mężydło,male,1954-08-23,Antoni,https://upload.wikimedia.org/wikipedia/commons/a/ad/JKRUK_20100418_ANTONI_MEZYDLO_KURSKI_IMG_7273.jpg,,/m/0f6vtl,,,,,,,,,,,,,,,,,,,,,,,,,,,
rajmund-miller,Rajmund Miller,Rajmund Miller,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo opolskie 21,21-7,,Q9303570,,,Rajmund Miller,,male,1954-07-16,Rajmund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldona-młyńczak,Aldona Młyńczak,Aldona Młyńczak,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo dolnośląskie 3,3-7,,Q4713960,,,Aldona Młyńczak,Aldona Młyńczak,female,1958-05-25,Aldona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
czesław-mroczek-(polityk),Czesław Mroczek,Czesław Mroczek (polityk),7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 18,18-7,,Q5202126,,,Czesław Mroczek (polityk),Czesław Mroczek,male,1964-07-20,Czesław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izabela-mrzygłocka,Izabela Mrzygłocka,Izabela Mrzygłocka,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo dolnośląskie 2,2-7,,Q11714684,,,Izabela Mrzygłocka,Izabela Katarzyna Mrzygłocka,female,1959-05-20,Izabela,https://upload.wikimedia.org/wikipedia/commons/a/a3/Izabela_Katarzyna_Mrzygłocka.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joanna-mucha,Joanna Mucha,Joanna Mucha,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo lubelskie 6,6-7,,Q439058,,,Joanna Mucha,Joanna Mucha,female,1976-04-12,Joanna,https://upload.wikimedia.org/wikipedia/commons/b/bf/Minister_Joanna_Mucha.jpg,315946280,/m/0gfhtr9,,,,,,,,,,,,,,,,,,,,,,,,,,,
killion-munyama,Killion Munyama,Killion Munyama,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo wielkopolskie 38,38-7,,Q4409956,,,Killion Munyama,Killion Munyama,male,1961-07-10,,https://upload.wikimedia.org/wikipedia/commons/5/50/Killion_Munyama_Sejm_RP_06.JPG,12009615,,no2004006090,,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-naguszewski,Tadeusz Naguszewski,Tadeusz Naguszewski,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo warmińsko-mazurskie 34,34-7,,Q2387286,,,Tadeusz Naguszewski,Tadeusz Naguszewski,male,1954-06-01,Tadeusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anna-nemś,Anna Nemś,Anna Nemś,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo śląskie 32,32-7,,Q11686265,,,Anna Nemś,,female,,Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sławomir-neumann,Sławomir Neumann,Sławomir Neumann,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo pomorskie 25,25-7,,Q9353185,,,Sławomir Neumann,,male,,Sławomir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dorota-niedziela,Dorota Niedziela,Dorota Niedziela,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo małopolskie 12,12-7,,Q11694886,,,Dorota Niedziela,,female,1964-08-20,Dorota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
małgorzata-niemczyk,Małgorzata Niemczyk,Małgorzata Niemczyk,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo łódzkie 9,9-7,,Q651170,,,Małgorzata Niemczyk,Małgorzata Niemczyk,female,1969-10-25,Małgorzata,https://upload.wikimedia.org/wikipedia/commons/3/3b/Malgorzata_Niemczyk-Wolska.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stefan-niesiołowski,Stefan Niesiołowski,Stefan Niesiołowski,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo lubuskie 8,8-7,,Q942300,,,Stefan Niesiołowski,Stefan Niesiołowski,male,1944-02-04,Stefan,https://upload.wikimedia.org/wikipedia/commons/f/f1/Stefan_Niesiolowski.jpg,72206643,/m/025v3dk,n93059636,,0000 0000 7863 3319,,,119557983,,,,,,,,,,,,,,,,,,,,,
tomasz-nowak-(polityk),Tomasz Nowak,Tomasz Nowak (polityk),7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo wielkopolskie 37,37-7,,Q327673,,,Tomasz Nowak,Tomasz Piotr Nowak,male,1956-12-22,Tomasz,,,/m/0f6w5z,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirosława-nykiel,Mirosława Nykiel,Mirosława Nykiel,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo śląskie 27,27-7,,Q1285126,,,Mirosława Nykiel,Mirosława Nykiel,female,1953-09-23,Mirosława,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
