id,name__bg,name__pl,name__uk,name__en,name__fr,name,wikipedia__bg,wikipedia__bgwikiquote,wikipedia__pl,wikipedia__uk,gender,birth_date,given_name,name__mk,name__nl,wikipedia__en,wikipedia__mk,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__SUDOC,name__lb,name__zh,name__he,name__ko,name__es,name__oc,name__ie,name__yo,name__hu,name__it,name__gl,name__et,name__de,name__ja,name__el,name__sv,name__pt,name__eo,name__ru,name__sr,name__tr,name__ro,name__fi,name__la,name__cs,name__io,name__az,name__hr,name__nb,name__ml,name__pt_br,name__ar,name__sh,name__ca,name__de_ch,name__en_ca,name__en_gb,name__pam,name__cy,name__fa,name__ku,name__da,name__nn,name__vi,name__be,name__id,name__bs,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eowikiquote,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__ku,wikipedia__la,wikipedia__lb,wikipedia__ml,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__trwikiquote,wikipedia__vi,wikipedia__yo,wikipedia__zh,image,identifier__LCAuth,identifier__freebase,identifier__NKC,identifier__Munzinger,identifier__parlement,twitter,name__sk,name__sr_el,name__sr_ec,name__sl,wikipedia__dewikiquote,wikipedia__sk,wikipedia__sl,identifier__EuroparlMEP,facebook,identifier__BNF,death_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__se,name__be_tarask,name__lt,name__sq,wikipedia__be_x_old,wikipedia__da,wikipedia__lt,wikipedia__nn,wikipedia__se,wikipedia__sq,name__kk,wikipedia__kk,identifier__IMDB,name__mn,wikipedia__mn,identifier__NTA,family_name,wikipedia__ukwikiquote,name__is,wikipedia__is,name__mg,wikipedia__mg,name__sco,wikipedia__sco,name__lv,name__cu,name__ka,name__hy,wikipedia__bs,wikipedia__cu,wikipedia__hy,wikipedia__ka,wikipedia__lv,identifier__NNDB,name__gd,name__br,name__ast,name__mr,name__qu,name__uz,wikipedia__ast,wikipedia__br,wikipedia__gd,wikipedia__mr,wikipedia__qu,wikipedia__uz,name__ms,name__bn,name__ckb,name__te,wikipedia__bn,wikipedia__ckb,wikipedia__ms,identifier__IIAF,website,original_wikiname,identifier__FAST,identifier__OLID,last_seen,identifier__PACE,wikipedia__hsb,name__hsb,identifier__Britannica,wikipedia__fawikiquote,name__bar,occupation,identifier__nlg,identifier__NLI,identifier__NUKAT,identifier__NLP,name__tt,wikipedia__frwikinews,wikipedia__arwikinews,identifier__google_plus,identifier__quora,identifier__ioc_athlete,wikipedia__eu,name__eu,identifier__google_knowledge,name__an,name__ang,name__th,name__nds,name__os,wikipedia__ang,wikipedia__an,wikipedia__nds,wikipedia__os,wikipedia__plwikiquote,wikipedia__th,identifier__bigenc_ru,identifier__whoswho_france,name__ur,identifier__SELIBR,identifier__GNC,identifier__CiNii,identifier__BIBSYS,identifier__NLA,identifier__NSK,identifier__ne_se,wikipedia__bgwikisource,pseudonym,identifier__persee,name__fy,wikipedia__fy,identifier__CERL,identifier__kinopoisk,identifier__allmovie,identifier__PORT,wikipedia__enwikisource,identifier__BAV,identifier__SFDb,identifier__CSFD,identifier__DNF,identifier__snac,identifier__MusicBrainz,name__ba,wikipedia__ba,identifier__filmportal_de,name__rup,wikipedia__roa_rup,identifier__NDL,name__war,name__ky,name__azb,wikipedia__azb,wikipedia__eowikisource,wikipedia__frwikisource,wikipedia__hywikiquote,wikipedia__ky,wikipedia__plwikisource,wikipedia__ukwikisource,wikipedia__war,identifier__Gutenberg,identifier__N6I,identifier__NLAtrove,identifier__HDS,identifier__SBN_it,identifier__PTBNP,name__tg,wikipedia__tg,identifier__MGP,identifier__zbMATH,identifier__AlloCine,identifier__elonet,identifier__LNB,wikipedia__species,name__kl,identifier__wikitree,identifier__CONOR,wikipedia__pa,wikipedia__af,name__pa,name__af,identifier__discogs,identifier__GTAA,identifier__google_scholar,wikipedia__hi,noble_title,identifier__BNE,name__cv,wikipedia__cv
Q1281454,Ивайло Калфин,Iwajło Kałfin,Івайло Калфін,Ivaylo Kalfin,Ivaïlo Kalfin,Ивайло Калфин,Ивайло Калфин,,Iwajło Kałfin,Івайло Калфін,male,1964-05-30,Ivaylo,,Ivajlo Kalfin,Ivailo Kalfin,,,,,,,,איבאילו קאלפין,,Ivailo Kalfin,,,,Ivailo Kalfin,,,Ivaylo Kalfin,Iwajlo Kalfin,外務大臣,,,,,"Калфин, Ивайло Георгиев",,İvaylo Kalfin,,,,,,,,Ivajlo Kalfin,,,,,,,,,,,,,,Ivajlo Kalfin,,,,,,,,,Category:Ivaylo Kalfin,,,Iwajlo Kalfin,,,,,Ivailo Kalfin,Ivaylo Kalfin,,,Ivaïlo Kalfin,,,,,,,,,,,,,,,,Ivajlo Kalfin,,,,,,"Калфин, Ивайло",,,,,,İvaylo Kalfin,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4c/Ikalfin.jpg,,/m/0dsfgk,,,,,,,,,,,,96807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.kalfin.eu/news/bio/1,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q132243,Румен Овчаров,,,Rumen Ovcharov,Rumen Owtscharow,Румен Овчаров,Румен Овчаров,Румен Овчаров,,,male,1952-07-05,Rumen,,Rumen Ovcharov,Rumen Ovcharov,,,,,,,,,,,,,,,,,,Rumen Owtscharow,,,,,,,,,,,,,,,,Rumen Ovtsjarov,,,,,,,,,,,,,,Rumen Ovtsjarov,,,,,,,,,,,,Rumen Owtscharow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5d/Rumen_Ovcharov.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rumen Owtscharow,Rumen Owtscharow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Румен Овчаров,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1333493,Таню Киряков,Taniu Kiriakow,,Tanyu Kiryakov,Tanyu Kiryakov,Таню Киряков,Таню Киряков,,Taniu Kiriakow,,male,1963-03-02,,,Tanjoe Kirjakov,Tanyu Kiryakov,,,,,,,,,,Tanyu Kiryakov,,,,Tanyu Kirjakov,Tanju Kirjakov,,,Tanju Kirjakow,,,Tanju Kirjakov,Tanyu Kiryakov,,"Киряков, Таню",Тању Кирјаков,,,Tanju Kirjakov,,,,,,Tanju Kirjakov,,,,,,,,,,,,,Tanju Kirjakov,Tanju Kirjakov,,,,,,,,,,,,Tanju Kirjakow,,,,,,,,Tanju Kirjakov,Tanyu Kiryakov,,,,,,,,Tanju Kirjakov,,,,,,,,Tanjoe Kirjakov,Tanju Kirjakov,,,Tanyu Kiryakov,,"Киряков, Таню",,,,Тању Кирјаков,,,,,,,,,/m/07_3sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Таню Киряков,Таню Киряков,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Таню Киряков,,,,,,,,,,sport shooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1337846,Никола Мушанов,Nikoła Muszanow,Нікола Мушанов,Nikola Mushanov,Nikola Mushanov,Никола Мушанов,Никола Мушанов,,Nikoła Muszanow,Нікола Мушанов,male,1872-04-02,Nicholas,,Nikola Mushanov,Nikola Mushanov,,0000 0000 1350 6191,20485097,119188074,,,,ניקולה מושאנוב,,Nikola Mushanov,,,,Nikola Mushanov,Nikola Mušanov,,Nikola Mušanov,Nikola Muschanow,ニコラ・ムシャノフ,Νικόλα Μουσάνωφ,,,,"Мушанов, Никола Стойков",,,,,Nicolaus Musanov,,Nikola Mushanov,,,Nikola Musjanov,,,,,,,Nikola Mushanov,Nikola Mushanov,,,نیکولا موشانوف,,,Nikola Musjanov,,,,,,,,,Category:Nikola Mushanov,,,Nikola Muschanow,Νικόλα Μουσάνωφ,,,,,Nikola Mušanov,نیکولا موشانوف,,Nikola Mushanov,,ניקולה מושאנוב,,,,,Nikola Mushanov,Nikola Mušanov,,,,,Nicolaus Musanov,,,,,,,,,"Мушанов, Никола",,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/ac/N.mushanov.jpg,n93122685,/m/0b3z7f,,,,,,,,,,,,,,,1951-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333155,OL554409A,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13414868,Димитър Аврамов,,,Dimitar Awramow,Dimitar Awramow,Димитър Аврамов,"Димитър Аврамов (политик, р. 1943)",,,,male,1943-10-02,Dimitar,,Dimitar Awramow,,,,,,,,,,,,,,,,,,,Dimitar Awramow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dimitar Awramow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avramov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Димитър Аврамов (политик, р. 1943)",,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1371792,Соломон Паси,Solomon Pasi,Соломон Пасі,Solomon Passy,Solomon Pasi,Соломон Паси,Соломон Паси,,Sołomon Pasi,Соломон Пасі,male,1956-12-22,Solomon,,Solomon Pasi,Solomon Passy,,0000 0000 3351 6012,43634459,113338207X,145541762,,,סולומון פאסי,,Solomon Passy,,,,Solomon Passy,,,Solomon Pasi,Solomon Pasi,,,,,,"Паси, Соломон Исак",,Solomon Pasi,,,,,,,,Solomon Pasi,,,,,,,,,,,,,,Solomon Pasi,,,,,,,,,Solomon Passy,,,Solomon Pasi,,,,,,Solomon Pasi,,,Solomon Passi,,סולומון פאסי,,,,,,,,,,,,,,,,,,,,"Паси, Соломон",,,,,,Solomon Pasi,,,,,https://upload.wikimedia.org/wikipedia/commons/d/df/Evstafiev-solomon-passy.jpg,n99056054,/m/03qf73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191723290,,,,,,,,,,,,,,,,,,055/000056884,,,,,,,,,,,,,,,,,,,,,,Соломон Паси,1550743,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passy.solomon,,,,,,,,,,,,,,,,,,,
Q1396941,Захарий Стоянов,,,Zahari Stoyanov,Zachari Stojanov,Захарий Стоянов,Захарий Стоянов,Захарий Стоянов,,,male,1850,Zahari,Захариј Стојанов,Zachari Stojanov,Zahari Stoyanov,Захариј Стојанов,0000 0001 3986 0241,173889290,118618547,069277850,,,,,Zahari Stoyanov,,,,,,,,Sachari Stojanow,ザハリ・ストヤノフ,,Zachari Stojanov,,,Захарий Стоянов,,,,,,,,,,Zakharij Stojanov,,,,,,,,,,,,,,Zakharij Stojanov,,,,,,,,,Category:Zahari Stoyanov,,,Sachari Stojanow,,,,,,,,,Zahari Stoyanov,,,,,,,,,,,,,,,,,,,,,,Захарий Стоянов,,,,,Zachari Stojanov,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/da/Zahari_Stoyanov_portrait.jpg,n80164344,/m/0d416x,,,,,,,,,,,,,,136053804,1889-09-02,,,,,,,,,,,,,,,,,Захарий Стоянов,Захарий Стоянов,,,,069262683,,,,,,,,,,,,Զախարի Ստոյանով,,,Զախարի Ստոյանով,,,,,,,,,,,,,,,,,,,,,,,,,,65734,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Автор:Захарий Стоянов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164044643,,,,,,,,,,,,
Q1509254,Георги Пирински,Georgi Pirinski,Георгі Пірінскі,"Georgi Pirinski, Jr.",Georgi Pirinski,Георги Пирински,Георги Пирински,,Georgi Pirinski,Георгій Георгієв Пиринський,male,1948-09-10,Georgi,Георги Пирински,Georgi Pirinski,Georgi Pirinski Jr.,Георги Пирински,0000 0000 5561 0085,25912270,,,,,,,"Georgi Pirinski, Jr.",,,,"Georgi Pirinski, Jr.",,,,Georgi Pirinski,,,,,,,Георги Пирински,,,,,,,,,Georgi Pirinski,,,,,,,,,,,,,,Georgi Pirinski,,,,,,,,,Category:Georgi Pirinski,,,Georgi Pirinski,,,,,,,,,Georgi Pirinski,,,,,,,,,,,,,,,,Georgi Pirinski (zoon),,,,,,,,,,Георги Пирински,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/42/Georgi_Pirinski_2009.jpg,n80121069,/m/0cgmnl,,,,,,,,Georgi Pirinski mlajši,,,,124855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Георги Пирински,60998,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1540417,Николай Свинаров,Nikołaj Swinarow,,Nikolay Svinarov,Nikolaj Swinarow,Николай Свинаров,Николай Свинаров,Николай Свинаров,Nikołaj Swinarow,,male,1958-05-06,Nikolay,,Nikolay Svinarov,Nikolay Svinarov,,,,,,,,,,,,,,,,,,Nikolaj Swinarow,,,,,,,,,,,,,,,,Nikolaj Svinarov,,,,,,,,,,,,,,Nikolaj Svinarov,,,,,,,,,,,,Nikolaj Swinarow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/012lb4z1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Николай Свинаров,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15729020,Мария Атанасова,,,Maria Atanassowa,Maria Atanassowa,Мария Атанасова,Мария Атанасова,,,,female,1926-12-26,Maria,,Maria Atanassowa,Marija Atanassowa,,,,,,,,,,,,,,,,,,Marija Atanassowa,,,,,,"Атанасовa, Мария Георгиева",,,,,,,,,,Marija Atanasova,,,ماريجا أتاناسوا,,,,Maria Atanassowa,,,,,,,Marija Atanasova,,,,,ماريجا أتاناسوا,,,,,,,Marija Atanassowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Атанасовa, Мария Георгиева",,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aircraft pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15732366,Петър Чобанов,,,Petar Tchobanov,Petar Tchobanov,Петър Чобанов,Петър Чобанов,,,,male,1976-07-20,Petar,,Petar Tchobanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petar Tchobanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Петър Чобанов,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15732371,Драгомир Стойнев,,,Dragomir Stoïnev,Dragomir Stoïnev,Драгомир Стойнев,Драгомир Стойнев,,,,male,1976-05-06,Dragomir,,Dragomir Stoïnev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragomir Stojnev,,,,,,,,,,,,,,Dragomir Stojnev,,,,,,,,,,,,,,,,,,,,,Dragomir Stoïnev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Драгомир Стойнев,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15732377,Анелия Клисарова,,,Aneliya Klissarova,Anelia Klissarova,Анелия Клисарова,Анелия Клисарова,,,,female,1961-12-13,,,Anelia Klissarova,Aneliya Klisarova,,0000 0000 7799 5924,120244086,140984402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anelija Klisarova,,,,,,,,,,,,,,Anelija Klisarova,,,,,,,,,Category:Anelia Klisarova,,,,,,,,,,,,Anelia Klissarova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/05/Anelia_Klisarova.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Анелия Клисарова,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79ABt9YAAAAJ,,,,,
Q15733296,Данаил Папазов,,,Danaïl Papazov,Danaïl Papazov,Данаил Папазов,Данаил Папазов,,,,male,1959-02-23,,,Danaïl Papazov,Danail Papazov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danaïl Papazov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15733382,Таня Андреева,,,Tanya Andreeva,Tanya Andreeva,Таня Андреева,Таня Андреева,,,,female,1973-07-07,Tanya,,Tanya Andreeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanja Andreeva,,,,,,,,,,,,,,Tanja Andreeva,,,,,,,,,,,,,,,,,,,,,Tanya Andreeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Таня Андреева,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1590519,Георги Кирков,,,Georgi Kirkov,,Георги Кирков,Георги Кирков (социалист),,,,male,1867-08-15,Georgi,,Georgi Kirkow,Georgi Kirkov,,0000 0001 1067 9756,64806646,118931652,142526258,,,,,,,,,,,,,Georgi Kirkow,,,,,,"Кирков, Георгий Йорданов",,,,,,,,,,Georgi Kirkov,,,,,,,,,,,,,,Georgi Kirkov,,,,,,,,,,,,Georgi Kirkow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Кирков, Георгий",,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/74/Georgi-Kirkov-monument-closeup.jpg,n82141550,,,,,,,,,,,,,,,,1919-08-25,,,,,,,,,,,,,,,,,,,,,,161373836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100788,OL866685A,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX1056151,,
Q15987050,Петър Курумбашев,Petyr Kurumbaszew,,,,Петър Курумбашев,Петър Курумбашев,,Petyr Kurumbaszew,,male,1968-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Петър Курумбашев,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16195846,Весела Лечева,Weseła Leczewa,,Vesela Letcheva,Vesela Letcheva,Весела Лечева,Весела Лечева,Весела Лечева,Weseła Leczewa,,female,1964-05-20,,,Vesela Letcheva,Vesela Letcheva,,,,,,,,,,,,,,,Vesela Letcheva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesela Lecheva,,,,,,,,Vesela Lečeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Весела Лечева,,,,,,,,,,sport shooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16334129,Димчо Михалевски,,,,,Димчо Михалевски,Димчо Михалевски,,,,male,1965-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a3/Михалевски.jpg,,,,,,,,,,,,,,,,,2014-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16476918,Анелия Атанасова,,,,,Анелия Атанасова,Анелия Атанасова,Анелия Атанасова,,,female,1949-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Анелия Атанасова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16623792,Георги Кадиев,,,,,Георги Кадиев,Георги Кадиев,Георги Кадиев,,,male,1966-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Георги Кадиев,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1672913,Никола Петков,Nikoła Petkow,,Nikola Petkov,Nikola Petkov,Никола Петков,Никола Петков,,Nikoła Petkow,,male,1893-07-21,Nicholas,,Nikola Petkov,Nikola Petkov,,0000 0000 1055 3101,69731438,119084406,073326348,,,ניקולה פטקוב,,Nikola Petkov,,,,Nikola Petkov,Nikola Petkov,,,Nikola Petkow,,,Nikola Petkov,,,"Петков, Никола Димитров",,,,Nikola Petkov,,,,,,Nikola Petkov,,,,,,,,,,,نیکولا پتکوف,,,Nikola Petkov,,,,,,,,,Category:Nikola Dimitrov Petkov,,,Nikola Petkow,,,,,,,نیکولا پتکوف,Nikola Petkov,,,ניקולה פטקוב,,,,,,Nikola Petkov,,,,,,,,Nikola Petkov,,,,,,"Петков, Никола",,,,,Nikola Petkov,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e6/Statue_in_Sofia_03_Nikola_Petkov.jpg,n86058296,/m/03b_0jp,,,,,,,,,,,,,,12104054h,1947-09-23,,,,,,,,,,,,,,,,,,,,,,217585027,Petkov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841094,,,,,,biography/Nikola-Petkov,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,2777523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16912639,Станчо Тодоров,,,,,Станчо Тодоров,Станчо Тодоров,Станчо Тодоров,,,male,1949-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Станчо Тодоров,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
