id,name__it,name__fr,name__en,name__de,name,wikipedia__it,image,gender,birth_date,given_name,identifier__italian_cod,original_wikiname,wikipedia__itwikiquote,identifier__VIAF,identifier__SBN_it,name__nb,name__da,name__nn,name__sv,name__nl,family_name,name__pl,name__es,name__hu,wikipedia__en,wikipedia__fr,wikipedia__pl,identifier__freebase,identifier__openpolis,wikipedia__commons,name__ro,wikipedia__ro,identifier__EuroparlMEP,name__la,wikipedia__de,wikipedia__la,identifier__ISNI,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__eo,name__fi,website,twitter,facebook,name__ar,wikipedia__ar,name__scn,wikipedia__scn,name__ca,name__cs,name__et,name__hr,name__lt,name__pt,name__sk,name__sl,wikipedia__nl,name__ru,name__fa,name__el,wikipedia__ca,wikipedia__es,wikipedia__fa,wikipedia__ru,identifier__GND,instagram,name__lmo,wikipedia__lmo,identifier__IMDB,name__uk,wikipedia__eo,wikipedia__uk,identifier__GTAA,wikipedia__pt,name__vec,wikipedia__vec,name__oc,name__tw,name__cy,name__ga,name__eu,name__az,name__id,name__eml,name__pms,name__de_ch,name__en_ca,name__en_gb,name__ext,name__is,name__lb,name__pt_br,name__sq,name__sco,name__co,name__an,name__io,name__ay,name__gl,name__ie,name__nds_nl,name__tr,name__tl,name__lij,name__nap,name__rm,name__pcd,name__mwl,name__wa,name__ast,name__lad,name__fy,name__fo,name__gsw,name__roa_tara,name__cbk_zam,name__sc,name__diq,name__war,name__br,name__lv,name__ja,name__ko,name__zh,wikipedia__als,wikipedia__an,wikipedia__ast,wikipedia__ay,wikipedia__az,wikipedia__br,wikipedia__cbk_zam,wikipedia__co,wikipedia__cy,wikipedia__diq,wikipedia__eml,wikipedia__eu,wikipedia__ext,wikipedia__fi,wikipedia__fo,wikipedia__fy,wikipedia__ga,wikipedia__gl,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__ja,wikipedia__ko,wikipedia__lad,wikipedia__lb,wikipedia__lij,wikipedia__lv,wikipedia__mwl,wikipedia__nap,wikipedia__nds_nl,wikipedia__no,wikipedia__oc,wikipedia__pcd,wikipedia__pms,wikipedia__roa_tara,wikipedia__sco,wikipedia__sc,wikipedia__sq,wikipedia__sv,wikipedia__tl,wikipedia__tr,wikipedia__tw,wikipedia__war,wikipedia__wa,wikipedia__zh,wikipedia__da,wikipedia__sl,identifier__Munzinger,wikipedia__el,identifier__BNE,identifier__NTA,identifier__BAV,identifier__NUKAT,name__be,name__he,name__ml,name__mr,name__vi,name__bg,name__nds,name__sr,name__lo,name__sh,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__et,wikipedia__he,wikipedia__hu,wikipedia__itwikinews,wikipedia__lo,wikipedia__lt,wikipedia__ml,wikipedia__mr,wikipedia__nds,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__vi,identifier__NLA,identifier__NKC,identifier__CANTIC,identifier__parlement,identifier__FAST,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__hy,wikipedia__hy,name__ckb,name__ka,name__nan,wikipedia__ckb,wikipedia__enwikiquote,wikipedia__ka,wikipedia__zh_min_nan,identifier__Britannica,name__mk,wikipedia__mk,wikipedia__nn,name__be_tarask,wikipedia__be_x_old,wikipedia__cawikiquote,wikipedia__fiwikiquote,wikipedia__frwikiquote,wikipedia__ptwikiquote,wikipedia__slwikiquote,identifier__AlloCine,identifier__allmovie,wikipedia__itwikisource,wikipedia__dewikiquote,wikipedia__hr,identifier__NLAtrove,name__af,name__bs,name__ceb,wikipedia__cswikiquote,identifier__youtube,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__treccani,wikipedia__frwikinews,name__ia,name__nov,name__mt,name__vro,wikipedia__fiu_vro,wikipedia__ia,wikipedia__mt,wikipedia__nov,electoral_district,identifier__dialnet,identifier__NLI,identifier__google_plus,death_date,identifier__PACE,email,linkedin,identifier__britishmuseum,identifier__google_knowledge,name__bar,name__de_at,name__egl,name__frp,name__fur,name__gd,name__kg,name__li,name__mg,name__min,name__ms,name__nrm,name__sr_el,name__sw,name__vls,name__vo,name__wo,name__zu,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__vmf,occupation,identifier__GNC,identifier__flickr,name__ace,name__jv,name__su,wikipedia__bewikiquote,wikipedia__th,name__th,name__hsb,name__dsb,name__pfl,name__frr,name__xmf,wikipedia__xmf,identifier__quora,wikipedia__azb,name__azb,name__or,wikipedia__my,name__my,name__tt,identifier__ioc_athlete,wikipedia__bn,wikipedia__ukwikiquote,name__bn,identifier__PTBNP,identifier__BIBSYS,wikipedia__am,name__am,identifier__NDL,identifier__NLP,name__als,identifier__bigenc_ru,wikipedia__li,wikipedia__uz,wikipedia__jv,name__uz,name__lfn,wikipedia__af,identifier__NSK,noble_title,identifier__CONOR,name__ur
Q15585187,Salvatore Piccolo,Salvatore Piccolo,Salvatore Piccolo,Salvatore Piccolo,Salvatore Piccolo,Salvatore Piccolo (1948),https://upload.wikimedia.org/wikipedia/commons/3/3a/Salvatore_Piccolo_daticamera.jpg,male,1948-07-28,Salvatore,50210,Salvatore Piccolo (1948),,,,,,,,Salvatore Piccolo,Piccolo,,,,,,,,332874,Category:Salvatore Piccolo,,,,,,,,,,,,,,,,,,,,,,,,,,,Salvatore Piccolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15588759,Samuele Segoni,Samuele Segoni,Samuele Segoni,Samuele Segoni,Samuele Segoni,Samuele Segoni,https://upload.wikimedia.org/wikipedia/commons/1/17/Samuele_Segoni_daticamera.jpg,male,1978-01-12,Samuele,306102,Samuele Segoni,,,,,,,,Samuele Segoni,,,,,,,,,686714,Category:Samuele Segoni,,,,,,,,,,,,,,samuelesegoni,,,,,,,,,,,,,Samuele Segoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15609783,Sara Moretto,Sara Moretto,Sara Moretto,Sara Moretto,Sara Moretto,Sara Moretto,https://upload.wikimedia.org/wikipedia/commons/9/94/Sara_Moretto_daticamera_2018.jpg,female,1980-09-28,Sara,305660,Sara Moretto,,,,,,,,Sara Moretto,Moretto,,,,,,,,171574,Category:Sara Moretto,,,,,,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=305660&idLegislatura=17,sara_moretto,sara.moretto.716,,,,,,,,,,,,Sara Moretto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15613956,Sebastiano Barbanti,Sebastiano Barbanti,Sebastiano Barbanti,Sebastiano Barbanti,Sebastiano Barbanti,Sebastiano Barbanti,https://upload.wikimedia.org/wikipedia/commons/2/2b/Sebastiano_Barbanti_daticamera.jpg,male,1976-11-30,Sebastiano,306115,Sebastiano Barbanti,,,,,,,,Sebastiano Barbanti,,,,,,,,,685793,Category:Sebastiano Barbanti,,,,,,,,,,,,,,SBarbanti,sebastiano.barbanti,,,,,,,,,,,,Sebastiano Barbanti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15621370,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,https://upload.wikimedia.org/wikipedia/commons/3/38/Sergio_Battelli_daticamera.jpg,male,1982-10-07,Sergio,305715,Sergio Battelli,,,,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,,Sergio Battelli,,,686281,Category:Sergio Battelli,Sergio Battelli,,,,,,,,,,Sergio Battelli,Sergio Battelli,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=305715&lettera=&idLegislatura=17,,sergiobattelli.m5s,,,Sergio Battelli,,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,,"Баттелли, Серджо",,,,,,"Баттелли, Серджо",,,,,,,,,,,Sergio Battelli,,Sergio Battelli,,Sergio Battelli,Sergio Battelli,Sergio Battelli,,Sergio Battelli,,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,,,Sergio Battelli,Sergio Battelli,,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,,Sergio Battelli,Sergio Battelli,,,,Sergio Battelli,,,Sergio Battelli,,,Sergio Battelli,Sergio Battelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Battelli,,Sergio Battelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Battelli,,,,,,,,,,Sergio Battelli,,,,,,,,,,,,,,,,,,Sergio Battelli,Sergio Battelli,,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,Sergio Battelli,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15622158,Serena Pellegrino,Serena Pellegrino,Serena Pellegrino,Serena Pellegrino,Serena Pellegrino,Serena Pellegrino,https://upload.wikimedia.org/wikipedia/commons/2/24/Serena_Pellegrino_daticamera.jpg,female,1966-11-11,Serena,306278,Serena Pellegrino,,,,,,,,Serena Pellegrino,Pellegrino,,,Serena Pellegrino,,,,,687455,Category:Serena Pellegrino,,,,,,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=306278&idLegislatura=17,serpellegrino11,serena.pellegrino.92,,,,,,,,,,,,Serena Pellegrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15623358,Silvia Benedetti,Silvia Benedetti,Silvia Benedetti,Silvia Benedetti,Silvia Benedetti,Silvia Benedetti,https://upload.wikimedia.org/wikipedia/commons/9/9b/Silvia_Benedetti_daticamera_2018.jpg,female,1979-10-24,Silvia,305604,Silvia Benedetti,,,,,,,,Silvia Benedetti,Benedetti,,,,,Silvia Benedetti,,,685849,Category:Silvia Benedetti,,,,,,,,,,,,,http://www.camera.it/leg18/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=305604&idLegislatura=18,SilviaBM5S,silvia.benedetti.562,,,,,,,,,,,,Silvia Benedetti,,"Бенедетти, Сильвия",,,,,,"Бенедетти, Сильвия",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15623361,Silvia Chimienti,Silvia Chimienti,Silvia Chimienti,Silvia Chimienti,Silvia Chimienti,Silvia Chimienti,https://upload.wikimedia.org/wikipedia/commons/f/f9/Silvia_Chimienti_daticamera.jpg,female,1985-12-22,Silvia,305535,Silvia Chimienti,Silvia Chimienti,,,,,,,Silvia Chimienti,Chimienti,,,,,,,,685927,Category:Silvia Chimienti,,,,,,,,,,,Silvia Chimienti,Silvia Chimienti,http://www.silviachimienti.it,silviachimienti,Silvia.Chimienti.M5S,,,,,,,,,,,,Silvia Chimienti,,,,,,,,,,,Silvia Chimienti,,,,,,,,,,,,,,Silvia Chimienti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15623365,Silvia Giordano,Silvia Giordano,Silvia Giordano,Silvia Giordano,Silvia Giordano,Silvia Giordano (politica),https://upload.wikimedia.org/wikipedia/commons/b/b0/Silvia_Giordano_daticamera.jpg,female,1986-04-13,Silvia,305913,Silvia Giordano (politica),,,,,,,,Silvia Giordano,Giordano,,,,,,,,686012,Category:Silvia Giordano,,,,,,,,,,,,,http://www.camera.it/leg17/29?shadow_deputato=305913&idLegislatura=17,giosilvia86,,سيلفيا جيوردانو,,,,,,,,,,,Silvia Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15623368,Silvia Velo,Silvia Velo,Silvia Velo,Silvia Velo,Silvia Velo,Silvia Velo,https://upload.wikimedia.org/wikipedia/commons/9/92/Silvia_Velo_daticamera.jpg,female,1967-05-02,Silvia,301495,Silvia Velo,,,,,,,,Silvia Velo,Velo,,,,,,,,769,Category:Silvia Velo,,,,,,,,,,,,,,VeloSilvia,On.SilviaVelo,,,,,,,,,,,,Silvia Velo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15623382,Simona Bonafè,Simona Bonafé,Simona Bonafè,Simona Bonafè,Simona Bonafè,Simona Bonafè,https://upload.wikimedia.org/wikipedia/commons/a/a5/Simona_Bonafè_daticamera.jpg,female,1973-07-12,Simona,305549,Simona Bonafè,,,,,,,,Simona Bonafè,,Simona Bonafé,,,Simona Bonafè,Simona Bonafé,Simona Bonafè,,,Category:Simona Bonafè,,,124814,,Simona Bonafè,,,,,,,,http://www.simonabonafe.eu/,simonabonafe,simona.bonafe.5,,,,,,,,,,,,Simona Bonafè,,,,,,,,,,,Simona Bonafé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15623388,Simone Valente,Simone Valente,Simone Valente,Simone Valente,Simone Valente,Simone Valente,https://upload.wikimedia.org/wikipedia/commons/7/7e/Simone_Valente_daticamera.jpg,male,1987-01-12,Simone,305717,Simone Valente,Simone Valente,,,,,,,Simone Valente,Valente,,,,,,,,686283,Category:Simone Valente,,,,,,,,,,,,,,ValenteM5S,,,,,,,,,,,,,Simone Valente,,"Валенте, Симоне",,,,,,"Валенте, Симоне",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15624743,Siro Marrocu,Siro Marrocu,Siro Marrocu,Siro Marrocu,Siro Marrocu,Siro Marrocu,https://upload.wikimedia.org/wikipedia/commons/a/a7/Siro_Marrocu_daticamera.jpg,male,1954-12-09,Siro,302845,Siro Marrocu,,,,,,,,Siro Marrocu,,,,,,,,,275052,Category:Siro Marrocu,,,,,,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=302845&idLegislatura=17,,siro.marrocu,,,,,,,,,,,,Siro Marrocu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15631879,Stefania Covello,Stefania Covello,Stefania Covello,Stefania Covello,Stefania Covello,Stefania Covello,https://upload.wikimedia.org/wikipedia/commons/0/0a/Stefania_Covello_daticamera.jpg,female,1972-02-28,Stefania,306154,Stefania Covello,,,,,,,,Stefania Covello,Covello,,,,,,,,494722,Category:Stefania Covello,,,,,,,,,,,,,http://www.camera.it/leg17/29?shadow_deputato=306154&idpersona=306154&idlegislatura=17,,,,,,,,,,,,,,Stefania Covello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15632092,Stefano Borghesi,Stefano Borghesi,Stefano Borghesi,Stefano Borghesi,Stefano Borghesi,Stefano Borghesi,https://upload.wikimedia.org/wikipedia/commons/c/c8/Stefano_Borghesi_daticamera.jpg,male,1977-09-16,Stefano,305501,Stefano Borghesi,Stefano Borghesi,,,,,,,Stefano Borghesi,Borghesi,,,,,,,,420242,Category:Stefano Borghesi,,,,,,,,,,,,,http://www.camera.it/leg17/29?shadow_deputato=305501&idpersona=305501&idlegislatura=17,BorghesiStefano,stefano.borghesi,,,,,,,,,,,,Stefano Borghesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15632225,Stefano Vignaroli,Stefano Vignaroli,Stefano Vignaroli,Stefano Vignaroli,Stefano Vignaroli,Stefano Vignaroli,https://upload.wikimedia.org/wikipedia/commons/e/e0/Stefano_Vignaroli.jpg,male,1976-08-05,Stefano,305798,Stefano Vignaroli,,,,,,,,Stefano Vignaroli,,,,,,Stefano Vignaroli,,,687334,Category:Stefano Vignaroli,,,,,,,,,,,,,http://www.camera.it/leg17/29?shadow_deputato=305798&idpersona=305798&idlegislatura=17,SVignaroli,stefanovignarolim5s,,,,,,,,,,,,Stefano Vignaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15632664,Emanuele Scagliusi,Emanuele Scagliusi,Emanuele Scagliusi,Emanuele Scagliusi,Emanuele Scagliusi,Emanuele Scagliusi,https://upload.wikimedia.org/wikipedia/commons/f/f1/Emanuele_Scagliusi_daticamera.jpg,male,1984-02-15,Emanuele,305862,Emanuele Scagliusi,,,,,,,,Emanuele Scagliusi,,,,,,Emanuele Scagliusi,,,686477,Category:Emanuele Scagliusi,,,,,,,,,,,,,,E_Scagliusi,,,,,,,,,,,,,Emanuele Scagliusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15633011,Susanna Cenni,Susanna Cenni,Susanna Cenni,Susanna Cenni,Susanna Cenni,Susanna Cenni,https://upload.wikimedia.org/wikipedia/commons/2/21/Susanna_Cenni_daticamera.jpg,female,1963-04-17,Susanna,302943,Susanna Cenni,,,,,,,,Susanna Cenni,,,,,,,,,4842,Category:Susanna Cenni,,,,,,,,,,,,,http://www.camera.it/leg18/29?tipoAttivita=&tipoVisAtt=&shadow_deputato=302943&lettera=&idLegislatura=18&tipoPersona=,,,,,,,,,,,,,,Susanna Cenni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
