end_date,election_list,id,birth_date,start_date,name,source,group,area,gender,term,email,area_id,image
"",PARTITO DEMOCRATICO,301462,1968-09-04,"",MISIANI Antonio,http://www.camera.it/leg17/29?shadow_deputato=301462&idpersona=301462&idlegislatura=17,PARTITO DEMOCRATICO,LOMBARDIA 2,male,17,MISIANI_A@CAMERA.IT,IV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/462/original_d301462.jpg
"",PARTITO DEMOCRATICO,301463,1969-02-08,"",ORLANDO Andrea,http://www.camera.it/leg17/29?shadow_deputato=301463&idpersona=301463&idlegislatura=17,PARTITO DEMOCRATICO,LIGURIA,male,17,ORLANDO_A@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/463/original_d301463.jpg
"",PARTITO DEMOCRATICO,301465,1962-09-13,"",SANGA Giovanni,http://www.camera.it/leg17/29?shadow_deputato=301465&idpersona=301465&idlegislatura=17,PARTITO DEMOCRATICO,LOMBARDIA 2,male,17,SANGA_G@CAMERA.IT,IV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/465/original_d301465.jpg
"",PARTITO DEMOCRATICO,301467,1953-01-18,"",MARANTELLI Daniele,http://www.camera.it/leg17/29?shadow_deputato=301467&idpersona=301467&idlegislatura=17,PARTITO DEMOCRATICO,LOMBARDIA 2,male,17,MARANTELLI_D@CAMERA.IT,IV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/467/original_d301467.jpg
2013-03-21,CENTRO DEMOCRATICO,301477,1956-02-15,"",LO MONTE Carmelo,http://www.camera.it/leg17/29?shadow_deputato=301477&idpersona=301477&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,SICILIA 2,male,17,LOMONTE_C@CAMERA.IT,XXV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/477/original_d301477.jpg
2014-11-19,CENTRO DEMOCRATICO,301477,1956-02-15,2013-03-21,LO MONTE Carmelo,http://www.camera.it/leg17/29?shadow_deputato=301477&idpersona=301477&idlegislatura=17,MISTO - CENTRO DEMOCRATICO,SICILIA 2,male,17,LOMONTE_C@CAMERA.IT,XXV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/477/original_d301477.jpg
2015-08-05,CENTRO DEMOCRATICO,301477,1956-02-15,2014-11-19,LO MONTE Carmelo,http://www.camera.it/leg17/29?shadow_deputato=301477&idpersona=301477&idlegislatura=17,PER L'ITALIA - CENTRO DEMOCRATICO,SICILIA 2,male,17,LOMONTE_C@CAMERA.IT,XXV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/477/original_d301477.jpg
2015-12-02,CENTRO DEMOCRATICO,301477,1956-02-15,2015-08-05,LO MONTE Carmelo,http://www.camera.it/leg17/29?shadow_deputato=301477&idpersona=301477&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,SICILIA 2,male,17,LOMONTE_C@CAMERA.IT,XXV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/477/original_d301477.jpg
"",CENTRO DEMOCRATICO,301477,1956-02-15,2015-12-02,LO MONTE Carmelo,http://www.camera.it/leg17/29?shadow_deputato=301477&idpersona=301477&idlegislatura=17,MISTO - PARTITO SOCIALISTA ITALIANO (PSI) - LIBERALI PER L'ITALIA (PLI),SICILIA 2,male,17,LOMONTE_C@CAMERA.IT,XXV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/477/original_d301477.jpg
"",PARTITO DEMOCRATICO,301478,1949-11-09,"",CAPODICASA Angelo,http://www.camera.it/leg17/29?shadow_deputato=301478&idpersona=301478&idlegislatura=17,PARTITO DEMOCRATICO,SICILIA 1,male,17,CAPODICASA_A@CAMERA.IT,XXIV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/478/original_d301478.jpg
"",PARTITO DEMOCRATICO,301480,1956-06-29,"",LENZI Donata,http://www.camera.it/leg17/29?shadow_deputato=301480&idpersona=301480&idlegislatura=17,PARTITO DEMOCRATICO,EMILIA-ROMAGNA,female,17,LENZI_D@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/480/original_d301480.jpg
"",PARTITO DEMOCRATICO,301481,1957-01-22,"",MARCHI Maino,http://www.camera.it/leg17/29?shadow_deputato=301481&idpersona=301481&idlegislatura=17,PARTITO DEMOCRATICO,EMILIA-ROMAGNA,male,17,MARCHI_M@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/481/original_d301481.jpg
"",PARTITO DEMOCRATICO,301485,1961-09-04,"",GHIZZONI Manuela,http://www.camera.it/leg17/29?shadow_deputato=301485&idpersona=301485&idlegislatura=17,PARTITO DEMOCRATICO,EMILIA-ROMAGNA,female,17,GHIZZONI_M@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/485/original_d301485.jpg
"",SINISTRA ECOLOGIA LIBERTA',301489,1954-11-16,"",FERRARA Francesco Detto Ciccio,http://www.camera.it/leg17/29?shadow_deputato=301489&idpersona=301489&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',EMILIA-ROMAGNA,male,17,FERRARA_F@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/489/original_d301489.jpg
"",IL POPOLO DELLA LIBERTA',301492,1962-12-06,"",MARTINELLI Marco,http://www.camera.it/leg17/29?shadow_deputato=301492&idpersona=301492&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,TOSCANA,male,17,MARTINELLI_M@CAMERA.IT,XII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/492/original_d301492.jpg
"",PARTITO DEMOCRATICO,301495,1967-05-02,"",VELO Silvia,http://www.camera.it/leg17/29?shadow_deputato=301495&idpersona=301495&idlegislatura=17,PARTITO DEMOCRATICO,TOSCANA,female,17,VELO_S@CAMERA.IT,XII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/495/original_d301495.jpg
"",PARTITO DEMOCRATICO,301496,1962-08-10,"",BOCCI Gianpiero,http://www.camera.it/leg17/29?shadow_deputato=301496&idpersona=301496&idlegislatura=17,PARTITO DEMOCRATICO,UMBRIA,male,17,BOCCI_G@CAMERA.IT,XIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/496/original_d301496.jpg
2016-03-16,IL POPOLO DELLA LIBERTA',301500,1973-04-26,"",PICCHI Guglielmo,http://www.camera.it/leg17/29?shadow_deputato=301500&idpersona=301500&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,EUROPA,male,17,PICCHI_G@CAMERA.IT,A,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/500/original_d301500.jpg
"",IL POPOLO DELLA LIBERTA',301500,1973-04-26,2016-03-16,PICCHI Guglielmo,http://www.camera.it/leg17/29?shadow_deputato=301500&idpersona=301500&idlegislatura=17,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI,EUROPA,male,17,PICCHI_G@CAMERA.IT,A,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/500/original_d301500.jpg
"",PARTITO DEMOCRATICO,301503,1941-01-10,"",FARINA Gianni,http://www.camera.it/leg17/29?shadow_deputato=301503&idpersona=301503&idlegislatura=17,PARTITO DEMOCRATICO,EUROPA,male,17,FARINA_G@CAMERA.IT,A,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/503/original_d301503.jpg
2013-03-21,MOV.ASSOCIATIVO ITALIANI ALL'ESTERO,301506,1962-05-25,"",MERLO Ricardo Antonio,http://www.camera.it/leg17/29?shadow_deputato=301506&idpersona=301506&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,AMERICA MERIDIONALE,male,17,MERLO_R@CAMERA.IT,B,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/506/original_d301506.jpg
"",MOV.ASSOCIATIVO ITALIANI ALL'ESTERO,301506,1962-05-25,2013-03-21,MERLO Ricardo Antonio,http://www.camera.it/leg17/29?shadow_deputato=301506&idpersona=301506&idlegislatura=17,MISTO - ALLEANZA LIBERALPOPOLARE AUTONOMIE ALA-MAIE-MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO,AMERICA MERIDIONALE,male,17,MERLO_R@CAMERA.IT,B,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/506/original_d301506.jpg
"",PARTITO DEMOCRATICO,301509,1958-04-13,"",FEDI Marco,http://www.camera.it/leg17/29?shadow_deputato=301509&idpersona=301509&idlegislatura=17,PARTITO DEMOCRATICO,"AFRICA, ASIA, OCEANIA E ANTARTIDE",male,17,FEDI_M@CAMERA.IT,D,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/509/original_d301509.jpg
"",SINISTRA ECOLOGIA LIBERTA',301515,1954-09-13,"",NICCHI Marisa,http://www.camera.it/leg17/29?shadow_deputato=301515&idpersona=301515&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',TOSCANA,female,17,NICCHI_M@CAMERA.IT,XII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/515/original_d301515.jpg
"",IL POPOLO DELLA LIBERTA',301531,1975-12-18,"",CARFAGNA Maria Rosaria,http://www.camera.it/leg17/29?shadow_deputato=301531&idpersona=301531&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,CAMPANIA 2,female,17,CARFAGNA_M@CAMERA.IT,XX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/531/original_d301531.jpg
"",PARTITO DEMOCRATICO,301532,1948-06-15,"",DAMIANO Cesare,http://www.camera.it/leg17/29?shadow_deputato=301532&idpersona=301532&idlegislatura=17,PARTITO DEMOCRATICO,PIEMONTE 1,male,17,DAMIANO_C@CAMERA.IT,I,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/532/original_d301532.jpg
"",IL POPOLO DELLA LIBERTA',301533,1967-03-27,"",GIACOMONI Sestino,http://www.camera.it/leg17/29?shadow_deputato=301533&idpersona=301533&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,LAZIO 1,male,17,GIACOMONI_S@CAMERA.IT,XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/533/original_d301533.jpg
"",PARTITO DEMOCRATICO,301540,1968-06-15,"",FIORIO Massimo,http://www.camera.it/leg17/29?shadow_deputato=301540&idpersona=301540&idlegislatura=17,PARTITO DEMOCRATICO,PIEMONTE 2,male,17,FIORIO_M@CAMERA.IT,II,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/540/original_d301540.jpg
2013-11-18,IL POPOLO DELLA LIBERTA',301541,1969-11-29,"",COSTA Enrico,http://www.camera.it/leg17/29?shadow_deputato=301541&idpersona=301541&idlegislatura=17,IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,PIEMONTE 2,male,17,COSTA_E@CAMERA.IT,II,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/541/original_d301541.jpg
"",IL POPOLO DELLA LIBERTA',301541,1969-11-29,2013-11-18,COSTA Enrico,http://www.camera.it/leg17/29?shadow_deputato=301541&idpersona=301541&idlegislatura=17,AREA POPOLARE (NCD-UDC),PIEMONTE 2,male,17,COSTA_E@CAMERA.IT,II,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/541/original_d301541.jpg
"",PARTITO DEMOCRATICO,301545,1962-12-29,"",GAROFANI Francesco Saverio,http://www.camera.it/leg17/29?shadow_deputato=301545&idpersona=301545&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 1,male,17,GAROFANI_F@CAMERA.IT,XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/545/original_d301545.jpg
"",PARTITO DEMOCRATICO,301548,1963-11-07,"",FONTANA Cinzia Maria,http://www.camera.it/leg17/29?shadow_deputato=301548&idpersona=301548&idlegislatura=17,PARTITO DEMOCRATICO,LOMBARDIA 3,female,17,FONTANA_C@CAMERA.IT,V,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/548/original_d301548.jpg
2013-11-18,IL POPOLO DELLA LIBERTA',301550,1963-06-03,"",BERNARDO Maurizio,http://www.camera.it/leg17/29?shadow_deputato=301550&idpersona=301550&idlegislatura=17,IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,LOMBARDIA 1,male,17,BERNARDO_M@CAMERA.IT,III,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/550/original_d301550.jpg
"",IL POPOLO DELLA LIBERTA',301550,1963-06-03,2013-11-18,BERNARDO Maurizio,http://www.camera.it/leg17/29?shadow_deputato=301550&idpersona=301550&idlegislatura=17,AREA POPOLARE (NCD-UDC),LOMBARDIA 1,male,17,BERNARDO_M@CAMERA.IT,III,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/550/original_d301550.jpg
2014-06-25,IL POPOLO DELLA LIBERTA',301551,1969-08-28,"",FITTO Raffaele,http://www.camera.it/leg17/29?shadow_deputato=301551&idpersona=301551&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,PUGLIA,male,17,"",XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/551/original_d301551.jpg
"",IL POPOLO DELLA LIBERTA',301559,1962-06-28,"",VALENTINI Valentino,http://www.camera.it/leg17/29?shadow_deputato=301559&idpersona=301559&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,VENETO 2,male,17,VALENTINI_V@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/559/original_d301559.jpg
"",PARTITO DEMOCRATICO,301561,1973-09-07,"",BORDO Michele,http://www.camera.it/leg17/29?shadow_deputato=301561&idpersona=301561&idlegislatura=17,PARTITO DEMOCRATICO,PUGLIA,male,17,BORDO_M@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/561/original_d301561.jpg
"",PARTITO DEMOCRATICO,301562,1958-04-20,"",GRASSI Gero,http://www.camera.it/leg17/29?shadow_deputato=301562&idpersona=301562&idlegislatura=17,PARTITO DEMOCRATICO,PUGLIA,male,17,GRASSI_G@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/562/original_d301562.jpg
"",PARTITO DEMOCRATICO,301564,1958-08-17,"",BELLANOVA Teresa,http://www.camera.it/leg17/29?shadow_deputato=301564&idpersona=301564&idlegislatura=17,PARTITO DEMOCRATICO,PUGLIA,female,17,BELLANOVA_T@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/564/original_d301564.jpg
"",PARTITO DEMOCRATICO,301565,1952-02-11,2015-03-18,VICO Ludovico,http://www.camera.it/leg17/29?shadow_deputato=301565&idpersona=301565&idlegislatura=17,PARTITO DEMOCRATICO,PUGLIA,male,17,VICO_L@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/565/original_d301565.jpg
"",IL POPOLO DELLA LIBERTA',301573,1971-01-30,"",CASTIELLO Giuseppina,http://www.camera.it/leg17/29?shadow_deputato=301573&idpersona=301573&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,CAMPANIA 1,female,17,CASTIELLO_G@CAMERA.IT,XIX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/573/original_d301573.jpg
2014-06-23,SINISTRA ECOLOGIA LIBERTA',301576,1955-06-23,"",DI SALVO Titti,http://www.camera.it/leg17/29?shadow_deputato=301576&idpersona=301576&idlegislatura=17,SINISTRA ECOLOGIA LIBERTA',LOMBARDIA 2,female,17,DISALVO_T@CAMERA.IT,IV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/576/original_d301576.jpg
2014-07-07,SINISTRA ECOLOGIA LIBERTA',301576,1955-06-23,2014-06-23,DI SALVO Titti,http://www.camera.it/leg17/29?shadow_deputato=301576&idpersona=301576&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,LOMBARDIA 2,female,17,DISALVO_T@CAMERA.IT,IV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/576/original_d301576.jpg
2014-11-17,SINISTRA ECOLOGIA LIBERTA',301576,1955-06-23,2014-07-07,DI SALVO Titti,http://www.camera.it/leg17/29?shadow_deputato=301576&idpersona=301576&idlegislatura=17,MISTO - LIBERTA' E DIRITTI - SOCIALISTI EUROPEI (LED),LOMBARDIA 2,female,17,DISALVO_T@CAMERA.IT,IV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/576/original_d301576.jpg
"",SINISTRA ECOLOGIA LIBERTA',301576,1955-06-23,2014-11-17,DI SALVO Titti,http://www.camera.it/leg17/29?shadow_deputato=301576&idpersona=301576&idlegislatura=17,PARTITO DEMOCRATICO,LOMBARDIA 2,female,17,DISALVO_T@CAMERA.IT,IV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/576/original_d301576.jpg
"",PARTITO DEMOCRATICO,301578,1969-05-19,"",NACCARATO Alessandro,http://www.camera.it/leg17/29?shadow_deputato=301578&idpersona=301578&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,male,17,NACCARATO_A@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/578/original_d301578.jpg
"",SINISTRA ECOLOGIA LIBERTA',302058,1960-12-19,"",DURANTI Donatella,http://www.camera.it/leg17/29?shadow_deputato=302058&idpersona=302058&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',PUGLIA,female,17,DURANTI_D@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/058/original_d302058.jpg
2015-11-19,IL POPOLO DELLA LIBERTA',302059,1972-09-08,"",CAPEZZONE Daniele,http://www.camera.it/leg17/29?shadow_deputato=302059&idpersona=302059&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,PIEMONTE 1,male,17,CAPEZZONE_D@CAMERA.IT,I,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/059/original_d302059.jpg
"",IL POPOLO DELLA LIBERTA',302059,1972-09-08,2015-11-19,CAPEZZONE Daniele,http://www.camera.it/leg17/29?shadow_deputato=302059&idpersona=302059&idlegislatura=17,MISTO - CONSERVATORI E RIFORMISTI,PIEMONTE 1,male,17,CAPEZZONE_D@CAMERA.IT,I,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/059/original_d302059.jpg
"",SINISTRA ECOLOGIA LIBERTA',302069,1978-05-15,"",SCOTTO Arturo,http://www.camera.it/leg17/29?shadow_deputato=302069&idpersona=302069&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',CAMPANIA 1,male,17,SCOTTO_ARTURO@CAMERA.IT,XIX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/069/original_d302069.jpg
2013-04-16,SINISTRA ECOLOGIA LIBERTA',302078,1966-05-08,"",SMERIGLIO Massimiliano,http://www.camera.it/leg17/29?shadow_deputato=302078&idpersona=302078&idlegislatura=17,SINISTRA ECOLOGIA LIBERTA',LAZIO 1,male,17,"",XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/078/original_d302078.jpg
"",IL POPOLO DELLA LIBERTA',302089,1972-10-25,"",BALDELLI Simone,http://www.camera.it/leg17/29?shadow_deputato=302089&idpersona=302089&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,MARCHE,male,17,BALDELLI_S@CAMERA.IT,XIV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/089/original_d302089.jpg
2013-04-03,FRATELLI D'ITALIA,302103,1977-01-15,"",MELONI Giorgia,http://www.camera.it/leg17/29?shadow_deputato=302103&idpersona=302103&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,LOMBARDIA 3,female,17,MELONI_G@CAMERA.IT,V,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/103/original_d302103.jpg
"",FRATELLI D'ITALIA,302103,1977-01-15,2013-04-03,MELONI Giorgia,http://www.camera.it/leg17/29?shadow_deputato=302103&idpersona=302103&idlegislatura=17,FRATELLI D'ITALIA-ALLEANZA NAZIONALE,LOMBARDIA 3,female,17,MELONI_G@CAMERA.IT,V,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/103/original_d302103.jpg
2013-11-18,IL POPOLO DELLA LIBERTA',302117,1961-01-24,"",PIZZOLANTE Sergio,http://www.camera.it/leg17/29?shadow_deputato=302117&idpersona=302117&idlegislatura=17,IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,EMILIA-ROMAGNA,male,17,PIZZOLANTE_S@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/117/original_d302117.jpg
"",IL POPOLO DELLA LIBERTA',302117,1961-01-24,2013-11-18,PIZZOLANTE Sergio,http://www.camera.it/leg17/29?shadow_deputato=302117&idpersona=302117&idlegislatura=17,AREA POPOLARE (NCD-UDC),EMILIA-ROMAGNA,male,17,PIZZOLANTE_S@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/117/original_d302117.jpg
"",IL POPOLO DELLA LIBERTA',302124,1970-12-28,"",BIANCOFIORE Michaela,http://www.camera.it/leg17/29?shadow_deputato=302124&idpersona=302124&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,TRENTINO-ALTO ADIGE,female,17,BIANCOFIORE_M@CAMERA.IT,VI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/124/original_d302124.jpg
