id,name__sr,name__fr,name__el,name__en,name__de,name__sh,name__nl,name,wikipedia__commons,wikipedia__el,wikipedia__en,wikipedia__fr,wikipedia__sh,wikipedia__sr,image,gender,birth_date,given_name,original_wikiname,name__ru,name__cs,name__nb,name__da,name__nn,name__sv,wikipedia__cswikiquote,wikipedia__de,wikipedia__ru,identifier__MusicBrainz,family_name,name__ja,name__es,name__it,wikipedia__es,wikipedia__it,wikipedia__ja,identifier__freebase,name__pl,name__ie,name__hr,name__uk,wikipedia__cs,wikipedia__hr,wikipedia__ie,wikipedia__pl,wikipedia__uk,identifier__ISNI,identifier__VIAF,identifier__LCAuth,name__hu,name__ca,name__sr_ec,name__sr_el,name__en_ca,name__en_gb,name__bs,name__de_ch,name__lb,name__tr,name__lmo,name__la,name__sl,name__et,name__he,name__fi,name__vi,name__ka,name__gl,name__zh,wikipedia__bs,wikipedia__bswikiquote,wikipedia__ca,wikipedia__et,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__itwikiquote,wikipedia__ka,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__nl,wikipedia__no,wikipedia__plwikiquote,wikipedia__slwikiquote,wikipedia__srwikiquote,wikipedia__tr,wikipedia__vi,wikipedia__zh,wikipedia__sv,name__mk,wikipedia__mk,name__ro,death_date,identifier__BNF,name__mg,wikipedia__mg,wikipedia__ro,identifier__GND,identifier__SUDOC,name__sq,wikipedia__sq,name__bg,name__io,name__be,name__oc,wikipedia__bg,wikipedia__da,wikipedia__io,name__cy,wikipedia__sl,website,identifier__NKC,identifier__NTA,identifier__IMDB,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__id,name__ar,name__pt,name__sk,name__hy,name__fa,wikipedia__ar,wikipedia__fa,wikipedia__hy,wikipedia__id,wikipedia__ko,wikipedia__pt,wikipedia__simple,wikipedia__sk,identifier__FIFA,wikipedia__be,twitter,identifier__AlloCine,identifier__allmovie,identifier__SFDb,name__rm,identifier__Munzinger,identifier__Britannica,facebook,identifier__moviemeter,identifier__elonet,identifier__PORT,identifier__CSFD,last_seen,identifier__DNF,identifier__SCOPE,identifier__kinopoisk,identifier__filmportal_de,wikipedia__ruwikinews,identifier__PACE,identifier__FAST,name__pt_br,wikipedia__enwikiquote,identifier__NLA,identifier__OLID,identifier__BAV,identifier__NUKAT,name__jv,name__hsb,name__mr,name__lt,name__tl,name__xmf,name__dsb,name__eo,wikipedia__dsb,wikipedia__hsb,wikipedia__jv,wikipedia__lt,wikipedia__mr,wikipedia__tl,wikipedia__xmf,name__za,name__yo,name__ms,name__ml,name__se,name__kk,name__be_tarask,name__lv,name__yue,wikipedia__be_x_old,wikipedia__eo,wikipedia__kk,wikipedia__lv,wikipedia__ml,wikipedia__ms,wikipedia__se,wikipedia__yo,wikipedia__za,wikipedia__zh_yue,name__rmy,wikipedia__rmy,name__eu,name__gd,name__sw,name__bn,name__br,name__pnb,name__sah,name__az,name__an,name__nan,name__pms,name__hi,name__ku,name__ilo,name__bxr,name__ur,name__ga,name__sco,name__kn,name__pa,name__ia,wikipedia__an,wikipedia__az,wikipedia__azwikiquote,wikipedia__bn,wikipedia__br,wikipedia__bxr,wikipedia__eswikisource,wikipedia__eu,wikipedia__ga,wikipedia__gd,wikipedia__hi,wikipedia__hrwikiquote,wikipedia__hrwikisource,wikipedia__ia,wikipedia__ilo,wikipedia__kn,wikipedia__ku,wikipedia__nn,wikipedia__oc,wikipedia__pa,wikipedia__pms,wikipedia__pnb,wikipedia__ptwikiquote,wikipedia__ruwikisource,wikipedia__sah,wikipedia__sco,wikipedia__simplewikiquote,wikipedia__skwikiquote,wikipedia__sw,wikipedia__trwikiquote,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__zh_min_nan,identifier__CiNii,identifier__NDL,identifier__SBN_it,identifier__DBNL,identifier__SELIBR,identifier__NLI,identifier__BNE,identifier__PTBNP,identifier__NNDB,identifier__CANTIC,identifier__KLfG,identifier__EGAXA,identifier__NSK,identifier__N6I,wikipedia__enwikisource,identifier__GNC,identifier__GTAA,wikipedia__srwikisource,identifier__britishmuseum,identifier__bigenc_ru,identifier__goodreads,wikipedia__fawikiquote,occupation,identifier__nobel_prize,identifier__BiblioNet,wikipedia__srwikinews,wikipedia__tt,name__tt,wikipedia__ba,name__ba,wikipedia__bewikiquote,name__ast,name__ext,identifier__rotten_tomatoes,identifier__CONOR,name__fo,name__is,name__kl,name__af,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__sc,name__scn,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__viwikiquote,wikipedia__azb,name__azb,identifier__whoswho_france,identifier__BIBSYS,name__ace,identifier__ne_se,wikipedia__hrwiktionary,wikipedia__ltwikiquote,identifier__LNB,identifier__NLP,wikipedia__cy,wikipedia__bgwikiquote,wikipedia__myv,name__lfn,name__myv,identifier__discogs,honorific_suffix,identifier__nyt_topic,wikipedia__tg,name__tg
Q16082138,Александар Мартиновић,,,Aleksandar Martinović,,,,Aleksandar Martinović,Category:Aleksandar Martinović,,Aleksandar Martinović,,,Александар Мартиновић (политичар),https://upload.wikimedia.org/wikipedia/commons/0/0e/AleksandarMartinović.jpg,male,1976-06-15,Aleksandar,Aleksandar Martinović,,,,,,,,,,,Martinović,,,,,,,,Aleksandar Martinović,,,,,,,Aleksandar Martinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16082744,Александар Антић,Aleksandar Antić,Αλεξάνταρ Άντιτς,Aleksandar Antić,Aleksandar Antić,Aleksandar Antić,Aleksandar Antić,Aleksandar Antić,Category:Aleksandar Antić,Αλεξάνταρ Άντιτς,Aleksandar Antić,Aleksandar Antić,Aleksandar Antić,Александар Антић,https://upload.wikimedia.org/wikipedia/commons/c/c2/Aleksandar_Antić.jpg,male,1969-05-07,Aleksandar,Aleksandar Antić,,,,,,,,,,,,,,,,,,,Aleksandar Antić,,,,,,,Aleksandar Antić,,,,,,,,,,,,,,,,,Aleksandar Antić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16085164,Никола Тулимировић,,,Nikola Tulimirović,,Nikola Tulimirović,,Nikola Tulimirović,,,,,Nikola Tulimirović,Никола Тулимировић,,male,1981-10-22,,Никола Тулимировић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1609727,Драган Андрић,Dragan Andrić,,Dragan Andrić,Dragan Andrić,,Dragan Andrić,Dragan Andrić,,,Dragan Andrić,Dragan Andrić,,Драган Андрић,,male,1962-06-06,Dragan,Dragan Andrić,,,Dragan Andrić,,,Dragan Andrić,,,,,,,,Dragan Andrić,,Dragan Andrić,,,Dragan Andrić,,Dragan Andrić,,,Dragan Andrić,,Dragan Andrić,,,,,,,,,,,,,,,,,Dragan Andrić,,,,,,,,,,,,,,,,,,,,,,Dragan Andrić,,,,,,,Dragan Andrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragan Andrić,,,,,,,,,Dragan Andrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water polo player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16099032,Богдан Обрадовић,Bogdan Obradović,,Bogdan Obradović,Bogdan Obradović,,Bogdan Obradović,Bogdan Obradović,,,Bogdan Obradović,,,Богдан Обрадовић,,male,1966-09-30,Bogdan,Bogdan Obradović,Богдан Обрадович,,,,,,,,,,Obradović,,,,,,,,Bogdan Obradović,,,,,,,Bogdan Obradović,,,,,Bogdan Obradović,,,,,,,,,,,,Bogdan Obradović,,,Bogdan Obradović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bogdan Obradović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16150006,,Nevena Adžemović,,Nevena Adžemović,,,Nevena Adžemović,Nevena Adžemović,,,Nevena Adžemović,,,,,female,1982-12-04,Nevena,Nevena Adžemović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16224008,,Željko Tomić,,Željko Tomić,Željko Tomić,,Željko Tomić,Željko Tomić,,,Željko Tomić,,,,,male,1985-12-21,Željko,Željko Tomić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Željko Tomić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,association football player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16231606,,Slobodan Vuković,,Slobodan Vuković,,,Slobodan Vuković,Slobodan Vuković,,,Slobodan Vuković,,,,,male,1986-01-23,Slobodan,Slobodan Vuković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slobodan Vuković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,association football player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16232361,Зоран Поповић,Zoran Popović,,Zoran Popović,,,Zoran Popović,Zoran Popović,,,Zoran Popović,,,Зоран Поповић,,male,1988-05-28,Zoran,Zoran Popović,,,,,,,,,,,,ゾラン・ポポヴィッチ,,Zoran Popović,,Zoran Popović,ゾラン・ポポヴィッチ,,,,,,,,,,,,,,,,,,,,,,,,,,Zoran Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,association football player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16266666,,Momo Čolaković,,Momo Čolaković,,,,Momo Čolaković,,,Momo Čolaković,Momo Čolaković,,,,male,1940-05-08,,Momo Čolaković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16267334,,Milorad Mijatović,,Milorad Mijatović,,,,Milorad Mijatović,,,Milorad Mijatović,Milorad Mijatović,,,,male,1947-11-25,Milorad,Milorad Mijatović,,,,,,,,,,,,,,,,,,,Milorad Mijatović,,,,,,,Milorad Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16267959,,Petar Petrović,,Petar Petrović,,,Petar Petrović,Petar Petrović,,,Petar Petrović (politician),Petar Petrović (homme politique),,,,male,1951-10-02,Petar,Petar Petrović (politician),Петар Петрович,,,,,,,,,,Petrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petar Petrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16269542,,Gordana Čomić,,Gordana Čomić,Gordana Čomić,,Gordana Čomić,Gordana Čomić,Category:Gordana Čomić,,Gordana Čomić,Gordana Čomić,,Гордана Чомић,https://upload.wikimedia.org/wikipedia/commons/d/d7/Gordana_Čomić_-_May_2015_(cropped).jpg,female,1958-06-16,Gordana,Gordana Čomić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordana Čomić,,,,,,,,,,,,Gordana Čomić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordana Čomić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16269559,,Miroslav Markićević,,Miroslav Markićević,,,Miroslav Markićević,Miroslav Markićević,,,Miroslav Markićević,Miroslav Markićević,,,,male,1958-03-18,Miroslav,Miroslav Markićević,,,,,,,,,,,,,,,,,,,Miroslav Markićević,,,,,,,Miroslav Markićević,,,,,,,,,,,,,,,,,Miroslav Markićević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16442061,,Dragan Aleksić,,Dragan Aleksić,Dragan Aleksić,,Dragan Aleksić,Dragan Aleksić,,,Dragan Aleksić (politician),,,,,male,1963,Dragan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q164670,Велимир Илић,Velimir Ilić,,Velimir Ilić,Velimir Ilić,Velimir Ilić,Velimir Ilić,Velimir Ilić,Category:Velimir Ilić,,Velimir Ilić,Velimir Ilić,Velimir Ilić,Велимир Илић,https://upload.wikimedia.org/wikipedia/commons/1/13/Velja_Ilić_MC_crop.jpg,male,1951-05-28,Velimir,Velimir Ilić,,Velimir Ilić,Velimir Ilić,Velimir Ilić,Velimir Ilić,Velimir Ilić,,Velimir Ilić,,,Ilić,ヴェリミル・イリッチ,Velimir Ilić,,,,,/m/02x4fm,Velimir Ilić,,Velimir Ilić,Велімір Іліч,Velimir Ilić,Velimir Ilić,,Velimir Ilić,Велімір Іліч,,,,Velimir Ilić,,Велимир Илић,Velimir Ilić,,,,,,,,,Velimir Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Velimir Ilić,,,,,,,,Velimir Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16584010,,,,Olena Papuga,,,,Olena Papuga,,,Olena Papuga,,,,,female,1964-06-10,Olena,Olena Papuga,"Папуга, Олена",,,,,,,,,,,,,Olena Papuga,,,,,Olena Papuga,,,,,,,Olena Papuga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16630186,,Dubravka Filipovski,,Dubravka Filipovski,,,Dubravka Filipovski,Dubravka Filipovski,,,Dubravka Filipovski,Dubravka Filipovski,,,https://upload.wikimedia.org/wikipedia/commons/7/73/Dubravka_Filipovski-mc.rs.jpg,female,1967-01-27,Dubravka,Dubravka Filipovski,,,,,,,,,,,,,Dubravka Filipovski,Dubravka Filipovski,,,,,Dubravka Filipovski,,,,,,,Dubravka Filipovski,,,,,Dubravka Filipovski,,,,,,,,,,,,Dubravka Filipovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16646381,,Jovan Palalić,,Jovan Palalić,,,Jovan Palalić,Jovan Palalić,,,Jovan Palalić,Jovan Palalić,,,,male,1971-04-26,Jovan,Jovan Palalić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jovan Palalić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16664680,,Miodrag Linta,,Miodrag Linta,,,,Miodrag Linta,,,Miodrag Linta,Miodrag Linta,,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Miodrag_Linta-mc.rs.jpg,male,1969-09-26,Miodrag,Miodrag Linta,,,,,,,,,,,,,,Miodrag Linta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16666289,,Nenad Milić,,Nenad Milić,,,Nenad Milić,Nenad Milić,,,Nenad Milić,Nenad Milić,,,,male,1962-06-22,Nenad,Nenad Milić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nenad Milić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16684092,,Zoran Dragišić,,Zoran Dragišić,,,Zoran Dragišić,Zoran Dragišić,Category:Zoran Dragišić,,Zoran Dragišić,Zoran Dragišić,,,https://upload.wikimedia.org/wikipedia/commons/b/b4/Zoran_Dragišić.jpg,male,1967-01-21,Zoran,Zoran Dragišić,,,,,,,,,,,,,,,,,,,Zoran Dragišić,,,,,,,Zoran Dragišić,,0000 0000 3690 1856,73335143,n2008083679,,,,,,,,,,,,,Zoran Dragišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2012212445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16685998,,Đorđe Milićević,,Đorđe Milićević,,,,Đorđe Milićević,,,Đorđe Milićević,"Đorđe Milićević (homme politique, 1978)",,,,male,1978-09-29,Đorđe,Đorđe Milićević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
