id,name__nl,name__it,name__fr,name,wikipedia__nl,gender,birth_date,death_date,original_wikiname,name__en,name__de,wikipedia__de,wikipedia__en,image,identifier__VIAF,given_name,identifier__FAST,identifier__GTAA,name__af,name__an,name__ast,name__bar,name__br,name__ca,name__co,name__cs,name__cy,name__da,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__es,name__et,name__eu,name__fi,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__nrm,name__oc,name__pcd,name__pl,name__pms,name__pt,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__srn,wikipedia__srn,name__hi,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__ru,name__ja,name__el,name__ar,name__zh,wikipedia__ar,wikipedia__ca,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__fi,wikipedia__fr,wikipedia__hi,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__zh,identifier__GND,identifier__freebase,identifier__LCAuth,identifier__BNF,identifier__NTA,identifier__Britannica,identifier__DBNL,wikipedia__commons,wikipedia__id,name__fy,wikipedia__fy,identifier__ISNI,identifier__SUDOC,identifier__OLID,identifier__BPN,wikipedia__no,wikipedia__sv,family_name,wikipedia__af,wikipedia__da,wikipedia__eu,wikipedia__ro,wikipedia__tr,wikipedia__vi,name__he,name__yo,name__sr_ec,name__lt,name__sr,name__fa,wikipedia__et,wikipedia__fa,wikipedia__gl,wikipedia__he,wikipedia__lt,wikipedia__sr,wikipedia__yo,wikipedia__ast,occupation,identifier__bigenc_ru,name__bg,wikipedia__bg,name__la,wikipedia__la,wikipedia__nlwikinews,name__ace,identifier__BIBSYS,identifier__SELIBR,wikipedia__simple,identifier__BNE,identifier__CONOR,twitter,facebook,identifier__NLA
Q3968247,Baltus Oostburg,Baltus Oostburg,Baltus Oostburg,Baltus Oostburg,Baltus Oostburg,male,1928-08-20,2002-10-17,Baltus Oostburg,Baltus Oostburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q40166542,Rudolf Mangal,,,Rudolf Mangal,Rudolf Mangal,male,1940-07-09,,Rudolf Mangal,Rudolf Mangal,,,,,,Rudolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mangal,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q40231501,Regilio Dodson,,,Regilio Dodson,Regilio Dodson,male,1973-02-08,,Regilio Dodson,Regilio Dodson,,,,"https://upload.wikimedia.org/wikipedia/commons/4/43/37th_Board_meeting_in_Oslo,_day_2_(34058584384)_(cropped).jpg",,Regilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regilio Dodson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Regilio Dodson,,,,,,,,,,Dodson,,,,,,,,,,,,,,,,,,,,,politician,,,,,,Categorie:Regilio Dodson,,,,,,,,,
Q42099160,Andojo Rusland,,,Andojo Rusland,Andojo Rusland,male,1961-02-24,,Andojo Rusland,Andojo Rusland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q436463,Albert Helman,,Lou Lichtveld,Albert Helman,Albert Helman,male,1903-11-07,1996-07-10,Albert Helman,Lou Lichtveld,Albert Helman,Albert Helman,Lou Lichtveld,https://upload.wikimedia.org/wikipedia/commons/f/f9/Helman3.jpg,44313121,Albert,1729841,108392,,,,,,,,,,,,,,,,Lou Lichtveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lou Lichtveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lou Lichtveld,,Lou Lichtveld,,,,,,,,,,121065286,/m/03d9093,n80030613,120287043,068332629,,helm003,Category:Albert Helman,,Albert Helman,Albert Helman,0000 0003 5452 1912,028455088,OL6183411A,17136466,,,,,,,,,,,,,,,,,,,,,,,,poet,,,,,,,,1019668,327963,,XX1688320,206252643,,,
Q440403,Jennifer Simons,,Jennifer Simons,Jennifer Simons,Jennifer Simons,female,1953-09-05,,Jennifer Simons,Jennifer Simons,Jennifer Simons,Jennifer Simons,Jennifer Simons,https://upload.wikimedia.org/wikipedia/commons/f/f7/Jennifer_Simons_101030-N-1531D-005_crop.jpg,,Jennifer,,,,,,,,,,,,Jennifer Simons,,,,,,Jennifer Simons,,,,,,,,,,,Jennifer Simons,,,,,,,,,,,,,,Jennifer Simons,,,Jennifer Simons,,,,,,,,,,,,,,Jennifer Simons,,Jennifer Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jennifer Simons,,,,,,,,,,,,,/m/0cnx3tg,,,,,,Category:Jennifer Simons-Geerlings,,,,,,,,,Jennifer Simons,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q4465499,Faried Pierkhan,,Faried Pierkhan,Faried Pierkhan,Faried Pierkhan,male,1938,2005,Faried Pierkhan,Faried Pierkhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q46837592,Ronni Benschop,,,Ronni Benschop,Ronni Benschop,male,1955-11-19,,Ronni Benschop,Ronni Benschop,,,,https://upload.wikimedia.org/wikipedia/commons/9/9f/Ronni_Benschop.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ronni Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ronni Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military leader,,,,,,Categorie:Ronni Benschop,,,,,,,,,
Q4873102,Eddy Bruma,,Eddy Bruma,Eddy Bruma,Eddy Bruma,male,1925-05-30,2000-11-06,Eddy Bruma,Eddy Bruma,,,Eddy Bruma,https://upload.wikimedia.org/wikipedia/commons/8/8a/Eddy_Bruma_(1975).jpg,,Eddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eddy Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brum001,Category:Eddy Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playwright,,,,,,,,,,,,,,,
Q50398555,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,female,,,Cristien Polak,Cristien Polak,Cristien Polak,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/Cristien_Polak.jpg,,Christine,,,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,Cristien Polak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Cristien Polak,,,,,,,,,,Polak,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q50398574,Roline Samsoedien,,,Roline Samsoedien,Roline Samsoedien,female,1951-09-15,,Roline Samsoedien,Roline Samsoedien,,,,https://upload.wikimedia.org/wikipedia/commons/9/9e/Roline_Samsoedien.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,Categorie:Roline Samsoedien,,,,,,,,,
Q52558998,Edgar Dikan,,Edgar Dikan,Edgar Dikan,Edgar Dikan,male,1971-04-26,,Edgar Dikan,Edgar Dikan,Edgar Dikan,,,https://upload.wikimedia.org/wikipedia/commons/b/b0/Minister-dikan.jpg,,Edgar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Edgar Dikan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,Categorie:Edgar Dikan,,,,,,,,,
Q52681230,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,male,,,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,,,https://upload.wikimedia.org/wikipedia/commons/8/89/Stuart_Getrouw_2.png,,Stuart,,,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,Stuart Getrouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Stuart Getrouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,Categorie:Stuart Getrouw,,,,,,,,,
Q52991358,Stephan Tsang,,,Stephan Tsang,Stephan Tsang (politicus),male,,,Stephan Tsang (politicus),Stephan Tsang,,,,https://upload.wikimedia.org/wikipedia/commons/1/1b/Stephan_Tsang.jpg,,Stephan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Stephan Tsang,,,,,,,,,,Tsang,,,,,,,,,,,,,,,,,,,,,politician,,,,,,Categorie:Stephan Tsang,,,,,,,,,
Q53209806,Antoine Elias,,,Antoine Elias,Antoine Elias,male,,,Antoine Elias,Antoine Elias,,,,https://upload.wikimedia.org/wikipedia/commons/f/fa/Antoine_Elias_2_(cropped).png,,Antoine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Antoine Elias,,,,,,,,,,Elias,,,,,,,,,,,,,,,,,,,,,politician,,,,,,Categorie:Antoine Elias,,,,,,,,,
Q53333623,Lalinie Gopal,,,Lalinie Gopal,Lalinie Gopal,male,,,Lalinie Gopal,Lalinie Gopal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gopal,,,,,,,,,,,,,,,,,,,,,civil servant,,,,,,Categorie:Lalinie Gopal,,,,,,,,,
Q58149,Lygia Kraag-Keteldijk,,Lygia Kraag-Keteldijk,Lygia Kraag-Keteldijk,Lygia Kraag-Keteldijk,female,1941-06-18,,Lygia Kraag-Keteldijk,Lygia Kraag-Keteldijk,Lygia Kraag-Keteldijk,Lygia Kraag-Keteldijk,,,,Lygia,,,,,,,,Lygia Kraag-Keteldijk,,,,,,,,,,Lygia Kraag-Keteldijk,,,,,,,,,,,Lygia Kraag-Keteldijk,,,,,,,,,,,,,,Lygia Kraag-Keteldijk,,,,,Lygia Kraag-Keteldijk,,,,,,,,,,,,Lygia Kraag-Keteldijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lygia Kraag-Keteldijk,,Lygia Kraag-Keteldijk,,,,,,,,,,,,,,,,,,,,,,,,,Lygia Kraag-Keteldijk,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q584322,Henk Chin A Sen,Hendrick Chin A Sen,Henk Chin A Sen,Henk Chin A Sen,Henk Chin A Sen,male,1934-01-18,1999-08-11,Henk Chin A Sen,Hendrick Chin A Sen,Hendrick Chin A Sen,Hendrick Chin A Sen,Hendrick Chin A Sen,https://upload.wikimedia.org/wikipedia/commons/d/d3/H.Chin_A_Sen.jpg,58136408,Henk,197493,89290,,,Hendrick Rudolf Chin A Sen,,,,,,,Henk Chin A Sen,,,,,Hendrick Chin A Sen,Hendrick Rudolf Chin A Sen,,,,,,,,,,,Hendrick Rudolf Chin A Sen,,Henk Chin A Sen,,Hendrick Chin A Sen,,,,,,,,,,Henk Chin A Sen,,,Henk Chin A Sen,,,,Hendrick Chin A Sen,,Henk Chin A Sen,,,,,,,,Hendrick Rudolf Chin A Sen,,Henk Chin A Sen,,,,,,,,,,,,,,陳亞先,,陈亚先,,,,Хендрик Рудольф Чан А Сен,,,هندريك شين وسين,陳亞先,هندريك شين وسين,,,Hendrick Chin A Sen,Hendrick Rudolf Chin A Sen,,Henk Chin A Sen,,Hendrick Chin A Sen,Hendrick Chin A Sen,,,Hendrick Chin A Sen,Henk Chin A Sen,"Чан А Сен, Хендрик Рудольф",陳亞先,,/m/0k0wk2z,n87822223,,069320861,,,Category:Henk Chin A Sen,Henk Chin A Sen,,,0000 0000 6379 1162,,,,,,Chen,,,,,,,,,,,,,,,,,,,,Hendrick Rudolf Chin A Sen,politician,,,,,,,,,,,,,,,36650013
Q613821,Ramdien Sardjoe,,Ram Sardjoe,Ramdien Sardjoe,Ramdien Sardjoe,male,1935-10-10,,Ram Sardjoe,Ram Sardjoe,Ramdien Sardjoe,Ramdien Sardjoe,Ram Sardjoe,https://upload.wikimedia.org/wikipedia/commons/5/55/Ramdien_Sardjoe.jpg,,Ram,,149443,,,,,,,,,,,,,,,,Ram Sardjoe,,,,,,,,,,,Ram Sardjoe,,Ram Sardjoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ram Sardjoe,,,,,,,,,,,,,,राम सरयू,,,,,,,,"Сарджу, Рам",,,,,,,,,Ram Sardjoe,,Ram Sardjoe,राम सरयू,,,,,,,"Сарджу, Рам",,,/m/0ks7hh,,,,,,Category:Ramdien Sardjoe,Ram Sardjoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q769825,Willy Soemita,,Willy Soemita,Willy Soemita,Willy Soemita,male,1936-03-01,,Willy Soemita,Willy Soemita,Willy Soemita,Willy Soemita,Willy Soemita,https://upload.wikimedia.org/wikipedia/commons/e/e4/Willy_Soemita.jpg,,Willy,,154814,,,,,,,,,,,,,,,,Willy Soemita,,,,,,,,,,,Willy Soemita,,Willy Soemita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willy Soemita,,,,,,,,,,,,,,,,,,,,,,,,,,维利·苏米塔,,,,,Willy Soemita,,,,,,,,,,,维利·苏米塔,,/m/0_h1jvn,,,,,,Category:Willy Soemita,Willy Soemita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q8347454,Coen Ooft,,Coen Ooft,Coen Ooft,Coen Ooft,male,1920-10-21,2006-03-16,Coen Ooft,Coen Ooft,,,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Coen_Ooft.jpg,67780073,Coen,,138377,,,,,,,,,,,,,,,,Coen Ooft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coen Ooft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coen Ooft,,,,,,,,,,,,,,,,071923705,,ooft001,Category:Coen Ooft,,,,0000 0000 2181 1938,,,,,,,,,,,,,,,,,,,,,,,,,,,playwright,,,,,,,,,,,,,,,
Q880312,Ivan Graanoogst,Ivan Graanoogst,Ivan Graanoogst,Ivan Graanoogst,Ivan Graanoogst,male,"",,Ivan Graanoogst,Ivan Graanoogst,Ivan Graanoogst,Ivan Graanoogst,Ivan Graanoogst,"https://upload.wikimedia.org/wikipedia/commons/9/9f/Portret_van_Iwan_Graanoogst,_surinaams_minister_van_leger_en_politie.,_Bestanddeelnr_931-6585.jpg",,Ivan,,,,,Ivan Graanoogst,,,,,,,Ivan Graanoogst,,,,,,Ivan Graanoogst,,,,,,,,,,,Ivan Graanoogst,,,,,,,,,,,,,,Ivan Graanoogst,,,Ivan Graanoogst,,,,Ivan Graanoogst,,Ivan Graanoogst,,,,,,,,Ivan Graanoogst,,Ivan Graanoogst,,,,,,,,,,,,,,,,,,,,,イワン・グラノースト,,,,,,,,Ivan Graanoogst,,Ivan Graanoogst,,,Ivan Graanoogst,,,Ivan Graanoogst,Ivan Graanoogst,,,,/m/0l8q7zs,,,,,,Category:Ivan Graanoogst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Graanoogst,politician,,,,,,,,,,,,,,,
