id,name__de,name__uk,name__en,name__nl,name__fr,name,wikipedia__de,wikipedia__en,wikipedia__uk,gender,birth_date,given_name,original_wikiname,wikipedia__fr,name__it,identifier__VIAF,name__nb,name__da,name__nn,name__sv,identifier__SUDOC,name__rm,name__ru,wikipedia__ru,name__es,name__pt,image,name__cy,death_date,identifier__GND,identifier__LCAuth,name__sh,wikipedia__sh,identifier__freebase,name__hu,last_seen,name__ja,family_name,occupation,name__ms,name__bar,name__cs,name__id,name__se,name__sk,name__sl,name__ro,name__sc,name__tr,name__af,name__an,name__ast,name__br,name__ceb,name__co,name__ca,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fi,name__gd,name__ga,name__fur,name__frp,name__gl,name__gsw,name__hr,name__ia,name__ie,name__is,name__io,name__kg,name__li,name__lb,name__lij,name__lt,name__de_formal,name__pl,name__nl_informal,name__bs,name__fy,name__pt_br,name__eml,name__dsb,name__mt,name__hsb,name__min,name__lv,name__nds,name__jam,name__frr,name__scn,name__fo,name__sco,name__sq,name__tl,name__vls,name__wa,name__vi,name__uz,name__hif,name__mg,name__ht,name__jv,name__la,name__oc,name__pcd,name__ang,name__su,name__ay,identifier__PACE,email,name__mk,name__aa,name__ak,name__aln,name__arn,name__az,name__bcl,name__bi,name__bjn,name__bm,name__brh,name__cbk_zam,name__cdo,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dtp,name__ee,name__ext,name__ff,name__fit,name__fj,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__hz,name__ig,name__ik,name__ike_cans,name__ike_latn,name__ilo,name__iu,name__jbo,name__kaa,name__kab,name__ki,name__kj,name__kk_latn,name__kk_kz,name__kk_tr,name__kl,name__kr,name__krj,name__ksh,name__ku,name__lad,name__lg,name__lmo,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mus,name__mwl,name__na,name__nah,name__nap,name__nds_nl,name__ng,name__nov,name__nrm,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__pms,name__qu,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq,name__ruq_latn,name__rw,name__sat,name__sdc,name__sei,name__sg,name__sgs,name__shi,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__sr_el,name__srn,name__st,name__stq,name__sw,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tokipona,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__ve,name__vec,name__vep,name__vmf,name__vo,name__vot,name__war,name__wo,name__xh,name__yo,name__za,name__zea,name__zu,identifier__ULAN,wikipedia__et,wikipedia__pl,identifier__HDS,name__zh,name__ar,identifier__ISNI,name__el,name__he,name__ko,wikipedia__ca,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__sv,identifier__Munzinger,identifier__BNF,wikipedia__als
Q19337765,Franz Josef Hoop,,Franz Josef Hoop,Franz Josef Hoop,Franz Josef Hoop,Franz Josef Hoop,"Franz Josef Hoop (Politiker, 1861)",,,male,1861-03-07,Franz,,,,,,,,,,,,,,,,,1925-01-15,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2036356,Oswald Bühler,,Oswald Bühler,Oswald Bühler,Oswald Bühler,Oswald Bühler,Oswald Bühler,,,male,1899-03-02,Oswald,,,,,,,,,,,,,,,,,1962-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2038394,Otto Büchel,,Otto Büchel,Otto Büchel,Otto Büchel,Otto Büchel,Otto Büchel,,,male,1949-01-06,Otto,,,,,Otto Büchel,Otto Büchel,Otto Büchel,Otto Büchel,,,,,,,,Otto Büchel,2005-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2069720,Pepo Frick,,Pepo Frick,Pepo Frick,Pepo Frick,Pepo Frick,Pepo Frick,,,male,1952-05-13,Pepo,Pepo Frick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2074229,Peter Büchel,,Peter Büchel,Peter Büchel,Peter Büchel,Peter Büchel,Peter Büchel,,,male,1958-08-02,Peter,Peter Büchel,,,,Peter Büchel,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2078426,Peter Sprenger,,Peter Sprenger,Peter Sprenger,Peter Sprenger,Peter Sprenger,Peter Sprenger,,,male,1953-12-29,Peter,,,Peter Sprenger,54869561,Peter Sprenger,Peter Sprenger,Peter Sprenger,Peter Sprenger,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3383 4512,,,,,,,,,,,,,,,,,,,,,,,,,
Q2079107,Peter Wolff,Петер Вольф,Peter Wolff,Peter Wolff,Peter Wolff,Peter Wolff,Peter Wolff (Politiker),Peter Wolff,Петер Вольф,male,1946-05-10,Peter,,,,,Peter Wolff,Peter Wolff,Peter Wolff,Peter Wolff,,,,,Peter Wolff,,,,,,,,,,Peter Wolff,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2143539,Renate Wohlwend,,Renate Wohlwend,Renate Wohlwend,Renate Wohlwend,Renate Wohlwend,Renate Wohlwend,,,female,1952-02-20,Renate,Renate Wohlwend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2173284,Rudolf Lampert,,Rudolf Lampert,Rudolf Lampert,Rudolf Lampert,Rudolf Lampert,Rudolf Lampert,,,male,1956-05-06,Rudolf,Rudolf Lampert,,Rudolf Lampert,,,,,,,,,,,,,,,,,,,,,,,Lampert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2173390,Rudolf Marxer,,Rudolf Marxer,Rudolf Marxer,Rudolf Marxer,Rudolf Marxer,Rudolf Marxer,,,male,1904-04-27,Rudolf,,,,,Rudolf Marxer,Rudolf Marxer,Rudolf Marxer,Rudolf Marxer,,,,,,,,,1972-04-25,,,,,,,,,,carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2173396,Rudolf Matt,,Rudolf Matt,Rudolf Matt,Rudolf Matt,Rudolf Matt,Rudolf Matt,,,male,1877-04-21,Rudolf,,,Rudolf Matt,,Rudolf Matt,Rudolf Matt,Rudolf Matt,Rudolf Matt,,,,,,,,,1960-07-26,,,,,,,,,,farmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q238670,Otmar Hasler,Отмар Гаслер,Otmar Hasler,Otmar Hasler,Otmar Hasler,Otmar Hasler,Otmar Hasler,Otmar Hasler,Отмар Гаслер,male,1953-09-28,Otmar,,Otmar Hasler,Otmar Hasler,285401651,Otmar Hasler,Otmar Hasler,Otmar Hasler,Otmar Hasler,,,"Хаслер, Отмар","Хаслер, Отмар",Otmar Hasler,Otmar Hasler,https://upload.wikimedia.org/wikipedia/commons/3/3e/Otmar_Hasler.jpg,,,,,Otmar Hasler,Otmar Hasler,/m/023167,Otmar Hasler,,オットマール・ハスラー,,politician,,,,Otmar Hasler,,,,,,,,,,,,,Otmar Hasler,,,,,,Otmar Hasler,Otmar Hasler,Otmar Hasler,,,,,Otmar Hasler,,,,,,Otmar Hasler,,,,,,,Otmar Hasler,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otmar Hasler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otmar Hasler,Otmar Hasler,,,,,Ότμαρ Χάσλερ,אוטמר הסלר,오트마어 하슬러,Otmar Hasler,Otmar Hasler,Ότμαρ Χάσλερ,Otmar Hasler,Otmar Hasler,Otmar Hasler,Otmar Hasler,אוטמר הסלר,Otmar Hasler,Otmar Hasler,Otmar Hasler,Otmar Hasler,オットマール・ハスラー,오트마어 하슬러,Otmar Hasler,Otmar Hasler,Otmar Hasler,Otmar Hasler,,,,
Q2427893,Thomas Vogt,,Thomas Vogt,Thomas Vogt,Thomas Vogt,Thomas Vogt,Thomas Vogt (Politiker),,,male,1976-02-24,Thomas,Thomas Vogt (Politiker),,,,,,,,,,,,,,,,,,,,,,,,,Vogt,table tennis player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2546637,Walter Vogt,,Walter Vogt,Walter Vogt,Walter Vogt,Walter Vogt,Walter Vogt (Politiker),,,male,"",Walter,,,,,,,,,,,,,,,,,,,,,,,,,,Vogt,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2558960,Wendelin Beck,,Wendelin Beck,Wendelin Beck,Wendelin Beck,Wendelin Beck,Wendelin Beck,,,male,1908-05-28,Wendelin,,,,,,,,,,,,,,,,,1978-09-02,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2561800,Werner Kranz,,Werner Kranz,Werner Kranz,Werner Kranz,Werner Kranz,Werner Kranz,,,male,1965-02-08,Werner,Werner Kranz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2571868,Wilhelm Beck,Вільгельм Бек,Wilhelm Beck,Wilhelm Beck,Wilhelm Beck,Wilhelm Beck,Wilhelm Beck (Politiker),,Вільгельм Бек,male,1885-03-26,Wilhelm,,,,314873888,,,,,,,,,,,,,1936-01-20,106774486X,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2650159,Alois Beck,,Alois Beck,,Alois Beck,Alois Beck,Alois Beck,,,male,1962-09-27,Alois,Alois Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2650498,Alois Wille,,Alois Wille,,Alois Wille,Alois Wille,Alois Wille,,,male,1885-11-28,Alois,,,,,,,,,,,,,,,,,1957-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q268968,Gerard Batliner,Герард Батлінер,Gerard Batliner,Gerard Batliner,Gerard Batliner,Gerard Batliner,Gerard Batliner,Gerard Batliner,Герард Батлінер,male,1928-12-09,Gerard,,Gerard Batliner,Gerard Batliner,24733733,Gerard Batliner,Gerard Batliner,Gerard Batliner,Gerard Batliner,073956198,,Герард Батлинер,"Батлинер, Герард",Gerard Batliner,,,Gerard Batliner,2008-06-25,119254204,n82000582,,,/m/07jds3,Gerard Batliner,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Gerard Batliner,,,,,,,Gerard Batliner,,,,,,,,,,,,,Gerard Batliner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerard Batliner,Gerard Batliner,21116,,,0000 0000 8076 6583,Γκέραρντ Μπάτλινερ,,,,,Γκέραρντ Μπάτλινερ,,,,,,,,,Gerard Batliner,,,,Gerard Batliner,,,Gerard Batliner,00000010064,12957117q,
Q28870122,Gunilla Marxer-Kranz,,,Gunilla Marxer-Kranz,,Gunilla Marxer-Kranz,Gunilla Marxer-Kranz,,,female,,,Gunilla Marxer-Kranz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28870141,Mario Wohlwend,,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,,,male,1973-01-12,Mario,Mario Wohlwend,,Mario Wohlwend,,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,,Mario Wohlwend,,,Mario Wohlwend,Mario Wohlwend,,Mario Wohlwend,,,,Mario Wohlwend,,,Mario Wohlwend,,,,politician,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,,Mario Wohlwend,,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,,Mario Wohlwend,,,,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,Mario Wohlwend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28870266,Johannes Hasler,,,Johannes Hasler,,Johannes Hasler,Johannes Hasler,,,male,1982-06-10,,Johannes Hasler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28870267,Susanne Eberle-Strub,,Susanne Eberle-Strub,Susanne Eberle-Strub,,Susanne Eberle-Strub,Susanne Eberle-Strub,,,female,1960-06-10,Susanne,Susanne Eberle-Strub,,,,,,,,,,,,,,,,,,,,,,,,,Strub,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7724,mailto:susanne.eberle-strub@landtag.li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28870268,Daniel Oehry,,,Daniel Oehry,,Daniel Oehry,Daniel Oehry,,,male,1971,,Daniel Oehry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28870270,Daniel F. Seger,,,Daniel F. Seger,,Daniel F. Seger,Daniel F. Seger,,,male,1977-04-24,Daniel,Daniel F. Seger,,,,,,,,,,,,,,,,,,,,,,,,,Seger,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7726,mailto:daniel.seger@landtag.li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
