id,name__fr,name__nl,name__de,name__en,name__it,name,wikipedia__fr,wikipedia__nl,gender,birth_date,given_name,original_wikiname,name__pl,name__es,name__nb,name__da,name__nn,name__sv,name__hu,name__et,wikipedia__commons,wikipedia__de,wikipedia__en,wikipedia__et,wikipedia__no,wikipedia__pl,image,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__freebase,website,identifier__NTA,name__ca,wikipedia__ca,wikipedia__es,wikipedia__sv,name__zh_hant,name__zh_cn,name__ku,name__tr,name__ckb,name__ro,name__bg,wikipedia__bg,wikipedia__ckb,wikipedia__ku,wikipedia__ro,wikipedia__tr,name__eo,name__de_ch,name__en_ca,name__en_gb,name__lb,name__oc,name__ru,name__uk,name__el,name__zh,name__vi,name__ko,name__la,name__cs,name__br,name__ja,name__ar,name__he,name__id,name__ie,name__io,name__fi,name__af,name__fa,name__li,wikipedia__af,wikipedia__ar,wikipedia__br,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__oc,wikipedia__ru,wikipedia__ruwikinews,wikipedia__uk,wikipedia__vi,wikipedia__zh,family_name,name__an,name__ast,name__bar,name__co,name__cy,name__de_at,name__eu,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__is,name__kg,name__lij,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt,name__pt_br,name__rm,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,wikipedia__wa,name__bs,name__ceb,name__lmo,name__lt,name__sq,wikipedia__vls,death_date,twitter,identifier__ODIS,name__be,name__mr,name__sh,name__sr,name__th,name__nan,wikipedia__be,wikipedia__cswikiquote,wikipedia__cy,wikipedia__frwikiquote,wikipedia__hr,wikipedia__lmo,wikipedia__lt,wikipedia__mg,wikipedia__mr,wikipedia__ms,wikipedia__plwikiquote,wikipedia__pt,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__th,wikipedia__zh_min_nan,identifier__EuroparlMEP,identifier__Munzinger,identifier__parlement,identifier__FAST,facebook,wikipedia__nlwikiquote,name__ksh,name__frr,name__fy,name__lfn,name__pdc,name__pdt,name__pfl,name__sli,name__stq,name__vmf,identifier__IMDB,identifier__DBNL,name__rw,wikipedia__rw,identifier__PACE,wikipedia__hsb,name__hsb,occupation,wikipedia__ga,identifier__belgian_senate,identifier__flemish_parliament,identifier__quora,identifier__NUKAT,identifier__persee,name__hy,linkedin,name__ext,identifier__Britannica,email,identifier__youtube,name__be_tarask,identifier__google_knowledge,identifier__OLID,identifier__BIBSYS,wikipedia__nn,wikipedia__nlwikinews,identifier__bigenc_ru,identifier__GTAA,wikipedia__uz,wikipedia__ast,name__uz,noble_title,instagram,identifier__NKC,wikipedia__wuu,name__dsb,name__jv,name__tl,name__war,name__yo
Q2962167,Raf Terwingen,Raf Terwingen,Raf Terwingen,Raf Terwingen,Raf Terwingen,Raf Terwingen,Raf Terwingen,Raf Terwingen,male,1972-07-12,Raf,Raf Terwingen,,Raf Terwingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raf Terwingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2965092,Christian Brotcorne,Christian Brotcorne,Christian Brotcorne,Christian Brotcorne,Christian Brotcorne,Christian Brotcorne,Christian Brotcorne,Christian Brotcorne,male,1953-12-09,Christian,Christian Brotcorne,,Christian Brotcorne,Christian Brotcorne,Christian Brotcorne,Christian Brotcorne,Christian Brotcorne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Brotcorne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Brotcorne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,4298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3010154,Céline Fremault,Céline Fremault,Céline Fremault,Céline Fremault,Céline Fremault,Céline Fremault,Céline Fremault,Céline Fremault,female,1973-12-26,Céline,Céline Fremault,,Céline Fremault,Céline Fremault,Céline Fremault,Céline Fremault,Céline Fremault,,,Category:Céline Fremault,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/44/Céline_Fremault_2012.jpg,,,,,,,,,,,,,,席琳·弗勒莫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Céline Fremault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,4543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3014674,Daniel Senesael,Daniel Senesael,Daniel Senesael,Daniel Senesael,Daniel Senesael,Daniel Senesael,Daniel Senesael,Daniel Senesael,male,1957-01-13,Daniel,Daniel Senesael,,Daniel Senesael,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f9/Daniel_Senesael.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Senesael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3017667,David Clarinval,David Clarinval,David Clarinval,David Clarinval,David Clarinval,David Clarinval,David Clarinval,David Clarinval,male,1976-01-10,David,David Clarinval,,David Clarinval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Clarinval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3017951,David Geerts,David Geerts,David Geerts,David Geerts,David Geerts,David Geerts,David Geerts,David Geerts,male,1975-04-17,David,David Geerts,,David Geerts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geerts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Geerts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3022653,Denis Ducarme,Denis Ducarme,Denis Ducarme,Denis Ducarme,Denis Ducarme,Denis Ducarme,Denis Ducarme,Denis Ducarme,male,1973-10-23,Denis,Denis Ducarme,Denis Ducarme,Denis Ducarme,Denis Ducarme,Denis Ducarme,Denis Ducarme,Denis Ducarme,Denis Ducarme,,Category:Denis Ducarme,Denis Ducarme,Denis Ducarme,,,Denis Ducarme,https://upload.wikimedia.org/wikipedia/commons/e/e1/DenisDucarme.JPG,0000 0000 5833 8689,83490615,,n2009017008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Ducarme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Ducarme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3029701,Dirk Van der Maelen,Dirk Van der Maelen,Dirk Van der Maelen,Dirk Van der Maelen,Dirk Van der Maelen,Dirk Van der Maelen,Dirk Van der Maelen,Dirk Van der Maelen,male,1953-03-14,Dirk,Dirk Van der Maelen,,Dirk Van der Maelen,,,,,,,,,Dirk Van der Maelen,,,,,,,,,,,,http://www.dirkvandermaelen.be/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirk Van der Maelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313,,,politician,,,2570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3051696,Els Van Hoof,Els Van Hoof,Els Van Hoof,Els Van Hoof,Els Van Hoof,Els Van Hoof,Els Van Hoof,Els Van Hoof,female,1969-03-07,Els,Els Van Hoof,,Els Van Hoof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Els Van Hoof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,4527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3063712,Fabienne Winckel,Fabienne Winckel,Fabienne Winckel,Fabienne Winckel,Fabienne Winckel,Fabienne Winckel,Fabienne Winckel,Fabienne Winckel,female,1975-12-14,Fabienne,Fabienne Winckel,,Fabienne Winckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fabienne Winckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,4567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3086602,Françoise Schepmans,Françoise Schepmans,Françoise Schepmans,Françoise Schepmans,Françoise Schepmans,Françoise Schepmans,Françoise Schepmans,Françoise Schepmans,female,1960-06-18,Françoise,Françoise Schepmans,,Françoise Schepmans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Françoise Schepmans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,4296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3102539,Georges Dallemagne,Georges Dallemagne,Georges Dallemagne,Georges Dallemagne,Georges Dallemagne,Georges Dallemagne,Georges Dallemagne,Georges Dallemagne,male,1958-01-17,Georges,Georges Dallemagne,,Georges Dallemagne,,,,,,,Category:Georges Dallemagne,,Georges Dallemagne,,,,https://upload.wikimedia.org/wikipedia/commons/3/31/Georges_Dallemagne_20171109.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dallemagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georges Dallemagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,4126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3102773,Georges Gilkinet,Georges Gilkinet,Georges Gilkinet,Georges Gilkinet,Georges Gilkinet,Georges Gilkinet,Georges Gilkinet,Georges Gilkinet,male,1971-01-25,Georges,Georges Gilkinet,,Georges Gilkinet,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d1/Georges_Gilkinet.jpg,,,,,,,,http://georgesgilkinet.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georges Gilkinet,,,,,,,,,,,,,,,,,GeorgesGilkinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,georges.gilkinet,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3126936,Hans Bonte,Hans Bonte,Hans Bonte,Hans Bonte,Hans Bonte,Hans Bonte,Hans Bonte,Hans Bonte,male,1962-01-20,Hans,Hans Bonte,,Hans Bonte,,,,,Hans Bonte,,Category:Hans Bonte,,Hans Bonte,,,,https://upload.wikimedia.org/wikipedia/commons/8/85/Hans_Bonte.jpg,0000 0000 3157 4534,55850015,,n94103174,,,/m/0s8xtx2,,115938613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Bonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3143147,Olivier Chastel,Olivier Chastel,Olivier Chastel,Olivier Chastel,Olivier Chastel,Olivier Chastel,Olivier Chastel,Olivier Chastel,male,1964-11-22,Olivier,Olivier Chastel,Olivier Chastel,Olivier Chastel,Olivier Chastel,Olivier Chastel,Olivier Chastel,Olivier Chastel,Olivier Chastel,Olivier Chastel,Category:Olivier Chastel,Olivier Chastel,Olivier Chastel,Olivier Chastel,,Olivier Chastel,https://upload.wikimedia.org/wikipedia/commons/6/65/Olivier_chastel.jpg,,,,,,,/m/0gjcz47,,,,,,,,,,,,,,,,,,,,,,,Olivier Chastel,,,,,,,,,,,オリヴィエ・シャステル,,,,,,,,,,,,,,,,,,,,,,,,Olivier Chastel,,,,Olivier Chastel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olivier Chastel,,,,,,Olivier Chastel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3150668,Ine Somers,Ine Somers,Ine Somers,Ine Somers,Ine Somers,Ine Somers,Ine Somers,Ine Somers,female,1971-06-13,Ine,Ine Somers,,Ine Somers,Ine Somers,Ine Somers,Ine Somers,Ine Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ine Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3166258,Jean-Jacques Flahaux,Jean-Jacques Flahaux,Jean-Jacques Flahaux,Jean-Jacques Flahaux,Jean-Jacques Flahaux,Jean-Jacques Flahaux,Jean-Jacques Flahaux,Jean-Jacques Flahaux,male,1955-07-19,Jean-Jacques,Jean-Jacques Flahaux,,Jean-Jacques Flahaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jean-Jacques Flahaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3189209,Julie Fernandez Fernandez,Julie Fernandez-Fernandez,Julie Fernandez Fernandez,Julie Fernandez Fernandez,Julie Fernandez Fernandez,Julie Fernandez-Fernandez,Julie Fernandez Fernandez,Julie Fernandez Fernandez,female,1972-03-20,Julie,Julie Fernandez-Fernandez,,Julie Fernández,,,,,Julie Fernández,,Category:Julie Fernandez Fernandez,Julie Fernandez Fernandez,,,,,"https://upload.wikimedia.org/wikipedia/commons/6/68/Julie_Fernandez_Fernandez,_31_mai_2013.jpg",,,,,,,,,,,,Julie Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Fernandez Fernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,Julie Fernández,,,,,,,,,,
Q3193147,Karin Temmerman,Karin Temmerman,Karin Temmerman,Karin Temmerman,Karin Temmerman,Karin Temmerman,Karin Temmerman,Karin Temmerman,female,1958-09-25,Karin,Karin Temmerman,,Karin Temmerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temmerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karin Temmerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3193290,Karine Jiroflée,Karine Jiroflée,Karine Jiroflée,Karine Jiroflée,Karine Jiroflée,Karine Jiroflée,Karin Jiroflée,Karin Jiroflée,female,1962-05-19,Karine,Karine Jiroflée,,Karine Jiroflée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karine Jiroflée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3193292,Karine Lalieux,Karine Lalieux,Karine Lalieux,Karine Lalieux,Karine Lalieux,Karine Lalieux,Karine Lalieux,Karine Lalieux,female,1964-05-04,Karine,Karine Lalieux,,Karine Lalieux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karine Lalieux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3228978,Leen Dierick,Leen Dierick,Leen Dierick,Leen Dierick,Leen Dierick,Leen Dierick,Leen Dierick,Leen Dierick,female,1978-05-02,Leen,Leen Dierick,,Leen Dierick,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Leen_Dierick_20171109.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leen Dierick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3264833,Luc Gustin,Luc Gustin,Luc Gustin,Luc Gustin,Luc Gustin,Luc Gustin,Luc Gustin,Luc Gustin,male,1951-07-14,Luc,Luc Gustin,,Luc Gustin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luc Gustin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3266973,Luk Van Biesen,Luk Van Biesen,Luk Van Biesen,Luk Van Biesen,Luk Van Biesen,Luk Van Biesen,Luk Van Biesen,Luk Van Biesen,male,1960-06-26,,Luk Van Biesen,,Luk Van Biesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luk Van Biesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3288800,Marcel Cheron,Marcel Cheron,Marcel Cheron,Marcel Cheron,Marcel Cheron,Marcel Cheron,Marcel Cheron,Marcel Cheron,male,1957-08-10,Marcel,Marcel Cheron,Marcel Cheron,Marcel Cheron,Marcel Cheron,Marcel Cheron,Marcel Cheron,Marcel Cheron,Marcel Cheron,Marcel Cheron,,,Marcel Cheron,,,,,,,,,,,/m/064pnh5,,,Marcel Cheron,,,,,,,Marcel Cheron,,Marcel Cheron,,,,,,,Marcel Cheron,,,,Marcel Cheron,,,,,,,,,Marcel Cheron,Marcel Cheron,,,,,,,Marcel Cheron,Marcel Cheron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcel Cheron,,,,Marcel Cheron,,Marcel Cheron,,,Marcel Cheron,,Marcel Cheron,Marcel Cheron,Marcel Cheron,,Marcel Cheron,,,,,,,Marcel Cheron,Marcel Cheron,,,Marcel Cheron,Marcel Cheron,,,,,,Marcel Cheron,Marcel Cheron,,,Marcel Cheron,,,Marcel Cheron,,,,Marcel Cheron,Marcel Cheron,Marcel Cheron,Marcel Cheron,Marcel Cheron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,289,,,,,,,,,mailto:marcel.cheron@ecolo.be,,,,,,,,,,,,,,,,,,,,,
Q3291646,Marie-Christine Marghem,Marie-Christine Marghem,Marie-Christine Marghem,Marie-Christine Marghem,Marie-Christine Marghem,Marie-Christine Marghem,Marie-Christine Marghem,Marie-Christine Marghem,female,1963-05-22,Marie-Christine,Marie-Christine Marghem,Marie-Christine Marghem,Marie-Christine Marghem,,,,,,,Category:Marie-Christine Marghem,Marie-Christine Marghem,Marie-Christine Marghem,,,Marie-Christine Marghem,https://upload.wikimedia.org/wikipedia/commons/0/08/Marie-Christine_Marghem.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marie-Christine Marghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marie-Christine Marghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3293055,Marijke Dillen,Marijke Dillen,Marijke Dillen,Marijke Dillen,Marijke Dillen,Marijke Dillen,Marijke Dillen,Marijke Dillen,female,1960-12-11,Marijke,Marijke Dillen,,Marijke Dillen,Marijke Dillen,Marijke Dillen,Marijke Dillen,Marijke Dillen,Marijke Dillen,,,,,,,,,,,,,,,,http://www.dekamer.be/kvvcr/showpage.cfm?section=/depute&language=nl&rightmenu=right_depute&cfm=cvview54.cfm?key=00636&lactivity=48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marijke Dillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marijke Dillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3311180,Michel de Lamotte,Michel de Lamotte,Michel de Lamotte,Michel de Lamotte,Michel de Lamotte,Michel de Lamotte,Michel de Lamotte,Michel de Lamotte,male,1955-04-11,Michel,Michel de Lamotte,,Michel de Lamotte,,,,,,,Category:Michel de Lamotte,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/07/Michel_de_Lamotte.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de Lamotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michel de Lamotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3335143,Nahima Lanjri,Nahima Lanjri,Nahima Lanjri,Nahima Lanjri,Nahima Lanjri,Nahima Lanjri,Nahima Lanjri,Nahima Lanjri,female,1968-02-17,,Nahima Lanjri,,Nahima Lanjri,Nahima Lanjri,Nahima Lanjri,Nahima Lanjri,Nahima Lanjri,Nahima Lanjri,,Category:Nahima Lanjri,,Nahima Lanjri,,,,https://upload.wikimedia.org/wikipedia/commons/a/ad/Nahima-lanjri-1337435663.jpg,0000 0000 3812 3621,33810329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nahima Lanjri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,4332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3351089,Olivier Henry,Olivier Henry,Olivier Henry,Olivier Henry,Olivier Henry,Olivier Henry,Olivier Henry,Olivier Henry,male,1972-10-24,Olivier,Olivier Henry,,Olivier Henry,,,,,,,,,,,,,,0000 0001 1665 8200,69165836,,,145295685,081722443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olivier Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
