id,name__sk,name__cs,name,wikipedia__cs,wikipedia__sk,gender,occupation,identifier__VIAF,birth_date,given_name,original_wikiname,name__pl,wikipedia__pl,image,name__id,name__de,name__en,name__fi,name__nl,name__ru,name__uk,name__fr,wikipedia__de,wikipedia__en,wikipedia__fi,wikipedia__id,wikipedia__ru,wikipedia__uk,identifier__freebase,name__rue,name__et,wikipedia__et,wikipedia__fr,wikipedia__rue,wikipedia__skwikiquote,identifier__EuroparlMEP,name__hu,wikipedia__hu,name__es,identifier__GND,identifier__LCAuth,identifier__FAST,name__pa,name__nb,name__da,name__nn,name__sv,wikipedia__commons,wikipedia__pa,identifier__SUDOC,identifier__IMDB,identifier__NKC,identifier__PACE,name__it,wikipedia__it,death_date,name__ca,name__gl,wikipedia__cswikiquote,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__co,name__cy,name__eo,name__eu,name__fur,name__ga,name__gd,name__gsw,name__hr,name__is,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,name__ja,wikipedia__ca,wikipedia__eo,identifier__ISNI,identifier__BNF,identifier__MusicBrainz,identifier__BMLO,name__be_tarask,name__de_ch,name__en_ca,name__en_gb,wikipedia__be_x_old,wikipedia__itwikiquote,website,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__filmportal_de,family_name,name__zh,wikipedia__zh,identifier__quora,identifier__Munzinger,name__be,name__ko,name__he,name__ta,name__yo,name__oc,name__ms,name__el,name__ar,name__sr,name__mr,name__io,name__pt_br,name__vi,name__bg,name__ie,name__fa,name__mk,name__ka,name__la,name__sh,name__zh_hant,name__hsb,wikipedia__ar,wikipedia__ast,wikipedia__be,wikipedia__bg,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__fa,wikipedia__he,wikipedia__hr,wikipedia__hsb,wikipedia__huwikiquote,wikipedia__ie,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ruwikinews,wikipedia__sh,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__tr,wikipedia__ukwikiquote,wikipedia__vi,wikipedia__yo,identifier__parlement,wikipedia__ro,name__dsb,name__lv,name__zh_cn,wikipedia__gl,wikipedia__lv,wikipedia__sl,wikipedia__ga,wikipedia__lt,name__ceb,name__eml,name__fo,name__frr,name__fy,name__jam,name__min,name__mt,name__tl,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__mg,wikipedia__mg,name__ty,name__qu,wikipedia__eu,wikipedia__qu,identifier__N6I,name__az,wikipedia__az,name__tt,identifier__bigenc_ru,twitter,name__bm,name__de_at,name__frc,name__frp,name__ia,name__kab,name__kg,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__vo,name__wo,name__zu,name__sr_el,name__sr_ec,name__mn,wikipedia__mn,wikipedia__sq,name__szl,name__ba,name__hy,name__uz,wikipedia__ba,wikipedia__bs,wikipedia__gd,wikipedia__hy,wikipedia__sw,wikipedia__szl,wikipedia__uz,identifier__OLID,identifier__NTA,identifier__NSK,identifier__NLP,identifier__NNDB,wikipedia__sco,wikipedia__mk,identifier__NUKAT,identifier__BAV,identifier__NSZL,identifier__Britannica,identifier__BIBSYS,facebook,name__ace,name__jv,name__su,identifier__GTAA,identifier__ne_se,identifier__snac,wikipedia__simple,wikipedia__cy,identifier__google_plus,wikipedia__eml,name__lfn,identifier__FIFA,wikipedia__af,identifier__CONOR
Q11787767,Mária Sabolová,,Mária Sabolová,,Mária Sabolová,female,politician,,1956-09-20,Mária,Mária Sabolová,Mária Sabolová,Mária Sabolová,,,,Mária Sabolová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11798293,,,Ondrej Matej,,,male,politician,,1969-09-09,Ondrej,Ondrej Matej,Ondrej Matej,Ondrej Matej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11813887,Pavol Kubovič,,Pavol Kubovič,,Pavol Kubovič,male,politician,,1960-01-31,Pavol,Pavol Kubovič,Pavol Kubovič,Pavol Kubovič,,,Pavol Kubovič,Pavol Kubovič,,,,,,,,,,,,,,,,,,,23874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pavol Kubovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11815884,Peter Markovič,Peter Markovič,Peter Markovič,,Peter Markovič,male,politician,,1978-10-10,Peter,Peter Markovič,Peter Markovič,Peter Markovič,https://upload.wikimedia.org/wikipedia/commons/4/42/Peter_Markovič.JPG,Peter Markovič,Peter Markovič,Peter Markovič,,Peter Markovič,,,Peter Markovič,,,,,,,,,,,,,,,,,Peter Markovič,,,,,,Peter Markovič,,Peter Markovič,,,,,,,Peter Markovič,,,Peter Markovič,Peter Markovič,,,,,,Peter Markovič,,Peter Markovič,,,,,,,,,,,,,,,,Peter Markovič,,,,Peter Markovič,,Peter Markovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Markovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Markovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11815889,Peter Muránsky,,Peter Muránsky,,Peter Muránsky,male,politician,,1973-06-26,Peter,Peter Muránsky,Peter Muránsky,Peter Muránsky,,,,Peter Muránsky,,,,,Peter Muránsky,,,,,,,,,,,,,Peter Muránsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11815897,Peter Osuský,,Peter Osuský,,Peter Osuský,male,physician,85664326,1953-10-11,Peter,Peter Osuský,Peter Osuský,Peter Osuský,https://upload.wikimedia.org/wikipedia/commons/b/be/Peter_Osuský_(nov._2011).jpg,,,,,,,,Peter Osuský,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Peter Osuský,,,,xx0056393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Osuský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11815924,Peter Zajac,Peter Zajac,Peter Zajac,,Peter Zajac,male,literary historian,39531841,1946-02-03,Peter,Peter Zajac,Peter Zajac,Peter Zajac,https://upload.wikimedia.org/wikipedia/commons/b/b6/Svět_knihy_2013_9046.JPG,,Peter Zajac,Peter Zajac,,Peter Zajac,,,Peter Zajac,,,,,,,,,,,,,,,Peter Zajac,,,118072242,n86030774,,,,,,,Category:Peter Zajac,,050380400,,jn19990009376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Zajac,,,,,,,,,0000 0001 0890 1928,134954682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL302264A,175750165,000104574,A19694039,,,,,,,,,,,,,,,,,,,,,,,
Q11815925,Peter Weiss,Peter Weiss,Peter Weiss,Peter Weiss (politik),Peter Weiss (politik),male,politician,84559718,1952-07-07,Peter,Peter Weiss (polityk),Peter Weiss,Peter Weiss (polityk),https://upload.wikimedia.org/wikipedia/commons/d/d7/H.E.Peter_Weiss_2014.JPG,,,Peter Weiss,,,,,Peter Weiss,,,,,,,,,,,,,,,,,,137109164,nr98014497,,,,,,,,,139210237,,mzk2003200079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1074 0529,14405944q,,,,,,,,,,,,,,,,,,Weiss,,,,,,,,,,,,,بيتر فايس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166782335,,,,,,n98028536,,,,2111814,,,,,,,,,,,,,,,
Q11836134,Dušan Jarjabek,Dušan Jarjabek,Dušan Jarjabek,Dušan Jarjabek,Dušan Jarjabek,male,singer,,1953-03-04,Dušan,Dušan Jarjabek,,,https://upload.wikimedia.org/wikipedia/commons/0/0b/Dušan_Jarjabek.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Dušan Jarjabek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11925822,Vojtech Tkáč,Vojtech Tkáč,Vojtech Tkáč,Vojtech Tkáč,Vojtech Tkáč,male,lawyer,33304029,1949-03-02,Vojtěch,Vojtech Tkáč,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mzk2003199996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 5561 270X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09146515X,,,,,,,,,,,,,,,,,,,,,,,,,
Q12018565,Gustáv Krajči,Gustáv Krajči,Gustáv Krajči,Gustáv Krajči,Gustáv Krajči,male,politician,,1951-05-19,Gustáv,Gustáv Krajči,,,,,Gustáv Krajči,Gustáv Krajči,,,,,,,,,,,,,,,,,,,,Gustáv Krajči,Gustáv Krajči,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12021483,,Igor Štefanov,Igor Štefanov,Igor Štefanov,,male,politician,,1964-05-20,Igor,Igor Štefanov,Igor Štefanov,Igor Štefanov,,,,Igor Štefanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12021539,Imrich Hamarčák,Imrich Hamarčák,Imrich Hamarčák,Imrich Hamarčák,Imrich Hamarčák,male,politician,,1954-11-05,Imrich,Imrich Hamarčák,,,,,,Imrich Hamarčák,,Imrich Hamarčák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imrich Hamarčák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12027046,Jozef Mikloško,Jozef Mikloško,Jozef Mikloško,Jozef Mikloško,Jozef Mikloško,male,politician,187827981,1939-03-31,Jozef,Jozef Mikloško,,,,,,Jozef Mikloško,,Jozef Mikloško,,,,,,,,,,,,,,,,Jozef Mikloško,,,,,,n80006358,48868,,,,,,,,,,ola2002152159,,,,,,,Jozef Mikloško,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jozef Mikloško,,,,,,,,,0000 0003 8547 7942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,072234644,,,,,,,,,,,,,,,,,,,,,,,,,
Q12027064,Jozef Prokeš,Jozef Prokeš,Jozef Prokeš,Jozef Prokeš,Jozef Prokeš,male,member of parliament,,1950-06-12,Jozef,Jozef Prokeš,,,,,,Jozef Prokeš,,Jozef Prokeš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jozef Prokeš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12027075,Jozef Rydlo,Jozef Rydlo,Jozef Rydlo,Jozef Rydlo,Jozef Rydlo,male,politician,34469673,1948-09-20,Jozef,Jozef Rydlo,,,,,Jozef Rydlo,Jozef Rydlo,,Jozef Rydlo,,,Jozef Rydlo,,,,,,,,,,,,,Jozef Rydlo,,,,,,,,,,,,,,,028392175,,ola2002153182,,Jozef Rydlo,Jozef Rydlo,,,,Jozef Rydlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jozef Rydlo,,,,,,,,,0000 0000 8342 7907,120236843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266790984,,,,,,,,,,,,,,,,,,,,,,,,,
Q12027083,Jozef Tarčák,Jozef Tarčák,Jozef Tarčák,Jozef Tarčák,Jozef Tarčák,male,politician,,1959-04-25,Jozef,Jozef Tarčák,,,,,,Jozef Tarčák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12027090,Jozef Tuchyňa,Jozef Tuchyňa,Jozef Tuchyňa,Jozef Tuchyňa,Jozef Tuchyňa,male,military personnel,,1941-11-11,Jozef,Jozef Tuchyňa,,,https://upload.wikimedia.org/wikipedia/commons/4/41/Slovakia_army_897.jpg,,,,,,"Тучина, Йозеф",,,,,,,"Тучина, Йозеф",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jozef Tuchyňa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12027101,Jozef Zlocha,Jozef Zlocha,Jozef Zlocha,Jozef Zlocha,Jozef Zlocha,male,politician,,1940-06-06,Jozef,Jozef Zlocha,,,,,,Jozef Zlocha,,Jozef Zlocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jozef Zlocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12027325,Ján Budaj,Ján Budaj,Ján Budaj,Ján Budaj,Ján Budaj,male,politician,84583382,1952-02-10,Ján,Ján Budaj,,,https://upload.wikimedia.org/wikipedia/commons/9/92/Ján_Budaj.jpg,,Ján Budaj,Ján Budaj,,Ján Budaj,,,Ján Budaj,,,,,,,,,,,,,Ján Budaj,,,,Ján Budaj,,,,,,,,,Category:Ján Budaj,,,,mzk2004239199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 5641 4270,,,,,,,,,,,,,,,,,,,Budaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12027331,Ján Cuper,Ján Cuper,Ján Cuper,Ján Cuper,Ján Cuper,male,politician,121309928,1946-11-25,Ján,Ján Cuper,,,,,,Ján Cuper,,Ján Cuper,,,,,,,,,,,,,,,,Ján Cuper,,,,,,,,,,,,,,,,,mzk2010578955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ján Cuper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12027336,Ján Danko,Ján Danko,Ján Danko,Ján Danko (politik HZDS),Ján Danko (poslanec),male,politician,,1950-05-05,Ján,Ján Danko (poslanec),,,,,,Ján Danko,,Ján Danko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ján Danko,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12027342,Ján Gabriel,Ján Gabriel,Ján Gabriel,Ján Gabriel (politik),Ján Gabriel (poslanec),male,politician,,1955-10-02,Ján,Ján Gabriel (poslanec),,,,,Ján Gabriel,Ján Gabriel,,,Ян Габриэль,,Ján Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ján Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12027472,Ján Sitek,Ján Sitek,Ján Sitek,Ján Sitek,Ján Sitek,male,politician,,1956-06-19,Ján,Ján Sitek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12028795,Karol Ondriaš,Karol Ondriaš,Karol Ondriaš,Karol Ondriaš,Karol Ondriaš,male,politician,239935413,1952-03-30,Karol,Karol Ondriaš,,,,,,Karol Ondriaš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jn20020126006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1488 8731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12032578,Ladislav Orosz,Ladislav Orosz,Ladislav Orosz,Ladislav Orosz,Ladislav Orosz,male,politician,43633181,1959-04-15,Ladislav,Ladislav Orosz,,,,,,Ladislav Orosz,,Ladislav Orosz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113712456,,jx20100726010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ladislav Orosz,,,,,,,,,0000 0000 8448 3329,,,,,,,,,,,,,,,,,,,Orosz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12032676,Lajos Mészáros,Lajos Mészáros,Lajos Mészáros,Lajos Mészáros,Lajos Mészáros,male,politician,164370819,1955-04-03,Lajos,Lajos Mészáros,,,,,,Lajos Mészáros,,Lajos Mészáros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lajos Mészáros,,,,,,,,,0000 0001 1272 8988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000030592,,,,,,,,,,,,,,,,,
Q12035354,Marian Kotleba,Marian Kotleba,Marian Kotleba,Marian Kotleba,Marian Kotleba (politik),male,politician,,1977-04-07,Marian,Marian Kotleba,Marian Kotleba,Marian Kotleba,https://upload.wikimedia.org/wikipedia/commons/f/f1/Marian_Kotleba.jpg,,Marian Kotleba,Marian Kotleba,,Marian Kotleba,Мариан Котлеба,Маріан Котлеба,Marian Kotleba,Marian Kotleba,Marian Kotleba,,,"Котлеба, Мариан",Маріан Котлеба,/m/0zdr_rc,,,,Marian Kotleba,,Marian Kotleba,,Marian Kotleba,Marian Kotleba,Marian Kotleba,,,,,,,,Marian Kotleba,Category:Marian Kotleba,,,,,,Marian Kotleba,Marian Kotleba,,,,,,,,,,,,,Marian Kotleba,,,,,,,,,,,,,,,,,,,,,,,,Marian Kotleba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,馬里安·寇特勒巴,,,,,마리안 코틀레바,,,,,,,,,,,,,Мариан Котлеба,,,,,,Marian Kotleba,,,,,,Мариан Котлеба,,,,,,,,,,,,,마리안 코틀레바,,,,,,,,,,,,Категория:Мариан Котелба,Marian Kotleba,,Marian Kotleba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MarianKotleba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12037115,Mikuláš Huba,Mikuláš Huba,Mikuláš Huba,Mikuláš Huba,Mikuláš Huba (ekológ),male,member of parliament,84549577,1954-03-24,Mikuláš,Mikuláš Huba (ekológ),,,https://upload.wikimedia.org/wikipedia/commons/a/ac/Huba.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,1062519051,no96051259,,,,,,,,,,,mzk2003186088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 7331 0561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
