id,name__en,name__de,name__nl,name__fr,name,wikipedia__en,gender,occupation,original_wikiname,name__it,birth_date,given_name,death_date,name__so,wikipedia__so,name__id,wikipedia__id,name__hr,name__pt,name__sv,name__es,name__hu,name__hy,wikipedia__hy,name__cy,wikipedia__de,identifier__freebase,wikipedia__simple,image,name__tr,name__ru,wikipedia__ru,name__pl,name__ku_arab,name__ku_latn,name__fi,name__et,name__ja,name__el,name__ar,name__ku,name__th,name__zh,wikipedia__ar,wikipedia__el,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__ku,wikipedia__nl,wikipedia__pl,wikipedia__sv,wikipedia__th,wikipedia__tr,wikipedia__zh,identifier__VIAF,identifier__SUDOC,name__nb,wikipedia__commons,wikipedia__no,wikipedia__pt,facebook,name__zh_hant,name__zh_cn,name__ca,wikipedia__ca,name__be,name__he,name__oc,name__bg,name__fa,name__ka,name__da,name__lt,name__mg,name__ko,name__vi,name__la,wikipedia__arwikinews,wikipedia__be,wikipedia__bg,wikipedia__da,wikipedia__fa,wikipedia__he,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__mg,wikipedia__oc,wikipedia__ruwikinews,wikipedia__vi,name__uk,wikipedia__uk,identifier__BNF,identifier__leonore,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__yo,name__bcl,name__sk,name__cs,name__mwl,name__az,wikipedia__az,wikipedia__bcl,wikipedia__cs,wikipedia__mwl,wikipedia__plwikiquote,wikipedia__sk,wikipedia__srwikinews,wikipedia__yo,name__bn,wikipedia__bn,identifier__LCAuth,identifier__NTA,identifier__Oxforddnb,name__de_at,name__de_ch,name__en_ca,name__en_gb,identifier__GND,name__fo,name__kl,wikipedia__hr,website,identifier__ISNI,name__nn,name__sl,name__uz,wikipedia__uz,twitter,wikipedia__cy,name__sr,identifier__SELIBR,linkedin,family_name,pseudonym,identifier__FAST,identifier__OLID,identifier__Britannica,identifier__Munzinger,wikipedia__azb,name__azb,name__ast,name__sq
Q50345494,Mohamed Hashi Abdi,,Mohamed Hashi Abdi,,Mohamed Hashi Abdi,Mohamed Hashi Abdi,male,politician,Mohamed Hashi Abdi,,,,,,,,,,,,Mohamed Hashi Abdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Hashi Abdi,,,,,,,,,,,,,,,,Mohamed Hashi Abdi,
Q50825807,Mohamud Siraji,,Mohamud Siraji,,Mohamud Siraji,Mohamud Siraji,male,politician,Mohamud Siraji,,1988-12-12,,,,,,,,,,Mohamud Siraji,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5b/Mohamud_Siraji.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamud Siraji,,,,,,,,,,,,,,,,Mohamud Siraji,
Q5227850,Daud Abdulle Hirsi,Daud Abdulle Hirsi,Daud Abdulle Hirsi,Daud Abdulle Hirsi,Daud Abdulle Hirsi,Daud Abdulle Hirsi,male,politician,Daud Abdulle Hirsi,,1925,Daud,1965,Daa'uud Cabdulle Xirsi,Daa'uud Cabdulle Xirsi,,,,,,Daud Abdulle Hirsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daud Abdulle Hirsi,,,,,,,,,,,,,,,,Daud Abdulle Hirsi,
Q52835522,Jama Mohamed Ghalib,,Jama Mohamed Ghalib,,Jama Mohamed Ghalib,Jama Mohamed Ghalib,male,politician,Jama Mohamed Ghalib,,"",Jama,,,,,,,,,Jama Mohamed Ghalib,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b9/Jama_Mohamed_Ghalib.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jama Mohamed Ghalib,,,,,,,,,,,,,,,,Jama Mohamed Ghalib,
Q5437885,Fatimo Isaak Bihi,Fatimo Isaak Bihi,Fatimo Isaak Bihi,Fatimo Isaak Bihi,Fatimo Isaak Bihi,Fatimo Isaak Bihi,female,politician,Fatimo Isaak Bihi,,,,,,,,,,,,Fatimo Isaak Bihi,Fatimo Isaak Bihi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fatimo Isaak Bihi,,,,,,,,,,,,,,,,Fatimo Isaak Bihi,
Q54480635,Bashir Bililiqo,,Bashir Bililiqo,,Bashir Bililiqo,Bashir Bililiqo,male,politician,Bashir Bililiqo,,"",,1992-05,,,,,,,,Bashir Bililiqo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bashir Bililiqo,,,,,,,,,,,,,,,,Bashir Bililiqo,
Q55081168,Yusuf Osman Samatar,,Yusuf Osman Samatar,,Yusuf Osman Samatar,Yusuf Osman Samatar,male,politician,Yusuf Osman Samatar,,1932,,,,,,,,,,Yusuf Osman Samatar,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/57/Yusuf_Osman_Samatar_(Barda'ad).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yusuf Osman Samatar,,,,,,,,,,,,,,,,Yusuf Osman Samatar,
Q55235367,Abdirahman Dahir Osman,,Abdirahman Dahir Osman,Abdirahman Dahir Osman,Abdirahman Dahir Osman,Abdirahman Dahir Osman,male,politician,Abdirahman Dahir Osman,,,Abdirahman,,,,,,,,,Abdirahman Dahir Osman,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d8/Abdirahman_Dahir_Osman_award.jpg,Abdirahman Dahir Osman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hon.AbdiDahirOsman,,,Abdirahman Dahir Osman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirahman Dahir Osman,,,HonAbdiDahir,,,,https://www.linkedin.com/in/abdi-dahir-osman-3877911b/,Osman,,,,,,,,Abdirahman Dahir Osman,Abdirahman Dahir Osman
Q55386856,Abdullahi Mohamed Nur,,Abdullahi Mohamed Nur,,Abdullahi Mohamed Nur,Abdullahi Mohamed Nur,male,politician,Abdullahi Mohamed Nur,,,,,,,,,,,,Abdullahi Mohamed Nur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdullahi Mohamed Nur,
Q557341,Muhammad ʿAbdallah Hasan,Mohammed Abdullah Hassan,Mohammed Abdullah Hassan,Mohammed Abdullah Hassan,Muhammad ʿAbdallah Hasan,Mohammed Abdullah Hassan,male,politician,Mohammed Abdullah Hassan,Mohammed Abdullah Hassan,1856-04-07,Mohammed,1920-12-21,Sayid Maxamed Cabdulle Xassan,Sayid Mah,,,Mohammed Abdullah Hassan,,Muhammed ibn Abdallah Hassan al-Mahdi,Mohammed Abdullah Hassan,Mohammed Abdullah Hassan,,,,Mohammed Abdullah Hassan,/m/0dl62q,,https://upload.wikimedia.org/wikipedia/commons/6/61/Sayyid_Mohammed_Abdullah_Hassan.jpeg,Muhammed Abdullah Hasan,Саид Мохаммед Абдилле Хасан,Саид Мохаммед Абдилле Хасан,,,,Muhammad Abdullah Hassan,,サイイド・ムハンマド・アブドゥラー・ハッサン,,محمد بن عبد الله حسن,,,穆罕默德·阿卜杜拉·哈桑,محمد بن عبد الله حسن,,Mohammed Abdullah Hassan,,Mohammad Abdille Hassan,Mohammed Abdullah Hassan,Mohammed Abdullah Hassan,サイイド・ムハンマド・アブドゥラー・ハッサン,,,,Muhammed ibn Abdallah Hassan al-Mahdi,,Muhammed Abdullah Hasan,穆罕默德·阿卜杜拉·哈桑,211768128,,Mohammed Abdullah Hassan,Category:Mohammed Abdullah Hassan,Mohammed Abdullah Hassan,,,,,Sayid Maxamed Cabdille Xassan,Sayid Maxamed Cabdille Xassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhammad Abdallah Hassan,,,,,Muhammad Abdallah Hassan,,,,,,মহম্মদ আবদুল্লাহ হাসান,,n81132166,292711999,53765,,,,,,,,Mohammed Abdullah Hassan,,0000 0003 8598 854X,,Mohammed Abdullah Hassan,Muhammad bin abdulla Said alhasan,Muhammad bin abdulla Said alhasan,,,,,,,Mulá Loco,82351,,biography/Sayyid-Maxamed-Cabdulle-Xasan,,,,,
Q56249625,Mustafa Muhummed Omer,,Mustafa Muhummed Omer,,Mustafa Muhummed Omer,Mustafa Muhummed Omer,male,politician,Mustafa Muhummed Omer,,1973,,,Mustafa Muxumed Cumar,,,,,,,Mustafa Muhummed Omer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mustafa Muhummed Omer,
Q5639881,Haji Farah Ali Omar,Haji Farah Ali Omar,Haji Farah Ali Omar,Haji Farah Ali Omar,Haji Farah Ali Omar,Haji Farah Ali Omar,male,politician,Haji Farah Ali Omar,,1907,,,Xaaji Faarax Cali Cumar,Xaaji Faarax Cali Cumar,,,,,,Haji Farah Ali Omar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haji Farah Ali Omar,,,,,,,,,,,,,,,,Haji Farah Ali Omar,
Q5679521,Hassan Abdallah Hassan,Hassan Abdallah Hassan,Hassan Abdallah Hassan,Hassan Abdallah Hassan,Hassan Abdallah Hassan,Hassan Abdallah Hassan,male,politician,Hassan Abdallah Hassan,Hassan Abdallah Hassan,,Hassan,,,,,,,,,Hassan Abdallah Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hassan Abdallah Hassan,,,,,,,,,,,,,,,,Hassan Abdallah Hassan,
Q572660,Hassan Abshir Farah,Hassan Abshir Farah,Hassan Abshir Farah,Hassan Abshir Farah,Hassan Abshir Farah,Hassan Abshir Farah,male,politician,,Hassan Abshir Farah,1945-06-20,Hassan,,Xasan Abshir Faarax,Xasan Abshir Faarax,,,,,,Hassan Abshir Farah,Hassan Abshir Farah,,,,Hassan Abshir Farah,/m/0235cl,,https://upload.wikimedia.org/wikipedia/commons/a/ab/HassanAbshirFarah.png,,,,Hassan Abshir Farah,,,Hassan Abshir Farah,,ハッサン・アブシル・ファラ,,,,ฮัสซัน อับชีร ฟาราห์,哈桑·阿布夏·法拉赫,,,,,Hassan Abshir Farah,,Hassan Abshir Farah,,,,Hassan Abshir Farah,,ฮัสซัน อับชีร ฟาราห์,,,,,,,,,,,,Hassan Abshir Farah,Hassan Abshir Farah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.hassanabshir.net,,,Hassan Abshir Farah,,,,,,,,,,,,,,,,Hassan Abshir Farah,
Q5764338,Hilowle Imam Omar,Hilowle Imam Omar,Hilowle Imam Omar,Hilowle Imam Omar,Hilowle Imam Omar,Hilowle Imam Omar,male,politician,Hilowle Imam Omar,,1946,,,,,,,,,,Hilowle Imam Omar,,,,,,,,,,,,,,,,,ヒロウェ・イマム・オマル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilowle Imam Omar,,,,,,,,,,,,,,,,Hilowle Imam Omar,
Q5949681,Hussein Abdi Dualeh,Hussein Abdi Dualeh,Hussein Abdi Dualeh,Hussein Abdi Dualeh,Hussein Abdi Dualeh,Hussein Abdi Dualeh,male,politician,Hussein Abdi Dualeh,Hussein Abdi Dualeh,,Hussein,,,,,,,,,Hussein Abdi Dualeh,Hussein Abdi Dualeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hussein Abdi Dualeh,,,,,,,,,,,,,,,,Hussein Abdi Dualeh,
Q5949730,Hussein Ali Shido,Hussein Ali Shido,Hussein Ali Shido,Hussein Ali Shido,Hussein Ali Shido,Hussein Ali Shido,male,politician,Hussein Ali Shido,Hussein Ali Shido,1926,Hussein,,,,,,,,,Hussein Ali Shido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hussein Ali Shido,,,,,,,,,,,,,,,,Hussein Ali Shido,
Q5949790,Hussein Hagi Bood,Hussein Hagi Bood,Hussein Hagi Bood,Hussein Hagi Bood,Hussein Hagi Bood,Hussein Hagi Bood,male,politician,Hussein Hagi Bood,Hussein Hagi Bood,,Hussein,2008,,,,,,,,Hussein Hagi Bood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hussein Hagi Bood,,,,,,,,,,,,,,,,Hussein Hagi Bood,
Q6078928,Isaq Ibrahim Ali,Isaq Ibrahim Ali,Isaq Ibrahim Ali,Isaq Ibrahim Ali,Isaq Ibrahim Ali,Isaq Ibrahim Ali,male,politician,Isaq Ibrahim Ali,Isaq Ibrahim Ali,,,,,,,,,,,Isaq Ibrahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaq Ibrahim Ali,,,,,,,,,,,,,,,,Isaq Ibrahim Ali,
Q6084740,Ismail Jim'ale Osoble,Ismail Jim'ale Osoble,Ismail Jim'ale Osoble,Ismail Jim'ale Osoble,Ismail Jim'ale Osoble,Ismail Jim'ale Osoble,male,politician,Ismail Jim'ale Osoble,,1931-07-18,Ismail,,,,,,,,,Ismail Jim'ale Osoble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ismail Jim'ale Osoble,,,,,,,,,,,,,,,,Ismail Jim'ale Osoble,
Q6127165,Jama Mohamud Takar,Jama Mohamud Takar,Jama Mohamud Takar,Jama Mohamud Takar,Jama Mohamud Takar,Jama Mohamud Takar,male,politician,Jama Mohamud Takar,,1935,Jama,2008,,,,,,,,Jama Mohamud Takar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jama Mohamud Takar,,,,,,,,,,,,,,,,Jama Mohamud Takar,
Q6167818,Jaylaani Nur Ikar,Jaylaani Nur Ikar,Jeylani Nur Ikar,Jaylaani Nur Ikar,Jaylaani Nur Ikar,Jeylani Nur Ikar,male,politician,Jeylani Nur Ikar,,,,,,,,,,,,Jaylaani Nur Ikar,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cd/Jaylaani_Nur_Ikar.jpg,,,,,,,,,ジャイラーニ・ヌル・イカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeylani Nur Ikar,,,,,,,,,,,,,,,,,
Q61776702,Abdi-Joof,,Abdi-Joof,,Abdi-Joof,Abdi-Joof,male,politician,Abdi-Joof,,,,,,,,,,,,Abdi-Joof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdi-Joof,
Q61776760,Biindhe,,Biindhe,,Biindhe,Biindhe,male,politician,Biindhe,,,,,,,,,,,,Biindhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biindhe,
Q61776794,Garab-Yare,,Garab-Yare,,Garab-Yare,Garab-Yare,male,politician,Garab-Yare,,,,,,,,,,,,Garab-Yare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garab-Yare,
Q61776800,Indhosheel,,Indhosheel,,Indhosheel,Indhosheel,male,politician,Indhosheel,,,,,,,,,,,,Indhosheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indhosheel,
Q61828876,Agalule,,Agalule,,Agalule,Agalule,male,politician,Agalule,,,,,,,,,,,,Agalule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agalule,
Q61828882,Ahmed Gacmayare,,Ahmed Gacmayare,,Ahmed Gacmayare,Ahmed Gacmayare,male,politician,Ahmed Gacmayare,,,,,,,,,,,,Ahmed Gacmayare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed Gacmayare,
Q63326978,Abdisalam Bashiir Abdisalam,,Abdisalam Bashiir Abdisalam,,Abdisalam Bashiir Abdisalam,Abdisalam Bashiir Abdisalam,male,,Abdisalam Bashiir Abdisalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdisalam Bashiir Abdisalam,
Q6398931,Khadra Haji Ismail Geid,Khadra Haji Ismail Geid,Khadra Haji Ismail Geid,Khadra Haji Ismail Geid,Khadra Haji Ismail Geid,Khadra Haji Ismail Geid,female,politician,Khadra Haji Ismail Geid,,"",,,,,,,,,,Khadra Haji Ismail Geid,,,,,,,,,,,,,,,,,,,خضرة إسماعيل غيد,,,,خضرة إسماعيل غيد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khadra Haji Ismail Geid,,,,,,,,,,,,,,,,Khadra Haji Ismail Geid,
Q64006335,Abdulkadir Sheikh Sakhawudeen,,Abdulkadir Sheikh Sakhawudeen,,Abdulkadir Sheikh Sakhawudeen,Abdulkadir Sheikh Sakhawudeen,male,,Abdulkadir Sheikh Sakhawudeen,,,,1951-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdulkadir Sheikh Sakhawudeen,
Q646182,Mohamed Osman Jawari,Mohamed Osman Jawari,Mohamed Osman Jawari,Mohamed Osman Jawari,Mohamed Osman Jawari,Mohamed Osman Jawari,male,politician,Mohamed Osman Jawari,Mohamed Osman Jawari,1945-12-07,Mohammed,,Maxamed Cusman Jawaari,Maxamed Cusman Jawaari,,,,Mohamed Osman Jawari,,Mohamed Osman Jawari,Mohamed Osman Jawari,,,,Mohammed Osman Jawari,/m/0lpz27f,,https://upload.wikimedia.org/wikipedia/commons/6/6a/2012_10_24_AMISOM_Parliament_Speaker_E_(8134659905).jpg,,Мохамед Осман Джавари,,Mohamed Osman Jawari,,,Mohamed Osman Jawari,,モハメド・オスマン・ジャワリ,,محمد عثمان الجواري,,โมฮัมเหม็ด ออสมาน จาวารี,,محمد عثمان الجواري,,Mohamed Osman Jawari,,Mohamed Osman Jawari,Mohamed Osman Jawari,Mohamed Osman Jawari,モハメド・オスマン・ジャワリ,,,Mohamed Osman Jawari,,โมฮัมเหม็ด ออสมาน จาวารี,,,,,Mohamed Osman Jawari,Category:Mohamed Osman Jawari,Mohamed Osman Jawari,Mohamed Osman Jawari,ProfMohamedOsmanJawaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Osman Jawari,,,,,,,,,,,,,,,,Mohamed Osman Jawari,
Q672256,Hasan Muhammad Nur Shatigadud,Hassan Mohammed Nur Shatigadud,Hasan Muhammad Nur Shatigadud,Hasan Muhammad Nur Shatigadud,Hasan Muhammad Nur Shatigadud,Hasan Muhammad Nur Shatigadud,male,politician,Hasan Muhammad Nur Shatigadud,Hasan Muhammad Nur Shatigadud,1946-06-17,Hassan,2013-03,,,,,,,,Hasan Muhammad Nur Shatigadud,Hasan Muhammad Nur Shatigadud,,,Hasan Muhammad Nur Shatigadud,Hassan Mohammed Nur Shatigadud,/m/027f847,,https://upload.wikimedia.org/wikipedia/commons/6/6b/Shatigd.jpg,,,,,,,,,ハサン・ムハンマド・ヌール・シャティグドゥド,,,,,,,,,,,,Hasan Muhammad Nur Shatigadud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasan Muhammad Nur Shatigadud,,,,,,,,,,,,,,,,Hasan Muhammad Nur Shatigadud,
Q6732728,Mahad Abdalle Awad,Mahad Abdalle Awad,Mahad Abdalle Awad,Mahad Abdalle Awad,Mahad Abdalle Awad,Mahad Abdalle Awad,male,politician,Mahad Abdalle Awad,,,Mahad,,,,,,,,,Mahad Abdalle Awad,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/06/Mahad-Awad.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahad Abdalle Awad,,,,,,,,,,,,,,,,Mahad Abdalle Awad,
Q6873084,Mire Hagi Farah Mohamed,Mire Hagi Farah Mohamed,Mire Hagi Farah Mohamed,Mire Hagi Farah Mohamed,Mire Hagi Farah Mohamed,Mire Hagi Farah Mohamed,male,politician,Mire Hagi Farah Mohamed,Mire Hagi Farah Mohamed,1962,,2006-10-12,,,,,,,,Mire Hagi Farah Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mire Hagi Farah Mohamed,,,,,,,,,,,,,,,,Mire Hagi Farah Mohamed,
Q6890976,Mohamed Ahmed Mohamud,Mohamed Ahmed Mohamud,Mohamed Ahmed Mohamud,Mohamed Ahmed Mohamud,Mohamed Ahmed Mohamud,Mohamed Ahmed Mohamud,male,politician,Mohamed Ahmed Mohamud,Mohamed Ahmed Mohamud,,Mohamed,,,,,,,,,Mohamed Ahmed Mohamud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Ahmed Mohamud,,,,,,,,,,,,,,,,Mohamed Ahmed Mohamud,
Q6891006,Mohamed Ali Facaye,Mohamed Ali Facaye,Mohamed Ali Facaye,Mohamed Ali Facaye,Mohamed Ali Facaye,Mohamed Ali Facaye,male,politician,Mohamed Ali Facaye,,,Mohamed,,,,,,,,,Mohamed Ali Facaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Ali Facaye,,,,,,,,,,,,,,,,Mohamed Ali Facaye,
Q6891026,Mohamed Amin Osman,Mohamed Amin Osman,Mohamed Amin Osman,Mohamed Amin Osman,Mohamed Amin Osman,Mohamed Amin Osman,male,politician,Mohamed Amin Osman,Mohamed Amin Osman,1923-12-24,Mohamed,,,,,,,,,Mohamed Amin Osman,,,,,,,,,,,,,,,,,,,محمد أمين عثمان,,,,محمد أمين عثمان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Amin Osman,,,,,,,,,,,,,,,,Mohamed Amin Osman,
Q6891041,Mohamed Ateye Farid,Mohamed Ateye Farid,Mohamed Ateye Farid,Mohamed Ateye Farid,Mohamed Ateye Farid,Mohamed Ateye Farid,male,politician,Mohamed Ateye Farid,,,Mohamed,,,,,,,,,Mohamed Ateye Farid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Ateye Farid,,,,,,,,,,,,,,,,Mohamed Ateye Farid,
