id,name__fr,name__ru,name__en,name__sv,name__es,name__nl,name__nb,name__da,name__nn,name__de,name__fi,name__fit,name,wikipedia__en,wikipedia__fr,wikipedia__ru,wikipedia__sv,image,gender,birth_date,identifier__freebase,given_name,website,original_wikiname,identifier__VIAF,name__uk,name__he,wikipedia__uk,name__zh,wikipedia__zh,identifier__BNF,identifier__SUDOC,identifier__ISNI,twitter,name__ta,name__en_ca,name__it,name__en_gb,name__af,name__ar,name__az,name__be,name__bg,name__br,name__ca,name__cs,name__cy,name__el,name__eo,name__et,name__eu,name__fa,name__ga,name__gd,name__hi,name__hr,name__hu,name__id,name__ie,name__io,name__is,name__iu,name__ja,name__ka,name__ko,name__kw,name__la,name__lb,name__lv,name__mn,name__mr,name__ms,name__my,name__oc,name__pdc,name__pl,name__pnb,name__pt,name__pt_br,name__qu,name__ro,name__sh,name__sk,name__sr,name__tl,name__tr,name__ur,name__uz,name__vi,name__yi,name__yo,name__zh_hans,name__pam,name__war,name__zh_hant,name__sq,name__sco,name__an,name__bs,name__gl,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__vec,name__wa,name__fo,name__kl,name__gsw,name__be_tarask,name__ne,name__pa,name__th,name__mg,name__hy,name__ast,wikipedia__af,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__cy,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__ga,wikipedia__gd,wikipedia__gl,wikipedia__he,wikipedia__hewikiquote,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__iu,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__kw,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mg,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__my,wikipedia__ne,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pa,wikipedia__pdc,wikipedia__pl,wikipedia__pnb,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__ur,wikipedia__uz,wikipedia__vi,wikipedia__war,wikipedia__yi,wikipedia__yo,wikipedia__zhwikiquote,identifier__GND,identifier__LCAuth,identifier__IMDB,identifier__NLA,family_name,identifier__Munzinger,identifier__FAST,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,identifier__NNDB,name__ceb,identifier__MusicBrainz,identifier__discogs,identifier__NTA,name__yue,wikipedia__zh_yue,death_date,name__vmf,facebook,name__mk,name__de_ch,name__zh_yue,name__azb,name__xmf,name__bcl,name__ckb,wikipedia__azb,wikipedia__bcl,wikipedia__ckb,wikipedia__lt,wikipedia__ukwikiquote,wikipedia__xmf,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sr_el,name__sw,name__vls,name__vo,name__wo,name__zu,name__ml,wikipedia__ml,name__ty,identifier__AlloCine,identifier__SFDb,identifier__Britannica,identifier__TED,identifier__CSPAN,identifier__LAC,identifier__elonet,identifier__PORT,last_seen,instagram,identifier__allmovie,identifier__SCOPE,identifier__kinopoisk,wikipedia__frwikinews,identifier__filmportal_de,identifier__CSFD,identifier__senate_nl,honorific_prefix,wikipedia__trwikiquote,name__kn,identifier__PACE,wikipedia__sl,identifier__wikitree,identifier__politifact,identifier__google_knowledge,occupation,wikipedia__bi,name__bi,wikipedia__mai,wikipedia__plwikiquote,name__mai,wikipedia__lmo,identifier__snac,wikipedia__eowikinews,identifier__quora,wikipedia__lad,wikipedia__itwikiquote,name__lad,identifier__youtube,identifier__persee,name__ext,email
Q17386312,James Maloney,,James Maloney,,,James Maloney,,,,James Maloney,,,James Maloney,James Maloney (lawyer),,,,,male,,/m/0114jqht,James,http://jamesmaloney.liberal.ca/,James Maloney (lawyer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q17513253,David Yurdiga,,David Yurdiga,,,David Yurdiga,,,,David Yurdiga,,,David Yurdiga,David Yurdiga,,,,,male,1964-03-26,,David,,David Yurdiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q1840895,Erin O'Toole,,Erin O'Toole,Erin O'Toole,,Erin O'Toole,Erin O'Toole,Erin O'Toole,Erin O'Toole,Erin O'Toole,,,Erin O'Toole,Erin O'Toole,Erin O'Toole,,,https://upload.wikimedia.org/wikipedia/commons/b/b5/Erin_O'Toole.jpg,male,1973-01-22,/m/0ndjnnj,Erin,http://erinotoolemp.ca,Erin O'Toole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,エリン・オウトゥール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,エリン・オウトゥール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q1841200,Mark Adler,,Mark Adler,Mark Adler,Mark Adler,Mark Adler,Mark Adler,Mark Adler,Mark Adler,Mark Adler,,,Mark Adler,Mark Adler (politician),Mark Adler (homme politique),,,,male,1963-03-17,/m/09gjdmm,Mark,,Mark Adler (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Adler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q18685856,Jim Eglinski,,Jim Eglinski,,,Jim Eglinski,,,,,,,Jim Eglinski,Jim Eglinski,,,,,male,1948-12-15,/m/012blgz1,Jim,http://www.jimeglinski.ca/,Jim Eglinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q18720188,Pat Perkins,,Pat Perkins,,,Pat Perkins,,,,,,,Pat Perkins,Pat Perkins,,,,,female,1953-09-03,,Pat,,Pat Perkins,,,,,珀金斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q1892814,Thomas Mulcair,Томас Малкэр,Thomas Mulcair,Thomas Mulcair,Thomas Mulcair,Thomas Mulcair,Thomas Mulcair,Thomas Mulcair,Thomas Mulcair,Thomas Mulcair,,,Thomas Mulcair,Tom Mulcair,Thomas Mulcair,"Малкэр, Томас",,https://upload.wikimedia.org/wikipedia/commons/f/ff/Thomas_Mulcair_2011-04-23_B.jpg,male,1954-10-24,/m/0ksfm7,Thomas,,Thomas Mulcair,170932726,,תומאס מולקייר,,唐民凱,唐民凱,165072034,153119772,,,,,Thomas Mulcair,,,,,,Томас Мулкер,,,,Thomas Mulcair,,,,,توماس مالکر,,,,,Thomas Mulcair,,,,,,トーマス・マルケア,,,,Thomas Mulcair,,,,,,,,,Thomas Mulcair,,,,,,,,,,,,,,,,唐民凯,,,唐民凱,,,,,Thomas Mulcair,,,,,,,,,,,,,,,,,,,,,,,,,Томас Мулкер,,,Category:Thomas Mulcair,,,Thomas Mulcair,,Thomas Mulcair,,,,,,,,,توماس مولکر,,,,Thomas Mulcair,תומאס מולקייר,,,,,,,,,,Thomas Mulcair,,,,,,Thomas Mulcair,,,,,,,,,,,,,,,,Thomas Mulcair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,唐民凱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mulcair-1,,,lawyer,,,,,,,,,Thomas-Mulcair,,,,,,,
Q19060376,David de Burgh Graham,,David de Burgh Graham,,,David de Burgh Graham,,,,,,,David de Burgh Graham,David de Burgh Graham,David de Burgh Graham,,,,male,1981-07-29,,David,http://dgraham.liberal.ca/,David Graham (politician),,,,,,,,,,daviddbgraham,,,David de Burgh Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11b6_cdfjg,politician,,,,,,,,,,,,,,,,
Q19428856,Jane Philpott,,Jane Philpott,,,Jane Philpott,,,,Jane Philpott,,,Jane Philpott,Jane Philpott,Jane Philpott,,,https://upload.wikimedia.org/wikipedia/commons/1/17/Dr_Jane_Philpott.jpg,female,1960-11-23,,Jane,http://markhamstouffville.liberal.ca/,Jane Philpott,45856128,,,,,,,,,,,,,,,,,,,,,,,,,,,جین فیلپات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jane Philpott,,,,,,,,,جین فیلپات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n88146282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,
Q19428900,Jody Wilson-Raybould,"Уилсон-Рейболд, Джоди",Jody Wilson-Raybould,,Jody Wilson-Raybould,Jody Wilson-Raybould,,,,,,,Jody Wilson-Raybould,Jody Wilson-Raybould,Jody Wilson-Raybould,"Уилсон-Рейболд, Джоди",,https://upload.wikimedia.org/wikipedia/commons/7/78/Jody_Wilson-Raybould.jpg,female,1971-03-23,/m/012l1f3j,Jody,https://jody.liberal.ca/,Jody Wilson-Raybould,,,,,王州迪,王州迪,,,,Puglaas,,,,,,,,,,,Jody Wilson-Raybould,,,,,,,جودی ویلسون ریبولد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jody Wilson-Raybould,,,,,,,,,,,,,,,,,,,,,,,,,,,Jody Wilson-Raybould,Category:Jody Wilson-Raybould,,,,,,,,,,,,,,جودی ویلسون ریبولد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,
Q206,Stephen Harper,Стивен Харпер,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,,Stephen Harper,Stephen Harper,Stephen Harper,"Харпер, Стивен",Stephen Harper,https://upload.wikimedia.org/wikipedia/commons/1/12/Stephen_Harper_by_Remy_Steinegger.jpg,male,1959-04-30,/m/01k165,Stephen,http://www.pm.gc.ca/,Stephen Harper,54470012,Стівен Гарпер,סטיבן הרפר,Стівен Гарпер,史蒂芬·哈珀,史蒂芬·哈珀,15601991r,129899798,0000 0000 7849 6895,pmharper,இசுட்டீவன் கார்ப்பர்,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,ستيفن هاربر,Stiven Harper,Стывен Джозеф Харпер,Стивън Харпър,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Στήβεν Χάρπερ,Stephen Harper,Stephen Harper,Stephen Harper,استیفن هارپر,Stephen Harper,Stephen Harper,स्टीफन हार्पर,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,ᔅᑏᕕᓐ ᐦᐊᕐᐱᕐ,スティーヴン・ハーパー,სტივენ ჰარპერი,스티븐 하퍼,Stephen Harper,Stephanus Harper,Stephen Harper,Stīvens Hārpers,Стивен Харпер,स्टीफन हार्पर,Stephen Harper,စတီဖင် ဟာပါး,Stephen Harper,Stephen Harper,Stephen Harper,سٹیفن ہارپر,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Стивен Харпер,Stephen Harper,Stephen Harper,اسٹیفن ہارپر,Stephen Harper,Stephen Harper,סטיוון הארפער,Stephen Harper,史蒂芬·哈珀,Stephen Harper,Stephen Harper,史蒂芬·哈珀,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Стывэн Харпэр,स्टेफेन हार्पर,ਸਟੀਵਨ ਹਾਰਪਰ,สตีเฟน ฮาร์เปอร์,Stephen Harper,Ստիվեն Հարբեր,Stephen Harper,Stephen Harper,ستيفن هاربر,Stephen Harper,Stiven Harper,Стывэн Гарпэр,Стывен Джозеф Харпер,Стивън Харпър,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Στήβεν Χάρπερ,Category:Stephen Harper,Stephen Harper,Author:Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,استیون هارپر,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,סטיבן הרפר,סטיבן הרפר,स्टीफन हार्पर,Stephen Harper,Stephen Harper,Ստիվեն Հարբեր,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,ᔅᑏᕕᓐ ᐦᐊᕐᐱᕐ,スティーヴン・ハーパー,სტივენ ჰარპერი,스티븐 하퍼,Stephen Harper,Stephanus Harper,Stephen Harper,Stīvens Hārpers,Stephen Harper,Стивен Харпер,स्टीफन हार्पर,Stephen Harper,စတီဖင် ဟာပါး,स्टेफेन हार्पर,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,ਸਟੀਵਨ ਹਾਰਪਰ,Stephen Harper,Stephen Harper,سٹیفن ہارپر,Stephen Harper,Stephen Harper,Stephen Harper,Категория:Стивен Харпер,Стивен Харпер,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Стивен Харпер,இசுட்டீவன் கார்ப்பர்,สตีเฟน ฮาร์เปอร์,Stephen Harper,Stephen Harper,اسٹیفن ہارپر,Stephen Harper,Stephen Harper,Stephen Harper,סטיווען הארפער,Stephen Harper,史蒂芬·哈珀,131683950,no2005090951,nm1537235,49116612,Harper,00000025557,1624032,,,,,373/000111040,,,,,史提芬哈珀,史提芬哈珀,,,,,Stephen Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,സ്റ്റീഫൻ ഹാർപ്പർ,സ്റ്റീഫൻ ഹാർപ്പർ,,,,biography/Stephen-Harper,,,,,,,,,,,,,,,,,ಸ್ಟೀಫನ್ ಹಾರ್ಪರ್,,,Harper-2149,,,politician,,,स्टेफेन हार्पर,,स्टेफेन हार्पर,,w6rc0wr2,Kategorio:Stephen HARPER,,,,,,,Stephen Harper,
Q20676568,Nathaniel Erskine-Smith,,Nathaniel Erskine-Smith,,,Nathaniel Erskine-Smith,,,,,,,Nathaniel Erskine-Smith,Nathaniel Erskine-Smith,,,,,male,1984-06-15,,Nathaniel,http://nathanielerskinesmith.liberal.ca/,Nathaniel Erskine-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,
Q2070905,Ralph Goodale,"Гудэйл, Ральф",Ralph Goodale,Ralph Goodale,Ralph Goodale,Ralph Goodale,Ralph Goodale,Ralph Goodale,Ralph Goodale,Ralph Goodale,,,Ralph Goodale,Ralph Goodale,Ralph Goodale,"Гудэйл, Ральф",,https://upload.wikimedia.org/wikipedia/commons/d/d5/Ralph_Goodale_free_alternative.jpg,male,1949-10-05,/m/0273yg,Ralph,,Ralph Goodale,76043362,,,,,,,,,,,,,,,,,,,,,,,,,,,رالف گودآل,,,,,Ralph Goodale,,,,,,,,,,,,,,,,,,,Ralph Goodale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,رالف گودآل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralph Goodale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,
Q21064615,David Lametti,,David Lametti,,,David Lametti,,,,,,,David Lametti,David Lametti,David Lametti,,,https://upload.wikimedia.org/wikipedia/commons/4/47/David_Lametti.JPG,male,1962-08-10,,David,,David Lametti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:David Lametti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,
Q21066146,Ken McDonald,Кен МакДональд,Ken McDonald,,,Ken McDonald,,,,,,,Ken McDonald,Ken McDonald (politician),,,,https://upload.wikimedia.org/wikipedia/commons/c/c3/KenMcDonald.jpg,male,1959-06,,Ken,https://kenmcdonald.liberal.ca/,Ken McDonald (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macdonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q21155044,Francis Drouin,,Francis Drouin,,,Francis Drouin,,,,,,,Francis Drouin,Francis Drouin,Francis Drouin,,,,male,1983-10-07,,Francis,,Francis Drouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consultant,,,,,,,,,,,,,,,,
Q21156165,,,Majid Jowhari,,,Majid Jowhari,,,,,,,Majid Jowhari,Majid Jowhari,,,,,male,1960-10-24,,,,Majid Jowhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,مجید جوهری,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مجید جوهری,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q21156200,Ali Ehsassi,,Ali Ehsassi,,,Ali Ehsassi,,,,,,,Ali Ehsassi,Ali Ehsassi,,,,,male,1970-04-24,,Ali,,Ali Ehsassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,علی احساسی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,علی احساسی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,
Q21158711,Pierre Paul-Hus,,Pierre Paul-Hus,,,Pierre Paul-Hus,,,,,,,Pierre Paul-Hus,Pierre Paul-Hus,Pierre Paul-Hus,,,https://upload.wikimedia.org/wikipedia/commons/2/2f/PaulHusMP.jpg,male,,,Pierre,http://www.pierrepaul-hus.ca/about/,Pierre Paul-Hus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21158712,Alupa Clarke,,Alupa Clarke,,,Alupa Clarke,,,,,,,Alupa Clarke,Alupa Clarke,Alupa Clarke,,,,male,,,,,Alupa Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21159815,François-Philippe Champagne,,François-Philippe Champagne,,François-Philippe Champagne,François-Philippe Champagne,,,,,,,François-Philippe Champagne,François-Philippe Champagne,François-Philippe Champagne,,,https://upload.wikimedia.org/wikipedia/commons/9/91/François-Philippe_Champagne.jpg,male,1970-06-25,,François-Philippe,,François-Philippe Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,François-Philippe Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jurist,,,,,,,,,,,,,,,,
Q21159821,Joël Lightbound,,Joël Lightbound,,,Joël Lightbound,,,,,,,Joël Lightbound,Joël Lightbound,Joël Lightbound,,,,male,1988-02-08,,Joël,,Joël Lightbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
