id,name__ca,name__es,name__en,name__hu,name,wikipedia__ca,wikipedia__es,gender,birth_date,given_name,original_wikiname,death_date,name__it,name__fr,name__nl,name__de,wikipedia__en,image,identifier__freebase,name__nb,name__da,name__nn,name__sv,identifier__VIAF,identifier__BNF,identifier__SUDOC,identifier__OLID,name__cy,wikipedia__de,wikipedia__fr,identifier__LCAuth,name__pt,wikipedia__pt,name__pl,name__ru,wikipedia__it,wikipedia__no,wikipedia__pl,wikipedia__ru,website,wikipedia__commons,name__gl,name__ar,wikipedia__ar,wikipedia__sv,identifier__ISNI,identifier__GND,identifier__ULAN,identifier__BNE,identifier__britishmuseum,identifier__FAST,identifier__AGORHA,wikipedia__simple,name__qu,name__tr,name__fi,name__bs,name__io,name__ta,wikipedia__bswikiquote,wikipedia__da,wikipedia__eswikiquote,wikipedia__fi,wikipedia__io,wikipedia__qu,wikipedia__ta,wikipedia__tr,identifier__NTA,name__eo,name__yo,wikipedia__eo,wikipedia__yo,name__uk,name__az,wikipedia__az,wikipedia__uk,identifier__GTAA,name__bar,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__gsw,name__nds,wikipedia__eswikisource,name__oc,wikipedia__gl,wikipedia__nds,wikipedia__oc,second_surname,name__id,wikipedia__id,identifier__NLA,twitter,name__hy,wikipedia__hy,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__he,name__ko,name__et,name__ja,name__la,name__zh,name__is,name__ast,wikipedia__ast,wikipedia__et,wikipedia__eu,wikipedia__he,wikipedia__is,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__nl,wikipedia__zh,wikipedia__cs,wikipedia__hr,identifier__NLAtrove,family_name,name__af,name__hr,name__lt,name__ro,name__sk,name__sl,name__sq,identifier__CANTIC,name__an,wikipedia__an,identifier__NNDB,name__br,name__co,name__frp,name__fur,name__ga,name__gd,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__rm,name__sc,name__scn,name__sco,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__ml,wikipedia__ml,name__mr,wikipedia__mr,wikipedia__mg,name__nov,name__pih,name__tl,wikipedia__tl,identifier__autores_uy,wikipedia__fa,name__fa,identifier__NLI,identifier__BVMC,wikipedia__ptwikiquote,identifier__Britannica,identifier__GNC,facebook,occupation,name__bm,name__frc,name__jam,name__kab,name__lv,name__pap,name__prg,name__rgn,name__vmf,identifier__google_knowledge,identifier__nlg,name__be,name__bg,name__ckb,name__el,name__ka,name__sr,name__ne,name__ku,name__war,name__ace,name__pag,name__got,name__ig,name__fo,name__bn,name__pa,name__uz,name__bcl,name__ky,name__be_tarask,name__sh,name__mk,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__cawikiquote,wikipedia__ckb,wikipedia__co,wikipedia__cswikiquote,wikipedia__cy,wikipedia__el,wikipedia__euwikiquote,wikipedia__got,wikipedia__hu,wikipedia__ig,wikipedia__itwikiquote,wikipedia__jawikiquote,wikipedia__ka,wikipedia__ku,wikipedia__ky,wikipedia__lt,wikipedia__lv,wikipedia__mk,wikipedia__ms,wikipedia__ne,wikipedia__nn,wikipedia__pa,wikipedia__plwikiquote,wikipedia__ro,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__ukwikiquote,wikipedia__uz,wikipedia__vi,wikipedia__war,wikipedia__wa,identifier__IMDB,identifier__NDL,identifier__quora,identifier__snac,wikipedia__eswikinews,name__egl,name__eml,pseudonym,name__ext
Q3163146,Javier García Duchini,Javier García Duchini,Javier García Duchini,Javier García Duchini,Javier García Duchini,Javier García Duchini,Javier García Duchini,male,1963-11-28,Javier,Javier García Duchini,,Javier García Duchini,Javier García Duchini,Javier García Duchini,Javier García Duchini,Javier García Duchini,https://upload.wikimedia.org/wikipedia/commons/e/ea/Acto_Colón_Garcìa_2014_cropped.jpg,,,,,,,,,,,,Javier García Duchini,,,,,,,,,,,Category:Javier García Duchini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SenJavierGarcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diputadojaviergarcia,politician,,,,,,,,,,/g/121k2knr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3189818,Julio María Sosa,Julio María Sosa,Julio María Sosa,,Julio María Sosa,Julio María Sosa,Julio María Sosa (político),male,1879-09-08,Julio,Julio María Sosa (político),1931-01-27,,Julio María Sosa,Julio María Sosa,,,,,,,,,39448781,12329030g,,,,,Julio María Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,フリオ・マリア・ソサ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5149,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3266815,Luis Rosadilla,Luis Rosadilla,Luis Rosadilla,Luis Rosadilla,Luis Rosadilla,Luis Rosadilla,Luis Rosadilla,male,1953-12-21,Luis,Luis Rosadilla,,,Luis Rosadilla,Luis Rosadilla,Luis Rosadilla,,https://upload.wikimedia.org/wikipedia/commons/6/60/Rosadilla.jpg,,Luis Rosadilla,,,,,,,,,Luis Rosadilla,Luis Rosadilla,,,,,,,Luis Rosadilla,,,,Category:Luis Rosadilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3286899,Javier de Viana,Javier de Viana,Javier de Viana,,Javier de Viana,Javier de Viana,Javier de Viana,male,1868-08-05,Javier,Javier de Viana,1926-10-05,,Javier de Viana,Javier de Viana,Javier de Viana,Javier de Viana (author),https://upload.wikimedia.org/wikipedia/commons/b/bf/Javier_de_Viana_2.jpg,/m/0c00b0j,Javier de Viana,,,,51697891,119467707,02742300X,OL121643A,,,,n80129069,Javier de Viana,Javier de Viana,,,,Javier de Viana,,,,,,,,,0000 0000 8129 7440,,,XX1479936,,61818,,,,,,,,,,,,,,,,,071398279,,,,,,,,,,,,,,,,,,Javier de Viana,,,,,,,,,,,,,,,,,,,"וויאנא, כאוויער דע",,,ハビエル・デ・ビアナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w63v2k8r,,,,,
Q328726,Alfeo Brum Rodríguez,Alfeo Brum,Alfeo Brum,Alfeo Brum,Alfeo Brum,Alfeo Brum Rodríguez,Alfeo Brum,male,1889-03-22,Alfeusz,Alfeo Brum,1972-02-25,,Alfeo Brum,Alfeo Brum,Alfeo Brum,Alfeo Brum,,/m/07xq_n,Alfeo Brum,Alfeo Brum,Alfeo Brum,Alfeo Brum,,,,,,Alfeo Brum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfeo Brum,,,,Alfeo Brum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q329128,Hugo Batalla Parentini,Hugo Batalla,Hugo Batalla,Hugo Batalla,Hugo Batalla,Hugo Batalla Parentini,Hugo Batalla,male,1926-07-11,Hugo,Hugo Batalla,1998-10-03,,Hugo Batalla,Hugo Batalla,Hugo Batalla,Hugo Batalla,,/m/08byhb,Hugo Batalla,Hugo Batalla,Hugo Batalla,Hugo Batalla,,,,,,Hugo Batalla,Hugo Batalla,,,,,,,,,,,Category:Hugo Batalla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10780,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q329135,Guillermo Eduardo Stirling Soto,Guillermo Stirling,Guillermo Stirling,Guillermo Stirling,Guillermo Stirling,Guillermo Eduardo Stirling Soto,Guillermo Stirling,male,1937-03-04,Guillermo,Guillermo Stirling,,,Guillermo Stirling,Guillermo Stirling,Guillermo Stirling,Guillermo Stirling,https://upload.wikimedia.org/wikipedia/commons/7/7c/Stirling.jpg,/m/0drfx5,,,,,76067766,,,,,Guillermo Stirling,,no2006045587,,,,,,,,,,,,,,,,1057633615,,,,1642423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q336253,Luis Alberto Lacalle,Luis Alberto Lacalle,Luis Alberto Lacalle,Luis Alberto Lacalle,Luis Alberto Lacalle,Luis Alberto Lacalle,Luis Alberto Lacalle,male,1941-07-13,Luis,Luis Alberto Lacalle,,Luis Alberto Lacalle,Luis Alberto Lacalle Herrera,Luis Alberto Lacalle,Luis Alberto Lacalle Herrera,Luis Alberto Lacalle,https://upload.wikimedia.org/wikipedia/commons/0/02/Luisalbertolacalle2.jpg,/m/035_l_,Luis Alberto Lacalle,Luis Alberto Lacalle,Luis Alberto Lacalle,Luis Alberto Lacalle,93765980,123361051,087768747,,,Luis Alberto Lacalle Herrera,Luis Alberto Lacalle Herrera,n87862543,Luis Alberto Lacalle,Luis Alberto Lacalle,Luis Alberto Lacalle,"Лакалье де Эррера, Луис Альберто",Luis Alberto Lacalle,Luis Alberto Lacalle,Luis Alberto Lacalle,"Лакалье де Эррера, Луис Альберто",,,,لويس ألبيرتو لاكايه,لويس ألبيرتو لاكايه,,0000 0000 6648 0044,1056273518,,,,237217,,,Luis Lacalle,,Luis Alberto Lacalle,,Luis Alberto Lacalle,,,,,Luis Alberto Lacalle,Luis Alberto Lacalle,Luis Lacalle,,,,,Luis Alberto Lacalle,,Luis Alberto Lacalle,,,,,,,,,,,,,Luis Alberto Lacalle Herrera,,Luis Alberto Lacalle,,Luis Alberto Lacalle Herrera,Luis Alberto Lacalle,,,,,,,,路易斯·阿尔贝托·拉卡列,路易斯·阿爾貝托·拉卡列,路易斯·阿爾貝托·拉卡列,路易斯·阿尔贝托·拉卡列,路易斯·阿尔贝托·拉卡列,路易斯·阿爾貝托·拉卡列,Luis Alberto Lacalle,לואיס אלברטו לאקאז'ה,,,ルイス・アルベルト・ラカージェ,Ludovicus Albertus Lacalle,路易斯·阿尔贝托·拉卡列,Luis Alberto Lacalle,,,,Luis Alberto Lacalle,לואיס אלברטו לאקאז'ה,Luis Alberto Lacalle,,,Ludovicus Albertus Lacalle,,路易斯·阿尔贝托·拉卡列,,,,Lacalle,,,,,,,,,Luis Alberto Lacalle,Luis Alberto Lacalle,599/000202990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9644,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Categoría:Luis Alberto Lacalle,,,,
Q3446592,,Rubén Martínez Huelmo,Rubén Martínez Huelmo,,Rubén Martínez Huelmo,,Rubén Martínez Huelmo,male,,Rubén,Rubén Martínez Huelmo,,,Rubén Martínez Huelmo,,,,https://upload.wikimedia.org/wikipedia/commons/4/4e/Rubén_Martínez_Huelmo.jpg,,,,,,,,,,,,Rubén Martínez Huelmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3566504,,Washington Cataldi,Washington Cataldi,Washington Cataldi,Washington Cataldi,,Washington Cataldi,male,1923-08-03,Washington,Washington Cataldi,1996-05-02,,Washington Cataldi,Washington Cataldi,Washington Cataldi,,,,Washington Cataldi,Washington Cataldi,Washington Cataldi,Washington Cataldi,,,,,,,Washington Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3575151,,Zelmar Michelini,Zelmar Michelini,Zelmar Michelini,Zelmar Michelini,,Zelmar Michelini,male,1924-05-20,,Zelmar Michelini,1976-05,,Zelmar Michelini,Zelmar Michelini,Zelmar Michelini,Zelmar Michelini,https://upload.wikimedia.org/wikipedia/commons/1/13/Zelmar_Michelini.gif,/m/02728vq,,,,,13480526,13168222s,,,,,Zelmar Michelini,n79021236,,,,,,,,,,,,,,,,,,,,31641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6088,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q362611,Jaime de Zudáñez,Jaime de Zudáñez,Jaime de Zudáñez,Jaime de Zudáñez,Jaime de Zudáñez,Jaime de Zudáñez,Jaime de Zudáñez,male,1772-07-25,Jaime,Jaime de Zudáñez,1832,,Jaime de Zudáñez,Jaime de Zudáñez,Jaime de Zudáñez,Jaime de Zudáñez,,/m/03d6x21,,,,,16450967,,,,,Jaime de Zudáñez,,n94009838,,,,,,,,,,,,,,,,,,,,334799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q367083,Jorge Pacheco Areco,Jorge Pacheco Areco,Jorge Pacheco Areco,Jorge Pacheco Areco,Jorge Pacheco Areco,Jorge Pacheco Areco,Jorge Pacheco Areco,male,1920-04-09,Jorge,Jorge Pacheco Areco,1998-07-29,Jorge Pacheco Areco,Jorge Pacheco Areco,Jorge Pacheco Areco,Jorge Pacheco Areco,Jorge Pacheco Areco,https://upload.wikimedia.org/wikipedia/commons/e/ec/Jorge_Pacheco_Areco.jpg,/m/05twv7,Jorge Pacheco Areco,Jorge Pacheco Areco,Jorge Pacheco Areco,Jorge Pacheco Areco,62925633,120945119,101350538,OL2150405A,,Jorge Pacheco Areco,Jorge Pacheco Areco,n83160691,Jorge Pacheco Areco,Jorge Pacheco Areco,Jorge Pacheco Areco,Хорхе Пачеко Ареко,Jorge Pacheco Areco,Jorge Pacheco Areco,Jorge Pacheco Areco,"Пачеко Ареко, Хорхе",,,,,,Jorge Pacheco Areco,,,,,,1458387,,,,,,,Jorge Pacheco Areco,,,,,,Jorge Pacheco Areco,,,,,,Jorge Pacheco Areco,,Jorge Pacheco Areco,,,,,139794,,,,,,,,Jorge Pacheco Areco,,Jorge Pacheco Areco,,Jorge Pacheco Areco,Jorge Pacheco Areco,,,,,,,,,,,,,,Jorge Pacheco Areco,,,,ホルヘ・パチェコ・アレコ,Georgius Pacheco Areco,,,,,,Jorge Pacheco Areco,,,ホルヘ・パチェコ・アレコ,,Georgius Pacheco Areco,Jorge Pacheco Areco,,,,,Pacheco,,,,,,,,,Jorge Pacheco Areco,Jorge Pacheco Areco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10941,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3776457,Luis Alberto de Herrera Quevedo,Luis Alberto de Herrera,Luis Alberto de Herrera,Luis Alberto de Herrera,Luis Alberto de Herrera,Luis Alberto de Herrera Quevedo,Luis Alberto de Herrera,male,1873-07-22,Luis,Luis Alberto de Herrera,1959-04-08,,Luis Alberto de Herrera,Luis Alberto de Herrera,Luis Alberto de Herrera,Luis Alberto de Herrera,https://upload.wikimedia.org/wikipedia/commons/e/e8/Luis_Alberto_de_Herrera_(young).png,/m/04ghchg,,,,,32008438,12018767s,028329759,OL126083A,,,,n50036895,Luis Alberto de Herrera,Luis Alberto de Herrera,,,,,,,,Category:Luis Alberto de Herrera,,,,,0000 0000 8342 6760,,,,,12559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Alberto de Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3248,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3817195,Francisco Bauzá,Francisco Bauzá,Francisco Bauzá,Francisco Bauzá,Francisco Bauzá,Francisco Bauzá,Francisco Bauzá,male,1849-10-07,Francisco,Francisco Bauzá,1899-12-04,,Francisco Bauzá,Francisco Bauzá,Francisco Bauzá,Francisco Bauzá,https://upload.wikimedia.org/wikipedia/commons/5/58/Francisco_Bauzá.jpg,/m/04lhn41,,,,,76691937,,119354845,OL1217396A,,,,n81126280,,,,,,,,,,,,,,,0000 0000 8395 8492,,,,,81565,,,,,,,,,,,,,,,,,074965794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3820001,Daniel Blanco Acevedo,Daniel Blanco Acevedo,Daniel Blanco Acevedo,Daniel Blanco Acevedo,Daniel Blanco Acevedo,Daniel Blanco Acevedo,Daniel Blanco Acevedo,male,1879,Daniel,Daniel Blanco Acevedo,1971,,Daniel Blanco Acevedo,Daniel Blanco Acevedo,,Daniel Blanco Acevedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9129,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3820008,Lorenzo Carnelli,Lorenzo Carnelli,Lorenzo Carnelli,Lorenzo Carnelli,Lorenzo Carnelli,Lorenzo Carnelli,Lorenzo Carnelli,male,1887,Lorenzo,Lorenzo Carnelli,1960,,Lorenzo Carnelli,Lorenzo Carnelli,Lorenzo Carnelli,Lorenzo Carnelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6052,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3820026,Manuel Flores Mora,Manuel Flores Mora,Manuel Flores Mora,Manuel Flores Mora,Manuel Flores Mora,Manuel Flores Mora,Manuel Flores Mora,male,1923,Manuel,Manuel Flores Mora,1984,,Manuel Flores Mora,Manuel Flores Mora,Manuel Flores Mora,Manuel Flores Mora,https://upload.wikimedia.org/wikipedia/commons/5/5d/Generacion_del_45.jpg,/m/04jbp8c,,,,,14936350,13546603d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3820063,Julio César Grauert,Julio César Grauert,Julio César Grauert,Julio César Grauert,Julio César Grauert,Julio César Grauert,Julio César Grauert,male,1902,Julio,Julio César Grauert,1933,,Julio César Grauert,Julio César Grauert,Julio César Grauert,Julio César Grauert,,/m/047fyqw,,,,,19273578,,,,,,,no96036243,,,,,,,,,,,,,,,,,,,,377836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6072,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3820579,Juan Carlos Blanco Fernández,Juan Carlos Blanco Fernández,Juan Carlos Blanco Fernández,Juan Carlos Blanco Fernández,Juan Carlos Blanco Fernández,Juan Carlos Blanco Fernández,Juan Carlos Blanco Fernández,male,1847,Juan,Juan Carlos Blanco Fernández,1910,,Juan Carlos Blanco Fernández,Juan Carlos Blanco Fernández,Juan Carlos Blanco Fernández,Juan Carlos Blanco Fernández,https://upload.wikimedia.org/wikipedia/commons/c/cf/Juan_Carlos_Blanco_por_Schütz.jpg,,,,,,310661533,,,,,,,,,,,,,,,,,Category:Juan Carlos Blanco Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2936,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3824716,Ope Pasquet Iribarne,Ope Pasquet,Ope Pasquet,Ope Pasquet,Ope Pasquet,Ope Pasquet Iribarne,Ope Pasquet,male,1956-01-10,,Ope Pasquet,,,Ope Pasquet,Ope Pasquet,Ope Pasquet,Ope Pasquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ope Pasquet,,,,Ope Pasquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q393051,,Martín C. Martínez,Martín C. Martínez,Martín C. Martínez,Martín C. Martínez,,Martín C. Martínez,male,1859-02-22,Martín,Martín C. Martínez,1946-01-21,,Martín C. Martínez,Martín C. Martínez,,Martín C. Martínez,https://upload.wikimedia.org/wikipedia/commons/3/3a/Martin_C._Martinez.jpg,,,,,,77958337,,,,,,,n91066345,,,,,,,,,,,,,,,,,,,,288316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5590,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
