id,name__es,name__en,name__de,name__fr,name__cy,name__nl,name,wikipedia__en,wikipedia__es,gender,birth_date,death_date,given_name,original_wikiname,name__hu,image,identifier__VIAF,name__pt,name__ja,wikipedia__nl,wikipedia__pt,identifier__freebase,name__nb,name__da,name__nn,name__sv,name__ar,wikipedia__ar,wikipedia__de,identifier__britishmuseum,identifier__FAST,name__eu,name__hr,name__it,name__pl,name__ru,name__sl,name__war,name__bn,name__qu,name__ga,name__zh,name__ca,name__uk,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fr,wikipedia__ga,wikipedia__hr,wikipedia__it,wikipedia__pl,wikipedia__qu,wikipedia__ru,wikipedia__sl,wikipedia__uk,wikipedia__war,wikipedia__zh,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__OLID,family_name,identifier__BNE,identifier__GNC,second_surname,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__gl,name__id,name__io,name__mr,name__an,name__hy,wikipedia__an,wikipedia__cy,wikipedia__da,wikipedia__gl,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__mr,wikipedia__no,wikipedia__plwikiquote,wikipedia__simple,wikipedia__sv,identifier__NTA,identifier__CANTIC,identifier__Britannica,name__fi,wikipedia__fi,facebook,name__et,name__ast,name__mg,name__eo,name__oc,name__tr,wikipedia__ast,wikipedia__eo,wikipedia__et,wikipedia__mg,wikipedia__oc,wikipedia__tr,twitter,website,identifier__catholic_hierarchy,identifier__MusicBrainz,name__nds,name__en_ca,name__en_gb,name__la,wikipedia__la,name__yo,wikipedia__yo,name__lb,name__he,name__el,name__pap,name__sr_el,name__sr_ec,name__bg,name__ka,name__ksh,name__pt_br,name__sr,name__be,name__fa,wikipedia__be,wikipedia__bg,wikipedia__el,wikipedia__fa,wikipedia__he,wikipedia__ka,wikipedia__ksh,wikipedia__lb,wikipedia__pap,wikipedia__sr,identifier__NNDB,identifier__CSPAN,identifier__NLI,name__ms,name__cs,wikipedia__cs,wikipedia__ms,name__mk,wikipedia__mk,identifier__Munzinger,identifier__N6I,identifier__BVMC,identifier__bigenc_ru,name__az,wikipedia__az,name__bs,name__br,name__vi,name__sk,name__ro,name__fy,name__lt,name__de_ch,name__ml,name__sh,wikipedia__br,wikipedia__bs,wikipedia__cswikiquote,wikipedia__fy,wikipedia__hu,wikipedia__lt,wikipedia__ml,wikipedia__ro,wikipedia__sh,wikipedia__sk,wikipedia__vi,identifier__NDL,identifier__IMDB,name__af,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__min,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__eswikisource,occupation,identifier__google_knowledge,identifier__snac,wikipedia__eswikinews,identifier__quora,identifier__GTAA,wikipedia__sco,identifier__wikitree,wikipedia__mwl,name__mwl,identifier__ne_se,identifier__songkick,identifier__bna,linkedin,identifier__google_plus,identifier__ORCID,identifier__google_scholar,identifier__youtube,name__ceb,name__ty,identifier__BIBSYS,identifier__BAV,identifier__discogs,identifier__SELIBR,identifier__PTBNP,instagram,wikipedia__uz,name__uz
Q5991717,Manolo Tavárez Justo,Manolo Tavárez Justo,,,,Manolo Tavárez Justo,Manolo Tavárez Justo,,Manolo Tavárez Justo,male,1931-01-02,1963-12-21,Manolo,Manolo Tavárez Justo,,,72577985,,,,,,,,,,,,,,,,,,,,Manolo Tavárez Justo,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 2368 002X,133294692,n83151686,,,OL1380997A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5992730,Manuel Decamps,Manuel Decamps,,,,Manuel Decamps,Manuel Decamps,,Manuel Decamps,male,1872-09-11,1952-07-24,Manuel,Manuel Decamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6014141,Miguel Cocco,Miguel Cocco,Miguel Cocco,Miguel Cocco,,Miguel Cocco,Miguel Cocco,Miguel Cocco,Miguel Cocco,male,1946-08-21,2009-05-20,Miguel,Miguel Cocco,Miguel Cocco,https://upload.wikimedia.org/wikipedia/commons/7/78/MiguelCoccoGuerrero.jpg,290861615,,ミゲル・コッコ,,,,,,,,,,,,,,,,,,Miguel Cocco,,,,,,,,,,Category:Miguel Cocco Guerrero,,,,,,,,,,,,,,0000 0003 9602 9774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133831833,,,,,dominicanoejemplar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6016272,Milagros Ortiz Bosch,Milagros Ortiz Bosch,,,,Milagros Ortiz Bosch,Milagros Ortiz Bosch,Milagros Ortiz Bosch,Milagros Ortiz Bosch,female,1936-08-26,,Milagros,Milagros Ortiz Bosch,,https://upload.wikimedia.org/wikipedia/commons/a/a3/Milagros_Ortiz.jpg,,,,,,,,,,,,,,,,,,Milagros Ortiz Bosch,,,Milagros Ortiz Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6017761,Minou Tavárez Mirabal,Minou Tavárez Mirabal,Minou Tavárez Mirabal,Minou Tavárez Mirabal,,Minou Tavárez Mirabal,Minou Tavárez Mirabal,Minou Tavárez Mirabal,Minou Tavárez Mirabal,female,1956-08-31,,Minou,Minou Tavárez Mirabal,,https://upload.wikimedia.org/wikipedia/commons/e/ee/Minou.jpg,308245275,,,,,,,,,,,,Minou Tavárez Mirabal,,,,,,,,,,,,,米努·塔瓦爾·米拉瓦爾,,,,,,,,,,,,,,,,,,,,,no2014057272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hispanist,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q602428,Antonio Guzmán,Antonio Guzmán Fernández,Antonio Guzmán Fernández,Silvestre Antonio Guzmán Fernández,,Silvestre Antonio Guzmán Fernández,Antonio Guzmán Fernández,Antonio Guzmán Fernández,Antonio Guzmán,male,1911-02-12,1982-07-04,Antonio,Antonio Guzmán,Antonio Guzmán,https://upload.wikimedia.org/wikipedia/commons/b/bb/Antonio_Guzmán.jpg,21060472,,アントニオ・グスマン,Silvestre Antonio Guzmán Fernández,,/m/03ldjc,Antonio Guzmán,Antonio Guzmán,Antonio Guzmán,Antonio Guzmán Fernández,أنطونيو غوزمان فرنانديز,أنطونيو غوزمان فرنانديز,Antonio Guzmán Fernández,,117088,,,Antonio Guzmán Fernández,Antonio Guzmán Fernández,"Гусман Фернандес, Антонио",Silvestre Antonio Guzmán Fernández,,,,,,Antonio Guzmán,Антоніо Гусман Фернандес,,Antonio Guzmán Fernández,,,,Antonio Guzmán Fernández,,,Antonio Guzmán Fernández,Antonio Guzmán Fernández,,"Гусман Фернандес, Антонио",Silvestre Antonio Guzmán Fernández,Антоніо Гусман Фернандес,,,,,n83162573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Guzmán Fernández,,,biography/Antonio-Guzman-Fernandez,,,,,,,,,Antonio Guzmán Fernández,,,,,,Antonio Guzmán Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q602500,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,male,1920-12-03,2016-05-31,Antonio,Antonio Imbert Barrera,Antonio Imbert Barrera,,,Antonio Imbert Barrera,アントニオ・アンベール・バレラ,Antonio Imbert Barrera,Antonio Imbert Barrera,/m/02rff3s,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,أنطونيو باريرا إمبير,أنطونيو باريرا إمبير,Antonio Imbert Barrera,,,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,"Имберт Баррера, Антонио",Antonio Imbert Barrera,,,,Antonio Imbert Barrera,安東尼奧·英韋托·巴雷拉,Antonio Imbert Barrera,Антоніо Імберт Баррера,,,,,,,,,,Antonio Imbert Barrera,,"Имберт Баррера, Антонио",,Антоніо Імберт Баррера,,,,,,,,,Imbert,,,Barrera,,,,,,,,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,,Antonio Imbert Barrera,,,,,,,,,,,,,,Antonio Imbert Barrera,Antonio Imbert Barrera,,,,Antonio Imbert Barrera,,,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,,,,,,,,,,,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,,,,,Antonio Imbert Barrera,,,Antonio Imbert Barrera,,,,,,Antonio Imbert Barrera,,,,,,,,,,,,,,,,,Antonio Imbert Barrera,Antonio Imbert Barrera,,,,,,,,,,,,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,,Antonio Imbert Barrera,Antonio Imbert Barrera,,,,,,,,,,,,,,,,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,Antonio Imbert Barrera,,politician,,,,,113434,,,,,,,,,,,,,,,,,,,,,,
Q6042378,Nicolás Mañón,Nicolás Mañón,,,,Nicolás Mañón,Nicolás Mañón,,Nicolás Mañón,male,,,Nicolás,Nicolás Mañón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6070932,Pelegrín Castillo,Pelegrin Castillo,Pelegrin Castillo,Pelegrin Castillo,,Pelegrin Castillo,Pelegrin Castillo,,Pelegrín Castillo,male,1956-04-22,,Pelegrin,Pelegrín Castillo,,https://upload.wikimedia.org/wikipedia/commons/f/f0/Main_image6.jpg,46437478,Pelegrín Castillo,,,,,,Pelegrín Castillo,,Pelegrín Castillo,,,,,,,,Pelegrín Castillo,,,Pelegrin Castillo,,,,,佩萊格林·卡斯蒂略,,,,,,,,,,,,,,,,,,,,1057157414,no2002090534,,,,,,,,,,,,,,,,Pelegrín Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pelegrinc,,,,Pelegrín Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pelegrín Castillo,,,Pelegrín Castillo,,,,,,,,,,,,,,,,,,,,,,Pelegrín Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,Pelegrín Castillo,,,,,,,,
Q6096072,Radhamés Jiménez,Radhamés Jiménez,,,,Radhamés Jiménez,Radhamés Jiménez,,Radhamés Jiménez,male,1961-02-10,,,Radhamés Jiménez,,,,,,,,,,,,,,,,,,,,,,,Radhamés Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6097112,Rafael Camilo Abreu,Rafael Camilo Abreu,,Rafael Camilo Abreu,,Rafael Camilo Abreu,Rafael Camilo Abreu,Rafael Camilo Abreu,Rafael Camilo Abreu,male,1948-09-12,,Rafael,Rafael Camilo Abreu,Rafael Camilo Abreu,https://upload.wikimedia.org/wikipedia/commons/0/0b/Rafael-camilo-abreu.jpg,,,,,,,,,,,,,,,,,,Rafael Camilo Abreu,,,Rafael Camilo Abreu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6099776,Ramón Leonardo,Ramón Leonardo,,,,Ramón Leonardo,Ramón Leonardo,,Ramón Leonardo,male,1948-02-28,,Ramón,Ramón Leonardo,,https://upload.wikimedia.org/wikipedia/commons/b/b6/Ramon_Leonardo.jpg,236167576,,,,,,,,,,,,,,,,,,,,Ramón Leonardo,,,,,,,,,,Category:Ramón Leonardo,,,,,,,,,,,,,,,,no2012053452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6100018,Ramón Ruiz Tejada,Ramón Ruiz Tejada,,,,Ramón Ruiz Tejada,Ramón Ruiz Tejada,,Ramón Ruiz Tejada,male,1907-09-08,1995,Ramón,Ramón Ruiz Tejada,,,,,,,,,,,,,,,,,,,,,,,Ramón Ruiz Tejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6104663,Reinaldo Pared Pérez,Reinaldo Pared Pérez,,,,Reinaldo Pared Pérez,Reinaldo Pared Pérez,Reinaldo Pared Pérez,Reinaldo Pared Pérez,male,1956-09-25,,,Reinaldo Pared Pérez,,https://upload.wikimedia.org/wikipedia/commons/0/0f/ReinaldoPared.jpg,,,,,,,,,,,,,,,,,,,,,Reinaldo Pared Pérez,,,,,,,,,,Category:Reinaldo Pared Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6110816,Jacinto de Castro,Jacinto de Castro,Jacinto de Castro,,,Jacinto del Rosario de Castro,Jacinto de Castro,Jacinto de Castro,Jacinto de Castro,male,1811-08-15,1896-12-13,Jacinto,Jacinto de Castro,Jacinto de Castro,https://upload.wikimedia.org/wikipedia/commons/1/15/Jacinto_De_Castro.jpg,,Jacinto de Castro,ハシント・デ・カストロ,Jacinto del Rosario de Castro,Jacinto de Castro,/m/0b778zm,,,,,,,,,,,,,,,Jacinto de Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6112180,Rosa Gómez de Mejía,Rosa Gómez de Mejía,,,,Rosa Gómez de Mejía,Rosa Gómez de Mejía,,Rosa Gómez de Mejía,female,1940-03-11,,Rosa,Rosa Gómez de Mejía,,,,,,,,,,,,,,,,,,,,,,,Rosa Gómez de Mejía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6161478,Victor Gómez Bergés,Victor Gómez Bergés,,,,Victor Gómez Bergés,Victor Gómez Bergés,,Víctor Gómez Bergés,male,1940-02-25,,Victor,Víctor Gómez Bergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6163766,Viriato Fiallo,Viriato Fiallo,Viriato Fiallo,,,Viriato Fiallo,Viriato Fiallo,Viriato Fiallo,Viriato Fiallo,male,1895-10-28,1983-10-04,,Viriato Fiallo,,,,,ヴィリアト・フィアト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6291727,José Bordas Valdés,José Bordas Valdés,José Bordas Valdez,José Bordas Valdés,,José Bordas Valdés,José Bordas Valdés,José Bordas Valdez,José Bordas Valdez,male,1874-08-06,1968-07-12,José,José Bordas Valdez,José Bordas Valdés,https://upload.wikimedia.org/wikipedia/commons/4/49/JoseBordas.jpg,,José Bordas Valdez,ホセ・ボルダス・ディーズ,,José Bordas Valdez,/m/0gkzhvg,José Bordas Valdés,José Bordas Valdés,José Bordas Valdés,José Bordas Valdés,خوسيه بورداس فالديس,خوسيه بورداس فالديس,José Bordas Valdez,,,,,,,,José Bordas Valdés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6292257,José Francisco Peña Gómez,José Francisco Peña Gómez,José Francisco Peña Gómez,José Francisco Peña Gómez,,José Francisco Peña Gómez,José Francisco Peña Gómez,José Francisco Peña Gómez,José Francisco Peña Gómez,male,1937-03-06,1998-05-10,José,José Francisco Peña Gómez,,,264299628,,,,,,,,,,,,José Francisco Peña Gómez,,76853,,,,José Francisco Peña Gómez,,José Francisco Peña Gómez,,,,,,,,,,,,,José Francisco Peña Gómez,,,,José Francisco Peña Gómez,,,,,,,0000 0000 3274 892X,1018167757,n81086090,,,,Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133916081,,biography/Jose-Francisco-Pena-Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6293202,José María Cabral,José María Cabral,José María Cabral,José María Cabral,,José María Cabral,José María Cabral,José María Cabral,José María Cabral,male,1816-12-12,1899-02-28,José María,José María Cabral,José María Cabral,https://upload.wikimedia.org/wikipedia/commons/a/a3/Jose_Maria_Cabral.jpg,78380781,,ホセ・マリア・カブラル,José María Cabral,,,,,,,,,,,389442,,,,,,José María Cabral,,,,,,,Хосе Марія Кабраль,,,,,,José María Cabral (homme politique),,,,,,,,Хосе Марія Кабраль,,,,,no97019281,,,,,XX5283198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,w6r63wk7,,,,,Cabral_y_Luna-1,,,,,,,,,,,,,,,,,,,,
Q6436561,Francisco Javier García Fernández,Francisco Javier García Fernández,,,,Francisco Javier García Fernández,Francisco Javier García Fernández,,Francisco Javier García (político),male,1959-11-24,,Francisco Javier,Francisco Javier García (político),Francisco Javier García Fernández,,,,,,,,,,,,,,,,,,,,,,Francisco Javier García Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q653611,Hipólito Mejía,Hipólito Mejía,Hipólito Mejía,Hipólito Mejía Domínguez,,Rafael Hipólito Mejía Domínguez,Hipólito Mejía,Hipólito Mejía,Hipólito Mejía,male,1941-02-22,,Rafael,Hipólito Mejía,Hipólito Mejía,https://upload.wikimedia.org/wikipedia/commons/4/47/Hipolito_mejia.jpg,51343460,Hipólito Mejía,イポリト・メヒーア,Rafael Hipólito Mejía Domínguez,Hipólito Mejía,/m/022vyx,Hipólito Mejía,Hipólito Mejía,Hipólito Mejía,Hipólito Mejía,هيبوليتو ميخيا دومينيجيز,هيبوليتو ميخيا دومينيجيز,Hipólito Mejía,,467814,,,Hipólito Mejía,Hipólito Mejía,Иполито Мехия,Hipólito Mejía,,,,,伊波利托·梅希亚,,Іполіто Мехіа,,,Category:Hipólito Mejía,,,Hipólito Mejía Domínguez,,,Hipólito Mejía,Hipólito Mejía,,"Мехия, Иполито",,Іполіто Мехіа,,伊波利托·梅希亚,0000 0000 4406 4875,105752820X,no2001069535,,133283518,,,,,,,,,,,,,,,,हिपोलितो मेजिया,,,,,,,,,,,,हिपोलितो मेजिया,Hipólito Mejía,,,Hipólito Mejía,,,,Hipólito Mejía,Hipólito Mejía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,هیپولیتو مخیا,,,,هیپولیتو مخیا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7159629,Pedro Guillermo,Pedro Guillermo,Pedro Guillermo,,,Pedro Guillermo,Pedro Guillermo,Pedro Guillermo,Pedro Guillermo,male,1814-06-29,1867-02-18,Pedro,Pedro Guillermo,Pedro Guillermo,https://upload.wikimedia.org/wikipedia/commons/f/f3/Pedro_guillermo_guerrero.gif,,,ペドロ・ギジェルモ,Pedro Guillermo,,,,,,,,,,,,,,,,,Pedro Guillermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
