id,name__en,name__de,name__it,name__nl,name__fr,name,wikipedia__en,gender,occupation,death_date,original_wikiname,name__yo,wikipedia__yo,birth_date,given_name,name__new,wikipedia__new,identifier__VIAF,image,identifier__LCAuth,identifier__FAST,identifier__freebase,name__es,name__nb,name__tr,name__ru,name__da,name__nn,name__sv,name__hu,wikipedia__de,wikipedia__no,wikipedia__ru,wikipedia__tr,name__zh_hant,name__zh_cn,name__cy,name__gl,wikipedia__it,wikipedia__sv,wikipedia__fr,identifier__NPG,identifier__hansard,name__ca,wikipedia__ca,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__NTA,website,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__simple,wikipedia__commons,identifier__nass,wikipedia__ha,name__ha,wikipedia__ig,name__ig,name__sl,identifier__rush,family_name,wikipedia__vi,identifier__GTAA,wikipedia__id,twitter,identifier__google_knowledge,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__fi,name__ja,name__zh_hans,name__zh,name__he,name__ar,wikipedia__ar,identifier__PACE
Q35538337,Dapo Lam Adesina,,,Dapo Lam Adesina,,Dapo Lam Adesina,Dapo Lam Adesina,male,politician,,Dapo Lam Adesina,,,1978-10-25,,,,,https://upload.wikimedia.org/wikipedia/commons/9/99/Dapo_Lam_Adesina.jpg,,,,Dapo Lam Adesina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,,,,,,,,,,,,,,,,,,,,,,
Q35538350,Hamman-julde Garba,,,,,Hamman-julde Garba,,,politician,,,,,,,,,,,,,,Hamman-julde Garba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,,,,,,,,,,,,,,,,,,,,,,
Q35538360,Busayo Oke,,,,,Busayo Oke,,,politician,,,,,,,,,,,,,,Busayo Oke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,,,,,,,,,,,,,,,,,,,,,,
Q35538372,Ismaila Hassan,,,,,Ismaila Hassan,,,politician,,,,,,,,,,,,,,Ismaila Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,,,,,,,,,,,,,,,,,,,,,,
Q35538383,Muhammad Soba,,,,,Muhammad Soba,,male,politician,,,,,,,,,,,,,,Muhammad Soba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,,,,,,,,,,,,,,,,,,,,,,
Q35538396,Sadiq Ibrahim,,,,,Sadiq Ibrahim,,,politician,,,,,,,,,,,,,,Sadiq Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,,,,,,,,,,,,,,,,,,,,,,
Q35538405,Mark Gbillah,,,,,Mark Gbillah,,male,politician,,,,,,Mark,,,,,,,,Mark Gbillah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,,,,,,,,,,,,,,,,,,,,,,
Q35538416,Hassan Yuguda,,,,,Hassan Yuguda,,,politician,,,,,,,,,,,,,,Hassan Yuguda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,,,,,,,,,,,,,,,,,,,,,,
Q35538425,Zaphaniah Jisalo,,,,,Zaphaniah Jisalo,,,politician,,,,,,,,,,,,,,Zaphaniah Jisalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,,,,,,,,,,,,,,,,,,,,,,
Q35538438,Irom Michael,,,,,Irom Michael,,male,politician,,,,,,,,,,,,,,Irom Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,,,,,,,,,,,,,,,,,,
Q35538448,Olusunbo Samson,,,,,Olusunbo Samson,,,politician,,,,,,,,,,,,,,Olusunbo Samson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,,,,,,,,,,,,,,,,,,,,,,
Q35538458,Odeneye Olusegun,,,,,Odeneye Olusegun,,,politician,,,,,,,,,,,,,,Odeneye Olusegun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,,,,,,,,,,,,,,,,,,,,,,
Q35538473,Tony Nwulu,,,,,Tony Nwulu,,male,politician,,,,,,,,,,,,,,Tony Nwulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,
Q35538484,Olufemi Adebanjo,Olufemi Adebanjo,,,Olufemi Adebanjo,Olufemi Adebanjo,,,politician,,,,,,,,,,,,,,Olufemi Adebanjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,,,,,,,,,,,,,,,,,,,,,,
Q35538496,Gogo Tamuno,,,,,Gogo Tamuno,,,politician,,,,,,,,,,,,,,Gogo Tamuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,,,,,,,,,,,,,,,,,,,,,,
Q35538510,Ogor Okuweh,,,,,Ogor Okuweh,,,politician,,,,,,,,,,,,,,Ogor Okuweh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905,,,,,,,,,,,,,,,,,,,,,,
Q35538524,Sidi Yakubu,,,,,Sidi Yakubu,,,politician,,,,,,,,,,,,,,Sidi Yakubu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,,,,,,,,,,,,,,,,,,,,,,
Q35538536,Uchechirun Nnam-obi,,,,,Uchechirun Nnam-obi,,,politician,,,,,,,,,,,,,,Uchechirun Nnam-obi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,,,,,,,,,,,,,,,,,,,,,,
Q35538548,Malle Aminu,,,,,Malle Aminu,,,politician,,,,,,,,,,,,,,Malle Aminu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,,,,,,,,,,,,,,,,,,,,,,
Q35538559,Bashir Babale,,,,,Bashir Babale,,,politician,,,,,,,,,,,,,,Bashir Babale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931,,,,,,,,,,,,,,,,,,,,,,
Q35538569,Emeka Idu,,,,,Emeka Idu,,,politician,,,,,,,,,,,,,,Emeka Idu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949,,,,,,,,,,,,,,,,,,,,,,
Q35538581,Akintola Taiwo,,,,,Akintola Taiwo,,,politician,,,,,,,,,,,,,,Akintola Taiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,,,,,,,,,,,,,,,,,,,,,,
Q35538592,Solomon Ahwinahwi,,,,,Solomon Ahwinahwi,,,politician,,,,,,,,,,,,,,Solomon Ahwinahwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,,,,,,,,,,,,,,,,,,,,,,
Q35538605,Segun Adekola,,,,,Segun Adekola,,,politician,,,,,,,,,,,,,,Segun Adekola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,,,,,,,,,,,,,,,,,,,,,,
Q35538616,Abdullahi Hassan,,,,,Abdullahi Hassan,,,politician,,,,,,,,,,,,,,Abdullahi Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733,,,,,,,,,,,,,,,,,,,,,,
Q35538626,Aliyu Muktar,,,,,Aliyu Muktar,,,politician,,,,,,,,,,,,,,Aliyu Muktar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897,,,,,,,,,,,,,,,,,,,,,,
Q35538637,Danburam Nuhu,,,,,Danburam Nuhu,,,politician,,,,,,,,,,,,,,Danburam Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,,,,,,,,,,,,,,,,,,,,,,
Q35538647,Olarinoye Olayonu,,,,,Olarinoye Olayonu,,,politician,,,,,,,,,,,,,,Olarinoye Olayonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,
Q35538657,Onwana Musa,,,,,Onwana Musa,,,politician,,,,,,,,,,,,,,Onwana Musa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,,,,,,,,,,,,,,,,,,,,,,
Q35538667,Ayeola Abayomi,,,,,Ayeola Abayomi,,,politician,,,,,,,,,,,,,,Ayeola Abayomi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,,,,,,,,,,,,,,,,,,,,,,
Q35538678,Aisowieren Patrick,,,,,Aisowieren Patrick,,,politician,,,,,,,,,,,,,,Aisowieren Patrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898,,,,,,,Patrick,,,,,,,,,,,,,,,
Q35538688,Nsiegbe Ibiba,,,,,Nsiegbe Ibiba,,,politician,,,,,,,,,,,,,,Nsiegbe Ibiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,
Q35538702,Hassan Abubakar Iii,,,,,Hassan Abubakar Iii,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736,,,,,,,,,,,,,,,,,,,,,,
Q35538715,Faruk Muhammadu,,,,,Faruk Muhammadu,,,politician,,,,,,,,,,,,,,Faruk Muhammadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,,,,,,,,,,,,,,,,,,,,,,
Q35538727,Dennis Amadi,,,,,Dennis Amadi,,male,politician,,,,,,,,,,,,,,Dennis Amadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,,,,,,,,,,,,,,,,,,,,,,
Q35538738,Jacobson Barineka,,,,,Jacobson Barineka,,,politician,,,,,,,,,,,,,,Jacobson Barineka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,,,,,,,,,,,,,,,,,,,,,,
Q35538751,Michael Omobgehin,,,,,Michael Omobgehin,,male,politician,,,,,,Michael,,,,,,,,Michael Omobgehin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,,,,,,,,,,,,,,,,,,,,,,
Q35538760,Tajudeen Abbas,,,,,Tajudeen Abbas,,,politician,,,,,,,,,,,,,,Tajudeen Abbas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,,,,,,,,,,,,,,,,,,,,,,
Q35538773,Adamu Muhammadu,,,,,Adamu Muhammadu,,,politician,,,,,,,,,,,,,,Adamu Muhammadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,,,,,,,,,,,,,,,,,,,,,,
Q35538787,Alagboso Jerry,,,,,Alagboso Jerry,,male,politician,,,,,,,,,,,,,,Alagboso Jerry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,,,,,,,,,,,,,,,,,,,,,,
Q35538799,Dennis Agbo,,,,,Dennis Agbo,,male,politician,,,,,,,,,,,,,,Dennis Agbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635,,,,,,,,,,,,,,,,,,,,,,
Q35538817,Sodaguwo Festus-omoni,,,,,Sodaguwo Festus-omoni,,,politician,,,,,,,,,,,,,,Sodaguwo Festus-omoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846,,,,,,,,,,,,,,,,,,,,,,
Q35538828,Shriff Mohammed,,,,,Shriff Mohammed,,,politician,,,,,,,,,,,,,,Shriff Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,,,,,,,,
Q35538841,O.pally Iriase,,,,,O.pally Iriase,,,politician,,,,,,,,,,,,,,O.pally Iriase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761,,,,,,,,,,,,,,,,,,,,,,
Q35538857,Mohammed Monguno,,,,,Mohammed Monguno,,male,politician,,,,,,Mohammed,,,,,,,,Mohammed Monguno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,,,,,,,,,,,,,,,,,,,,,,
Q35538869,Umar Muhammed,,,,,Umar Muhammed,,male,politician,,,,,,,,,,,,,,Umar Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667,,,,,,,,,,,,,,,,,,,,,,
Q35538879,Bala Yusuf,,,,,Bala Yusuf,,,politician,,,,,,,,,,,,,,Bala Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,,,,,,,,,,,,,,,,,,,,,,
Q35538891,Akinjo Victor,,,,,Akinjo Victor,,,politician,,,,,,,,,,,,,,Akinjo Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,,,,,,,,,,,,,,,,,,,,,,
Q35538903,Ismaila Gadaka,,,,,Ismaila Gadaka,,,politician,,,,,,,,,,,,,,Ismaila Gadaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,,,,,,,,,,,,,,,,,,,,,,
Q35538916,"Linus Okorie,fca",,,,,"Linus Okorie,fca",,,politician,,,,,,,,,,,,,,"Linus Okorie,fca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,,,,,,,,,,,,,,,,,,,,,,
Q35538931,Ugwuegede Ikechukwu,,,,,Ugwuegede Ikechukwu,,,politician,,,,,,,,,,,,,,Ugwuegede Ikechukwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,,,,,,,,,,,,,,,,,,,,,,
Q35538940,Kwamoti Laori,,,,,Kwamoti Laori,,,politician,,,,,,,,,,,,,,Kwamoti Laori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,,,,,,,,,,,,,,,,,,,,,,
Q35538952,Essien Ayi,,,,,Essien Ayi,,,politician,,,,,,,,,,,,,,Essien Ayi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,
Q35538966,Chukwuemeka Anohu,,,,,Chukwuemeka Anohu,,,politician,,,,,,,,,,,,,,Chukwuemeka Anohu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,,,,,,,,,,,,,,,,,,,,,,
Q35538977,Abdullahi Garba,,,,,Abdullahi Garba,Abdullahi Idris Garba,male,politician,,,,,,,,,,,,,,Abdullahi Garba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778,,,,,,,,,,,,,,,,,,,,,,
Q35538989,Abdukadir Rahis,,,,,Abdukadir Rahis,,,politician,,,,,,,,,,,,,,Abdukadir Rahis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,,,,,,,,,,,,,,,,,,,,,,
Q35538997,Francis Uduyok,,,,,Francis Uduyok,,,politician,,,,,,Francis,,,,,,,,Francis Uduyok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,,,,,,,,,,,,,,,,,,,,,,
Q35539008,Taofeek Adaranijo,,,,,Taofeek Adaranijo,,,politician,,,,,,,,,,,,,,Taofeek Adaranijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,,,,,,,,,,,,,,,,,,,,,,
Q35539019,Adebutu Oladipupo,,,,,Adebutu Oladipupo,,,politician,,,,,,,,,,,,,,Adebutu Oladipupo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,
Q35539032,Olusegun Odebunmi,,,,,Olusegun Odebunmi,,,politician,,,,,,,,,,,,,,Olusegun Odebunmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752,,,,,,,,,,,,,,,,,,,,,,
Q35539046,Mohammed Garba,,,,,Mohammed Garba,,male,politician,,,,,,Mohammed,,,,,,,,Mohammed Garba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663,,,,,,,,,,,,,,,,,,,,,,
Q35539057,Sani Aminu,,,,,Sani Aminu,,,politician,,,,,,,,,,,,,,Sani Aminu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,,,,,,,,,,,,,,,,,,,,,,
Q35539072,Hassan Saleh,,,Hassan Saleh,Hassan Saleh,Hassan Saleh,,male,politician,,,,,,,,,,,,,,Hassan Saleh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hassan Saleh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868,,,,,Hassan Saleh,,,,,,,,,,,,,,,,,
Q35539083,Onyejeocha Nkeiruka,,,,,Onyejeocha Nkeiruka,,,politician,,,,,,,,,,,,,,Onyejeocha Nkeiruka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,,,,,,,,,,,,,,,,,,,,,,
Q35539092,Muhammad Abubakar,,,,,Muhammad Abubakar,,male,politician,,,,,,,,,,,,,,Muhammad Abubakar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,
Q35539099,Kenneth Chikere,,,,,Kenneth Chikere,,male,politician,,,,,,Kenneth,,,,,,,,Kenneth Chikere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839,,,,,,,,,,,,,,,,,,,,,,
Q35539108,Isa Salihu,,,,,Isa Salihu,,,politician,,,,,,,,,,,,,,Isa Salihu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,,,,,,,,,,,,,,,,,,,,,,
Q35539118,Garba Muhammad,,,,,Garba Muhammad,,,politician,,,,,,,,,,,,,,Garba Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686,,,,,,,,,,,,,,,,,,,,,,
Q35539127,Anayo Nnebe,,,,,Anayo Nnebe,,,politician,,,,,,,,,,,,,,Anayo Nnebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,,,,,,,,,,,,,,,,,,,,,
Q35539133,Ikani Okolo,,,,,Ikani Okolo,,,politician,,,,,,,,,,,,,,Ikani Okolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,,,,,,,,,,,,,,,,,,,,,,
Q35539140,Awulu Adaji,,,,,Awulu Adaji,,,politician,,,,,,,,,,,,,,Awulu Adaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,,,,,,,,,,,,,,,,,,,,,,
Q35539149,Galadima Zakariya'u,,,,,Galadima Zakariya'u,,,politician,,,,,,,,,,,,,,Galadima Zakariya'u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,,,,,,,,,,,,,,,,,,,,,,
